"R0000100","R0000600","R0175800","R0175900","R0176700","R0176800","R0177600","R0177700","R0178500","R0178600","R0179400","R0179500","R0180300","R0180400","R0181200","R0181300","R0182100","R0182200","R0183000","R0183100","R0183900","R0184000","R0184800","R0184900","R0185700","R0185800","R0186600","R0186700","R0187500","R0187600","R2303100","R2303200","R2303500","R2303600","R2505300","R2505400","R2505700","R2505800"
9501,19,36,53,36,63,33,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,36,-4,-4,-4,-4,-4
9502,21,4,66,5,59,17,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,19,-4,-4,-4,-4,-4
9503,21,4,50,40,18,40,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,64,-2,58,-4,-4,-4,-4
9504,18,5,50,39,21,7,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,-4,28,-4,-4,-4,-4,-4
9505,18,4,47,5,43,6,15,6,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,36,-4,-4,-4,-4,-4
9506,15,4,47,5,43,6,18,6,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,36,-4,-4,-4,-4,-4
9507,20,1,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,63,-4,-4,-4,-4
9508,15,4,61,5,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,17,-4,21,-4,-4,-4,-4,-4
9509,18,4,46,5,42,7,17,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-4,36,-4,-4,-4,-4,-4
9510,17,4,46,5,42,6,18,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,55,-2,51,-4,-4,-4,-4
9511,18,36,20,36,16,36,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,33,-4,-4,-4,-4,-4
9512,20,4,42,5,38,18,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,51,-2,48,-4,-4,-4,-4
9513,15,5,-3,7,13,7,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,-4,46,-4,-4,-4,-4,-4
9514,14,31,64,5,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,15,-4,27,-4,-4,-4,-4,-4
9515,21,2,1,33,27,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
9516,15,-4,-4,5,38,7,10,6,16,6,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,47,-4,-4,-4,-4
9517,20,1,26,2,1,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,37,-4,-4,-4,-4,-4
9518,18,4,48,5,42,6,14,7,12,7,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,56,-4,-4,-4,-4
9519,14,4,48,5,42,6,18,7,12,7,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,36,-4,-4,-4,-4,-4
9520,20,4,70,5,55,6,28,7,23,6,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
9521,21,5,47,7,19,7,18,7,10,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,23,-4,31,-4,-4,-4,-4,-4
9522,19,5,47,7,21,7,18,7,10,-3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,58,31,-4,-4,-4,-4,-4
9523,18,5,47,7,21,7,19,7,10,18,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,31,-4,-4,-4,-4,-4
9524,20,1,17,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,51,-4,-4,-4,-4
9525,17,1,20,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,-4,40,-4,-4,-4,-4,-4
9526,21,5,51,7,17,6,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,-4,27,-4,-4,-4,-4,-4
9527,18,5,51,7,21,6,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,27,-4,-4,-4,-4,-4
9528,14,5,51,7,21,7,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,-4,27,-4,-4,-4,-4,-4
9529,21,1,24,3,1,7,21,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,60,-5,-5,-5,-5
9530,19,5,-1,6,16,7,14,6,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,21,-4,24,-4,-4,-4,-4,-4
9531,16,5,-1,7,19,7,14,6,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
9532,14,5,-1,7,19,6,16,6,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,21,-4,23,-4,-4,-4,-4,-4
9533,20,5,-1,7,19,6,16,7,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
9534,17,5,37,7,14,7,11,6,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,41,-4,-4,-4,-4,-4
9535,14,5,37,7,17,7,11,6,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,44,-4,-4,-4,-4,-4
9536,21,4,50,5,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,-4,30,-4,-4,-4,-4,-4
9537,18,5,39,6,16,6,14,7,13,6,9,6,6,6,6,6,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,38,-4,-4,-4,-4,-4
9538,16,5,34,7,17,6,14,7,13,6,9,6,6,6,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,-4,38,-4,-4,-4,-4,-4
9539,14,5,39,7,17,6,16,9,13,6,9,6,6,6,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,-2,-2,-4,-4,-4,-4
9540,19,4,52,5,51,7,16,6,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,58,-2,56,-4,-4,-4,-4
9541,16,4,52,5,51,6,14,6,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,-4,28,-4,-4,-4,-4,-4
9542,16,4,31,6,14,6,12,7,9,7,6,37,46,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,47,-4,-4,-4,-4,-4
9543,18,5,-1,7,23,7,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,32,-4,-4,-4,-4,-4
9544,21,5,48,6,18,7,23,7,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,32,-4,-4,-4,-4,-4
9545,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,56,-2,52,-4,-4,-4,-4
9546,19,1,22,2,3,2,0,5,43,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,55,31,-4,-4,-4,-4,-4
9547,17,4,55,5,40,6,18,6,14,6,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,62,-2,39,-4,-4,-4,-4
9548,14,4,55,5,40,6,18,6,17,7,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,-4,-2,48,-4,-4,-4,-4
9549,18,5,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-2,-4,20,-4
9550,18,5,39,6,13,6,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,49,-4,-4,-4,-4
9551,19,5,39,6,18,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
9552,20,5,-1,6,18,9,-1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,50,-2,-2,-4,-4,-4,-4
9553,18,5,-1,6,19,9,-1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
9554,20,1,20,3,0,12,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,21,-4,34,-4,-4,-4,-4,-4
9555,20,1,20,7,0,32,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,24,-4,-4,-4,-4,-4
9556,19,2,2,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
9557,20,4,74,5,39,7,20,7,18,7,16,7,14,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,-4,39,-4,-4,-4,-4,-4
9558,18,4,74,5,39,7,21,7,20,7,16,7,14,18,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,-4,39,-4,-4,-4,-4,-4
9559,16,4,74,5,39,7,21,7,20,7,18,7,14,18,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,-4,39,-4,-4,-4,-4,-4
9560,15,4,74,5,39,7,21,7,20,7,18,7,16,18,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,-4,39,-4,-4,-4,-4,-4
9561,21,1,20,2,5,16,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,56,-2,51,-4,-4,-4,-4
9562,22,36,21,36,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
9563,21,36,22,36,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,-4,26,-4,-4,-4,-4,-4
9564,21,36,22,36,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,-4,30,-4,-4,-4,-4,-4
9565,18,4,49,5,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,56,-2,-2,-4,-4,-4,-4
9566,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,-4,27,-4,-4,-4,-4,-4
9567,19,-3,-3,6,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,56,-2,46,-4,-4,-4,-4
9568,16,4,48,5,42,7,19,6,15,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,34,-4,-4,-4,-4,-4
9569,15,4,48,5,42,7,19,7,16,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,34,-4,-4,-4,-4,-4
9570,20,4,55,5,44,7,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,23,-4,34,-4,-4,-4,-4,-4
9571,19,5,53,0,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,26,-4,-4,-4,-4,-4
9572,15,5,53,6,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,16,-4,25,-4,-4,-4,-4,-4
9573,15,5,35,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-4,-2,43,-4,-4,-4,-4
9574,19,1,21,2,3,7,17,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,72,-2,46,-4,-4,-4,-4
9575,21,1,25,2,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,39,-4,-4,-4,-4,-4
9576,15,4,43,5,38,7,12,6,8,7,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,-4,41,-4,-4,-4,-4,-4
9577,21,36,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,36,-4,-4,-4,-4,-4
9578,17,4,47,5,41,7,16,6,14,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,62,-2,51,-4,-4,-4,-4
9579,16,9,47,5,41,7,17,6,14,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,56,-2,50,-4,-4,-4,-4
9580,14,4,47,5,41,7,17,7,16,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,58,-2,51,-4,-4,-4,-4
9581,18,12,29,12,26,12,24,12,31,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,43,-4,-4,-4,-4
9582,19,5,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,19,-4,18,-4,-4,-4,-4,-4
9583,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,14,-4,19,-4,-4,-4,-4,-4
9584,21,36,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,33,-4,-4,-4,-4,-4
9585,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,-4,39,-4,-4,-4,-4,-4
9586,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,19,-4,27,-4,-4,-4,-4,-4
9587,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,41,-4,39,-4,-4,-4,-4,-4
9588,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-4,37,-4,-4,-4,-4,-4
9589,21,36,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,-4,33,-4,-4,-4,-4,-4
9590,22,36,28,36,29,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,38,-4,-5,-5,-5,-5
9591,20,36,19,36,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
9592,19,36,-3,36,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-4,32,-4,-4,-4,-4,-4
9593,20,36,-3,36,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,55,-2,49,-4,-4,-4,-4
9594,19,36,19,36,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,19,-4,28,-4,-4,-4,-4,-4
9595,21,36,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,50,-2,51,-4,-4,-4,-4
9596,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,21,-4,21,-4,-4,-4,-4,-4
9597,19,36,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,-4,37,-4,-4,-4,-4,-4
9598,22,4,56,5,53,6,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,59,-2,60,-4,-4,-4,-4
9599,17,5,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,22,-4,26,-4,-4,-4,-4,-4
9600,19,4,45,5,38,6,17,7,15,6,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,42,-4,-2,47,-4,-4,-4,-4
9601,17,4,45,5,38,6,19,7,15,6,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-4,40,-4,-4,-4,-4,-4
9602,15,4,45,5,38,6,19,6,17,6,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-4,40,-4,-4,-4,-4,-4
9603,21,7,22,18,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,-4,31,-4,-4,-4,-4,-4
9604,18,7,25,17,6,17,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,55,-2,50,-4,-4,-4,-4
9605,17,5,50,7,21,6,15,6,13,6,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
9606,15,5,50,7,21,6,17,6,13,6,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,-4,20,-4,-4,-4,-4,-4
9607,18,5,50,7,21,6,17,6,15,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
9608,21,5,39,7,12,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,-4,39,-4,-4,-4,-4,-4
9609,18,5,39,6,19,7,17,7,15,7,13,7,11,6,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,50,38,-4,-4,-4,-4,-4
9610,16,5,45,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
9611,22,12,63,13,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,40,-4,-4,-4,-4,-4
9612,14,5,42,6,16,7,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,54,-2,50,-4,-4,-4,-4
9613,16,5,42,6,14,7,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,36,-4,-4,-4,-4,-4
9614,17,5,42,6,14,6,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,50,-4,-4,-4,-4
9615,19,5,38,6,13,39,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,40,-4,-4,-4,-4,-4
9616,15,4,46,5,36,7,14,7,6,32,76,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,42,-4,42,-4,-4,-4,-4,-4
9617,15,4,38,5,34,7,13,6,10,6,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,46,-4,-4,-4,-4,-4
9618,16,5,38,6,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,39,-4,40,-4,-4,-4,-4,-4
9619,21,33,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,51,30,-4,-4,-4,-4,-4
9620,19,1,19,7,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,32,-4,-4,-4,-4,-4
9621,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-2,-4,-2,-4
9622,21,4,47,5,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-4,28,-4,-4,-4,-4,-4
9623,17,1,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,41,-4,-4,-4,-4,-4
9624,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,30,-4,-4,-4,-4,-4
9625,19,36,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
9626,21,4,49,5,46,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
9627,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,-4,37,-4,-4,-4,-4,-4
9628,17,4,41,5,41,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,50,-2,49,-4,-4,-4,-4
9629,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,53,-4,-4,-4,-4
9630,17,4,44,5,41,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,56,-4,-4,-4,-4
