"R0000100","R0000600","R0175800","R0175900","R0176700","R0176800","R0177600","R0177700","R0178500","R0178600","R0179400","R0179500","R0180300","R0180400","R0181200","R0181300","R0182100","R0182200","R0183000","R0183100","R0183900","R0184000","R0184800","R0184900","R0185700","R0185800","R0186600","R0186700","R0187500","R0187600","R2303100","R2303200","R2303500","R2303600","R2505300","R2505400","R2505700","R2505800"
4157,16,37,37,5,38,6,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,59,-2,48,-4,-4,-4,-4
4158,15,7,16,4,50,38,43,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4159,18,4,38,5,40,7,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,46,-2,48,-4,-4,-4,-4
4160,17,4,38,5,40,6,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,47,-2,49,-4,-4,-4,-4
4161,15,4,70,5,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,8,-4,22,-4,-4,-4,-4,-4
4162,18,4,45,5,45,7,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-4,33,-4,-4,-4,-4,-4
4163,14,4,45,5,45,7,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-4,33,-4,-4,-4,-4,-4
4164,17,37,62,5,37,6,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,51,46,-4,-4,-4,-4,-4
4165,15,37,62,5,37,6,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
4166,19,4,51,5,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,59,-2,59,-4,-4,-4,-4
4167,15,1,38,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,43,35,-4,-4,-4,-4,-4
4168,18,19,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,-4,45,-4,-4,-4,-4,-4
4169,19,4,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,-4,13,-4,-4,-4,-4,-4
4170,19,4,53,5,52,6,23,6,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,-4,26,-4,-4,-4,-4,-4
4171,17,4,53,5,52,6,23,7,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,-4,26,-4,-4,-4,-4,-4
4172,16,5,42,6,10,16,73,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,52,-2,51,-4,-4,-4,-4
4173,21,5,33,7,18,7,17,6,14,18,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,53,-2,52,-4,-4,-4,-4
4174,18,5,33,7,20,7,17,6,14,18,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,35,-4,-4,-4,-4,-4
4175,17,5,33,7,20,7,18,6,14,18,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-5,-5,-5,-5
4176,15,4,-3,5,-3,6,-3,6,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,42,-4,43,-4,-4,-4,-4,-4
4177,17,4,62,5,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4178,14,5,38,7,13,7,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,46,43,-4,-4,-4,-4,-4
4179,21,1,30,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-4,37,-4,-4,-4,-4,-4
4180,17,5,38,6,16,7,11,6,10,6,9,7,4,7,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,40,-4,-4,-4,-4,-4
4181,16,5,39,7,18,7,12,6,10,6,9,7,4,7,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,46,-4,-4,-4,-4
4182,19,1,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,61,-2,61,-4,-4,-4,-4
4183,21,1,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,49,-2,47,-4,-4,-4,-4
4184,18,1,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,-4,40,-4,-5,-5,-5,-5
4185,18,6,28,5,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,70,24,-4,-5,-5,-5,-5
4186,19,5,46,7,18,6,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-4,32,-4,-4,-4,-4,-4
4187,18,5,46,7,19,6,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,32,-4,-4,-4,-4,-4
4188,16,9,59,8,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,68,37,-4,-4,-4,-4,-4
4189,14,37,30,5,34,6,13,7,9,6,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,44,-4,-4,-4,-4
4190,18,4,52,5,58,6,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,-4,22,-4,-5,-5,-5,-5
4191,15,4,46,5,40,7,14,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,37,-4,-4,-4,-4,-4
4192,14,4,46,5,40,6,15,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-4,38,-4,-4,-4,-4,-4
4193,14,4,20,5,-3,7,12,6,11,6,8,7,4,7,6,7,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,-4,38,-4,-5,-5,-5,-5
4194,22,5,42,6,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,-4,35,-4,-4,-4,-4,-4
4195,14,7,46,7,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,58,-2,54,-4,-4,-4,-4
4196,19,4,50,5,42,7,18,7,15,7,10,18,1,16,19,16,4,16,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-4,38,-4,-4,-4,-4,-4
4197,18,4,50,5,42,6,19,7,15,7,10,18,1,16,19,16,0,16,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,41,-4,-4,-4,-4,-4
4198,15,4,50,5,42,6,19,7,18,7,10,18,1,16,19,16,4,16,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,-4,34,-4,-4,-4,-4,-4
4199,19,16,50,16,42,16,19,16,18,16,15,16,10,16,1,3,4,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,44,-4,-4,-4,-4,-4
4200,19,4,53,7,23,6,20,6,17,6,15,7,16,6,12,7,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,63,-2,63,-4,-4,-4,-4
4201,17,4,63,7,23,6,20,7,19,6,15,7,16,6,12,7,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-5,-5,-5,-5
4202,15,4,-3,7,-3,6,-3,7,-3,6,-3,7,-3,6,-3,7,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,63,-2,63,-4,-4,-4,-4
4203,16,4,-3,7,-3,6,-3,7,-3,6,-3,6,-3,6,-3,7,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,23,-4,27,-4,-4,-4,-4,-4
4204,19,4,43,5,40,6,18,7,16,7,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,52,-2,49,-4,-4,-4,-4
4205,18,4,43,5,40,6,-3,7,16,7,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4206,16,4,43,5,40,6,-3,6,18,7,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,-4,31,-4,-4,-4,-4,-4
4207,19,4,49,5,49,7,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
4208,17,4,49,5,49,6,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,56,-2,57,-4,-4,-4,-4
4209,16,4,49,5,50,7,15,13,47,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,57,-2,58,-4,-4,-4,-4
4210,15,4,40,5,50,6,16,13,43,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4211,18,4,43,5,42,7,25,7,14,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,45,-2,45,-4,-4,-4,-4
4212,14,4,43,5,42,7,25,6,18,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,-4,37,-4,-4,-4,-4,-4
4213,16,5,48,7,17,7,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,21,-4,24,-4,-4,-4,-4,-4
4214,17,5,48,6,16,7,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,-4,31,-4,-4,-4,-4,-4
4215,16,-3,45,-3,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,-4,39,-4,-4,-4,-4,-4
4216,14,4,41,5,39,6,11,6,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,50,-2,45,-4,-4,-4,-4
4217,20,1,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,63,-2,60,-4,-4,-4,-4
4218,18,1,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,46,-4,44,-4,-4,-4,-4,-4
4219,17,4,60,5,50,6,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,19,-4,26,-4,-4,-4,-4,-4
4220,16,5,34,36,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-4,44,-4,-4,-4,-4,-4
4221,15,4,66,5,43,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,76,-2,53,-4,-4,-4,-4
4222,18,4,48,5,46,7,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,58,-2,56,-4,-4,-4,-4
4223,14,4,48,5,46,7,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,-4,36,-4,-4,-4,-4,-4
4224,21,36,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,61,-2,60,-4,-4,-4,-4
4225,21,4,53,5,43,6,24,6,19,7,16,9,78,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,61,-2,51,-4,-4,-4,-4
4226,19,4,52,5,43,6,24,6,21,7,16,9,78,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,-4,36,-4,-4,-4,-4,-4
4227,16,4,53,5,43,6,24,6,21,6,19,9,78,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,-4,35,-4,-4,-4,-4,-4
4228,20,4,26,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,63,-2,52,-4,-4,-4,-4
4229,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4230,16,5,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,-4,26,-4,-4,-4,-4,-4
4231,15,37,48,5,34,6,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,46,44,-4,-4,-4,-4,-4
4232,19,1,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-4,31,-4,-4,-4,-4,-4
4233,16,4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,49,-2,45,-4,-4,-4,-4
4234,14,4,-3,5,-3,7,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,-4,46,-4,-4,-4,-4,-4
4235,20,13,32,13,30,16,13,16,9,16,10,16,6,16,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,-2,48,-4,-4,-4,-4
4236,21,1,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,32,-4,-4,-4,-4,-4
4237,17,4,-3,7,-3,6,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,46,45,-4,-4,-4,-4,-4
4238,20,4,42,5,42,6,19,6,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,36,-4,-4,-4,-4,-4
4239,19,4,42,5,42,6,20,6,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,51,-2,51,-4,-4,-4,-4
4240,20,4,42,5,42,6,19,6,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,-4,35,-4,-4,-4,-4,-4
4241,18,4,51,5,48,6,16,6,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4242,16,4,51,5,48,7,18,6,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,-4,-2,55,-4,-4,-4,-4
4243,14,8,57,9,55,6,10,6,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4244,18,4,43,5,39,6,17,6,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,39,-4,-4,-4,-4,-4
4245,17,4,43,5,40,6,18,6,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,39,-4,-4,-4,-4,-4
4246,18,5,36,7,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,52,-2,48,-4,-4,-4,-4
4247,17,5,36,7,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,38,-4,40,-4
4248,17,37,38,5,38,7,15,40,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,39,-4,41,-4,-4,-4,-4,-4
4249,16,37,37,5,36,6,17,7,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,39,-4,41,-4,-4,-4,-4,-4
4250,16,4,52,5,51,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4251,16,4,49,5,49,7,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,56,-2,57,-4,-4,-4,-4
4252,14,4,49,5,49,7,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,31,-4,-4,-4,-4,-4
4253,20,1,23,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,31,-4,-2,53
4254,16,5,36,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,47,-2,-2,-4,-4,-4,-4
4255,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,52,-2,51,-4,-4,-4,-4
4256,20,36,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,57,-2,57,-4,-4,-4,-4
4257,21,36,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,55,-2,55,-4,-4,-4,-4
4258,19,36,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,43,-4,-4,-4,-4,-4
4259,19,9,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-4,-2,49,-4,-4,-4,-4
4260,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,60,-2,54,-4,-4,-4,-4
4261,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,42,-4,-4,-4,-4,-4
4262,21,6,16,2,6,2,3,4,46,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,54,-2,47,-4,-4,-4,-4
4263,16,7,21,17,6,17,3,4,46,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,-2,-2,-4,-4,-4,-4
4264,19,4,40,1,18,2,0,6,13,6,1,7,15,12,20,4,40,5,38,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,44,-2,39,-4,-4,-4,-4
4265,18,1,19,3,0,24,40,25,38,36,20,26,13,26,1,27,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
4266,16,5,46,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
4267,21,26,35,7,47,7,30,17,7,17,4,17,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,29,-4,-4,-4,-4,-4
4268,21,4,49,6,19,7,12,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,-4,33,-4,-4,-4,-4,-4
4269,19,4,49,7,21,7,12,17,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,-4,33,-4,-4,-4,-4,-4
4270,18,5,52,4,74,7,16,6,16,7,14,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,62,-4,-4,-4,-4
4271,16,5,52,9,74,7,18,7,16,6,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,68,-2,56,-4,-4,-4,-4
4272,16,5,52,9,74,7,18,6,16,6,14,18,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,55,32,-4,-5,-5,-5,-5
4273,14,5,33,0,14,7,13,6,10,7,7,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,-4,45,-4,-4,-4,-4,-4
4274,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,55,-4,-4,-4,-4
4275,16,5,54,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,68,-2,63,-4,-4,-4,-4
4276,22,1,19,3,3,3,1,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,39,-4,-2,46
4277,19,1,21,3,1,3,3,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,52,42,-4,-4,-4,-4,-4
4278,19,37,39,5,39,7,7,6,2,6,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,39,-4,-4,-4,-4,-4
4279,20,1,19,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,52,-2,46,-4,-4,-4,-4
4280,19,1,20,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,-4,29,-4,-4,-4,-4,-4
4281,21,1,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-4,36,-4,-4,-4,-4,-4
4282,15,12,41,13,33,16,10,16,9,16,9,16,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,-2,-2,-4,-4,-4,-4
4283,15,4,51,5,41,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,-4,33,-4,-4,-4,-4,-4
4284,16,4,41,5,39,16,15,6,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,49,-2,45,-4,-4,-4,-4
4285,15,12,41,13,39,16,16,16,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,46,-2,45,-4,-4,-4,-4
4286,16,5,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-4,41,-4,-4,-4,-4,-4
4287,18,4,56,5,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,21,-4,21,-4,-4,-4,-4,-4
4288,15,4,50,5,47,6,22,6,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,60,-2,56,-4,-4,-4,-4
