C0000100,C0000200,C0005700,m_age_ya,m_HGC
665901,6659,1979,18,15
665902,6659,1981,21,15
666201,6662,1986,24,12
666202,6662,1992,30,12
666203,6662,1997,35,12
666401,6664,1979,16,10
666501,6665,1980,20,13
666502,6665,1984,24,13
666601,6666,1990,28,14
666701,6667,1984,21,16
666702,6667,1987,24,16
666801,6668,1987,23,15
666802,6668,1990,26,15
666901,6669,1983,18,12
666902,6669,1991,26,12
666903,6669,1993,28,12
667101,6671,1980,18,12
667102,6671,1985,23,12
667103,6671,1989,28,12
667104,6671,1990,29,12
667105,6671,1994,32,12
667106,6671,1987,25,12
667201,6672,1977,16,12
667202,6672,1981,20,12
667203,6672,1993,33,12
667401,6674,1980,23,16
667402,6674,1982,24,16
667403,6674,1986,28,16
667501,6675,1982,19,12
667502,6675,1985,21,12
667503,6675,1988,24,12
667601,6676,1979,17,16
667602,6676,1981,20,16
667603,6676,1984,22,16
668401,6684,1976,17,11
668402,6684,1981,22,11
668403,6684,1990,31,11
668501,6685,1980,18,9
669201,6692,1986,18,16
669202,6692,1988,18,16
669301,6693,1987,26,16
669302,6693,1991,29,16
669401,6694,1978,20,15
669501,6695,1983,23,8
669502,6695,1989,28,8
669901,6699,1983,24,16
669902,6699,1988,30,16
670301,6703,1990,29,18
670302,6703,1991,30,18
670303,6703,1996,35,18
670401,6704,1980,20,8
670402,6704,1988,27,8
670403,6704,1989,29,8
670701,6707,1992,34,16
670702,6707,1993,35,16
670703,6707,1995,37,16
670801,6708,1998,33,20
670901,6709,1981,20,16
670902,6709,1984,22,16
670903,6709,1997,35,16
671101,6711,1982,19,13
671102,6711,1989,25,13
671201,6712,1989,30,15
671202,6712,1990,31,15
671401,6714,1979,15,12
671801,6718,2002,39,11
672001,6720,1983,25,13
672201,6722,1976,18,12
672501,6725,1987,24,12
672502,6725,1993,29,12
673001,6730,1982,20,14
673101,6731,1996,33,95
673401,6734,1981,24,18
673402,6734,1987,30,18
673801,6738,1995,33,12
673802,6738,1999,37,12
674001,6740,1978,18,9
674101,6741,1988,27,12
674201,6742,1984,24,12
674202,6742,1987,27,12
674203,6742,1988,28,12
674401,6744,1981,18,16
674402,6744,1983,20,16
674501,6745,1986,22,15
674502,6745,1989,24,15
674701,6747,1982,21,13
674702,6747,1984,23,13
674901,6749,1979,18,13
674902,6749,1980,20,13
674903,6749,1982,22,13
674904,6749,1986,26,13
675201,6752,1980,18,14
675202,6752,1987,25,14
675203,6752,1988,26,14
675204,6752,1995,33,14
675205,6752,1997,35,14
675301,6753,1985,24,18
675302,6753,1996,36,18
675501,6755,1983,19,14
675502,6755,1989,25,14
675601,6756,1981,23,14
675602,6756,1983,25,14
675701,6757,1981,20,14
675801,6758,1978,21,14
675802,6758,1981,24,14
676101,6761,1979,18,11
676301,6763,2000,42,14
676501,6765,1987,24,12
676502,6765,1994,30,12
676701,6767,1987,27,15
676702,6767,1989,29,15
677201,6772,1979,19,8
677202,6772,1981,21,8
677301,6773,1978,19,10
677302,6773,1983,24,10
677303,6773,1988,29,10
677401,6774,1982,23,14
677402,6774,1984,24,14
677403,6774,1986,27,14
677404,6774,1989,30,14
677405,6774,1991,31,14
677701,6777,1982,23,13
677702,6777,1984,26,13
677703,6777,1992,33,13
678001,6780,1986,21,10
678002,6780,2005,41,10
678301,6783,1982,20,15
678302,6783,1988,26,15
678701,6787,1975,16,9
678702,6787,1976,17,9
678703,6787,1978,19,9
678704,6787,1990,31,9
678801,6788,1979,16,9
678802,6788,1981,18,9
678803,6788,1991,28,9
678804,6788,1997,34,9
679701,6797,1978,15,9
680701,6807,1980,17,12
680702,6807,1985,22,12
680703,6807,1988,25,12
681001,6810,1981,19,10
681401,6814,1986,23,13
681601,6816,1985,27,16
681602,6816,1986,28,16
681701,6817,1993,30,18
681702,6817,1994,32,18
682501,6825,1976,16,16
682502,6825,1985,25,16
682601,6826,1997,33,20
682602,6826,2000,36,20
682801,6828,1972,15,12
682802,6828,1974,16,12
682803,6828,1977,20,12
682901,6829,1982,24,16
682902,6829,1986,28,16
682903,6829,1995,37,16
683201,6832,1981,22,8
683202,6832,1982,23,8
683501,6835,1996,31,15
683901,6839,1989,28,19
683902,6839,1991,30,19
683903,6839,1994,33,19
684201,6842,1989,27,19
684202,6842,1992,30,19
684203,6842,1994,32,19
684501,6845,1980,21,12
684502,6845,1981,22,12
684503,6845,1983,24,12
684701,6847,1981,17,11
684702,6847,1984,20,11
684703,6847,1985,21,11
684704,6847,1988,23,11
684705,6847,1993,28,11
685201,6852,1997,39,15
685202,6852,2002,44,15
685401,6854,1982,20,13
685402,6854,1982,20,13
685601,6856,1985,26,12
685602,6856,1990,30,12
685603,6856,1992,32,12
685801,6858,1978,15,14
685802,6858,1979,16,14
685803,6858,1980,17,14
685804,6858,1981,18,14
685805,6858,1983,20,14
685806,6858,1984,21,14
686201,6862,1978,20,16
686202,6862,1985,27,16
686203,6862,1990,31,16
686204,6862,1997,38,16
686601,6866,1975,18,12
687001,6870,1991,29,14
687002,6870,1993,31,14
687501,6875,1985,21,14
687601,6876,1986,21,18
687602,6876,1989,25,18
687701,6877,1998,36,12
687702,6877,1999,38,12
688001,6880,1990,31,17
688002,6880,1993,33,17
688101,6881,1985,26,14
688102,6881,1992,34,14
688103,6881,1999,40,14
688501,6885,1985,22,12
688502,6885,1994,30,12
688701,6887,1998,37,14
689001,6890,1980,19,8
689002,6890,1988,27,8
689101,6891,1986,23,13
689102,6891,1990,27,13
690101,6901,1990,28,14
690501,6905,1998,38,15
691301,6913,1990,29,16
691302,6913,1993,33,16
691303,6913,1999,38,16
691501,6915,2000,42,16
691601,6916,1975,18,12
691602,6916,1976,19,12
691603,6916,1978,21,12
691604,6916,1979,22,12
691701,6917,1980,21,12
691702,6917,1987,28,12
691901,6919,1983,22,12
691902,6919,1987,26,12
692001,6920,1980,17,9
692002,6920,1981,19,9
692003,6920,1983,20,9
692004,6920,1987,25,9
693001,6930,1980,21,14
693002,6930,1984,24,14
693003,6930,1987,28,14
693101,6931,1981,23,12
693301,6933,1990,25,17
693701,6937,1987,23,14
693702,6937,1988,24,14
693901,6939,1991,34,12
693902,6939,1995,38,12
694001,6940,1986,28,12
694002,6940,1989,31,12
694301,6943,1976,17,12
694302,6943,1977,19,12
694501,6945,1984,23,12
694502,6945,1988,27,12
694801,6948,1979,22,14
694802,6948,1985,28,14
695001,6950,1981,19,12
695002,6950,1986,24,12
695003,6950,2000,38,12
695101,6951,1991,28,18
695102,6951,1994,30,18
695201,6952,1982,19,14
695202,6952,1985,22,14
695301,6953,1985,21,14
695302,6953,1987,22,14
695303,6953,1992,27,14
695304,6953,1998,33,14
695601,6956,1982,22,12
695602,6956,1983,24,12
695603,6956,1986,26,12
695701,6957,1989,28,12
695702,6957,1991,30,12
696201,6962,1979,17,11
696202,6962,1983,20,11
696203,6962,1981,19,11
696301,6963,1980,18,9
696302,6963,1982,20,9
696303,6963,1987,25,9
696501,6965,1982,19,11
696502,6965,1983,20,11
696503,6965,1984,21,11
696601,6966,1982,18,11
696602,6966,1992,28,11
696603,6966,1997,33,11
696701,6967,1978,18,11
696702,6967,1982,22,11
696703,6967,1987,26,11
696704,6967,1989,29,11
696705,6967,1990,30,11
696706,6967,1992,31,11
696801,6968,1996,34,14
697001,6970,1975,18,12
697002,6970,1994,37,12
697101,6971,1981,20,16
697102,6971,1987,26,16
697103,6971,1993,32,16
698301,6983,1986,27,17
698302,6983,1988,29,17
698901,6989,1979,20,15
698902,6989,1983,24,15
699201,6992,1984,21,14
699202,6992,1986,24,14
699203,6992,1989,27,14
699401,6994,1977,17,12
699501,6995,1977,17,9
699502,6995,1979,18,9
699503,6995,1981,21,9
699504,6995,1976,16,9
700001,7000,1983,24,12
700002,7000,1985,26,12
700003,7000,1988,29,12
700004,7000,1992,33,12
700201,7002,1980,19,14
700202,7002,1987,25,14
700203,7002,1988,27,14
700601,7006,1977,18,12
700602,7006,1980,21,12
700603,7006,1983,24,12
701201,7012,1977,19,12
701501,7015,1975,16,10
701502,7015,1976,17,10
701503,7015,1979,21,10
701504,7015,1983,24,10
701601,7016,1986,29,16
701901,7019,1984,26,14
701902,7019,1985,28,14
702001,7020,1983,23,12
702101,7021,1989,30,9
702201,7022,1982,20,9
702202,7022,1980,18,9
702203,7022,1985,23,9
702801,7028,1984,21,12
702802,7028,1988,24,12
703001,7030,1984,21,12
703101,7031,1983,19,12
703102,7031,1987,23,12
703201,7032,1981,20,14
703401,7034,1985,20,10
703402,7034,1988,23,10
703403,7034,1990,25,10
703801,7038,1984,20,12
703802,7038,1986,22,12
703901,7039,1983,21,11
703902,7039,1985,23,11
703903,7039,1988,26,11
704201,7042,1978,17,10
704501,7045,1976,17,12
704502,7045,1978,20,12
704503,7045,1979,21,12
704601,7046,1983,18,11
704602,7046,1984,19,11
704603,7046,1989,24,11
704801,7048,2004,40,16
704901,7049,1980,18,12
704902,7049,1985,23,12
704903,7049,1999,37,12
704904,7049,2003,41,12
705101,7051,1979,17,8
705201,7052,1984,20,9
705301,7053,1975,17,9
705302,7053,1976,18,9
705303,7053,1978,19,9
705304,7053,1984,26,9
705305,7053,1988,30,9
705401,7054,1981,23,14
705501,7055,1984,21,12
705801,7058,1980,21,9
706401,7064,1981,20,12
706402,7064,1993,32,12
706501,7065,1978,16,14
706502,7065,1987,25,14
706503,7065,1987,25,14
706601,7066,1976,16,12
706602,7066,1977,17,12
706603,7066,1979,19,12
706604,7066,1980,20,12
706605,7066,1981,21,12
707301,7073,1985,21,15
707302,7073,1989,26,15
707303,7073,1991,28,15
707401,7074,1978,19,16
707402,7074,1986,27,16
707501,7075,1986,27,16
707502,7075,1989,30,16
707701,7077,1979,21,12
707702,7077,1982,23,12
707703,7077,1983,24,12
708101,7081,1986,23,16
708102,7081,1992,29,16
708401,7084,1985,28,18
708402,7084,1987,29,18
708403,7084,1989,32,18
708501,7085,1979,20,13
708502,7085,1980,21,13
708503,7085,1986,27,13
708601,7086,1990,30,16
708602,7086,1991,31,16
708603,7086,1994,34,16
708801,7088,1978,18,12
708802,7088,1980,21,12
708803,7088,1984,24,12
708804,7088,1988,28,12
708901,7089,1977,17,14
708902,7089,1980,20,14
708903,7089,1982,21,14
708904,7089,1991,31,14
708905,7089,1994,33,14
709201,7092,1978,17,20
709401,7094,1974,17,12
709402,7094,1979,22,12
709403,7094,1982,24,12
709701,7097,1974,16,14
709801,7098,1976,17,10
709802,7098,1985,26,10
710201,7102,1986,25,18
710202,7102,1987,26,18
710501,7105,1981,21,17
710502,7105,1990,29,17
710601,7106,1997,33,16
711101,7111,1986,21,13
711102,7111,1986,21,13
711501,7115,1983,20,13
711502,7115,1985,21,13
711601,7116,1976,17,16
711602,7116,1980,21,16
711603,7116,1981,23,16
711801,7118,1998,35,14
712001,7120,1986,26,14
712301,7123,1986,24,13
712302,7123,1988,25,13
712303,7123,1995,32,13
712401,7124,1975,17,12
712402,7124,1985,27,12
712601,7126,1978,19,12
712602,7126,1979,20,12
712603,7126,1981,22,12
712701,7127,1981,21,11
712702,7127,1983,23,11
712703,7127,1985,25,11
712704,7127,1997,36,11
712801,7128,1979,18,13
712802,7128,1981,19,13
713001,7130,1978,18,15
713002,7130,1983,23,15
713701,7137,1993,32,14
713702,7137,1994,33,14
713801,7138,1975,18,12
713802,7138,1977,19,12
713803,7138,1985,27,12
713901,7139,1984,24,10
713902,7139,1985,25,10
713903,7139,1987,28,10
714401,7144,1980,17,12
714402,7144,1987,25,12
714601,7146,1986,23,13
714602,7146,1991,28,13
714701,7147,1991,28,16
714801,7148,1984,26,16
714802,7148,1986,28,16
715201,7152,1983,22,16
715202,7152,1986,24,16
715203,7152,1990,29,16
715204,7152,1994,33,16
715301,7153,1982,20,14
715302,7153,1989,27,14
715601,7156,1983,19,12
715602,7156,1985,21,12
715603,7156,1990,25,12
715701,7157,1976,17,13
715702,7157,1982,22,13
715801,7158,1975,15,10
715802,7158,1977,16,10
715803,7158,1980,19,10
715804,7158,1991,30,10
715805,7158,1995,34,10
716001,7160,1988,25,15
716301,7163,1978,21,13
716302,7163,1984,26,13
716303,7163,1988,31,13
716304,7163,1991,33,13
716601,7166,1992,28,20
716602,7166,1994,30,20
716701,7167,1974,17,10
716702,7167,1984,27,10
716901,7169,1974,16,7
716902,7169,1976,18,7
716903,7169,1976,18,7
716904,7169,1980,22,7
717001,7170,1977,17,12
717002,7170,1982,22,12
717003,7170,1989,29,12
717101,7171,1992,31,11
717102,7171,1998,37,11
717401,7174,1988,26,12
717402,7174,1994,32,12
717501,7175,1987,26,12
717901,7179,1979,17,12
717902,7179,1982,20,12
717903,7179,1985,23,12
718001,7180,1979,19,12
718002,7180,1984,24,12
718101,7181,1980,20,13
718301,7183,1984,23,13
718302,7183,1986,25,13
718303,7183,1988,27,13
718401,7184,1981,19,12
718402,7184,1986,23,12
718403,7184,1988,25,12
718404,7184,1992,30,12
718601,7186,1986,21,12
718602,7186,1994,29,12
718901,7189,1983,23,12
718902,7189,1989,28,12
718903,7189,1990,30,12
719201,7192,1977,20,13
719401,7194,1984,21,13
719402,7194,1986,23,13
719701,7197,1978,17,12
719702,7197,1981,20,12
719801,7198,1978,16,13
719802,7198,1984,22,13
719803,7198,1989,27,13
719901,7199,1977,18,12
720201,7202,1990,32,16
720701,7207,1975,15,8
720702,7207,1977,17,8
720703,7207,1980,21,8
720704,7207,1981,22,8
720901,7209,1979,17,8
720902,7209,1984,22,8
721101,7211,1993,29,14
721102,7211,1994,30,14
721401,7214,1982,19,15
721402,7214,2001,38,15
721501,7215,1985,22,16
721502,7215,1993,30,16
721601,7216,1978,17,95
721701,7217,1977,17,10
721702,7217,1978,18,10
721703,7217,1981,21,10
721704,7217,1982,22,10
721705,7217,1984,24,10
721706,7217,1992,32,10
722001,7220,1980,18,12
722002,7220,1981,19,12
722003,7220,1983,21,12
722004,7220,1985,23,12
722401,7224,1992,29,13
722601,7226,1984,23,11
722602,7226,1987,26,11
722801,7228,1986,22,11
722802,7228,1991,27,11
722803,7228,1995,30,11
723101,7231,1993,31,15
723201,7232,1980,18,12
723202,7232,2006,45,12
723501,7235,1986,27,7
723502,7235,1987,28,7
723503,7235,1997,38,7
723601,7236,1994,30,14
723602,7236,1995,31,14
724101,7241,1991,28,16
724102,7241,1994,32,16
724401,7244,1982,18,13
724402,7244,1983,19,13
724403,7244,1985,21,13
724501,7245,1989,30,16
724601,7246,1983,21,12
724602,7246,1986,24,12
724603,7246,1993,31,12
724701,7247,1985,22,13
724901,7249,1977,16,8
724902,7249,1988,27,8
724903,7249,1998,37,8
724904,7249,1998,37,8
725201,7252,1974,16,12
725202,7252,1981,23,12
725301,7253,1981,17,11
725302,7253,1982,19,11
725303,7253,1986,22,11
725501,7255,1980,17,15
725601,7256,1981,16,12
725602,7256,1983,19,12
725603,7256,1985,21,12
725604,7256,1988,23,12
725801,7258,1980,17,12
725802,7258,1982,19,12
725901,7259,1985,21,11
725902,7259,1987,23,11
725903,7259,1988,24,11
725904,7259,1994,30,11
725905,7259,1996,31,11
726301,7263,1982,18,11
726302,7263,1984,19,11
726303,7263,1985,21,11
726304,7263,1987,23,11
726305,7263,1989,25,11
726306,7263,1991,27,11
726307,7263,1992,28,11
726308,7263,1994,29,11
726309,7263,1998,34,11
726310,7263,2000,36,11
726311,7263,2002,38,11
726401,7264,1984,22,12
727501,7275,1978,16,12
727502,7275,1982,20,12
727503,7275,1985,23,12
727601,7276,1979,16,14
727602,7276,1984,20,14
727801,7278,1975,18,12
727802,7278,1979,21,12
727803,7278,1982,25,12
727804,7278,1991,34,12
728201,7282,1980,17,12
728301,7283,1981,18,12
728401,7284,1988,24,16
728501,7285,1988,25,16
728502,7285,1990,27,16
728503,7285,1997,33,16
728504,7285,2004,41,16
728601,7286,1991,28,18
728602,7286,1996,33,18
729101,7291,1980,20,10
729501,7295,1976,18,16
729502,7295,1979,21,16
730001,7300,1994,32,12
730201,7302,1979,21,20
730202,7302,1980,22,20
730203,7302,1984,26,20
730301,7303,1978,16,9
730401,7304,1984,25,13
730402,7304,1990,30,13
730501,7305,1975,17,16
730502,7305,1986,28,16
730801,7308,1978,17,9
730802,7308,1986,25,9
731001,7310,1980,21,12
731002,7310,1981,21,12
731003,7310,1982,23,12
731004,7310,1983,24,12
731401,7314,1974,17,15
731402,7314,1996,38,15
731403,7314,2002,44,15
731601,7316,1975,18,13
731602,7316,1990,33,13
731603,7316,1992,35,13
731701,7317,1987,25,13
731702,7317,1989,27,13
732201,7322,1984,20,14
732202,7322,1987,23,14
732203,7322,1993,29,14
732301,7323,1979,17,12
732302,7323,1986,23,12
732401,7324,1980,16,12
732402,7324,1982,17,12
732403,7324,1983,19,12
732404,7324,1988,24,12
732405,7324,1989,25,12
732406,7324,1992,28,12
732501,7325,1982,18,14
732502,7325,1984,19,14
732503,7325,1989,24,14
732504,7325,1991,26,14
732505,7325,1992,28,14
732701,7327,1984,24,13
733101,7331,1977,19,12
733102,7331,1984,26,12
733103,7331,1987,29,12
733901,7339,1985,26,16
733902,7339,1988,29,16
734101,7341,1978,19,10
734401,7344,1986,28,16
734402,7344,1988,29,16
734501,7345,1982,23,14
734502,7345,1985,26,14
734503,7345,1988,29,14
734801,7348,1979,17,12
735001,7350,1973,15,13
735002,7350,1976,18,13
735003,7350,1981,22,13
735201,7352,1975,17,13
735501,7355,1983,19,10
735502,7355,1985,21,10
735801,7358,1983,21,12
735802,7358,1984,23,12
735803,7358,1987,25,12
735901,7359,1981,18,12
735902,7359,1983,20,12
735903,7359,1988,25,12
736701,7367,1979,15,8
736702,7367,1983,19,8
736703,7367,1987,23,8
736704,7367,1989,25,8
736801,7368,2000,39,17
737501,7375,1979,20,10
737502,7375,1982,23,10
737601,7376,1977,15,8
737602,7376,1985,23,8
737701,7377,1982,25,12
737702,7377,1991,33,12
737801,7378,1983,24,14
737802,7378,1996,36,14
738201,7382,1985,23,12
738301,7383,1985,22,13
738302,7383,1992,28,13
738801,7388,1983,20,16
738802,7388,1985,23,16
738901,7389,1981,22,14
738902,7389,1985,25,14
738903,7389,1986,27,14
739001,7390,1986,23,12
739002,7390,1988,24,12
739003,7390,1992,29,12
739101,7391,1975,17,12
739102,7391,1984,26,12
739201,7392,1975,16,12
739301,7393,1992,33,16
739302,7393,1994,36,16
739401,7394,1990,26,14
739601,7396,1993,29,16
739602,7396,1999,35,16
739603,7396,2000,36,16
740301,7403,1976,15,12
740801,7408,1982,19,12
740802,7408,1986,24,12
740901,7409,1981,24,12
740902,7409,1986,28,12
741401,7414,1983,24,12
741402,7414,1988,29,12
741501,7415,1975,18,12
741502,7415,1983,25,12
741801,7418,1995,31,13
741802,7418,1997,33,13
741803,7418,2000,36,13
742001,7420,1987,28,13
742002,7420,1989,30,13
742101,7421,1988,25,13
742201,7422,1994,30,16
742301,7423,1995,31,16
742302,7423,1998,34,16
742601,7426,1985,26,18
742602,7426,1992,33,18
742801,7428,1989,25,12
743001,7430,1977,17,10
743002,7430,1988,27,10
743201,7432,1980,19,12
743301,7433,1975,16,13
743302,7433,1977,18,13
743303,7433,1979,20,13
743304,7433,1981,22,13
743501,7435,1993,33,16
743502,7435,1995,35,16
743601,7436,1980,20,14
743602,7436,1985,25,14
743701,7437,1989,28,17
743702,7437,1999,38,17
743801,7438,1982,20,12
743802,7438,1983,21,12
743803,7438,1985,23,12
743901,7439,1985,21,14
743902,7439,1987,23,14
744101,7441,1978,14,10
744102,7441,1979,15,10
744103,7441,1989,25,10
744201,7442,1972,15,14
744202,7442,1974,16,14
744301,7443,1981,19,15
744302,7443,1983,22,15
744303,7443,2000,38,15
744501,7445,1993,31,12
744502,7445,1994,32,12
744601,7446,1991,28,12
744602,7446,1993,30,12
744701,7447,1975,17,12
744702,7447,1976,18,12
744703,7447,1980,22,12
744704,7447,1984,26,12
744801,7448,1982,18,12
744802,7448,1988,24,12
744803,7448,1989,25,12
744804,7448,1991,27,12
744805,7448,1991,27,12
744901,7449,1979,16,16
744902,7449,1990,27,16
744903,7449,1997,34,16
745001,7450,1983,20,12
745002,7450,1985,22,12
745101,7451,1981,19,16
745102,7451,1983,21,16
745103,7451,1991,29,16
745104,7451,1993,31,16
745201,7452,1979,21,13
745301,7453,1980,23,16
745302,7453,1983,26,16
745303,7453,1985,27,16
745501,7455,1977,18,9
745502,7455,1981,22,9
745503,7455,1984,25,9
745504,7455,1988,29,9
745505,7455,1989,30,9
745506,7455,1993,34,9
745507,7455,1994,35,9
745801,7458,1993,35,16
745901,7459,1986,26,9
745902,7459,1990,30,9
745903,7459,1992,33,9
745904,7459,1998,38,9
746001,7460,1977,16,12
746002,7460,1984,23,12
746003,7460,1985,24,12
746004,7460,1991,30,12
746201,7462,1985,21,13
746202,7462,1987,23,13
746203,7462,1989,24,13
746401,7464,1977,18,12
746402,7464,1979,21,12
746403,7464,1986,27,12
746404,7464,1987,29,12
746801,7468,1976,16,10
746802,7468,1977,17,10
746803,7468,1981,21,10
747001,7470,1977,16,16
747002,7470,1981,20,16
747003,7470,1982,21,16
747004,7470,1986,25,16
747501,7475,1990,27,17
747502,7475,1994,32,17
747701,7477,1991,32,19
747702,7477,1995,36,19
747901,7479,1986,24,14
747902,7479,1989,28,14
748001,7480,1980,17,16
748002,7480,1982,18,16
748003,7480,1989,25,16
748101,7481,1982,20,12
748102,7481,1986,24,12
748501,7485,1982,19,15
748502,7485,1985,22,15
749001,7490,1987,23,18
749201,7492,1984,21,12
749301,7493,1978,19,13
749302,7493,1980,22,13
749303,7493,1981,23,13
749401,7494,1981,18,12
749402,7494,1982,19,12
749403,7494,1989,26,12
749601,7496,1978,17,12
749602,7496,1982,21,12
749603,7496,1984,23,12
749701,7497,1987,24,16
749702,7497,1993,29,16
749801,7498,1987,28,16
749802,7498,1995,36,16
749803,7498,1996,37,16
750001,7500,1982,19,12
750002,7500,1988,26,12
750101,7501,1976,16,12
750102,7501,1980,19,12
750103,7501,1981,21,12
750104,7501,1987,27,12
750105,7501,1989,28,12
750301,7503,1981,18,12
750302,7503,1988,25,12
750303,7503,1990,28,12
750304,7503,1993,31,12
750305,7503,2007,44,12
750401,7504,1982,18,12
750402,7504,1989,25,12
750403,7504,1992,28,12
750404,7504,1995,31,12
750405,7504,1995,31,12
750601,7506,1995,33,14
750801,7508,1979,22,15
750802,7508,1982,25,15
751001,7510,1979,21,13
751301,7513,1985,23,15
751302,7513,1987,25,15
751401,7514,1977,18,14
751402,7514,1981,22,14
751801,7518,1985,22,11
751802,7518,1990,28,11
752001,7520,1981,17,10
752002,7520,1987,23,10
752003,7520,1990,25,10
752401,7524,1979,19,12
752402,7524,1987,27,12
752403,7524,1988,28,12
752404,7524,1990,30,12
752501,7525,1989,29,12
752502,7525,1998,38,12
752701,7527,1999,34,20
752702,7527,2000,35,20
752901,7529,1983,20,12
752902,7529,1986,23,12
752903,7529,1989,26,12
753001,7530,1981,17,9
753101,7531,1986,21,13
753102,7531,1995,31,13
753103,7531,2000,35,13
753104,7531,2001,36,13
753201,7532,1980,21,12
753202,7532,1982,22,12
753701,7537,1984,25,16
753702,7537,1986,27,16
753801,7538,1983,25,16
753802,7538,1988,30,16
754301,7543,1975,18,9
754302,7543,1978,20,9
754801,7548,1978,17,10
754802,7548,1979,18,10
754803,7548,1985,25,10
754804,7548,1988,27,10
755101,7551,1992,28,13
755301,7553,1995,38,14
756001,7560,1999,36,14
756501,7565,1979,15,15
757101,7571,1986,22,18
757401,7574,1986,28,16
757402,7574,1988,30,16
757403,7574,1990,32,16
757501,7575,1992,32,15
757502,7575,1995,34,15
757801,7578,1986,22,19
757802,7578,1990,26,19
758001,7580,1983,22,13
758101,7581,1993,29,14
758301,7583,1978,18,12
758302,7583,1980,20,12
758303,7583,1987,27,12
758501,7585,1984,23,11
758502,7585,2001,40,11
758601,7586,1981,23,15
758602,7586,1992,35,15
758701,7587,1984,22,16
758702,7587,1998,36,16
759101,7591,1982,22,13
759501,7595,1987,23,12
759502,7595,1999,35,12
759801,7598,1982,20,15
759802,7598,1984,22,15
760001,7600,1998,36,18
760002,7600,1998,36,18
760101,7601,1983,25,19
760102,7601,1986,28,19
760103,7601,1991,33,19
760301,7603,1991,30,18
760302,7603,1997,36,18
760501,7605,1986,27,13
760502,7605,1989,29,13
760601,7606,1984,23,14
760602,7606,1999,38,14
760701,7607,1984,20,9
760702,7607,1989,24,9
760901,7609,1981,17,12
760902,7609,1990,25,12
761601,7616,1983,18,11
761602,7616,1984,19,11
761701,7617,1984,20,12
761702,7617,1988,25,12
761801,7618,1980,18,12
761802,7618,1995,33,12
761901,7619,1977,16,11
761902,7619,1982,21,11
761903,7619,1990,29,11
762201,7622,1975,15,13
762202,7622,1979,18,13
762203,7622,1989,28,13
762501,7625,1993,31,14
762502,7625,1995,33,14
762503,7625,1996,35,14
762504,7625,1998,36,14
762601,7626,1986,23,15
762602,7626,1988,25,15
763201,7632,1979,17,9
763601,7636,1976,17,14
763602,7636,1978,19,14
763603,7636,1978,20,14
764201,7642,1983,20,17
764501,7645,1980,16,12
764502,7645,1981,17,12
764503,7645,1985,21,12
764601,7646,1972,15,10
764602,7646,1974,17,10
764603,7646,1976,19,10
764801,7648,1973,16,13
764802,7648,1976,19,13
764803,7648,1978,21,13
764804,7648,1980,23,13
764901,7649,1975,16,13
764902,7649,1999,40,13
765201,7652,1983,18,14
765202,7652,1985,20,14
765501,7655,1979,17,13
765502,7655,1985,23,13
765503,7655,1987,25,13
765701,7657,1976,17,13
765702,7657,1986,28,13
766201,7662,1980,19,12
766202,7662,1989,27,12
766501,7665,1974,17,12
766502,7665,1979,21,12
766901,7669,1974,16,13
766902,7669,1976,19,13
767001,7670,1982,22,13
767002,7670,1985,25,13
767003,7670,1986,26,13
767101,7671,1995,30,13
767102,7671,1997,33,13
767201,7672,1989,26,14
767301,7673,1984,19,12
767302,7673,1995,30,12
767303,7673,1995,30,12
767304,7673,1996,31,12
767801,7678,1991,26,20
767802,7678,1992,27,20
767901,7679,1982,19,13
768101,7681,1975,16,11
768102,7681,1976,18,11
768103,7681,1979,21,11
768104,7681,1980,22,11
768201,7682,1981,20,12
768301,7683,1981,22,12
768401,7684,1987,24,14
768402,7684,1991,28,14
768403,7684,1994,31,14
768501,7685,1978,20,12
768502,7685,1982,23,12
768503,7685,1986,27,12
768701,7687,1990,31,20
768702,7687,1997,38,20
768801,7688,1984,21,15
768802,7688,1985,23,15
768901,7689,1982,23,16
768902,7689,1984,26,16
769101,7691,1993,31,18
769201,7692,1996,33,17
769401,7694,1983,20,15
769402,7694,1987,24,15
769403,7694,1991,27,15
769404,7694,1993,30,15
769501,7695,1983,19,16
769502,7695,1989,24,16
769503,7695,1990,26,16
769504,7695,2001,37,16
770401,7704,1993,28,12
770801,7708,1988,27,16
771001,7710,1977,15,12
771002,7710,1980,18,12
771301,7713,1988,27,12
771302,7713,1993,31,12
772201,7722,1986,29,16
773001,7730,1985,26,16
773501,7735,1990,30,12
773601,7736,1983,25,17
773901,7739,1989,27,12
774001,7740,1989,25,17
774002,7740,1990,26,17
774501,7745,1985,26,16
774601,7746,1985,27,17
774602,7746,1988,30,17
774701,7747,1989,31,16
775001,7750,1982,21,14
775002,7750,1987,26,14
775003,7750,1989,28,14
775101,7751,1983,25,15
775102,7751,1986,28,15
775401,7754,1983,24,18
775501,7755,1983,24,16
775502,7755,1986,28,16
776001,7760,1993,33,18
776101,7761,1984,25,16
776102,7761,1986,28,16
776501,7765,1988,30,18
776502,7765,1990,32,18
777101,7771,1986,28,16
777102,7771,1988,30,16
777201,7772,1985,27,19
777202,7772,1988,31,19
777401,7774,1981,23,19
777501,7775,1977,18,16
777701,7777,1974,17,20
777901,7779,1978,19,12
777902,7779,1981,21,12
777903,7779,1982,23,12
777904,7779,1984,24,12
