C0000100,C0000200,C0005700,m_age_ya,m_HGC
123301,1233,1980,20,18
123302,1233,1985,25,18
123401,1234,1990,29,16
123402,1234,2001,40,16
123601,1236,1992,29,12
123602,1236,1994,31,12
123603,1236,2001,37,12
123801,1238,1978,20,14
123802,1238,1980,22,14
123803,1238,1981,23,14
123804,1238,1984,26,14
123805,1238,1987,29,14
124101,1241,1980,19,12
124102,1241,1985,24,12
124103,1241,1987,26,12
124104,1241,1989,28,12
124201,1242,1991,27,11
124401,1244,1982,18,10
124402,1244,1985,21,10
124403,1244,1986,22,10
124601,1246,1984,21,12
124602,1246,1985,22,12
125001,1250,1979,22,13
125002,1250,1985,28,13
125003,1250,1991,34,13
125101,1251,1981,18,12
125301,1253,1987,23,13
125401,1254,1984,22,12
125402,1254,1986,24,12
125403,1254,1992,31,12
125404,1254,1992,31,12
125501,1255,1997,34,18
125801,1258,1985,23,14
125802,1258,1987,25,14
125803,1258,1988,26,14
125804,1258,1990,28,14
125901,1259,1983,25,12
126101,1261,1989,31,14
126301,1263,1985,24,15
126901,1269,1982,21,15
126902,1269,1984,24,15
126903,1269,2000,40,15
127001,1270,1993,31,18
127002,1270,1997,35,18
127101,1271,1987,23,12
127701,1277,1991,26,17
127901,1279,1983,24,15
127902,1279,1986,27,15
127903,1279,1988,29,15
128601,1286,1988,27,16
128602,1286,1993,32,16
129001,1290,1975,17,14
129002,1290,1985,26,14
129301,1293,1974,15,16
129302,1293,1982,23,16
129303,1293,1984,24,16
129501,1295,1988,23,10
129502,1295,1989,25,10
129503,1295,1991,27,10
129504,1295,2000,35,10
129601,1296,1985,23,12
129602,1296,1988,26,12
129701,1297,1977,20,11
129702,1297,1981,23,11
129703,1297,1985,27,11
129801,1298,1983,20,15
129802,1298,1987,24,15
130201,1302,1979,17,8
130401,1304,1986,22,16
130402,1304,1992,27,16
130403,1304,1993,28,16
130501,1305,1986,29,16
130502,1305,1992,35,16
130601,1306,1982,19,12
130602,1306,1986,23,12
130603,1306,1989,26,12
130604,1306,1999,36,12
130801,1308,1977,16,12
130802,1308,1979,18,12
130803,1308,1980,19,12
131001,1310,1992,31,18
131002,1310,1995,33,18
131003,1310,1998,36,18
131201,1312,1977,20,12
131301,1313,1981,20,12
131302,1313,1993,31,12
132201,1322,1985,27,12
132301,1323,1992,30,18
132302,1323,1994,32,18
132401,1324,1986,23,16
132402,1324,1988,25,16
132403,1324,1990,27,16
132404,1324,1995,32,16
132405,1324,1999,37,16
132601,1326,1998,35,16
132602,1326,2000,37,16
132701,1327,1987,25,13
132702,1327,1994,32,13
132801,1328,1987,25,11
132802,1328,1991,29,11
133501,1335,1995,35,12
133601,1336,1979,19,10
133602,1336,1981,20,10
133603,1336,1981,21,10
133604,1336,1984,24,10
134101,1341,1979,20,14
134102,1341,1983,24,14
134103,1341,1987,28,14
134301,1343,1980,18,14
134302,1343,1984,23,14
134701,1347,2007,45,16
134801,1348,1992,30,20
134802,1348,1994,32,20
134803,1348,2002,39,20
134804,1348,2003,41,20
135201,1352,1980,22,12
135202,1352,1981,23,12
135203,1352,1985,26,12
135601,1356,1990,28,17
135602,1356,1992,30,17
135901,1359,1987,29,18
135902,1359,1993,35,18
135903,1359,1996,38,18
136001,1360,1988,31,12
136101,1361,1983,19,13
136102,1361,1995,31,13
136201,1362,1993,30,20
136202,1362,1994,32,20
136601,1366,1997,39,12
137001,1370,1991,26,12
137401,1374,1996,33,17
137402,1374,1998,35,17
137501,1375,1987,29,15
137502,1375,1992,34,15
137601,1376,1975,16,18
137602,1376,1983,25,18
137603,1376,1985,27,18
137701,1377,1980,20,19
137702,1377,1985,25,19
137801,1378,1990,28,15
138101,1381,1982,18,12
138102,1381,1985,21,12
138103,1381,1989,25,12
138201,1382,1989,30,16
138501,1385,1990,26,14
138801,1388,1983,20,12
138802,1388,1984,21,12
138803,1388,1986,23,12
138804,1388,1987,24,12
138901,1389,1988,24,20
138902,1389,1989,25,20
139101,1391,1977,19,10
139102,1391,1979,20,10
139103,1391,1980,22,10
139401,1394,1980,19,16
139402,1394,1982,21,16
139801,1398,1978,18,17
139802,1398,1985,26,17
139901,1399,1987,25,14
139902,1399,1992,29,14
140001,1400,1980,18,10
140002,1400,1981,18,10
140003,1400,1986,23,10
140004,1400,1996,33,10
140101,1401,1975,14,9
140102,1401,1978,17,9
140103,1401,1979,19,9
140104,1401,1980,19,9
140105,1401,1982,21,9
140106,1401,1984,23,9
140107,1401,1985,25,9
140201,1402,1992,28,17
140601,1406,1978,17,13
140602,1406,1980,19,13
140603,1406,1981,20,13
140604,1406,1982,21,13
140605,1406,1983,22,13
140606,1406,1985,24,13
140701,1407,1989,26,10
140901,1409,1983,19,12
140902,1409,1986,21,12
141001,1410,1980,19,12
141002,1410,1991,29,12
141101,1411,1983,22,14
141201,1412,1982,19,12
141401,1414,1976,16,11
141402,1414,1977,17,11
141403,1414,1981,21,11
141404,1414,1983,23,11
141405,1414,1984,24,11
141501,1415,1977,17,12
141502,1415,1979,18,12
141503,1415,1981,20,12
141504,1415,1982,21,12
141505,1415,1983,23,12
141506,1415,1984,24,12
141507,1415,1986,25,12
141601,1416,1979,17,11
141602,1416,1981,19,11
141603,1416,1982,21,11
141901,1419,1980,19,14
141902,1419,1983,21,14
142101,1421,1984,23,13
142102,1421,1987,25,13
142301,1423,1978,19,14
142302,1423,1979,21,14
142303,1423,1981,23,14
142304,1423,1983,24,14
142305,1423,1987,29,14
142601,1426,1998,36,12
143501,1435,1986,25,12
143502,1435,1988,28,12
143503,1435,1989,29,12
143601,1436,1983,21,11
143602,1436,1986,24,11
143603,1436,1987,25,11
143701,1437,1983,19,10
143702,1437,1985,21,10
143703,1437,1986,23,10
143801,1438,1977,14,12
143802,1438,1985,22,12
143803,1438,1989,26,12
143901,1439,1991,29,14
144001,1440,1980,17,13
144002,1440,1983,20,13
144003,1440,1984,21,13
144004,1440,1985,22,13
144201,1442,1986,22,12
144202,1442,1993,29,12
144301,1443,1983,19,18
144302,1443,1985,22,18
144303,1443,2004,40,18
144601,1446,1983,19,15
144602,1446,1989,25,15
144603,1446,1994,30,15
145101,1451,1979,16,9
145102,1451,1981,18,9
145103,1451,1992,28,9
145401,1454,1983,19,12
145402,1454,1985,20,12
145501,1455,1973,16,7
145502,1455,1976,19,7
145503,1455,1977,20,7
145504,1455,1978,21,7
145901,1459,1983,19,14
146001,1460,1988,30,12
146002,1460,1988,30,12
146003,1460,1992,33,12
146501,1465,1984,20,9
146701,1467,1996,36,7
146901,1469,1975,17,9
146902,1469,1977,19,9
146903,1469,1982,25,9
147001,1470,1978,17,20
147002,1470,1979,18,20
147401,1474,1981,23,14
147402,1474,1984,26,14
147801,1478,1985,26,13
147802,1478,1987,28,13
148201,1482,1976,17,14
148202,1482,1978,19,14
148203,1482,1979,20,14
148401,1484,1981,19,13
148901,1489,1980,16,14
148902,1489,1984,20,14
148903,1489,1987,22,14
148904,1489,1990,25,14
149001,1490,1983,20,12
149101,1491,1980,18,13
149102,1491,1983,21,13
149301,1493,1981,17,12
149302,1493,1986,23,12
149401,1494,1980,20,13
149402,1494,1984,24,13
149403,1494,1985,25,13
149501,1495,1977,19,12
149502,1495,1981,23,12
149801,1498,1989,26,12
149802,1498,1993,29,12
149901,1499,1983,26,12
149902,1499,1986,29,12
150201,1502,1990,26,16
150202,1502,1992,28,16
150203,1502,1996,32,16
150204,1502,2001,37,16
150701,1507,1985,23,12
150702,1507,1992,31,12
151201,1512,1989,28,15
151202,1512,1992,31,15
151701,1517,1976,15,12
151702,1517,1988,27,12
151703,1517,1989,28,12
151901,1519,1978,17,14
151902,1519,1983,22,14
151903,1519,1986,25,14
152201,1522,1989,30,16
152401,1524,1980,18,11
152402,1524,1981,20,11
152403,1524,1983,22,11
152501,1525,1976,16,12
152502,1525,1981,20,12
152503,1525,1982,21,12
152504,1525,1984,23,12
152505,1525,1992,32,12
153101,1531,1981,19,12
153201,1532,1982,17,12
153202,1532,1990,26,12
153203,1532,1996,32,12
153204,1532,1997,33,12
153301,1533,1983,20,12
153302,1533,1989,26,12
153401,1534,1981,22,13
153402,1534,1986,26,13
153801,1538,1985,23,20
153802,1538,1992,30,20
153901,1539,1983,25,12
153902,1539,1986,27,12
154001,1540,2003,40,16
154101,1541,1983,22,12
154102,1541,1985,24,12
154401,1544,1979,17,11
154402,1544,1981,19,11
154403,1544,1991,30,11
154601,1546,1981,21,12
154602,1546,1983,23,12
154603,1546,1986,25,12
154801,1548,1978,16,10
154802,1548,1983,22,10
154901,1549,1982,22,12
154902,1549,1984,23,12
154903,1549,1986,26,12
154904,1549,1988,28,12
155101,1551,1980,22,12
155102,1551,1981,23,12
155201,1552,1977,20,16
155301,1553,1988,28,14
155801,1558,1983,19,15
155901,1559,1977,17,12
155902,1559,1979,19,12
156201,1562,1982,24,16
156401,1564,1998,38,16
156402,1564,2001,41,16
156601,1566,1980,19,19
156602,1566,1981,20,19
156603,1566,1982,22,19
156604,1566,1985,24,19
156605,1566,1987,27,19
157101,1571,1982,20,15
157102,1571,1988,26,15
157901,1579,1992,30,12
158101,1581,1983,21,12
158102,1581,1995,33,12
158301,1583,1977,19,12
158302,1583,1979,21,12
158401,1584,1984,20,16
158402,1584,1987,23,16
158701,1587,1986,25,16
158702,1587,1990,29,16
159201,1592,1985,20,12
159202,1592,1998,33,12
159301,1593,1984,25,13
159302,1593,1986,27,13
159601,1596,1978,18,11
159602,1596,1980,20,11
159603,1596,1981,21,11
159604,1596,1984,24,11
159605,1596,1986,26,11
159606,1596,1986,26,11
159607,1596,1987,27,11
159801,1598,1992,27,16
159802,1598,1995,31,16
159901,1599,1981,24,12
160001,1600,1973,16,16
160002,1600,1977,20,16
160003,1600,1980,23,16
160004,1600,1981,23,16
160501,1605,1983,24,12
160502,1605,1988,29,12
160601,1606,1991,33,10
160602,1606,1994,35,10
160801,1608,1975,17,10
160901,1609,1976,18,11
160902,1609,1980,23,11
161001,1610,1977,18,12
161002,1610,1979,20,12
161601,1616,1979,21,14
161602,1616,1982,24,14
161701,1617,1982,22,12
161702,1617,1984,24,12
161703,1617,1986,26,12
162301,1623,1986,26,17
162501,1625,1996,32,20
162502,1625,1998,35,20
162901,1629,1984,22,12
162902,1629,1988,26,12
163401,1634,1991,31,16
163801,1638,1980,20,13
163802,1638,1982,22,13
163803,1638,1987,27,13
163804,1638,1989,30,13
163901,1639,1989,27,16
163902,1639,1991,29,16
163903,1639,1994,32,16
163904,1639,1997,34,16
164001,1640,1984,27,12
164002,1640,1988,31,12
164201,1642,1982,17,14
164202,1642,1985,21,14
164203,1642,1993,29,14
164801,1648,1979,17,9
164802,1648,1996,34,9
164803,1648,1997,35,9
164901,1649,1983,23,12
164902,1649,1995,34,12
164903,1649,2001,41,12
164904,1649,2003,42,12
165001,1650,1982,20,12
165002,1650,1984,22,12
165003,1650,1992,29,12
165004,1650,1995,33,12
165005,1650,1997,35,12
165006,1650,2001,39,12
165201,1652,1985,23,14
165501,1655,1986,28,15
165502,1655,1988,31,15
165601,1656,1985,26,12
165602,1656,1991,33,12
165701,1657,1991,30,14
165702,1657,1994,34,14
165801,1658,1994,32,17
165802,1658,1999,37,17
166101,1661,1985,22,12
166201,1662,1981,19,95
166202,1662,2000,38,95
166601,1666,1986,23,15
166602,1666,1988,25,15
166603,1666,1989,26,15
167101,1671,1984,25,13
167102,1671,1984,25,13
167401,1674,1981,18,14
167402,1674,1989,26,14
167403,1674,2000,37,14
167404,1674,2003,39,14
167501,1675,1991,31,19
167502,1675,1994,34,19
167503,1675,1996,36,19
167504,1675,1999,39,19
167601,1676,1987,25,20
167602,1676,1990,28,20
168301,1683,1982,25,12
168501,1685,2001,42,13
168901,1689,1984,25,12
168902,1689,1990,30,12
168903,1689,1995,35,12
169001,1690,1977,17,14
169002,1690,1978,19,14
169003,1690,1984,25,14
169004,1690,1985,26,14
169101,1691,1993,34,12
169102,1691,1995,36,12
169901,1699,1987,28,15
169902,1699,1995,36,15
170401,1704,1981,17,12
170402,1704,1982,18,12
170403,1704,1987,23,12
170404,1704,1989,25,12
170405,1704,1995,32,12
170501,1705,1985,21,9
170502,1705,1987,22,9
170503,1705,1989,24,9
170504,1705,2000,18,9
170505,1705,2004,39,9
171401,1714,1993,35,15
171601,1716,1986,25,13
171602,1716,1990,29,13
171901,1719,1987,30,18
172001,1720,1981,20,18
172201,1722,1985,24,13
172202,1722,1988,27,13
172203,1722,1992,31,13
172301,1723,1987,24,16
172302,1723,1990,28,16
172303,1723,1992,30,16
172501,1725,1987,25,12
172502,1725,1994,32,12
172601,1726,1985,23,12
172602,1726,1987,25,12
172603,1726,1993,31,12
172701,1727,2001,37,14
172702,1727,2005,40,14
172901,1729,1975,16,10
172902,1729,1977,18,10
172903,1729,1984,24,10
173001,1730,1990,32,18
173201,1732,1985,24,15
173202,1732,1986,26,15
173301,1733,1987,26,16
173302,1733,1993,31,16
173401,1734,1986,23,17
173402,1734,1989,27,17
173501,1735,1987,27,19
173502,1735,1990,30,19
173503,1735,1995,35,19
173601,1736,1995,32,17
173602,1736,1997,34,17
173701,1737,2003,41,18
173801,1738,1995,36,14
174001,1740,1998,40,16
174002,1740,2001,43,16
174501,1745,1991,27,19
174502,1745,1998,34,19
174503,1745,2000,36,19
174701,1747,1980,21,14
174702,1747,1984,26,14
174901,1749,1980,22,12
175101,1751,1982,21,14
175201,1752,1983,19,12
175202,1752,1985,22,12
175401,1754,1979,18,12
175402,1754,1983,23,12
175403,1754,1985,24,12
175404,1754,1986,25,12
175405,1754,1990,29,12
175406,1754,1994,33,12
175407,1754,1998,37,12
175701,1757,1977,20,12
175702,1757,1982,25,12
175801,1758,1994,30,15
175802,1758,1996,32,15
176001,1760,1976,16,15
176002,1760,1980,19,15
176003,1760,1997,37,15
176601,1766,1982,23,18
176801,1768,1991,28,12
176901,1769,1983,20,12
176902,1769,1987,23,12
177001,1770,1983,19,11
177002,1770,1985,22,11
177501,1775,1982,18,14
177502,1775,1988,24,14
177601,1776,1990,29,17
177602,1776,1993,32,17
177801,1778,1979,19,14
177802,1778,1983,22,14
178501,1785,1980,18,15
178502,1785,1982,21,15
178503,1785,1988,26,15
178601,1786,1982,19,12
178602,1786,1984,20,12
178603,1786,1986,23,12
178604,1786,1992,28,12
178901,1789,1980,17,14
178902,1789,1981,18,14
178903,1789,1989,26,14
179401,1794,1985,23,14
179402,1794,1990,28,14
179501,1795,1976,19,20
179502,1795,1979,22,20
179701,1797,1980,16,9
179901,1799,2006,42,14
179902,1799,2010,46,14
179903,1799,2010,46,14
180101,1801,1978,19,12
180301,1803,1992,30,19
180302,1803,1995,33,19
180401,1804,1986,26,17
180402,1804,1990,30,17
180403,1804,1994,34,17
180801,1808,1982,23,16
180802,1808,1986,28,16
181401,1814,1980,21,13
181402,1814,1997,37,13
181501,1815,1979,17,13
181502,1815,1984,22,13
181601,1816,1978,17,9
181602,1816,1980,19,9
181603,1816,1984,23,9
181604,1816,1993,32,9
181801,1818,1978,16,9
181802,1818,1986,24,9
182401,1824,1975,17,11
182402,1824,1976,19,11
182501,1825,1974,16,14
182502,1825,1975,17,14
182503,1825,1976,18,14
182504,1825,1978,20,14
182601,1826,1981,20,12
182602,1826,1984,23,12
182801,1828,1982,19,12
182901,1829,1977,16,13
182902,1829,1980,19,13
182903,1829,1990,29,13
182904,1829,1998,37,13
183101,1831,1982,20,15
183102,1831,1984,21,15
183201,1832,1985,21,12
183202,1832,1989,26,12
183203,1832,1997,33,12
183301,1833,1975,17,9
183302,1833,1977,19,9
183303,1833,1983,26,9
183401,1834,1982,21,12
183402,1834,1985,24,12
183403,1834,1989,28,12
183801,1838,1982,20,14
183802,1838,1985,23,14
183803,1838,1987,26,14
183901,1839,1985,20,12
183902,1839,1987,22,12
184001,1840,1978,17,12
184201,1842,1994,32,19
184401,1844,1981,24,17
184402,1844,1983,25,17
184403,1844,1984,27,17
184404,1844,1986,29,17
184405,1844,1988,30,17
184406,1844,1989,32,17
184701,1847,1980,19,14
184801,1848,1985,23,13
184802,1848,1987,26,13
184901,1849,1997,33,12
184902,1849,2001,37,12
185201,1852,1989,26,16
185301,1853,1985,24,12
185302,1853,1987,26,12
185303,1853,1992,31,12
185304,1853,1997,36,12
185601,1856,1983,20,15
185801,1858,1983,24,18
185802,1858,1987,27,18
186201,1862,1979,20,12
186202,1862,1980,21,12
186203,1862,1981,22,12
186204,1862,1983,24,12
186205,1862,1989,30,12
186301,1863,1987,28,12
186302,1863,1990,31,12
186303,1863,1995,36,12
186501,1865,1984,24,12
186601,1866,1987,27,12
186801,1868,1980,23,14
186802,1868,1982,24,14
187001,1870,1984,23,14
187601,1876,1977,19,15
187602,1876,1978,21,15
187603,1876,1983,25,15
187801,1878,1978,19,12
187802,1878,1983,24,12
187803,1878,1989,31,12
188001,1880,1988,28,20
188002,1880,1992,32,20
188501,1885,1992,32,16
188502,1885,1997,37,16
188601,1886,1994,36,18
188602,1886,1994,36,18
189201,1892,1992,28,12
189601,1896,1988,28,18
189602,1896,1992,31,18
189801,1898,1980,22,12
189802,1898,1983,25,12
190001,1900,1980,22,15
190002,1900,1982,24,15
190003,1900,1987,30,15
190201,1902,1993,29,12
190202,1902,1997,33,12
190401,1904,1980,19,12
190402,1904,1985,24,12
190403,1904,1987,26,12
190501,1905,1993,29,17
190502,1905,1995,31,17
190503,1905,1998,34,17
190504,1905,1998,34,17
190601,1906,1999,38,20
190602,1906,2001,40,20
190603,1906,2001,40,20
190604,1906,2001,40,20
190701,1907,1979,21,13
191201,1912,1988,27,14
191202,1912,1994,33,14
191501,1915,2001,42,16
192201,1922,1985,24,12
192202,1922,1989,27,12
192601,1926,1986,28,12
192602,1926,1989,31,12
192701,1927,1984,22,12
192702,1927,1986,24,12
192703,1927,1990,29,12
192704,1927,1993,31,12
192801,1928,1975,17,11
192802,1928,1979,21,11
192803,1928,1982,25,11
193201,1932,1999,35,12
193301,1933,1991,30,12
193302,1933,1994,33,12
193303,1933,1995,34,12
193401,1934,1985,22,12
193402,1934,1991,28,12
193501,1935,1988,30,16
193502,1935,1991,33,16
193601,1936,1993,34,15
193602,1936,1995,36,15
193701,1937,1989,28,16
193702,1937,1989,28,16
193703,1937,1992,32,16
193801,1938,1987,25,15
193802,1938,1989,27,15
193803,1938,1993,31,15
194001,1940,1986,29,12
194701,1947,1979,18,12
194801,1948,1997,33,13
195101,1951,1995,34,20
195102,1951,1997,36,20
195301,1953,1993,29,19
195302,1953,2002,38,19
195401,1954,1985,23,16
195402,1954,1987,26,16
195403,1954,1996,34,16
196001,1960,1987,23,12
196002,1960,1997,33,12
196201,1962,1980,21,12
196202,1962,1984,25,12
196501,1965,1979,18,12
196502,1965,1981,20,12
197201,1972,1991,27,16
197401,1974,1984,23,17
197402,1974,1988,26,17
198001,1980,1984,25,12
198002,1980,1986,27,12
198003,1980,1989,29,12
198601,1986,1994,31,14
199001,1990,1981,24,12
199002,1990,1983,25,12
199301,1993,1978,19,14
199302,1993,1985,26,14
199303,1993,1992,33,14
199401,1994,1979,20,14
199402,1994,1983,24,14
199501,1995,1999,38,15
199502,1995,2003,42,15
199701,1997,1980,19,12
199702,1997,1982,21,12
199703,1997,1990,29,12
199704,1997,1993,31,12
200201,2002,1977,16,12
200202,2002,1981,20,12
200203,2002,1982,21,12
200204,2002,1984,22,12
200205,2002,1987,25,12
200206,2002,1991,30,12
200207,2002,1992,31,12
200208,2002,1994,32,12
200209,2002,1995,34,12
200210,2002,1997,35,12
200301,2003,1988,27,12
200401,2004,1996,35,16
200801,2008,1983,21,14
200802,2008,1985,24,14
200803,2008,1989,27,14
200901,2009,1993,28,16
200902,2009,1996,31,16
201201,2012,1982,21,12
201202,2012,1985,25,12
201203,2012,1985,25,12
201301,2013,1982,23,12
201302,2013,1987,27,12
201601,2016,1989,28,18
201602,2016,1993,31,18
202101,2021,1977,19,12
202102,2021,1982,24,12
202103,2021,1986,28,12
202701,2027,1980,21,19
202702,2027,1981,23,19
203001,2030,1999,41,18
203501,2035,1990,27,12
203601,2036,1975,17,18
203602,2036,1988,29,18
203603,2036,1991,32,18
204201,2042,1993,31,18
204202,2042,2001,39,18
204601,2046,1992,27,13
204602,2046,1997,32,13
204901,2049,1992,30,16
205001,2050,1980,21,12
205002,2050,1983,23,12
205201,2052,1977,18,12
205202,2052,1984,25,12
205301,2053,1983,24,13
205401,2054,1978,19,7
205402,2054,1980,21,7
205403,2054,1988,30,7
205404,2054,1990,31,7
205701,2057,1984,21,15
205702,2057,1986,23,15
205801,2058,1987,25,13
205802,2058,1992,30,13
206101,2061,1993,32,16
206201,2062,1984,21,20
206202,2062,1988,25,20
206301,2063,1981,19,12
206401,2064,1983,25,14
206601,2066,1982,19,13
206602,2066,1986,23,13
206603,2066,1988,25,13
206604,2066,1990,27,13
206801,2068,1988,26,16
206802,2068,2002,40,16
207001,2070,1985,25,12
207002,2070,1988,28,12
207101,2071,1991,29,14
207102,2071,1996,34,14
207103,2071,1996,34,14
207201,2072,1986,22,12
207202,2072,1989,25,12
207301,2073,1989,30,12
207302,2073,1994,34,12
207401,2074,1982,20,12
207402,2074,1984,22,12
207403,2074,1995,33,12
207601,2076,1979,22,12
207602,2076,1981,24,12
207603,2076,1982,25,12
207701,2077,1973,16,12
207702,2077,1974,17,12
