"C0000100","C0000200","Y1211300"
714701,7147,-7
714801,7148,6
714802,7148,8
715201,7152,5
715202,7152,3
715203,7152,7
715204,7152,6
715301,7153,5
715302,7153,3
715601,7156,6
715602,7156,7
715603,7156,6
715701,7157,-7
715702,7157,-7
715801,7158,7
715802,7158,2
715803,7158,2
715804,7158,2
715805,7158,4
716001,7160,3
716301,7163,10
716302,7163,10
716303,7163,6
716304,7163,8
716601,7166,8
716602,7166,8
716701,7167,-7
716702,7167,-7
716901,7169,-7
716902,7169,-7
716903,7169,-7
716904,7169,-7
717001,7170,6
717002,7170,2
717003,7170,2
717101,7171,2
717102,7171,2
717401,7174,-7
717402,7174,-7
717501,7175,8
717901,7179,3
717902,7179,6
717903,7179,8
718001,7180,4
718002,7180,6
718101,7181,6
718301,7183,5
718302,7183,8
718303,7183,7
718401,7184,5
718402,7184,5
718403,7184,2
718404,7184,3
718601,7186,3
718602,7186,6
718901,7189,2
718902,7189,3
718903,7189,1
719201,7192,7
719401,7194,4
719402,7194,10
719701,7197,6
719702,7197,2
719801,7198,3
719802,7198,10
719803,7198,7
719901,7199,5
720201,7202,-7
720701,7207,-7
720702,7207,6
720703,7207,8
720704,7207,6
720901,7209,6
720902,7209,6
721101,7211,8
721102,7211,6
721401,7214,8
721402,7214,6
721501,7215,6
721502,7215,7
721601,7216,2
721701,7217,7
721702,7217,2
721703,7217,2
721704,7217,6
721705,7217,2
721706,7217,4
722001,7220,2
722002,7220,-7
722003,7220,3
722004,7220,2
722401,7224,2
722601,7226,6
722602,7226,6
722801,7228,2
722802,7228,5
722803,7228,6
723101,7231,6
723201,7232,6
723202,7232,1
723501,7235,8
723502,7235,10
723503,7235,6
723601,7236,6
723602,7236,6
724101,7241,9
724102,7241,8
724401,7244,7
724402,7244,4
724403,7244,6
724501,7245,6
724601,7246,8
724602,7246,8
724603,7246,3
724701,7247,3
724901,7249,7
724902,7249,3
724903,7249,6
724904,7249,6
725201,7252,7
725202,7252,3
725301,7253,6
725302,7253,-7
725303,7253,-7
725501,7255,2
725601,7256,2
725602,7256,6
725603,7256,2
725604,7256,2
725801,7258,6
725802,7258,5
725901,7259,6
725902,7259,3
725903,7259,7
725904,7259,3
725905,7259,3
726301,7263,-7
726302,7263,-7
726303,7263,-7
726304,7263,-7
726305,7263,-7
726306,7263,-7
726307,7263,-7
726308,7263,-7
726309,7263,2
726310,7263,2
726311,7263,2
726401,7264,-7
727501,7275,5
727502,7275,6
727503,7275,8
727601,7276,3
727602,7276,7
727801,7278,5
727802,7278,3
727803,7278,3
727804,7278,2
728201,7282,2
728301,7283,6
728401,7284,6
728501,7285,7
728502,7285,3
728503,7285,6
728504,7285,2
728601,7286,8
728602,7286,8
729101,7291,-7
729501,7295,3
729502,7295,7
730001,7300,3
730201,7302,7
730202,7302,6
730203,7302,10
730301,7303,-7
730401,7304,6
730402,7304,3
730501,7305,4
730502,7305,5
730801,7308,-7
730802,7308,-7
731001,7310,-7
731002,7310,-7
731003,7310,-7
731004,7310,-7
731401,7314,8
731402,7314,-7
731403,7314,-7
731601,7316,5
731602,7316,10
731603,7316,8
731701,7317,3
731702,7317,2
732201,7322,5
732202,7322,6
732203,7322,3
732301,7323,2
732302,7323,2
732401,7324,-7
732402,7324,6
732403,7324,8
732404,7324,2
732405,7324,4
732406,7324,2
732501,7325,6
732502,7325,8
732503,7325,2
732504,7325,6
732505,7325,2
732701,7327,-7
733101,7331,-7
733102,7331,-7
733103,7331,-7
733901,7339,-7
733902,7339,-7
734101,7341,-7
734401,7344,-7
734402,7344,-7
734501,7345,-7
734502,7345,-7
734503,7345,-7
734801,7348,-7
735001,7350,-7
735002,7350,-7
735003,7350,-7
735201,7352,-7
735501,7355,-7
735502,7355,-7
735801,7358,-7
735802,7358,-7
735803,7358,-7
735901,7359,-7
735902,7359,-7
735903,7359,-7
736701,7367,-7
736702,7367,-7
736703,7367,-7
736704,7367,-7
736801,7368,6
737501,7375,-7
737502,7375,-7
737601,7376,-7
737602,7376,-7
737701,7377,3
737702,7377,2
737801,7378,6
737802,7378,3
738201,7382,3
738301,7383,-7
738302,7383,2
738801,7388,1
738802,7388,-7
738901,7389,4
738902,7389,2
738903,7389,8
739001,7390,2
739002,7390,6
739003,7390,2
739101,7391,6
739102,7391,6
739201,7392,2
739301,7393,3
739302,7393,3
739401,7394,8
739601,7396,10
739602,7396,6
739603,7396,3
740301,7403,3
740801,7408,-7
740802,7408,-7
740901,7409,-7
740902,7409,-7
741401,7414,-7
741402,7414,-7
741501,7415,-7
741502,7415,-7
741801,7418,7
741802,7418,6
741803,7418,-7
742001,7420,-7
742002,7420,-7
742101,7421,10
742201,7422,3
742301,7423,1
742302,7423,-7
742601,7426,3
742602,7426,8
742801,7428,4
743001,7430,7
743002,7430,6
743201,7432,3
743301,7433,2
743302,7433,2
743303,7433,2
743304,7433,6
743501,7435,8
743502,7435,6
743601,7436,3
743602,7436,6
743701,7437,6
743702,7437,3
743801,7438,3
743802,7438,3
743803,7438,5
743901,7439,6
743902,7439,8
744101,7441,2
744102,7441,2
744103,7441,8
744201,7442,8
744202,7442,6
744301,7443,8
744302,7443,6
744303,7443,3
744501,7445,-7
744502,7445,3
744601,7446,3
744602,7446,3
744701,7447,2
744702,7447,3
744703,7447,2
744704,7447,2
744801,7448,3
744802,7448,2
744803,7448,2
744804,7448,2
744805,7448,2
744901,7449,2
744902,7449,7
744903,7449,8
745001,7450,-7
745002,7450,-7
745101,7451,6
745102,7451,7
745103,7451,8
745104,7451,6
745201,7452,-7
745301,7453,-7
745302,7453,-7
745303,7453,-7
745501,7455,-7
745502,7455,-7
745503,7455,5
745504,7455,3
745505,7455,2
745506,7455,7
745507,7455,6
745801,7458,7
745901,7459,7
745902,7459,2
745903,7459,2
745904,7459,3
746001,7460,-7
746002,7460,-7
746003,7460,-7
746004,7460,-7
746201,7462,3
746202,7462,7
746203,7462,3
746401,7464,7
746402,7464,7
746403,7464,7
746404,7464,7
746801,7468,-7
746802,7468,-7
746803,7468,-7
747001,7470,8
747002,7470,9
747003,7470,6
747004,7470,5
747501,7475,8
747502,7475,8
747701,7477,8
747702,7477,8
747901,7479,7
747902,7479,2
748001,7480,6
748002,7480,5
748003,7480,10
748101,7481,-7
748102,7481,-7
748501,7485,12
748502,7485,2
749001,7490,-7
749201,7492,6
749301,7493,2
749302,7493,6
749303,7493,2
749401,7494,6
749402,7494,6
749403,7494,1
749601,7496,7
749602,7496,8
749603,7496,3
749701,7497,2
749702,7497,6
749801,7498,6
749802,7498,6
749803,7498,8
750001,7500,2
750002,7500,3
750101,7501,10
750102,7501,3
750103,7501,2
750104,7501,6
750105,7501,8
750301,7503,3
750302,7503,2
750303,7503,6
750304,7503,6
750305,7503,1
750401,7504,2
750402,7504,7
750403,7504,2
750404,7504,3
750405,7504,3
750601,7506,8
750801,7508,7
750802,7508,3
751001,7510,2
751301,7513,10
751302,7513,8
751401,7514,3
751402,7514,8
751801,7518,6
751802,7518,2
752001,7520,5
752002,7520,2
752003,7520,3
752401,7524,6
752402,7524,2
752403,7524,3
752404,7524,5
752501,7525,3
752502,7525,3
752701,7527,6
752702,7527,6
752901,7529,-7
752902,7529,-7
752903,7529,-7
753001,7530,-7
753101,7531,-7
753102,7531,-7
753103,7531,-7
753104,7531,-7
753201,7532,-7
753202,7532,-7
753701,7537,-7
753702,7537,-7
753801,7538,-7
753802,7538,-7
754301,7543,-7
754302,7543,-7
754801,7548,3
754802,7548,5
754803,7548,3
754804,7548,3
755101,7551,7
755301,7553,6
756001,7560,3
756501,7565,3
757101,7571,3
757401,7574,-7
757402,7574,-7
757403,7574,-7
757501,7575,5
757502,7575,8
757801,7578,14
757802,7578,8
758001,7580,1
758101,7581,8
758301,7583,2
758302,7583,2
758303,7583,3
758501,7585,1
758502,7585,3
758601,7586,6
758602,7586,6
758701,7587,10
758702,7587,6
759101,7591,-7
759501,7595,5
759502,7595,2
759801,7598,6
759802,7598,8
760001,7600,3
760002,7600,6
760101,7601,7
760102,7601,9
760103,7601,8
760301,7603,10
760302,7603,8
760501,7605,-7
760502,7605,-7
760601,7606,8
760602,7606,3
760701,7607,-7
760702,7607,-7
760901,7609,-7
760902,7609,-7
761601,7616,2
761602,7616,2
761701,7617,3
761702,7617,6
761801,7618,7
761802,7618,6
761901,7619,3
761902,7619,3
761903,7619,-7
762201,7622,6
762202,7622,5
762203,7622,3
762501,7625,3
762502,7625,4
762503,7625,5
762504,7625,6
762601,7626,2
762602,7626,6
763201,7632,-7
763601,7636,6
763602,7636,8
763603,7636,2
764201,7642,10
764501,7645,3
764502,7645,-7
764503,7645,6
764601,7646,-7
764602,7646,2
764603,7646,2
764801,7648,6
764802,7648,3
764803,7648,6
764804,7648,3
764901,7649,6
764902,7649,6
765201,7652,3
765202,7652,3
765501,7655,6
765502,7655,3
765503,7655,8
765701,7657,3
765702,7657,8
766201,7662,4
766202,7662,7
766501,7665,3
766502,7665,-7
766901,7669,6
766902,7669,11
767001,7670,7
767002,7670,6
767003,7670,6
767101,7671,8
767102,7671,-7
767201,7672,6
767301,7673,2
767302,7673,3
767303,7673,-7
767304,7673,5
767801,7678,6
767802,7678,9
767901,7679,8
768101,7681,6
768102,7681,6
768103,7681,-7
768104,7681,2
768201,7682,6
768301,7683,-7
768401,7684,6
768402,7684,3
768403,7684,8
768501,7685,10
768502,7685,6
768503,7685,3
768701,7687,8
768702,7687,8
768801,7688,7
768802,7688,14
768901,7689,10
768902,7689,3
769101,7691,9
769201,7692,6
769401,7694,3
769402,7694,6
769403,7694,3
769404,7694,10
769501,7695,6
769502,7695,7
769503,7695,6
769504,7695,3
770401,7704,5
770801,7708,6
771001,7710,7
771002,7710,4
771301,7713,3
771302,7713,2
772201,7722,-7
773001,7730,-7
773501,7735,-7
773601,7736,-7
773901,7739,-7
774001,7740,-7
774002,7740,-7
774501,7745,-7
774601,7746,-7
774602,7746,-7
774701,7747,-7
775001,7750,8
775002,7750,3
775003,7750,2
775101,7751,-7
775102,7751,-7
775401,7754,7
775501,7755,-7
775502,7755,-7
776001,7760,8
776101,7761,-7
776102,7761,-7
776501,7765,-7
776502,7765,-7
777101,7771,-7
777102,7771,-7
777201,7772,-7
777202,7772,-7
777401,7774,8
777501,7775,-7
777701,7777,-7
777901,7779,-7
777902,7779,-7
777903,7779,-7
777904,7779,-7
777905,7779,-7
778101,7781,-7
778201,7782,-7
778202,7782,-7
778203,7782,-7
778801,7788,7
778802,7788,8
778901,7789,2
778902,7789,6
778903,7789,6
778904,7789,3
779101,7791,6
779102,7791,3
779401,7794,6
779402,7794,7
779501,7795,3
779502,7795,2
779503,7795,4
779504,7795,6
779601,7796,3
779602,7796,8
779701,7797,4
779702,7797,8
779801,7798,6
779802,7798,-7
780201,7802,3
780202,7802,6
780203,7802,5
780401,7804,10
780402,7804,7
780403,7804,8
780404,7804,8
780601,7806,7
780602,7806,6
780603,7806,5
781001,7810,2
781002,7810,2
781301,7813,-7
781401,7814,6
781402,7814,3
781403,7814,2
781501,7815,4
781801,7818,6
781802,7818,2
781803,7818,6
781804,7818,3
781805,7818,6
781901,7819,3
781902,7819,5
782001,7820,3
782002,7820,8
782101,7821,-7
782102,7821,-7
782103,7821,-7
782201,7822,8
782301,7823,7
782302,7823,7
782501,7825,3
782502,7825,6
782801,7828,8
782802,7828,2
782803,7828,2
782804,7828,2
782901,7829,5
782902,7829,6
783001,7830,2
783002,7830,4
783101,7831,2
783102,7831,6
783103,7831,5
783104,7831,6
783201,7832,-7
783202,7832,-7
783203,7832,-7
783301,7833,10
783302,7833,8
783501,7835,3
783502,7835,2
783503,7835,5
783504,7835,2
783601,7836,-7
783602,7836,-7
783801,7838,8
784101,7841,6
784201,7842,-7
784401,7844,-7
784601,7846,8
784602,7846,6
784901,7849,7
784902,7849,4
785101,7851,2
785601,7856,7
785602,7856,6
785603,7856,3
785604,7856,3
786401,7864,6
786402,7864,6
786403,7864,5
786404,7864,3
786405,7864,1
786501,7865,8
786502,7865,6
786503,7865,6
786504,7865,1
786901,7869,2
786902,7869,3
786903,7869,2
786904,7869,6
786905,7869,3
787501,7875,-7
787801,7878,-7
787802,7878,-7
788201,7882,2
788202,7882,3
788203,7882,3
788301,7883,9
788302,7883,2
788303,7883,6
788501,7885,-7
788502,7885,-7
788601,7886,5
788602,7886,2
788603,7886,8
789001,7890,-7
789101,7891,2
789102,7891,2
789201,7892,-7
789202,7892,-7
789203,7892,-7
789301,7893,-7
789302,7893,-7
789303,7893,-7
789401,7894,-7
789501,7895,-7
789502,7895,-7
789503,7895,-7
789801,7898,-7
789802,7898,-7
790001,7900,6
790101,7901,-7
790102,7901,-7
790103,7901,-7
790401,7904,-7
790402,7904,-7
790403,7904,-7
790501,7905,-7
790502,7905,-7
791001,7910,6
791101,7911,-7
791102,7911,-7
791103,7911,-7
791201,7912,-7
791202,7912,-7
791203,7912,-7
791401,7914,-7
791402,7914,-7
791403,7914,-7
791404,7914,-7
791405,7914,-7
791406,7914,-7
791407,7914,-7
791501,7915,-7
791901,7919,-7
791902,7919,-7
792101,7921,-7
792102,7921,7
792103,7921,3
792201,7922,-7
792401,7924,-7
792701,7927,10
792702,7927,8
792703,7927,3
792704,7927,2
792801,7928,6
792802,7928,8
792803,7928,6
793001,7930,8
793002,7930,6
793003,7930,5
793101,7931,-7
793102,7931,7
793103,7931,6
793301,7933,-7
793302,7933,5
793303,7933,7
793801,7938,3
793802,7938,2
793803,7938,2
793804,7938,3
793805,7938,6
794301,7943,2
794501,7945,5
794502,7945,2
794503,7945,2
794901,7949,7
794902,7949,2
795001,7950,3
795101,7951,7
795201,7952,6
795202,7952,6
795203,7952,3
795801,7958,6
795802,7958,3
795803,7958,-7
795804,7958,-7
795901,7959,8
795902,7959,7
796701,7967,4
796702,7967,5
796703,7967,5
796801,7968,3
796802,7968,2
796803,7968,3
796804,7968,7
796805,7968,3
796901,7969,-7
796902,7969,-7
797101,7971,2
797102,7971,6
797103,7971,5
797104,7971,2
797105,7971,4
797301,7973,6
797302,7973,8
797401,7974,6
797402,7974,8
797501,7975,-7
797502,7975,-7
797503,7975,-7
797901,7979,7
797902,7979,6
798001,7980,9
798002,7980,6
798003,7980,6
798101,7981,7
798102,7981,7
798301,7983,8
798302,7983,8
798501,7985,6
798502,7985,3
798503,7985,-7
798801,7988,6
799001,7990,-7
799002,7990,3
799401,7994,-7
799402,7994,6
799403,7994,2
799404,7994,2
799405,7994,-7
799701,7997,6
799702,7997,8
799703,7997,2
799801,7998,3
799802,7998,8
799803,7998,6
800001,8000,6
800002,8000,8
800003,8000,6
800101,8001,6
800102,8001,6
800103,8001,7
800104,8001,7
800105,8001,6
800601,8006,7
800602,8006,6
800603,8006,3
800801,8008,-7
801501,8015,-7
801502,8015,-7
801503,8015,-7
801601,8016,-7
801602,8016,-7
801701,8017,-7
801702,8017,-7
801703,8017,-7
801704,8017,-7
801801,8018,-7
801802,8018,-7
802001,8020,8
802002,8020,6
802003,8020,-7
802004,8020,6
802301,8023,6
802801,8028,6
802901,8029,3
802902,8029,3
802903,8029,9
803001,8030,3
803002,8030,2
803003,8030,-7
803101,8031,2
803102,8031,3
803103,8031,2
803104,8031,-7
803105,8031,-7
803106,8031,-7
803301,8033,8
803302,8033,8
803303,8033,7
803401,8034,8
803402,8034,13
803403,8034,3
803404,8034,6
803901,8039,3
803902,8039,-7
803903,8039,3
803904,8039,3
804201,8042,-7
804401,8044,7
804402,8044,3
804403,8044,6
804501,8045,12
804502,8045,5
804701,8047,6
804702,8047,6
804801,8048,7
804802,8048,10
804901,8049,8
804902,8049,8
805101,8051,-7
805102,8051,-7
805103,8051,-7
805301,8053,-7
805302,8053,-7
805401,8054,-7
805402,8054,-7
805701,8057,-7
805702,8057,8
805703,8057,-7
805704,8057,-7
805901,8059,5
805902,8059,2
805903,8059,1
805904,8059,7
805905,8059,2
805906,8059,3
805907,8059,2
805908,8059,2
806101,8061,2
806102,8061,2
806601,8066,-7
806602,8066,-7
806603,8066,-7
806801,8068,6
806802,8068,6
806803,8068,-7
807201,8072,-7
807202,8072,-7
807801,8078,9
807802,8078,8
807901,8079,-7
807902,8079,-7
808301,8083,3
808302,8083,6
808303,8083,7
808304,8083,6
808401,8084,-7
808601,8086,-7
809101,8091,7
809102,8091,2
809103,8091,6
809104,8091,2
809105,8091,2
809301,8093,6
809302,8093,3
809901,8099,-7
809902,8099,-7
810201,8102,8
810202,8102,5
810301,8103,2
810302,8103,2
810303,8103,10
810501,8105,-7
810502,8105,3
810503,8105,6
810901,8109,6
810902,8109,1
810903,8109,3
811001,8110,10
811002,8110,7
811101,8111,6
811301,8113,6
811302,8113,3
811303,8113,3
811401,8114,-7
811402,8114,6
811403,8114,6
811404,8114,5
811901,8119,-7
812001,8120,14
812101,8121,8
812301,8123,8
812501,8125,6
812502,8125,7
812503,8125,2
812504,8125,2
812701,8127,2
812702,8127,8
812901,8129,-7
812902,8129,-7
813301,8133,-7
813701,8137,-7
814001,8140,6
814002,8140,6
814003,8140,6
814004,8140,3
814005,8140,7
814101,8141,8
814102,8141,8
814301,8143,2
814302,8143,4
814303,8143,6
814401,8144,2
814402,8144,6
814403,8144,-7
814801,8148,8
814802,8148,6
814901,8149,6
815001,8150,6
815101,8151,8
815102,8151,8
815201,8152,8
815202,8152,8
815301,8153,6
815302,8153,3
816001,8160,6
816101,8161,4
816102,8161,3
816901,8169,6
816902,8169,4
817201,8172,-7
817202,8172,-7
817203,8172,-7
817204,8172,-7
817401,8174,2
817402,8174,2
817403,8174,2
817404,8174,5
817405,8174,3
817406,8174,6
817407,8174,6
817501,8175,7
817502,8175,2
817601,8176,2
817801,8178,3
817802,8178,2
818001,8180,-7
818002,8180,-7
818003,8180,-7
818004,8180,-7
818101,8181,8
818102,8181,7
818401,8184,3
818402,8184,3
818901,8189,-7
818902,8189,-7
819301,8193,7
819302,8193,7
819303,8193,6
819401,8194,3
819402,8194,-7
819403,8194,8
819501,8195,2
819502,8195,6
819503,8195,3
819601,8196,-7
819801,8198,1
819802,8198,1
819803,8198,1
819804,8198,1
819805,8198,2
820201,8202,5
820202,8202,2
820203,8202,2
820204,8202,3
820801,8208,-7
821001,8210,2
821002,8210,5
821003,8210,2
821004,8210,2
821005,8210,3
821201,8212,6
821202,8212,8
821301,8213,7
821302,8213,3
821501,8215,-7
821701,8217,8
821702,8217,10
822201,8222,-7
822601,8226,12
822602,8226,8
822603,8226,10
822701,8227,6
823501,8235,6
823502,8235,8
823503,8235,6
823504,8235,8
823701,8237,10
823702,8237,10
823703,8237,8
824301,8243,12
824302,8243,8
825401,8254,6
825701,8257,8
825702,8257,8
825703,8257,10
825901,8259,3
825902,8259,8
825903,8259,10
826001,8260,2
826002,8260,6
826003,8260,2
826004,8260,2
826101,8261,6
826102,8261,2
826103,8261,3
826104,8261,6
826105,8261,6
826106,8261,3
826107,8261,3
826201,8262,8
826202,8262,8
826203,8262,2
826401,8264,8
826402,8264,6
826403,8264,6
826404,8264,2
826501,8265,8
826502,8265,8
826503,8265,8
826504,8265,8
826505,8265,10
826901,8269,2
826902,8269,6
826903,8269,2
826904,8269,6
826905,8269,3
826906,8269,3
827101,8271,12
827301,8273,3
827302,8273,6
827303,8273,8
827304,8273,8
827305,8273,3
827601,8276,2
827602,8276,3
827901,8279,2
827902,8279,3
828301,8283,2
828302,8283,5
828303,8283,-7
828401,8284,-7
828402,8284,-7
828403,8284,-7
828404,8284,-7
828405,8284,-7
828406,8284,-7
828407,8284,-7
828408,8284,-7
828601,8286,8
828602,8286,3
828603,8286,3
828604,8286,2
828701,8287,3
828702,8287,2
828703,8287,3
828901,8289,2
828902,8289,3
828903,8289,7
828904,8289,3
828905,8289,2
828906,8289,2
829401,8294,2
829402,8294,6
829403,8294,2
829601,8296,6
829602,8296,5
829603,8296,5
829604,8296,3
829605,8296,-7
829606,8296,2
829801,8298,5
829802,8298,6
829803,8298,3
829804,8298,6
830501,8305,7
830502,8305,8
830503,8305,8
830504,8305,6
830505,8305,8
830506,8305,3
830507,8305,6
830508,8305,6
830509,8305,7
830801,8308,-7
830802,8308,-7
830803,8308,-7
830901,8309,2
830902,8309,2
830903,8309,2
830904,8309,3
830905,8309,2
830906,8309,3
830907,8309,3
830908,8309,5
831001,8310,-7
831101,8311,-7
831102,8311,-7
831103,8311,-7
831104,8311,-7
831201,8312,-7
831202,8312,-7
831203,8312,-7
831301,8313,-7
831501,8315,6
831701,8317,5
831702,8317,7
831901,8319,5
831902,8319,6
832401,8324,-7
832402,8324,-7
832403,8324,-7
832501,8325,-7
832502,8325,-7
832503,8325,-7
832901,8329,6
832902,8329,3
832903,8329,3
833001,8330,2
833002,8330,6
833201,8332,-7
833202,8332,-7
833203,8332,-7
833401,8334,6
833402,8334,6
833501,8335,-7
833502,8335,-7
833601,8336,6
833602,8336,6
833603,8336,2
833701,8337,3
833702,8337,3
834001,8340,7
834002,8340,-7
834301,8343,2
834302,8343,6
834303,8343,3
834304,8343,6
834305,8343,6
834501,8345,8
834502,8345,7
834601,8346,8
834602,8346,7
834901,8349,3
834902,8349,6
834903,8349,6
834904,8349,7
835101,8351,6
835102,8351,3
835103,8351,5
835201,8352,6
835202,8352,7
835203,8352,6
835301,8353,3
835302,8353,3
835303,8353,3
835304,8353,2
835401,8354,10
835402,8354,3
835701,8357,7
835702,8357,6
835703,8357,7
835704,8357,3
835901,8359,6
835902,8359,2
835903,8359,2
835904,8359,2
835905,8359,2
836201,8362,-7
836202,8362,-7
836301,8363,-7
836302,8363,-7
836601,8366,-7
836602,8366,-7
836701,8367,1
837101,8371,-7
837102,8371,-7
837301,8373,-7
837302,8373,-7
837303,8373,-7
837401,8374,6
837402,8374,3
837501,8375,1
837502,8375,1
837503,8375,3
837504,8375,3
837601,8376,5
837602,8376,2
837603,8376,3
837604,8376,6
837605,8376,3
837701,8377,3
837702,8377,2
838301,8383,3
838302,8383,7
838701,8387,-7
838901,8389,10
838902,8389,6
838903,8389,8
839101,8391,5
839102,8391,6
839103,8391,4
839104,8391,-7
839301,8393,2
839302,8393,6
839303,8393,6
839304,8393,3
839501,8395,8
839502,8395,12
839503,8395,8
839801,8398,7
840101,8401,6
840102,8401,3
840401,8404,-7
840402,8404,-7
840501,8405,3
840502,8405,3
840701,8407,7
840702,8407,7
840703,8407,8
840801,8408,7
840802,8408,3
840803,8408,4
841301,8413,3
841302,8413,6
841601,8416,8
841602,8416,7
841701,8417,6
841702,8417,6
841703,8417,6
841801,8418,-7
841802,8418,-7
841803,8418,-7
842201,8422,7
842202,8422,3
842203,8422,6
842204,8422,6
842205,8422,2
842401,8424,-7
842402,8424,-7
842501,8425,-7
842502,8425,-7
842801,8428,6
842901,8429,-7
842902,8429,-7
842903,8429,-7
843001,8430,8
843201,8432,7
843202,8432,8
843401,8434,7
843402,8434,8
843701,8437,-7
843702,8437,-7
844501,8445,-7
844502,8445,-7
844503,8445,-7
844601,8446,-7
844901,8449,-7
844902,8449,-7
844903,8449,-7
845201,8452,-7
845202,8452,-7
845501,8455,-7
845502,8455,-7
845701,8457,-7
846001,8460,-7
846002,8460,-7
846003,8460,-7
846301,8463,12
846701,8467,-7
847301,8473,2
847302,8473,6
847501,8475,6
847502,8475,6
847701,8477,6
847702,8477,3
847901,8479,7
847902,8479,6
848001,8480,6
848002,8480,6
848003,8480,3
848201,8482,8
848202,8482,6
848301,8483,8
848302,8483,2
848401,8484,6
848402,8484,3
848801,8488,14
848802,8488,8
848803,8488,6
848804,8488,3
849001,8490,2
849002,8490,8
849101,8491,-7
849102,8491,-7
849201,8492,7
849202,8492,6
849203,8492,8
849301,8493,3
849302,8493,3
849401,8494,2
849402,8494,8
849403,8494,6
850001,8500,7
850002,8500,3
850201,8502,2
850202,8502,3
850203,8502,7
850301,8503,2
850302,8503,7
850303,8503,-7
850501,8505,3
850502,8505,3
850503,8505,7
851001,8510,9
851002,8510,7
851003,8510,6
851004,8510,2
851101,8511,8
851102,8511,8
851103,8511,6
851104,8511,6
851201,8512,6
851202,8512,2
851301,8513,-7
851302,8513,3
851401,8514,2
851402,8514,3
851901,8519,-7
851902,8519,-7
852201,8522,-7
852202,8522,-7
852203,8522,-7
852801,8528,-7
852802,8528,-7
852901,8529,-7
853001,8530,-7
853002,8530,-7
853101,8531,-7
853102,8531,-7
853103,8531,-7
853201,8532,3
853202,8532,6
853203,8532,3
853301,8533,-7
853901,8539,6
853902,8539,2
853903,8539,7
854001,8540,3
854002,8540,5
854003,8540,6
854201,8542,-7
854202,8542,-7
854601,8546,-7
854602,8546,-7
854901,8549,6
854902,8549,6
855301,8553,3
855302,8553,2
855401,8554,-7
855701,8557,7
855801,8558,10
855802,8558,8
856101,8561,2
856102,8561,2
856103,8561,-7
856104,8561,2
856201,8562,-7
856601,8566,-7
856801,8568,5
857001,8570,6
857002,8570,3
857003,8570,3
857101,8571,-7
857102,8571,-7
857201,8572,-7
857202,8572,-7
857901,8579,3
857902,8579,3
857903,8579,2
857904,8579,8
858001,8580,3
858002,8580,2
858003,8580,6
858301,8583,6
858302,8583,7
859001,8590,-7
859002,8590,-7
859003,8590,-7
859004,8590,-7
859005,8590,-7
859301,8593,-7
859302,8593,-7
859303,8593,-7
859801,8598,2
859802,8598,2
859803,8598,3
859804,8598,3
859805,8598,3
859806,8598,1
860001,8600,3
860002,8600,5
860003,8600,6
860101,8601,3
860102,8601,3
860103,8601,3
861001,8610,-7
861201,8612,5
861202,8612,8
861301,8613,2
861302,8613,6
861303,8613,3
861401,8614,3
861402,8614,6
861403,8614,2
861501,8615,10
861502,8615,10
861503,8615,4
861504,8615,4
861801,8618,6
861802,8618,3
861803,8618,7
861804,8618,5
861901,8619,6
862201,8622,3
862202,8622,7
863101,8631,2
863102,8631,3
863103,8631,3
863401,8634,2
863402,8634,8
863403,8634,6
863404,8634,3
863405,8634,3
863501,8635,-7
863502,8635,-7
863601,8636,3
863602,8636,6
863701,8637,-7
863801,8638,6
863802,8638,7
863901,8639,6
863902,8639,6
863903,8639,6
864101,8641,10
864102,8641,3
864201,8642,2
864202,8642,10
864301,8643,3
864302,8643,7
864801,8648,6
864802,8648,8
864803,8648,6
864901,8649,3
864902,8649,2
865201,8652,3
865202,8652,6
865203,8652,6
865801,8658,10
865802,8658,8
866201,8662,8
866202,8662,3
866203,8662,3
866204,8662,-7
866205,8662,2
866206,8662,2
866401,8664,8
866402,8664,8
866403,8664,7
866501,8665,6
866502,8665,7
866801,8668,6
867301,8673,6
867302,8673,7
867303,8673,-7
867401,8674,-7
867402,8674,-7
867403,8674,-7
867404,8674,-7
867405,8674,-7
867501,8675,8
867502,8675,6
867503,8675,6
867901,8679,8
867902,8679,6
867903,8679,13
868001,8680,6
868002,8680,11
868401,8684,3
868501,8685,8
868502,8685,8
868503,8685,8
869001,8690,3
869002,8690,2
869003,8690,2
869004,8690,6
869201,8692,6
869202,8692,3
869203,8692,3
869204,8692,3
869301,8693,10
869302,8693,3
869401,8694,10
869402,8694,8
869501,8695,6
869601,8696,3
869602,8696,6
869603,8696,8
869604,8696,6
869701,8697,7
870101,8701,-7
870102,8701,-7
870103,8701,-7
870104,8701,-7
870501,8705,6
870502,8705,7
870503,8705,2
870601,8706,6
870602,8706,2
870603,8706,6
870604,8706,3
870701,8707,-7
870702,8707,-7
870801,8708,7
870802,8708,8
870803,8708,8
871401,8714,6
871402,8714,6
871403,8714,6
871501,8715,-7
871502,8715,-7
871503,8715,-7
871601,8716,-7
871602,8716,-7
871801,8718,-7
871802,8718,-7
872001,8720,-7
872101,8721,-7
872801,8728,-7
872802,8728,-7
872803,8728,-7
872901,8729,-7
872902,8729,-7
872903,8729,-7
872904,8729,-7
873101,8731,-7
873102,8731,-7
873301,8733,-7
873302,8733,-7
873303,8733,-7
873304,8733,-7
