,C0000100,C0000200,C0005700,m_age_ya,m_HGC_ya,dad_distance_ya,HGC_ya
5453,574003,5740,1981,23,4,0,2
5454,574004,5740,1983,25,4,0,5
5455,574005,5740,1992,34,4,0,5
5456,574101,5741,1987,25,6,55,5
5457,574102,5741,1989,27,6,55,4
5458,574103,5741,1997,35,6,0,5
5459,574401,5744,1987,27,6,5,
5460,574402,5744,1989,28,6,5,5
5461,574403,5744,1996,36,6,0,4
5462,574601,5746,1982,18,10,55,3
5463,574602,5746,1987,23,10,5,4
5464,574603,5746,1990,26,10,5,4
5465,575301,5753,1994,33,5,5,3
5466,575302,5753,1996,36,5,55,3
5467,575601,5756,1979,18,6,5,5
5468,575602,5756,1981,19,6,5,4
5469,575603,5756,1983,22,6,5,4
5470,576001,5760,1988,26,7,,
5471,576601,5766,1985,21,6,,1
5472,576602,5766,1992,27,6,0,5
5473,576701,5767,1984,22,6,55,3
5474,576702,5767,1993,31,6,5,3
5475,576801,5768,1980,20,7,5,
5476,576802,5768,1982,22,7,5,
5477,576803,5768,1983,24,7,5,
5478,576901,5769,1987,29,6,55,4
5479,577001,5770,1982,22,6,55,4
5480,577002,5770,1992,33,6,5,
5481,577003,5770,1996,36,6,0,5
5482,577301,5773,1984,21,4,5,2
5483,577302,5773,1991,28,4,,4
5484,577303,5773,1992,29,4,0,4
5485,577304,5773,2004,42,4,0,2
5486,577305,5773,2005,43,4,0,1
5487,577401,5774,1983,19,6,5,2
5488,577402,5774,1988,24,6,5,2
5489,577403,5774,1990,26,6,5,2
5490,577701,5777,1979,14,2,5,
5491,577702,5777,1980,16,2,0,
5492,578001,5780,1984,24,4,55,3
5493,578002,5780,1987,28,4,55,2
5494,578003,5780,1993,33,4,55,4
5495,578101,5781,1982,19,6,5,2
5496,578102,5781,1986,23,6,0,5
5497,578103,5781,1995,33,6,55,4
5498,578201,5782,1978,17,5,100,4
5499,578202,5782,1983,21,5,0,
5500,579001,5790,1979,21,5,5,4
5501,579002,5790,1986,29,5,0,7
5502,579301,5793,1980,19,6,0,5
5503,579302,5793,1982,21,6,0,3
5504,579303,5793,1983,22,6,100,9
5505,579304,5793,1984,23,6,5,2
5506,579305,5793,1988,26,6,5,
5507,579601,5796,1975,17,2,5,2
5508,579801,5798,1982,20,5,5,4
5509,579802,5798,1985,23,5,0,4
5510,579803,5798,1992,30,5,0,9
5511,579804,5798,1996,33,5,5,6
5512,579901,5799,1983,19,5,100,5
5513,579902,5799,1990,26,5,0,3
5514,580101,5801,1982,23,5,5,3
5515,580102,5801,1987,28,5,5,5
5516,580103,5801,1999,40,5,5,4
5517,580201,5802,1994,32,6,5,3
5518,580202,5802,1997,35,6,5,4
5519,580301,5803,1980,19,5,5,7
5520,580302,5803,1981,21,5,55,4
5521,580501,5805,1980,21,5,55,4
5522,580502,5805,1981,22,5,55,4
5523,580601,5806,1980,18,6,100,3
5524,580602,5806,1985,23,6,55,3
5525,580901,5809,1982,22,6,0,7
5526,580902,5809,1987,27,6,0,5
5527,580903,5809,1988,29,6,5,5
5528,581101,5811,1989,26,6,55,4
5529,581201,5812,1986,26,6,5,1
5530,581202,5812,1989,29,6,5,4
5531,581301,5813,1977,19,3,0,3
5532,581302,5813,1982,24,3,0,4
5533,581303,5813,1989,31,3,0,5
5534,581701,5817,1982,24,5,5,4
5535,581702,5817,1985,28,5,5,5
5536,581801,5818,1978,20,4,5,5
5537,581802,5818,1980,23,4,5,4
5538,581901,5819,1984,26,1,0,4
5539,581902,5819,1987,29,1,0,1
5540,582001,5820,1985,25,6,0,4
5541,582002,5820,1986,26,6,0,3
5542,582003,5820,1988,28,6,0,4
5543,582004,5820,1993,32,6,0,4
5544,582101,5821,1983,26,6,5,6
5545,582102,5821,1991,34,6,0,5
5546,582201,5822,1986,26,5,5,
5547,582202,5822,1989,29,5,55,3
5548,582701,5827,1979,22,6,5,2
5549,582901,5829,1980,21,10,55,5
5550,583301,5833,1982,19,5,0,
5551,583302,5833,1983,21,5,0,5
5552,583303,5833,1985,22,5,0,
5553,583401,5834,1982,19,6,0,3
5554,583402,5834,1989,26,6,0,5
5555,583403,5834,1991,28,6,0,3
5556,583501,5835,1990,29,5,5,5
5557,583601,5836,1976,17,5,5,2
5558,583602,5836,1978,19,5,0,2
5559,583603,5836,1979,21,5,5,4
5560,583604,5836,1984,25,5,0,4
5561,583901,5839,1980,20,5,5,6
5562,583902,5839,1983,23,5,5,3
5563,584001,5840,1979,18,5,55,
5564,584002,5840,1980,20,5,55,4
5565,584003,5840,1982,21,5,100,1
5566,584004,5840,1982,21,5,5,2
5567,584005,5840,1987,26,5,100,2
5568,584006,5840,1992,32,5,5,2
5569,584101,5841,1976,18,5,5,2
5570,584102,5841,1980,22,5,5,2
5571,584401,5844,1982,19,5,5,2
5572,584402,5844,1986,23,5,5,4
5573,584403,5844,1990,26,5,0,2
5574,584901,5849,1976,18,5,5,2
5575,584902,5849,1985,27,5,5,3
5576,585201,5852,1981,20,6,5,4
5577,585202,5852,1984,23,6,5,3
5578,585203,5852,1987,26,6,5,3
5579,585204,5852,1992,31,6,5,6
5580,585301,5853,1989,25,7,5,5
5581,585302,5853,1991,27,7,5,3
5582,585501,5855,1976,16,3,5,3
5583,585502,5855,1977,17,3,5,3
5584,585503,5855,1987,27,3,5,5
5585,585801,5858,1978,19,6,0,
5586,585802,5858,1981,21,6,5,
5587,585803,5858,1987,28,6,5,
5588,586101,5861,1981,19,6,55,5
5589,586102,5861,1983,21,6,5,4
5590,586103,5861,1984,22,6,1,3
5591,586104,5861,2000,38,6,5,2
5592,586201,5862,1983,18,5,55,4
5593,586202,5862,1985,21,5,55,2
5594,586203,5862,1992,28,5,55,3
5595,586801,5868,1984,20,3,55,5
5596,586802,5868,1987,23,3,0,7
5597,586803,5868,1997,34,3,55,2
5598,586804,5868,2001,37,3,5,
5599,587001,5870,1983,21,5,0,5
5600,587002,5870,1987,26,5,0,3
5601,587003,5870,1991,30,5,0,7
5602,587301,5873,1983,20,6,55,4
5603,587302,5873,1987,24,6,55,5
5604,587303,5873,1989,26,6,55,4
5605,587401,5874,1995,34,7,0,4
5606,587402,5874,1997,36,7,5,5
5607,587801,5878,1980,18,3,5,
5608,587802,5878,1984,23,3,0,
5609,587803,5878,1990,28,3,0,
5610,588001,5880,1974,15,1,0,
5611,588301,5883,1983,21,5,0,7
5612,588302,5883,1988,27,5,100,3
5613,588701,5887,1979,21,5,0,4
5614,588702,5887,1986,27,5,0,4
5615,588801,5888,1981,20,6,5,5
5616,588802,5888,1982,21,6,5,3
5617,588803,5888,1989,28,6,0,
5618,588804,5888,1993,32,6,5,3
5619,588901,5889,1975,17,6,55,5
5620,588902,5889,1982,24,6,55,5
5621,588903,5889,1987,29,6,,7
5622,588904,5889,1989,31,6,55,
5623,589201,5892,1981,17,5,55,
5624,589202,5892,1984,20,5,0,
5625,589501,5895,1983,19,6,100,5
5626,589502,5895,1996,32,6,,
5627,589701,5897,1983,20,5,55,3
5628,589702,5897,1985,21,5,55,2
5629,589703,5897,1993,29,5,55,4
5630,589901,5899,1983,20,6,5,3
5631,589902,5899,1994,32,6,5,4
5632,590601,5906,1976,17,8,55,3
5633,590602,5906,1980,21,8,5,2
5634,590603,5906,1988,29,8,5,4
5635,590901,5909,1982,20,6,55,3
5636,590902,5909,1983,21,6,55,4
5637,590903,5909,1984,22,6,55,5
5638,590904,5909,1986,24,6,55,3
5639,591101,5911,1984,22,6,5,3
5640,591301,5913,1974,17,5,5,7
5641,591302,5913,1975,18,5,5,3
5642,591303,5913,1976,19,5,55,3
5643,591401,5914,1990,30,10,5,5
5644,591601,5916,1983,21,6,5,3
5645,591602,5916,1989,28,6,5,5
5646,591603,5916,1992,31,6,5,4
5647,591901,5919,1977,18,6,5,5
5648,591902,5919,1981,22,6,5,7
5649,591903,5919,1983,25,6,55,4
5650,591904,5919,1989,31,6,55,5
5651,592301,5923,1984,20,5,55,2
5652,592302,5923,1990,26,5,5,3
5653,592601,5926,1973,16,6,55,5
5654,592602,5926,1979,22,6,1,2
5655,592603,5926,1983,26,6,100,4
5656,592604,5926,1990,33,6,55,5
5657,592701,5927,1987,23,4,55,1
5658,592702,5927,1991,27,4,55,4
5659,592703,5927,1993,28,4,55,2
5660,592704,5927,1994,30,4,100,3
5661,593201,5932,1977,14,10,0,
5662,593202,5932,1983,19,10,5,
5663,593203,5932,1985,22,10,55,2
5664,593204,5932,1988,24,10,55,4
5665,593205,5932,1989,26,10,55,4
5666,593206,5932,1991,28,10,55,4
5667,593401,5934,1984,20,5,5,3
5668,593601,5936,1984,22,5,5,4
5669,594101,5941,1981,22,6,5,
5670,594102,5941,1983,24,6,5,5
5671,594103,5941,1990,30,6,55,5
5672,594401,5944,1979,17,4,0,
5673,594701,5947,1979,22,1,55,2
5674,594702,5947,1980,23,1,55,2
5675,594703,5947,1986,29,1,0,3
5676,594704,5947,1987,30,1,0,
5677,594801,5948,1979,21,5,55,3
5678,594802,5948,1980,23,5,1,
5679,595101,5951,1979,18,4,5,2
5680,595102,5951,1980,18,4,0,3
5681,595103,5951,1982,20,4,0,
5682,595104,5951,1984,23,4,5,2
5683,595105,5951,1985,24,4,5,2
5684,595201,5952,1979,17,4,,
5685,595202,5952,1981,18,4,0,2
5686,595203,5952,1983,20,4,0,2
5687,595204,5952,1984,21,4,5,4
5688,595301,5953,1973,16,10,5,2
5689,595401,5954,1981,19,6,5,4
5690,595601,5956,1981,17,6,1,
5691,595602,5956,1989,25,6,0,
5692,595701,5957,1979,15,5,55,4
5693,595702,5957,1984,20,5,5,
5694,596301,5963,1989,24,5,5,4
5695,596302,5963,2002,37,5,55,4
5696,596501,5965,1977,15,5,5,2
5697,596502,5965,1980,17,5,5,
5698,596503,5965,1981,19,5,5,2
5699,596504,5965,1985,22,5,55,2
5700,596505,5965,1995,32,5,0,4
5701,596901,5969,1995,36,6,0,5
5702,596902,5969,1997,38,6,0,3
5703,597301,5973,1979,17,6,100,3
5704,597302,5973,1985,23,6,5,5
5705,597303,5973,1988,26,6,55,3
5706,597304,5973,1990,28,6,55,4
5707,597305,5973,1994,32,6,100,2
5708,597306,5973,1994,32,6,5,3
5709,597307,5973,1996,34,6,5,4
5710,597601,5976,1979,16,10,55,4
5711,597602,5976,1984,21,10,55,4
5712,597603,5976,2002,39,10,,1
5713,597701,5977,1992,27,10,5,5
5714,597801,5978,1974,16,6,55,3
5715,597802,5978,1977,19,6,100,2
5716,597803,5978,1988,30,6,0,3
5717,597804,5978,1992,34,6,0,
5718,598001,5980,1984,24,6,55,5
5719,598002,5980,1988,27,6,5,3
5720,598301,5983,1983,22,10,55,5
5721,598501,5985,1990,28,8,0,5
5722,598502,5985,1992,30,8,0,3
5723,598601,5986,1982,20,5,55,4
5724,598602,5986,1989,27,5,0,5
5725,599101,5991,1976,17,6,100,
5726,599102,5991,1982,23,6,55,
5727,599801,5998,1981,23,7,55,5
5728,599802,5998,1990,32,7,5,3
5729,599803,5998,1992,34,7,5,4
5730,599804,5998,1993,35,7,55,3
5731,599901,5999,1978,18,4,100,4
5732,599902,5999,1981,21,4,55,3
5733,600201,6002,1982,20,5,5,5
5734,600202,6002,1987,25,5,55,3
5735,600203,6002,1990,28,5,55,5
5736,600301,6003,1980,17,6,55,3
5737,600302,6003,1985,21,6,5,5
5738,600401,6004,1979,17,6,5,5
5739,600402,6004,1983,21,6,55,5
5740,600501,6005,1981,20,5,5,4
5741,600502,6005,1985,24,5,5,4
5742,600503,6005,1988,27,5,55,3
5743,600701,6007,1983,19,4,100,
5744,600702,6007,1985,21,4,5,2
5745,600703,6007,1987,23,4,5,2
5746,601501,6015,1978,17,8,55,4
5747,601901,6019,1979,20,6,5,4
5748,601902,6019,1980,21,6,5,3
5749,601903,6019,1982,23,6,5,4
5750,602201,6022,1989,25,6,55,3
5751,602301,6023,1980,18,6,5,5
5752,602302,6023,1983,21,6,55,5
5753,602303,6023,1985,23,6,55,3
5754,602304,6023,1996,34,6,55,4
5755,602401,6024,1976,16,5,,2
5756,602701,6027,2002,40,6,0,
5757,602801,6028,1989,27,7,55,5
5758,602802,6028,1991,28,7,55,2
5759,603001,6030,1981,19,5,1,2
5760,603002,6030,1982,21,5,1,2
5761,603003,6030,1984,22,5,55,3
5762,603101,6031,1988,30,9,5,7
5763,603301,6033,1980,17,4,55,4
5764,603302,6033,1981,18,4,55,2
5765,603303,6033,1983,20,4,5,2
5766,603304,6033,1985,22,4,5,5
5767,603601,6036,1982,19,9,5,3
5768,603602,6036,1988,25,9,55,2
5769,603603,6036,1993,29,9,5,
5770,603701,6037,1985,24,7,5,
5771,603901,6039,1998,36,6,5,3
5772,604001,6040,1981,20,5,55,1
5773,604002,6040,1982,22,5,55,2
5774,604003,6040,1985,24,5,55,3
5775,604004,6040,1986,25,5,55,5
5776,604301,6043,1992,29,10,100,
5777,604302,6043,1996,34,10,0,
5778,604401,6044,1982,18,4,55,5
5779,604402,6044,1989,25,4,5,
5780,604601,6046,1978,15,3,55,1
5781,604602,6046,1979,16,3,100,2
5782,604603,6046,1981,19,3,5,2
5783,604604,6046,1983,20,3,5,2
5784,604605,6046,1983,20,3,5,2
5785,604606,6046,1987,25,3,5,2
5786,604607,6046,1990,27,3,5,3
5787,604701,6047,1974,17,6,5,2
5788,604702,6047,1975,17,6,0,
5789,604703,6047,1979,22,6,5,4
5790,604704,6047,1989,31,6,5,2
5791,604801,6048,1973,14,10,5,2
5792,604802,6048,1979,20,10,5,2
5793,604803,6048,1983,24,10,5,5
5794,604804,6048,1985,25,10,55,7
5795,604901,6049,1986,25,6,55,8
5796,604902,6049,1989,28,6,55,4
5797,605301,6053,1985,24,7,0,5
5798,605302,6053,1987,27,7,0,4
5799,605303,6053,1992,31,7,0,5
5800,605501,6055,1981,21,6,0,5
5801,605502,6055,1987,27,6,0,
5802,605801,6058,1999,37,7,0,4
5803,605802,6058,2002,40,7,55,2
5804,606101,6061,1988,28,6,55,4
5805,606102,6061,1993,32,6,55,4
5806,606301,6063,1994,34,6,55,5
5807,606601,6066,1978,21,5,5,3
5808,606602,6066,1985,28,5,5,3
5809,606901,6069,1973,15,4,5,3
5810,606902,6069,1977,19,4,5,2
5811,606903,6069,1987,29,4,5,5
5812,606904,6069,1991,33,4,5,2
5813,607201,6072,1979,20,6,55,3
5814,607202,6072,1984,25,6,5,5
5815,607203,6072,1988,29,6,5,2
5816,607301,6073,1973,15,4,5,3
5817,607302,6073,1979,21,4,5,4
5818,607401,6074,1984,23,6,5,5
5819,607402,6074,1986,25,6,5,3
5820,607403,6074,1987,27,6,55,8
5821,607601,6076,1980,21,6,100,3
5822,607602,6076,1982,23,6,5,3
5823,607603,6076,1993,34,6,5,4
5824,607801,6078,1974,16,6,100,3
5825,607802,6078,1978,21,6,5,
5826,607803,6078,1983,26,6,5,4
5827,608001,6080,1978,18,5,0,5
5828,608002,6080,1982,21,5,0,3
5829,608201,6082,1991,31,7,0,5
5830,608202,6082,1993,33,7,0,7
5831,608203,6082,1994,34,7,0,4
5832,608301,6083,1989,26,5,55,2
5833,608302,6083,1997,34,5,100,2
5834,608401,6084,1980,21,4,5,5
5835,608402,6084,1985,25,4,5,2
5836,608403,6084,1986,26,4,5,3
5837,608404,6084,1988,29,4,5,5
5838,608405,6084,1991,31,4,5,4
5839,608801,6088,1976,18,5,55,2
5840,608802,6088,1977,19,5,5,4
5841,608803,6088,1981,23,5,0,5
5842,609101,6091,1976,16,6,100,6
5843,609102,6091,1978,18,6,100,5
5844,610101,6101,1978,20,5,5,4
5845,610102,6101,1980,22,5,5,3
5846,610201,6102,1989,25,6,5,5
5847,610202,6102,1993,29,6,1,5
5848,610701,6107,1982,18,5,5,3
5849,610702,6107,1983,19,5,55,4
5850,610703,6107,1985,20,5,1,4
5851,610704,6107,1988,23,5,0,5
5852,610705,6107,1989,24,5,0,4
5853,610706,6107,1990,26,5,0,2
5854,611401,6114,1981,23,7,5,3
5855,611402,6114,1986,27,7,55,5
5856,611403,6114,1992,33,7,55,5
5857,611404,6114,1993,35,7,55,3
5858,611601,6116,1977,19,5,5,5
5859,611602,6116,1982,25,5,55,4
5860,611801,6118,1978,20,6,55,2
5861,611802,6118,1990,32,6,55,5
5862,611901,6119,1979,19,5,55,3
5863,611902,6119,1981,21,5,55,3
5864,611903,6119,1982,22,5,55,3
5865,611904,6119,1984,24,5,55,3
5866,612601,6126,1997,39,6,5,3
5867,612901,6129,1979,17,5,100,4
5868,613001,6130,1985,26,,55,3
5869,613201,6132,1986,25,7,5,5
5870,613401,6134,1980,20,5,5,4
5871,613402,6134,1986,26,5,5,4
5872,613403,6134,1988,28,5,5,3
5873,614601,6146,1988,24,6,55,
5874,614602,6146,1993,29,6,55,
5875,614603,6146,1997,33,6,0,
5876,615001,6150,1985,21,5,55,
5877,615101,6151,1983,24,5,5,4
5878,615102,6151,1990,31,5,5,4
5879,615103,6151,1992,33,5,5,2
5880,615401,6154,1988,31,4,5,5
5881,615901,6159,1984,20,6,5,5
5882,616001,6160,1981,22,5,55,2
5883,616101,6161,1978,19,5,5,4
5884,616102,6161,1983,23,5,5,5
5885,616103,6161,1989,30,5,5,5
5886,616104,6161,1993,34,5,5,5
5887,616105,6161,1996,36,5,5,2
5888,616106,6161,2000,41,5,5,2
5889,616301,6163,1986,23,7,5,3
5890,616302,6163,1995,32,7,0,7
5891,616303,6163,1997,34,7,0,6
5892,616304,6163,1998,35,7,0,4
5893,616401,6164,1993,29,6,55,3
5894,616402,6164,1995,30,6,5,2
5895,616801,6168,1983,20,6,5,4
5896,616802,6168,1988,24,6,5,5
5897,616803,6168,1990,27,6,5,5
5898,616901,6169,1978,16,6,55,5
5899,616902,6169,1980,18,6,55,3
5900,616903,6169,1979,17,6,55,3
5901,616904,6169,1983,21,6,55,3
5902,617101,6171,2000,40,7,55,3
5903,617201,6172,1998,36,10,0,5
5904,617401,6174,1977,20,6,5,4
5905,617402,6174,1984,27,6,55,3
5906,617501,6175,1979,21,4,5,2
5907,617502,6175,1984,26,4,5,2
5908,617503,6175,1986,28,4,5,2
5909,617701,6177,1977,19,6,100,3
5910,617702,6177,1983,24,6,100,3
5911,617703,6177,1991,33,6,55,5
5912,617801,6178,1978,18,6,5,2
5913,617802,6178,1983,23,6,5,
5914,617803,6178,1985,25,6,5,2
5915,617901,6179,1976,18,5,55,2
5916,617902,6179,1997,38,5,5,
5917,618101,6181,1981,19,5,5,2
5918,618102,6181,1984,22,5,100,5
5919,618301,6183,1999,36,6,5,
5920,618501,6185,1991,33,6,5,3
5921,618901,6189,1979,18,4,55,
5922,619001,6190,1980,18,4,5,
5923,619002,6190,1983,21,4,55,
5924,619201,6192,1981,17,3,0,
5925,619202,6192,1984,20,3,55,
5926,619203,6192,1988,24,3,0,
5927,619501,6195,1981,18,6,55,2
5928,619701,6197,1975,16,5,5,5
5929,619702,6197,1976,18,5,5,4
5930,619703,6197,1979,21,5,5,5
5931,620201,6202,1980,23,6,5,4
5932,620202,6202,1981,24,6,55,3
5933,620301,6203,1978,19,5,0,
5934,620302,6203,1981,22,5,0,
5935,620401,6204,1981,21,5,0,
5936,620402,6204,1989,29,5,0,
5937,620501,6205,1993,30,6,5,3
5938,620502,6205,1994,31,6,5,3
5939,620503,6205,2000,36,6,55,3
5940,620601,6206,1980,22,7,55,2
5941,620901,6209,1974,17,6,5,2
5942,620902,6209,1977,20,6,5,3
5943,621001,6210,1981,19,6,5,7
5944,621002,6210,1985,23,6,5,4
5945,621003,6210,1991,29,6,5,5
5946,621201,6212,1987,27,7,0,5
5947,621401,6214,1998,35,6,0,5
5948,621402,6214,2003,39,6,0,
5949,621501,6215,1987,29,6,0,5
5950,621502,6215,1993,35,6,0,4
5951,621701,6217,1987,24,5,5,5
5952,621702,6217,1995,32,5,100,5
5953,621901,6219,1993,28,9,5,5
5954,622001,6220,1979,18,5,0,5
5955,622002,6220,1982,21,5,,4
5956,622101,6221,1980,17,4,55,3
5957,622102,6221,1981,18,4,5,2
5958,622301,6223,1989,24,5,5,4
5959,622302,6223,1990,26,5,5,3
5960,622303,6223,1992,27,5,5,3
5961,622501,6225,1979,16,5,5,5
5962,622502,6225,1984,20,5,5,2
5963,622503,6225,1992,29,5,5,3
5964,622701,6227,1980,19,7,0,
5965,622702,6227,1982,21,7,100,5
5966,622703,6227,1986,26,7,5,2
5967,623101,6231,1973,15,5,100,4
5968,623102,6231,1974,17,5,5,4
5969,623201,6232,1981,20,,0,5
5970,623202,6232,1983,22,,55,4
5971,623301,6233,1977,18,10,5,4
5972,623302,6233,1981,22,10,0,5
5973,623303,6233,1983,24,10,0,3
5974,623401,6234,1976,16,4,55,3
5975,623402,6234,1977,17,4,0,3
5976,623403,6234,1979,19,4,0,2
5977,623501,6235,1976,18,6,55,3
5978,623502,6235,1979,21,6,55,4
5979,623503,6235,1981,23,6,5,3
5980,623801,6238,1986,24,7,5,7
5981,623802,6238,1990,28,7,55,4
5982,623901,6239,1982,24,6,55,3
5983,623902,6239,1988,30,6,5,5
5984,623903,6239,1994,36,6,5,4
5985,624001,6240,1992,29,6,5,5
5986,624301,6243,1980,21,6,5,5
5987,624302,6243,1985,26,6,5,2
5988,624401,6244,1983,21,6,55,3
5989,624402,6244,1998,36,6,0,
5990,624501,6245,1985,25,6,5,
5991,624502,6245,1986,26,6,5,5
5992,624503,6245,1987,27,6,5,5
5993,625501,6255,1978,15,10,55,4
5994,625502,6255,1985,22,10,55,5
5995,625801,6258,1975,17,4,5,2
5996,625802,6258,1978,20,4,5,4
5997,625803,6258,1984,26,4,5,2
5998,625804,6258,1989,32,4,5,4
5999,625901,6259,1976,19,4,5,2
6000,625902,6259,1994,36,4,5,2
6001,625903,6259,1998,40,4,5,
6002,626201,6262,1984,23,8,0,7
6003,626202,6262,1989,28,8,0,3
6004,626301,6263,1977,19,6,100,4
6005,626401,6264,1982,24,6,0,
6006,626402,6264,1984,25,6,0,
6007,626501,6265,1985,24,9,0,5
6008,626801,6268,1974,16,4,5,5
6009,626802,6268,1978,20,4,5,3
6010,627001,6270,1982,19,6,5,5
6011,627002,6270,1990,27,6,0,5
6012,627003,6270,1990,27,6,0,5
6013,627004,6270,1996,33,6,5,5
6014,627301,6273,1984,25,5,100,
6015,627302,6273,1989,29,5,0,
6016,627401,6274,1987,25,6,0,3
6017,627402,6274,1988,26,6,0,5
6018,627403,6274,1990,28,6,0,5
6019,627404,6274,1993,30,6,0,4
6020,627405,6274,1998,36,6,100,4
6021,627406,6274,2000,38,6,0,5
6022,627501,6275,1979,20,5,55,7
6023,627502,6275,1995,35,5,5,3
6024,627701,6277,1987,25,10,0,7
6025,627702,6277,1991,28,10,0,8
6026,627703,6277,1994,31,10,,5
6027,627801,6278,1981,20,7,100,7
6028,627802,6278,1982,21,7,100,2
6029,627803,6278,1987,26,7,0,4
6030,627804,6278,1991,30,7,0,3
6031,628001,6280,1973,15,4,5,3
6032,628002,6280,1974,17,4,5,4
6033,628003,6280,1976,18,4,100,1
6034,628004,6280,1979,22,4,55,4
6035,628005,6280,1982,25,4,55,4
6036,628006,6280,1996,38,4,0,
6037,628201,6282,1980,16,7,55,2
6038,628202,6282,1981,17,7,55,3
6039,628203,6282,1982,19,7,5,2
6040,628204,6282,1984,21,7,55,2
6041,628205,6282,1986,22,7,5,2
6042,628206,6282,1988,24,7,1,2
6043,628207,6282,1989,26,7,5,3
6044,628208,6282,1991,28,7,5,2
6045,628301,6283,1997,33,6,5,
6046,628302,6283,1997,33,6,5,
6047,628401,6284,1979,20,3,55,4
6048,628402,6284,1986,27,3,5,5
6049,628403,6284,1977,18,3,0,
6050,628601,6286,1993,33,6,0,
6051,628602,6286,1995,35,6,0,
6052,628901,6289,1984,21,10,0,5
6053,628902,6289,1986,24,10,0,4
6054,628903,6289,1988,25,10,0,7
6055,628904,6289,1990,27,10,5,7
6056,628905,6289,1996,34,10,5,5
6057,629001,6290,1995,34,5,5,4
6058,629002,6290,1996,35,5,5,3
6059,629003,6290,1998,37,5,5,4
6060,629101,6291,1974,16,6,5,3
6061,629102,6291,1977,19,6,5,5
6062,629103,6291,1979,21,6,0,
6063,629301,6293,1980,19,6,5,4
6064,629302,6293,1981,20,6,0,
6065,629303,6293,1984,23,6,5,2
6066,629304,6293,1987,26,6,5,4
6067,629305,6293,1990,28,6,5,2
6068,629401,6294,1977,15,6,5,2
6069,629402,6294,1981,19,6,5,3
6070,629403,6294,1986,23,6,5,2
6071,629404,6294,1992,29,6,5,2
6072,629501,6295,1988,24,7,5,3
6073,629502,6295,1991,27,7,5,3
6074,629503,6295,1993,29,7,55,3
6075,629601,6296,1980,17,6,5,4
6076,629602,6296,1984,21,6,5,4
6077,629603,6296,1989,26,6,5,2
6078,629701,6297,1975,16,4,55,2
6079,629702,6297,1978,19,4,5,2
6080,629703,6297,1983,24,4,55,3
6081,629704,6297,1985,26,4,55,3
6082,629901,6299,1985,26,7,0,5
6083,629902,6299,1987,27,7,0,5
6084,630701,6307,1975,17,2,0,
6085,630702,6307,1976,19,2,,
6086,630703,6307,1977,20,2,55,
6087,630704,6307,1979,22,2,55,
6088,630801,6308,1976,16,5,5,7
6089,630802,6308,1977,17,5,100,3
6090,631001,6310,1976,18,6,5,2
6091,631002,6310,1979,21,6,0,2
6092,631003,6310,1980,22,6,0,2
6093,631004,6310,1981,23,6,0,2
6094,631005,6310,1982,24,6,0,2
6095,631101,6311,1997,35,6,5,2
6096,631102,6311,2000,38,6,5,3
6097,631201,6312,1983,19,5,100,5
6098,631202,6312,1986,23,5,5,4
6099,631203,6312,1991,27,5,5,4
6100,631301,6313,1977,16,5,5,3
6101,631302,6313,1978,18,5,5,4
6102,631501,6315,1977,15,5,5,2
6103,631502,6315,1979,16,5,100,4
6104,631503,6315,1980,18,5,100,2
6105,631801,6318,1980,19,7,5,8
6106,631802,6318,1988,26,7,55,5
6107,632001,6320,1978,20,9,5,3
6108,632101,6321,1982,22,10,5,5
6109,632201,6322,1978,17,6,5,4
6110,632202,6322,1980,18,6,5,4
6111,632203,6322,1990,29,6,5,4
6112,632204,6322,1994,32,6,5,4
6113,632205,6322,1998,37,6,55,3
6114,632206,6322,2001,40,6,5,3
6115,632401,6324,1988,26,10,,7
6116,632701,6327,1978,15,5,5,7
6117,632702,6327,1978,16,5,5,2
6118,632703,6327,1979,17,5,5,4
6119,632704,6327,1983,21,5,5,4
6120,632705,6327,1984,22,5,55,3
6121,632706,6327,1986,24,5,55,5
6122,633101,6331,1990,27,5,,
6123,633201,6332,1979,21,5,5,
6124,633202,6332,1987,29,5,0,
6125,633301,6333,1985,26,6,5,7
6126,633302,6333,1988,29,6,5,7
6127,633401,6334,1987,26,7,0,2
6128,633402,6334,1991,31,7,0,5
6129,633501,6335,1981,19,7,55,4
6130,633502,6335,1983,21,7,55,4
6131,633503,6335,1988,25,7,55,3
6132,633601,6336,1980,19,6,55,3
6133,633602,6336,1983,22,6,5,4
6134,633603,6336,1991,30,6,55,4
6135,633701,6337,1976,18,6,55,3
6136,633702,6337,1991,33,6,5,4
6137,633801,6338,1978,21,5,5,4
6138,633802,6338,1979,22,5,5,5
6139,633803,6338,1982,25,5,5,5
6140,633804,6338,1993,36,5,55,4
6141,633901,6339,1980,18,6,5,5
6142,633902,6339,1987,26,6,5,5
6143,633903,6339,1993,31,6,5,4
6144,634201,6342,1983,22,5,0,4
6145,634202,6342,1988,26,5,55,6
6146,634203,6342,1995,34,5,55,4
6147,634204,6342,1999,37,5,0,4
6148,634205,6342,2002,40,5,0,3
6149,634401,6344,1978,16,5,55,2
6150,634402,6344,1981,20,5,5,2
6151,634403,6344,1983,22,5,5,3
6152,634501,6345,1975,17,5,0,4
6153,634502,6345,1976,19,5,0,3
6154,634503,6345,1986,28,5,0,5
6155,634504,6345,1988,31,5,55,3
