"C0000100","C0000200","C0005700","C0007000","C0053500","C0054100","C0055100","C0057500","C0058100","C0058700","C0059300","C0059900","C0060500","C0061100","C0061106","C0061112","C0061114","C0061116","C0061118","C0061120","C0061122","C0061124","C0061126","C0061128","C0061130","C0061132","C3602400","C3982400","C5526200","C5802500"
931202,9312,1992,29,10,10,10,10,10,10,10,95,95,12,12,12,12,12,12,12,14,14,14,14,14,14,11,13,14,14
931203,9312,2000,38,10,10,10,10,10,10,10,95,95,12,12,12,12,12,12,12,14,14,14,14,14,14,11,13,14,14
931204,9312,2002,40,10,10,10,10,10,10,10,95,95,12,12,12,12,12,12,12,14,14,14,14,14,14,11,13,14,14
931701,9317,1981,21,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,-7,15,15,16,-7,15,-7
931702,9317,1985,25,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,-7,15,15,16,-7,15,-7
931703,9317,1987,27,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,-7,15,15,16,-7,15,-7
931704,9317,1989,29,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,-7,15,15,16,-7,15,-7
931901,9319,1978,20,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,13,13,13,13
931902,9319,1982,24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,13,13,13,13
931903,9319,1989,32,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,13,13,13,13
932301,9323,1975,16,11,12,13,14,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7
932501,9325,1983,25,12,12,12,12,12,12,12,12,-7,12,12,12,12,13,13,14,14,14,14,-7,-7,-7,-7,-7,-7,-7
932502,9325,1989,31,12,12,12,12,12,12,12,12,-7,12,12,12,12,13,13,14,14,14,14,-7,-7,-7,-7,-7,-7,-7
