R0000100,dad_age,mom_age,f_HGC,m_HGC,HGC,reside_parent_type,age_stopped_living_w_parent,urban_at_14,rural_at_14,farm_at_14,AFQT,desire_child_#,ever_married,married_age,1st_marry_age,abort_#,foreign_lang_child,female_work_14,male_work_14,mother_work_1978,father_work_1978,#sibling,#sibling_school,cultural_influence,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62,teen_mom,teen_dad,teen_mom_not_teen_dad,teen_dad_not_teen_mom,teen_dad_and_teen_mom
61,33,30,7,5,6,1,18,1,0,0,99.15,2,1,22,22,2,0,1,1,1,1,3,1,1,13557.85492,17514.49799,18891.37975,18244.49489,27851.68707,28786.20462,33190.04157,35179.69884,41722.46317,40027.32057,40404.63,41978.35677,,40067.07208,,43199.03374,,44507.80129,,33250.17978,,34375.22718,,33496.8978,,33443.06009,,46754.41998,,49439.28023,,54289.90961,,59799.96158,,57823.23594,,42646.03445,,,,,,,,0,0,0,0,0
62,33,31,7,5,7,1,18,0,1,0,36.384,2,1,26,26,1,0,1,1,1,1,3,1,1,13370.80225,13520.49259,7938.111032,8393.667857,4067.356476,15325.18574,35683.71731,44597.65417,69629.21768,,,,,,86248.34482,98115.54082,,97305.74648,,201011.3529,,150541.0926,,147778.5768,,142242.3194,,120588.8321,,126200.2268,,142296.0608,,159950.6125,,140404.9386,,142599.9084,,145002.884,,170584.1378,,,,0,0,0,0,0
63,30,28,5,5,7,,,1,0,0,87.934,4,1,31,31,,0,1,1,1,1,3,3,1,7511.384774,31752.44413,16787.33571,18077.13989,28898.92169,19940.90085,20879.81082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
64,32,28,5,6,6,,,1,0,0,92.989,4,0,,,,0,1,1,1,1,3,3,1,4796.381633,2711.570984,2189.312249,3148.563292,12162.99659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
65,34,30,5,7,7,,,1,0,0,75.171,3,0,,,0,0,1,1,1,1,3,3,1,5649.106217,10946.56124,2099.042195,24325.99318,,,,,,,,,,,,,,,,,,,,27914.0815,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
66,32,31,8,5,6,1,18,1,0,0,22.649,2,1,23,23,,0,1,1,2,1,3,1,0.666666667,,,13370.80225,7511.384774,30760.18025,69487.5789,44063.02849,29336.78414,,,118144.8671,109625.5435,,130662.6785,135983.5209,144618.7092,156875.6381,153442.1395,,198582.426,,,,,,290631.2011,,,,,,323727.77,,317446.2493,,333307.9946,,346626.0963,,119599.9232,,4803.776524,,4691.063789,,0,0,0,0,0
67,34,30,9,,9,1,18,1,0,0,93.246,3,1,35,35,,0,0,1,3,1,1,1,1,4498.262918,5755.657959,8360.677201,8100.455321,22039.94304,44597.65417,55703.37414,82520.45325,115862.7474,87949.24711,80107.12928,48032.78468,68377.06616,40151.89824,,,,,,,,,,,,,,,,,,,,,,18399.98818,,889.5882452,,426.4603445,,,,,,0,0,0,0,0
68,39,35,8,7,7,1,18,1,0,0,100,3,1,29,29,0,0,0,1,3,1,1,1,1,3389.46373,4378.624498,3778.275951,10135.83049,,,,,,,54390.84808,60378.79435,,64393.5087,,71998.38957,,91633.70853,,87435.65794,,111423.1502,,133987.5912,,154595.2778,,148394.4634,,140562.6595,,131044.6094,,114999.9261,,115646.4719,,123673.4999,,,,,,,,0,0,0,0,0
69,31,25,7,8,9,,,1,0,0,86.703,2,1,25,25,,0,1,1,1,1,1,1,1,6610.018601,16405.42947,4796.381633,3615.427979,4378.624498,13433.87005,10135.83049,31830.49951,47017.46755,55316.73596,54528.53321,41722.46317,65644.80573,38850.60577,40755.68619,,42929.0058,,40753.80542,,,,,,53340.86976,,,,52583.42782,,40656.01738,,38775.90607,,31825.11943,,36799.97636,,44479.41226,,66527.81374,,,,,0,0,0,0,0
70,30,26,7,10,9,1,18,1,0,0,,2,1,34,34,,0,1,1,1,1,1,1,1,4796.381633,4519.284974,5473.280622,4617.892828,4054.332197,5968.218658,17271.72277,23048.63998,,135983.5209,144618.7092,156875.6381,,,198582.426,,201011.3529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
71,32,28,7,8,10,1,18,1,0,0,98.077,4,1,25,25,,0,1,1,1,1,1,1,1,,6016.861012,4506.830864,3969.055516,11990.95408,14687.67616,21455.26004,28337.06963,31421.07453,40782.8275,42219.76678,42409.49757,50131.07085,50066.9558,51234.97033,38850.60577,22642.04788,,18602.56918,,26489.97352,,47125.90725,,44333.57304,,43858.04847,,49128.78344,,42592.57653,,45738.01955,,40714.70137,,43057.51452,,38639.97518,,41810.64752,,40087.27238,,,0,0,0,0,0
72,36,32,7,6,7,1,18,1,0,0,80.538,3,0,,,0,0,0,1,2,1,2,1,1,4796.381633,6778.92746,5473.280622,16792.33756,5067.915247,,20150.34323,51628.95356,,,,62160.96924,42265.15604,,15740.63546,,,,283017.2541,,290631.2011,,142242.3194,,312432.2652,,157750.2834,,111804.0478,,,,346626.0963,,306317.4832,,353139.8457,,,,,,,,,0,0,0,0,0
73,30,25,7,7,9,0,11,1,0,0,81.527,6,1,44,44,,0,1,,1,1,2,2,1,,8691.021461,11765.83311,11377.95915,13669.68765,33894.6373,9851.90512,12594.25317,14190.16269,29841.09329,28786.20462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
74,28,26,7,6,7,1,18,1,0,0,95.536,2,0,,,4,0,1,1,1,1,3,3,1,5292.074021,1918.552653,2033.678238,3502.899598,4198.084389,27366.74233,41777.53061,26867.12431,49785.06236,45733.6085,48398.05727,56038.24879,46620.72693,60378.79435,,54376.74068,,57055.32759,,39271.58937,,,,35560.57984,,44662.5304,,52583.42782,,86394.03693,,111480.7299,,109515.8521,,137999.9113,,177917.649,,153525.724,,,,,,0,0,0,0,0
75,29,25,7,6,7,1,18,1,0,0,83.379,4,1,29,29,0,0,1,1,1,1,3,2,1,677.892746,3065.037148,7346.647682,7500.514565,27851.68707,25907.58416,29502.25918,80913.30734,43391.36169,41628.41339,37296.58154,36227.27661,,34343.20464,,35319.9647,,39271.58937,,44333.57304,,44557.40654,,41312.84062,,52583.42782,,71148.03041,,67857.83562,,56161.97546,,101199.935,,62271.17716,,59704.44823,,,,,,,,0,0,0,0,0
76,30,28,7,7,6,1,18,1,0,0,42.78,2,1,,,,0,1,1,1,1,3,3,1,1581.749741,1970.381024,2099.042195,3648.898978,25862.28085,42219.76678,44253.38876,51010.56332,51568.96447,64043.71291,69931.09039,65209.0979,,67255.44242,,95092.21264,,73306.96683,,83741.19352,,81762.07052,,106073.5097,,78875.14172,,111804.0478,,87245.78865,,125428.4119,,137999.9113,,37362.7063,,136467.3102,,,,,,,,0,0,0,0,0
77,33,37,7,7,7,1,18,1,0,0,96.835,2,0,,,0,0,1,1,1,1,1,1,1,,,,2339.890393,17414.39446,39690.55516,32375.57602,42933.20725,42691.58885,35683.71731,34461.82368,38693.95097,49896.08801,47941.17116,2462.578919,25854.57598,16651.36536,,,,,,,,,,,,19348.51149,,16365.4677,,,,,,,,,,,,,,,0,0,0,0,0
78,33,34,9,7,7,1,18,1,0,0,85.347,2,1,31,31,0,0,0,1,3,1,2,2,1,4345.510731,6910.473992,8996.525836,4076.924388,2259.642487,,,40543.32197,66913.67819,109625.5435,115862.7474,130662.6785,135983.5209,144618.7092,156875.6381,153442.1395,,198582.426,,201011.3529,,283017.2541,,290631.2011,,315224.3893,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
79,35,37,9,7,9,1,18,1,0,0,96.084,2,1,28,28,,0,0,1,3,1,2,2,1,4796.381633,4519.284974,,3568.371731,,,,,12312.89459,12516.73895,12808.74258,11655.18173,24151.51774,,17171.60232,,19018.44253,,20290.32118,,12930.62547,,15409.5846,,14515.32238,,16826.6969,,32524.8139,,22296.14599,,22261.67104,,22079.98582,,25798.05911,,46910.63789,,,,,,,0,0,0,0,0
80,44,37,10,6,10,1,18,1,0,0,78.759,2,0,,,,0,1,1,2,1,5,1,0.666666667,,,1259.425317,,2188.346841,6524.873047,5531.673596,5276.954826,6675.594107,4803.278468,6216.096924,6037.879435,,22895.46976,,,,14399.58277,,,,47414.10645,,44662.5304,,,,,,,,50545.77791,,22999.98522,,64050.35366,,32410.98618,,,,,,,,0,0,0,0,0
81,46,35,10,5,10,1,18,1,0,0,29.497,4,1,40,40,,0,0,1,3,1,5,1,1,,,11030.91185,,,,,,,,,,,,,,,,,3291.223778,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
82,,,,,5,1,18,1,0,0,2.168,,0,,,,0,1,1,1,1,6,4,0.666666667,,12018.21564,5292.074021,10791.85867,13309.29425,10946.56124,9619.910378,14184.08119,9947.031097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
83,41,35,,1,4,1,18,1,0,0,2.366,4,0,,,,0,1,1,3,1,3,1,0.333333333,1122.353302,6778.92746,,,,,,,,,,,301.8939717,,1287.870174,,,,,,14777.85768,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
84,44,38,5,,5,1,18,1,0,0,21.008,3,1,37,37,,0,0,1,3,1,3,0,1,,4903.741724,,1058.414804,1678.733571,,2189.312249,4198.084389,5270.631857,,,,1846.934189,,,,150.9469859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
85,22,19,4,4,4,0,,1,0,0,2.427,1,0,,,,0,0,1,3,1,7,3,0.666666667,1671.350281,1201.821564,,,,,,,,,,,1051.406072,3042.076363,3418.853308,,,14309.6686,,13584.60181,,19635.79469,,12314.8814,,12446.20294,,15631.88564,,13671.69123,,11180.40478,,21326.74834,,22464.79018,,22079.98582,,20460.52964,,15352.5724,,,,1,0,1,0,0
86,,,3,3,3,1,18,1,0,0,7.198,2,0,,,0,0,0,1,2,1,7,4,0.666666667,,,,18891.37975,31623.79114,35809.31195,,27658.36798,31661.72896,11682.28969,20013.66028,24864.38769,3773.674647,,11447.73488,,24452.28325,,18326.74171,,17240.83396,,8890.14496,,18981.57542,,29446.71958,,26435.5589,,23265.54364,,,,13799.99113,,,,85.29206889,,,,,,,0,0,0,0,0
87,30,20,5,4,5,1,18,1,0,0,12.463,4,0,,,,0,0,1,3,1,7,3,0.666666667,,,,13370.80225,15022.76955,37044.51815,41968.33929,31634.99482,37831.31566,25188.50634,8919.530834,55703.37414,53734.24863,27473.97886,38697.66873,35881.31832,48032.78468,32634.50885,30189.39717,,33055.33446,,32059.66026,,40580.64235,,,,,,26797.51824,,35756.73091,,30492.01303,,24234.94129,,33697.18527,,32199.97931,,32025.17683,,36675.58962,1,0,1,0,0
88,28,22,5,5,7,2,2,1,0,0,80.798,2,1,,,,0,1,1,1,1,1,0,1,,10028.10169,4506.830864,6615.092526,5995.477041,20336.78238,27366.40311,34004.48355,35475.40673,43766.93682,47017.46755,50707.00796,54528.53321,60080.34696,57639.34162,53613.83597,58869.32449,,58669.64126,,50263.02668,,52362.11916,,59111.43072,,56896.92775,,69226.92213,,58893.43915,,,,,,,,66239.95745,,66719.11839,,67380.73443,,,0,0,0,0,0
89,20,21,5,5,7,2,16,1,0,0,84.98,0,1,32,32,1,1,1,1,1,1,8,8,0.666666667,,,6016.861012,2403.643128,22755.91829,17986.43112,2711.570984,36123.65211,41141.22702,48246.55315,57095.95849,65632.54654,68223.97435,73877.36757,80107.12928,86459.01243,83917.30847,95096.6011,,91581.87904,,89658.37192,,117814.7681,,131153.4869,,124462.0294,,16748.4489,,126200.2268,,130099.2556,,116327.7182,,120748.2472,,134319.9137,,124542.3543,,55439.84478,,1,1,0,0,1
90,31,23,1,1,7,1,18,1,0,0,80.298,3,1,29,29,,1,1,1,1,1,2,2,0.333333333,,4270.7243,3421.895045,,3851.615588,5968.218658,24948.044,36877.82397,33420.7139,46729.15875,44830.59904,23310.36346,48303.03548,,48652.87324,,47546.10632,,,,71426.31212,,47414.10645,,33496.8978,,31550.05669,,30492.01303,,21326.74834,,37441.31697,,36799.97636,,13343.82368,,,,,,,,,0,0,0,0,0
91,33,28,1,1,7,1,18,1,0,0,22.823,0,1,21,21,0,1,1,1,1,1,2,2,0.666666667,7938.111032,10050.81771,2575.992435,3553.25378,6716.935023,6892.364736,6366.099902,6716.781078,4425.338876,4397.462355,5841.144843,1521.038182,4662.072693,5283.144505,,5723.86744,,9509.221264,,23432.04833,,23398.27466,,24892.40589,,27914.0815,,25240.04535,,26365.42727,,34898.31546,,38377.3499,,38639.97518,,44479.41226,,40087.27238,,,,,,0,0,0,0,0
92,28,30,5,5,5,2,1,1,0,0,44.375,2,1,23,23,0,0,0,1,1,1,1,1,1,9942.426942,4378.624498,,,,13433.56216,29502.25918,33420.7139,31542.18215,30260.65435,27972.43616,25660.9876,,31481.27092,,43470.72578,,52362.11916,,89898.63422,,87716.09694,,89732.6064,,100960.1814,,86394.03693,,84337.59569,,45865.61329,,57039.96336,,62271.17716,,59704.44823,,,,,,,,0,0,0,0,0
93,21,19,,,5,1,18,1,0,0,28.438,2,1,21,21,,0,1,0,3,,1,1,0.666666667,,,,7353.941236,24036.43128,31752.44413,38371.05306,36154.27979,37218.30823,41980.84389,42570.48807,45756.34304,,44253.38876,42215.63861,45060.26022,40027.32057,,40755.68619,,38636.10522,,,,43198.74831,,51722.50188,,47414.10645,,46895.65692,,44170.07936,,44721.61912,,42653.49667,,46801.64621,,,,48037.76524,,,1,1,0,0,1
94,32,30,4,4,4,,,1,0,0,,2,1,28,28,,0,1,1,1,2,2,0,1,10028.10169,24036.43128,15347.01466,21583.71735,18077.13989,26271.74699,27287.54853,24325.99318,,767.6321232,,351.7969884,10013.39116,11207.64976,9324.145386,18113.6383,,15740.63546,,16301.52217,,26181.05958,,39407.62048,,33189.87452,,33496.8978,,46273.41648,,46754.41998,,48469.88258,,48673.71206,,29439.98109,,35583.52981,,48616.47927,,,,0,0,0,0,0
95,36,33,,4,5,1,18,1,0,0,34.573,2,1,22,22,0,0,1,1,1,1,2,0,1,21031.87737,17331.54242,599.5477041,4519.284974,11603.35492,20150.80507,28380.32538,29841.09329,28786.20462,36877.82397,31661.72896,36715.76759,28819.67081,35742.55731,34717.80675,,32912.23778,,47546.10632,,49744.0132,,34481.66792,,45043.40113,,24006.11009,,47325.08503,,54377.42324,,48469.88258,,48673.71206,,52439.96631,,54264.88296,,54586.92409,,,,,0,0,0,0,0
96,46,37,,1,5,0,16,1,0,0,36.772,2,1,49,49,1,1,1,1,1,1,2,0,1,,,26741.6045,17426.41268,26460.37011,7194.572449,28326.87821,41995.38756,37782.75951,38516.15588,27851.68707,38381.60616,36877.82397,51010.56332,48398.05727,48032.78468,54390.84808,54340.91491,,54376.74068,,50263.02668,,36653.48341,,39407.62048,,52155.5171,,54711.59975,,53635.09637,,52852.82259,,,,25272.88896,,27599.98227,,31135.58858,,682.3365512,,0,0,0,0,0
97,38,36,4,5,6,0,16,1,0,0,59.411,4,1,27,27,3,0,1,1,1,1,7,0,1,,,,13036.53219,15022.76955,,,12428.03368,22024.48122,19940.90085,21893.39387,22878.17152,15352.64246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20460.52964,,46057.7172,0,0,0,0,0
98,28,28,6,8,6,1,18,1,0,0,69.552,4,1,22,22,3,1,1,0,1,1,2,1,1,,,,26741.6045,33050.093,,26380.09898,,,31485.63292,37705.28944,,3838.160616,9219.455993,1758.984942,4172.246317,1120.764976,3885.060577,754.7349294,,858.580116,,2716.920361,,5236.211916,,6157.4407,,9956.962355,,10049.06934,,11568.35412,,35574.01521,,33928.91781,,29953.05358,,36799.97636,,28466.82385,,27293.46205,0,0,0,0,0
99,28,31,7,5,6,1,18,1,0,0,,2,1,22,22,0,0,1,1,2,1,1,0,1,35972.86225,24856.06735,,,10135.83049,,1151.448185,23970.58558,32541.22143,35046.86906,22415.29952,38850.60577,39246.21633,,45790.93952,,20376.90271,,56289.2781,,60342.91886,,64009.04371,,64760.66909,,60996.77627,,81312.03475,,77551.81213,,89859.16073,,95679.93854,,94296.35399,,92115.43441,,,,,,,0,0,0,0,0
100,,30,,,5,0,16,1,0,0,40.421,2,1,26,26,1,1,0,,3,,2,0,1,,,17716.31298,12691.23571,29106.40712,47963.81633,71221.67154,80071.90619,82679.17301,87409.37501,118144.8671,76763.21232,77443.43034,73265.24081,73431.53517,75251.36267,77701.21155,81511.37237,,81565.11102,,88299.91174,,,,,,113793.8555,,,,,,113836.8487,,,,,,,,,,136467.3102,,0,0,0,0,0
101,23,22,1,4,10,1,18,1,0,0,87.368,2,1,24,24,,1,0,1,3,1,1,1,1,3902.402575,2189.312249,8396.168779,10135.83049,9947.031097,32624.36524,29502.25918,29902.74402,33377.97053,48032.78468,49728.77539,,,,,,,,,,,,,,,,,76230.03258,,,,70202.46932,,68999.95567,,,,63969.05167,,,,,,,,0,0,0,0,0
102,32,30,1,4,7,1,18,1,0,0,56.649,6,1,26,26,0,1,0,1,3,1,1,1,1,,,6685.401124,18027.32346,23285.12569,31176.48061,15817.49741,18171.29167,25188.50634,16217.32879,47745.74926,55653.32893,55316.73596,56287.51815,55073.65138,70448.0842,69931.09039,70945.08336,,64393.5087,,66564.54885,,74616.01981,,73889.2884,,73491.865,,75926.30169,,71513.46183,,72164.43084,,96939.76517,,84242.96319,,82799.94681,,82248.66039,,78468.70338,,0,0,0,0,0
103,32,35,,4,9,2,7,1,0,0,76.421,2,1,33,33,,1,0,1,2,1,2,0,1,,,23398.90393,33050.093,31752.44413,33574.67143,28281.68536,31745.02761,,,,,,,,,59052.92078,61586.37024,,64393.5087,,71998.38957,,65452.64895,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
104,27,,,5,5,,,1,0,0,48.175,1,0,,,0,1,1,1,1,1,0,,1,,,40112.40674,43866.48708,40219.76256,35972.86225,32764.81606,37875.10191,34722.35599,36590.34808,24988.93152,37997.7901,38445.13149,37642.27776,43892.03125,38746.44631,37607.38639,39548.1103,,38636.10522,,11552.34538,,34820.80924,,,,38520.40544,,44662.5304,,49007.75472,,52852.82259,,52347.47319,,,,,,,,,,0,0,0,0,0
105,24,21,5,5,5,0,6,1,0,0,81.787,2,1,26,26,1,1,1,,1,,0,,1,9013.661729,9790.336939,11990.95408,,10946.56124,46178.92828,45611.23722,45756.34304,51815.16832,51628.95356,61564.47297,61749.24549,64043.71291,55944.87231,78492.43265,,75841.24358,,84224.5312,,92942.76151,,105907.98,,110237.7975,,117239.1423,,110425.1984,,111804.0478,,121174.7065,,114196.0168,,120519.9226,,112977.7071,,127938.1033,,,,,1,0,1,0,0
106,38,33,3,5,7,0,14,1,0,0,87.651,0,1,33,33,,1,1,1,1,,1,1,0.666666667,15876.22206,15588.24031,11976.10518,15325.18574,14693.29536,18244.49489,23872.87463,36846.34191,36877.82397,40280.75517,41722.46317,40027.32057,41958.65423,42265.15604,,50083.8401,,50263.02668,,50398.53969,,50491.01374,,52155.5171,,48012.22018,,49428.42215,,51836.42216,,52347.47319,,70202.46932,,88319.94326,,88958.82452,,101497.562,,,,,,0,0,0,0,0
107,34,34,3,4,7,1,18,1,0,0,65.347,3,1,25,25,,0,0,1,1,1,2,1,1,,,9359.561573,12018.21564,11113.35544,11990.95408,20336.78238,17514.49799,11334.82785,16217.32879,19894.06219,33583.90539,18438.91199,28143.75907,20026.78232,25617.48516,31080.48462,30189.39717,,21464.5029,,,,65452.64895,,116991.3733,,82974.6863,,,,73616.79894,,66066.02824,,58163.8591,,56161.97546,,73599.95272,,71167.05962,,68233.65512,,0,0,0,0,0
108,31,30,2,4,10,1,18,1,0,0,96.818,2,1,33,33,,0,0,1,1,1,2,1,1,,16787.33571,22596.42487,29555.71536,31485.63292,30407.49148,37400.83692,48936.54786,36877.82397,49251.57838,49232.50654,51234.97033,55789.46989,54340.91491,,57667.96446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
109,35,31,,,5,1,18,1,0,0,57.445,4,0,,,0,0,1,1,1,1,2,,1,,,,,27040.98519,43659.61067,44366.5301,71221.67154,80071.90619,54575.09706,38516.15588,45756.34304,51815.16832,51628.95356,59805.48803,59245.8977,58760.10659,66046.02981,64756.25694,,67970.92585,,92375.29228,,75925.07279,,76352.26468,,80603.98097,,128404.7749,,95701.83862,,95541.64084,,87245.78865,,84242.96319,,97519.93735,,89848.41277,,93821.27578,0,0,0,0,0
110,27,23,5,,6,1,18,1,0,0,64.697,4,1,26,26,,0,1,1,3,1,3,2,1,,17716.31298,24036.43128,31752.44413,21583.71735,9490.498445,,,,,,,,,2561.748516,,,,15740.63546,,14943.06199,,41889.69533,,41870.59676,,43858.04847,,40196.27736,,42066.74225,,38623.21651,,38775.90607,,39313.38282,,45999.97045,,17791.7649,,29340.4717,,,0,0,0,0,0
111,27,25,4,4,5,1,18,1,0,0,46.195,2,1,20,20,1,0,1,1,3,1,3,2,1,479.6381633,,3218.289006,16422.90613,34461.82368,18899.35908,17271.72277,31346.15037,33420.7139,30874.62274,27218.57799,41958.65423,30189.39717,,14309.6686,,4075.380542,,,,985.190512,,8890.14496,,7815.942821,,78875.14172,,16262.40695,,31020.72485,,31825.11943,,16559.98936,,26687.64736,,15352.5724,,,,,,,0,0,0,0,0
112,31,29,2,5,5,1,18,1,0,0,39.529,2,1,18,18,0,0,0,1,3,1,3,1,1,,,,,10135.83049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
113,45,34,,,5,,,1,0,0,64.537,2,0,,,,1,1,1,1,1,3,0,1,,,,51811.85871,46570.5856,58212.81423,69487.5789,33894.6373,24082.43474,52476.05487,,43766.93682,,67302.02875,78274.82993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
114,40,29,2,1,5,,,1,0,0,75.984,2,1,23,23,,1,1,1,1,1,3,1,0.666666667,10977.42865,901.3661729,3175.244413,6590.228363,1807.713989,8757.248996,14693.29536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18720.65849,,21159.98641,,24018.88262,,30705.1448,,,,0,0,0,0,0
115,23,23,5,4,7,,,1,0,0,85.492,3,1,29,29,1,0,0,1,3,1,2,2,1,2398.190816,6778.92746,13135.87349,,,,,,,37550.21685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
116,26,26,5,4,6,,,1,0,0,62.654,10,0,,,0,0,0,1,3,1,2,1,1,,29415.76495,18027.32346,21168.29608,23981.90816,45192.84974,56922.11847,54785.00128,60814.98296,59682.18658,67167.81078,71911.75674,70359.39769,70093.73812,67245.89855,68377.06616,81511.37237,,88719.94532,,,,73306.96683,,64037.38328,,73491.865,,92674.75059,,52583.42782,,30492.01303,,48469.88258,,42121.48159,,40479.974,,53197.37706,,62263.21029,,,0,0,0,0,0
117,23,22,5,4,6,1,18,1,0,0,98.349,2,1,22,22,,0,0,1,3,1,2,1,1,9013.661729,9261.129537,5995.477041,4722.652797,7662.592871,19940.90085,24325.99318,,,31346.15037,32541.22143,30874.62274,25617.48516,37296.58154,33208.33689,,39351.58865,,49447.95058,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
118,29,26,2,,3,,,0,1,0,29.212,2,1,19,19,1,0,,,1,1,2,1,0,,,,8356.751405,6009.107819,3175.244413,1918.552653,6778.92746,17514.49799,,18244.49489,43766.93682,49896.08801,31346.15037,29902.74402,25033.4779,8005.464114,,7547.349294,,6439.35087,,27169.20361,,44507.80129,,49259.5256,,29633.81653,,13398.75912,,,,,,21326.74834,,14040.49386,,,,17791.7649,,13646.73102,0,0,0,0,0
119,26,24,2,4,7,1,18,1,0,0,27.671,2,0,,,,0,1,1,1,1,2,0,0.333333333,3969.055516,16787.33571,18077.13989,32839.68373,58773.18145,50679.15247,118144.8671,109625.5435,115862.7474,130662.6785,135983.5209,144618.7092,156875.6381,153442.1395,,198582.426,,201011.3529,,78543.17874,,290631.2011,,315224.3893,,167484.489,,323727.77,,111804.0478,,2908.192955,,112323.9509,,91999.9409,,106750.5894,,106615.0861,,,,,,0,0,0,0,0
120,27,29,5,7,7,1,18,0,1,0,97.847,2,0,,,,1,1,1,2,1,2,2,1,2711.570984,3283.968373,6297.126584,12162.99659,13925.84354,30705.28493,36877.82397,36938.68378,43391.36169,48032.78468,43512.67847,1811.36383,,25757.40348,,35319.9647,,41889.69533,,43102.0849,,40394.44799,,45779.09366,,47325.08503,,48787.22085,,58163.8591,,58034.04131,,55199.96454,,56044.05945,,56292.76547,,,,,,,,0,0,0,0,0
121,30,31,6,8,8,1,18,1,0,0,92.618,2,0,,,0,1,1,1,1,1,2,2,1,12018.21564,15876.22206,28778.2898,22596.42487,43786.24498,44079.88609,53719.90162,51724.5617,57572.40924,59004.51835,61564.47297,,80054.64114,40404.63,67926.14364,,8585.80116,,,,,,49259.5256,,118535.2661,,,,1577.502834,,25410.01086,,72704.82387,,93603.29243,,68999.95567,,88958.82452,,63969.05167,,,,,0,0,0,0,0
122,24,22,4,4,5,1,18,1,0,0,52.132,2,1,26,26,,0,0,1,3,1,1,1,1,15402.58144,11271.49684,22144.49637,40283.34538,43660.07765,,35411.4307,36462.52585,38721.71517,38697.66873,,,45066.7027,46793.56562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
123,36,48,7,7,7,1,18,1,0,0,92.204,2,1,22,22,,0,0,1,3,1,1,,0.666666667,600.9107819,2646.037011,3117.648061,3389.46373,656.7936747,4198.084389,18244.49489,13925.84354,9595.40154,,351.7969884,2002.678232,,,,,1430.96686,,,,,,,,,,1228.219586,,,,,,242.3494129,,,,,,,,,,,,,0,0,0,0,0
124,41,37,6,6,6,2,16,1,0,0,40.114,2,1,26,26,1,0,0,1,,1,7,1,1,,,,13370.80225,12018.21564,23814.3331,23981.90816,22596.42487,15325.18574,,30407.49148,,,,10553.90965,20026.78232,19213.11387,23310.36346,56605.1197,,,,16301.52217,,9425.181449,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
125,,,6,5,6,,,1,0,0,32.107,,0,,,,0,0,1,,1,7,2,1,,,1337.080225,4206.375473,52920.74021,69487.5789,71221.67154,44880.9011,46178.92828,55138.91788,52504.40894,109625.5435,115862.7474,130662.6785,88451.62191,68846.99138,,69435.6135,,58669.64126,,55696.86741,,49744.0132,,80046.7291,,77047.92299,,94907.87711,,68358.45616,,45738.01955,,63010.84736,,70202.46932,,66239.95745,,62271.17716,,,,0,0,0,0,0
126,39,35,6,6,6,1,18,1,0,0,67.259,2,1,25,25,,0,0,1,,1,7,1,1,1337.080225,1526.313386,5821.281423,,,597.682244,5249.704529,531.1175179,,,,,,,1118.897446,181.136383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
127,29,26,5,5,5,,,1,0,0,36.287,4,0,,,,0,0,1,2,1,1,1,1,,,26073.06438,27942.35136,22491.31459,23981.90816,23726.24611,26271.74699,30965.07046,34461.82368,38992.3619,42219.76678,42409.49757,42567.4356,43391.36169,45081.97061,48174.75116,49812.50534,,,,51006.1044,,65452.64895,,65884.61549,,,,72576.61191,,68358.45616,,80600.55445,,72704.82387,,138532.8728,,137999.9113,,106750.5894,,63969.05167,,0,0,0,0,0
