R0000100,dad_age,mom_age,f_HGC,m_HGC,HGC,reside_parent_type,age_stopped_living_w_parent,urban_at_14,rural_at_14,farm_at_14,AFQT,desire_child_#,ever_married,married_age,1st_marry_age,abort_#,foreign_lang_child,female_work_14,male_work_14,mother_work_1978,father_work_1978,#sibling,#sibling_school,cultural_influence,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62,teen_mom,teen_dad,teen_mom_not_teen_dad,teen_dad_not_teen_mom,teen_dad_and_teen_mom
12283,30,20,2,2,5,2,14,1,0,0,27.757,2,1,18,18,,1,1,1,1,1,6,1,0.666666667,,,,4011.240674,,,,,15325.18574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12284,39,29,,2,9,2,17,1,0,0,70.098,2,1,28,28,0,1,1,1,1,1,6,1,0.666666667,,,300.455391,,26380.09898,11976.10518,24903.42683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12285,56,31,0,,7,1,18,1,0,0,37.38,2,0,,,1,1,0,0,3,3,6,2,0.333333333,,,,10028.10169,,,,13885.50308,21757.38513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12286,49,30,0,5,5,1,18,1,0,0,16.76,5,0,,,1,1,0,0,3,3,7,2,0,,,,,,27518.78491,41968.33929,2643.78171,13135.87349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12287,50,31,0,1,5,1,18,1,0,0,54.436,,0,,,,1,0,1,3,3,6,2,0.333333333,,,,793.8111032,,1163.715881,4378.624498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12288,,27,1,1,1,1,18,0,0,1,,3,1,20,20,,1,0,1,3,3,10,2,0,,,,10028.10169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12289,29,20,5,5,5,,,1,0,0,14.198,,0,,,,1,0,0,1,1,3,3,1,,,,,15588.24031,17173.2829,18390.22289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12290,31,,10,1,5,0,16,1,0,0,0.908,2,1,20,20,,1,1,0,3,3,3,3,0.333333333,,,,,44317.17017,26460.37011,69487.5789,71221.67154,80071.90619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12291,29,19,7,,6,0,16,1,0,0,9.215,2,1,18,18,0,1,1,1,1,2,3,3,0.333333333,,34530.0968,,29106.40712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12292,32,22,6,5,5,1,18,1,0,0,51.586,4,1,26,26,1,0,0,1,2,,0,,1,,,,169.4731865,9851.90512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12293,,34,,2,4,,,0,1,0,9.484,3,1,19,19,0,1,1,,1,,6,0,0.666666667,,,,1802.732346,3969.055516,23981.90816,4519.284974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12294,28,26,4,,5,1,18,0,0,1,23.179,2,1,17,17,0,0,0,1,,1,1,1,1,,,,9592.763265,2485.606735,9851.90512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12295,30,28,4,4,5,0,9,0,1,0,80.659,2,1,20,20,,0,1,,2,,2,0,1,,,2704.098519,17987.7596,22674.89417,20115.33742,37476.64708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12296,,35,3,4,4,,,0,1,0,9.044,2,0,,,,0,0,0,,,10,4,0.333333333,,,,1323.018505,31176.48061,9038.569947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12297,22,,,,4,2,4,0,1,0,16.858,2,1,18,18,,0,0,0,,2,9,3,0.666666667,,,,,,6567.936747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12298,44,36,3,5,5,3,1,0,0,1,79.366,,1,17,17,,0,0,0,3,2,9,2,1,,,,,1151.0261,31176.48061,30649.79069,42910.52008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12299,29,31,4,6,3,,,1,0,0,3.133,,0,,,,0,0,1,2,1,5,0,1,,1845.17071,,,,,,,6081.498296,27851.68707,13433.56216,7405.067053,24625.78919,26702.37643,27218.57799,41958.65423,45284.09576,,48652.87324,,48904.5665,,41889.69533,,36944.6442,,,,,,12620.02268,,13213.20565,,20357.35068,,18720.65849,,20239.987,,14233.41192,,,,,0,0,0,0,0
12300,11,,,,3,1,18,1,0,0,4.134,,1,20,20,,0,1,1,1,1,6,0,0.333333333,,,,,,,,,,,,,,,,,,,,,27188.37034,,45508.41605,,47125.90725,,40639.10862,,37931.28516,,46895.65692,,54686.76493,,48787.22085,,21326.74834,,,,26587.98292,,20531.6967,,44778.33617,0,1,0,1,0
12301,19,18,4,5,5,1,18,0,1,0,33.501,,1,20,20,,0,0,1,1,1,1,1,,,,,,901.3661729,37044.51815,,40673.56476,48164.86948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
12302,39,39,,1,2,1,18,0,0,1,2.193,2,1,21,21,,0,0,1,3,1,5,0,0.333333333,,,,,18027.32346,29106.40712,28778.2898,14687.67616,4840.569382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12303,44,35,2,2,5,1,18,0,0,1,20.629,2,1,15,15,0,0,0,1,3,1,4,1,0.666666667,,,,,,7938.111032,38371.05306,31634.99482,14449.46084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12304,,21,,4,4,0,4,0,1,0,3.31,2,1,21,21,0,0,0,,3,,4,2,0,,,,,,,17266.97388,22492.48131,23898.53251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12305,30,23,,3,5,1,18,0,1,0,12.2,4,1,20,20,,0,0,,3,1,4,3,0.666666667,,,,,,,,,1204.121737,18188.20062,20271.66099,23872.87463,23136.43219,27658.36798,24625.78919,24245.7578,24016.39234,20901.62591,15094.69859,,,,19018.44253,,18326.74171,,9851.90512,,16594.93726,,8932.506081,,11568.35412,,14229.60608,,13571.56712,,,,,,8895.882452,,,0,0,0,0,0
12306,25,27,5,2,5,1,18,1,0,0,37.172,1,1,21,21,0,1,0,1,2,1,3,1,0.666666667,,,,,,,2638.009898,36154.27979,40502.2766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12307,28,28,5,2,3,1,18,1,0,0,26.598,2,1,20,20,1,1,0,1,2,2,3,1,0.666666667,,,,27942.15083,4076.924388,9038.569947,20798.46636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12308,48,45,2,4,3,1,18,1,0,0,25.036,2,0,,,,0,1,0,2,3,9,0,1,,,,,,5515.838878,23726.24611,26271.74699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12309,36,18,1,1,2,1,18,0,1,0,19.358,7,0,,,0,1,0,1,3,2,8,5,0,,,,264.6037011,,15817.49741,8757.248996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12310,38,19,1,1,1,1,18,0,1,0,,5,1,27,27,,1,0,1,3,1,7,5,0,,4011.240674,901.3661729,2116.829608,11990.95408,27115.70984,27574.38778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12311,40,20,1,1,5,1,18,0,1,0,20.751,4,0,,,,1,0,1,3,2,7,4,0.333333333,,,,600.9107819,7938.111032,17266.97388,45192.84974,19703.81024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12312,44,27,4,5,6,1,18,1,0,0,60.842,2,1,24,24,,1,0,1,1,3,2,1,1,,,,3008.430506,2704.098519,12481.35658,33574.67143,18077.13989,25177.09086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12313,45,28,4,5,6,1,18,1,0,0,61.504,1,0,,,,0,1,1,1,3,2,0,1,,,,,28778.2898,31634.99482,32839.68373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12314,37,29,,4,5,,,1,0,0,,,0,,,,1,0,1,3,1,1,1,0.666666667,,,,,435.6603169,5450.836242,16787.33571,29375.35233,31526.09638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12315,,,4,6,5,,,0,1,0,74.123,3,0,,,,0,1,1,1,1,2,2,0.666666667,,,,,,14553.20356,5755.657959,7682.784455,26755.58499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12316,19,24,,6,5,2,5,1,0,0,81.567,2,0,,,0,0,1,1,1,1,5,5,0.333333333,,,300.455391,111133.5544,38371.05306,45192.84974,37218.30823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0
12317,18,23,,,5,0,6,1,0,0,,,0,,,,0,1,1,2,1,5,4,1,,,,,,,,71221.67154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0
12318,20,21,5,5,5,0,15,1,0,0,26.864,2,1,19,19,,0,1,,1,1,1,1,0.666666667,,,,,,4076.924388,8812.605699,17952.36044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
12319,50,28,1,2,5,1,18,0,0,1,35.042,2,1,20,20,0,0,0,1,3,3,4,2,0,18719.12315,,2116.829608,,27115.70984,26271.74699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12320,46,33,1,2,4,1,18,0,1,0,53.44,2,1,18,18,0,0,0,0,3,,4,1,0.666666667,,,,,6009.107819,21168.29608,2877.82898,27115.70984,3745.913258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12321,56,32,1,2,4,1,18,0,1,0,6.395,4,1,19,19,0,0,0,0,3,3,4,1,0.666666667,,1169.945197,,,,,8757.248996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12322,27,21,5,5,7,1,18,0,0,1,44.195,2,1,21,21,0,0,0,1,3,1,4,3,1,1337.080225,,,6954.753367,12202.06943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12323,29,24,5,5,6,1,18,0,0,1,36.245,2,1,28,28,,0,0,1,3,1,4,3,0.666666667,,,,,,,31634.99482,45975.55723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12324,32,21,2,2,4,1,18,0,1,0,29.493,2,1,22,22,,0,1,0,1,3,3,2,0.666666667,,,,,,3175.244413,14389.1449,9716.462693,28461.05924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12325,38,23,4,2,5,,,1,0,0,33.549,2,1,21,21,,0,1,,2,3,5,3,0.333333333,,,,,,5239.153281,2398.190816,,998.3263855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12326,31,23,1,2,4,0,17,0,1,0,5.784,2,1,18,18,,0,1,1,2,2,6,3,0,6685.401124,,23814.3331,21583.71735,35024.45855,45975.55723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12327,46,,,,2,0,4,1,0,0,5.694,2,1,19,19,,0,,1,,1,5,1,0,,,13370.80225,,,,5649.106217,26271.74699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12328,46,,1,,3,0,6,1,0,0,50.319,2,1,20,20,0,0,,1,,1,5,1,0.333333333,,,,,,,4076.924388,7682.784455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12329,24,20,7,8,5,2,16,1,0,0,66.809,2,1,16,16,3,0,1,1,2,1,4,3,1,,,,,451.9284974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12330,22,13,2,,3,0,10,1,0,0,16.318,3,1,18,18,0,0,0,1,3,1,6,5,0,,1838.485309,18138.49195,19845.27758,18924.12373,19247.6347,13135.87349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12331,,,2,2,5,2,8,1,0,0,21.884,0,0,,,,0,0,1,3,1,6,5,0.333333333,,,4011.240674,,,11990.95408,,9488.479287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12332,40,40,1,1,6,1,18,1,0,0,64.333,3,0,,,0,0,0,1,3,1,9,1,0.333333333,1671.350281,,,,2286.758197,21893.12249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12333,41,42,1,1,7,1,18,1,0,0,47.635,2,0,,,0,0,0,1,3,1,9,1,0.333333333,,,,2170.362689,9716.462693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12334,,40,0,2,5,,,0,0,1,12.238,0,1,18,18,0,0,1,1,3,,16,0,0.333333333,,,,,,870.5432663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12335,,42,0,2,1,0,9,0,0,1,1.869,1,0,,,,0,0,,3,,11,1,0,,,,,1190.716655,22303.17459,24643.66096,32839.68373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12336,27,25,7,6,6,1,18,0,1,0,67.385,2,1,27,27,1,0,1,1,1,1,2,1,1,,,15876.22206,11990.95408,7908.748704,10946.56124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12337,27,24,6,6,6,1,18,0,1,0,73.857,2,1,25,25,0,0,0,1,1,1,2,2,1,,,,,6009.107819,18180.9203,7686.201566,,1902.512344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12338,43,38,4,2,6,0,14,0,0,0,58.531,3,1,21,21,,0,0,,3,,4,0,1,,2674.16045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12339,,38,,3,7,0,1,1,0,0,95.597,3,1,22,22,0,0,1,0,1,,4,0,1,1002.810169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12340,25,,5,5,7,2,3,0,0,1,61.261,3,0,,,1,0,0,1,3,1,3,2,1,,,,,,,10168.39119,32839.68373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12341,28,26,2,2,1,,,0,1,0,11.512,2,1,20,20,,0,0,,3,,6,4,0,,,,,49575.13951,33496.18252,,40673.56476,52543.49397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12342,,,,2,3,0,15,1,0,0,13.187,3,1,20,20,,0,0,,3,,6,4,0,,,,1169.945197,,7938.111032,6714.934286,20336.78238,48164.86948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12343,33,29,4,2,10,1,18,0,0,1,87.805,3,1,18,18,,0,0,0,3,3,3,0,0.666666667,,,901.3661729,,,,1094.656124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12344,33,38,,7,7,3,1,0,0,1,86.968,3,0,,,0,0,0,1,3,,2,1,1,,,,,10584.14804,1199.095408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12345,33,33,5,6,7,1,18,0,0,1,97.922,2,1,26,26,,0,1,1,1,1,2,2,0.666666667,,,,,,3405.430959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12346,27,21,5,6,7,1,18,0,0,1,88.523,4,0,,,0,0,1,1,1,1,3,3,1,2306.463388,,,,,,3778.275951,14190.16269,23872.87463,,20282.80318,24625.78919,53404.75285,56038.24879,49728.77539,57359.85463,,44646.16603,,25810.74343,,,,16009.34582,,,,22331.2652,,23136.70824,,,,,,,,,,23129.29438,,15352.5724,,,,1,0,1,0,0
12347,31,24,5,6,7,1,18,0,0,1,82.453,3,1,23,23,0,0,1,1,1,,3,3,,,,,,3605.464691,22755.91829,7194.572449,21466.60362,21893.12249,25188.50634,18244.49489,33819.90573,28786.20462,67302.02875,43974.62355,41722.46317,46431.69186,54390.84808,49812.50534,,42929.0058,,59772.24795,,32726.32448,,41870.59676,,26831.64284,,22331.2652,,25029.71164,,365.9041564,,2908.192955,,,,,,10808.49718,,,0,0,0,0,0
12348,26,26,6,6,5,1,18,0,0,1,25.616,4,0,,,,0,0,1,1,1,9,4,0.666666667,,,,10028.10169,21031.87737,37044.51815,43167.43469,,80071.90619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12349,30,30,6,6,6,1,18,0,0,1,75.852,3,1,19,19,0,0,0,1,1,1,9,4,0.666666667,,,19529.60041,13230.18505,2877.82898,16863.71188,3413.137796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12350,29,29,6,6,5,1,18,0,0,1,36.969,4,1,,,,0,0,1,1,1,9,3,0.666666667,,,3342.700562,,,,,,12594.25317,24325.99318,29841.09329,24948.044,16595.02079,17589.84942,21695.68085,3202.185645,7770.121155,15094.69859,,15168.24872,,27169.20361,,57074.70989,,54185.47816,,58082.28041,,59177.85279,,68358.45616,,71148.03041,,69796.63092,,74882.63394,,73599.95272,,71167.05962,,67380.73443,,0,0,0,0,0
12351,24,28,7,6,7,1,18,1,0,0,73.604,2,0,,,0,1,0,1,3,2,2,2,0.666666667,,,,,,,20336.78238,21893.12249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12352,28,25,10,5,3,0,5,1,0,0,33.189,3,1,18,18,0,1,1,,1,2,1,,0.333333333,,,1002.810169,,18522.25907,7194.572449,13557.85492,21893.12249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12353,21,19,5,5,5,2,9,1,0,0,3.907,4,0,,,,1,1,1,2,1,3,2,0.333333333,,,,,,,,33894.6373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
12354,41,41,1,1,7,1,18,1,0,0,85.509,2,0,,,,1,0,1,3,1,1,1,,,,,,15876.22206,,,,,,,8520.716568,42335.74192,47492.59344,80107.12928,75251.36267,80809.26001,75473.49294,,88719.94532,,97809.13301,,52362.11916,,61574.407,,82974.6863,,8374.224451,,21033.37113,,,,,,,,,,,,,,0,0,0,0,0
12355,43,44,1,1,6,1,18,1,0,0,84.481,2,1,25,25,,1,0,1,3,1,1,1,0.666666667,,,,,,13230.18505,35972.86225,33894.6373,30650.37148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12356,33,30,0,1,7,1,18,1,0,0,66.607,2,1,27,27,0,1,1,1,1,1,6,4,0.666666667,,,17716.31298,3905.920082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12357,36,29,0,1,7,1,18,1,0,0,70.685,4,1,24,24,0,1,1,1,1,1,6,4,1,,,,,6085.885124,19185.52653,,175.1449799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12358,43,38,4,3,5,1,18,1,0,0,46.26,2,1,19,19,,0,1,1,1,1,7,0,0.666666667,,,,,8412.750947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12359,34,24,2,1,6,0,16,1,0,0,77.781,2,0,,,,0,0,1,3,1,6,3,0.666666667,,,,,,,,8586.64145,16419.84187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12360,29,26,2,2,4,1,18,1,0,0,35.506,0,1,26,26,0,0,0,1,3,1,5,2,0.666666667,,,,,1468.550541,21813.94367,12301.4937,4378.624498,82679.17301,6486.931516,7161.86239,14393.10231,22126.69438,43974.62355,26702.37643,40027.32057,18648.29077,36227.27661,,39351.58865,,31923.81424,,20944.84766,,22782.53059,,32004.52186,,33496.8978,,31550.05669,,20328.00869,,22296.14599,,28080.98773,,40479.974,,38252.29454,,39234.35169,,0,0,0,0,0
12361,39,39,5,5,5,0,11,1,0,0,47.564,0,0,,,,0,1,,3,,0,,1,,,3004.55391,9261.129537,7194.572449,45192.84974,52543.49397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12362,47,38,,6,6,1,18,0,1,0,41.163,4,1,21,21,0,0,0,1,3,3,6,1,0.666666667,,,5014.050843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12363,22,21,4,2,2,1,18,1,0,0,19.556,2,1,18,18,0,0,0,1,3,1,4,2,0.666666667,,,,,,,719.4572449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12364,33,29,4,4,5,1,18,0,0,1,78.38,5,1,23,23,,0,0,1,3,1,4,1,0.666666667,,,,,,,,,28461.05924,29386.59073,,29841.09329,34543.44555,55316.73596,58046.50309,66755.94107,,62160.96924,63397.73407,,61531.57498,,61130.70813,,58907.38406,,73889.2884,,81789.33363,,78159.42821,,84133.4845,,81312.03475,,82398.80039,,74882.63394,,68999.95567,,71167.05962,,63116.13098,0,0,0,0,0
12365,38,34,4,3,5,1,18,0,0,1,81.504,3,1,25,25,1,0,0,1,3,1,4,0,0.666666667,,,,,2381.43331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12366,31,25,2,2,5,1,18,1,0,0,30.129,2,1,19,19,0,0,0,1,3,3,13,6,0.333333333,,,1671.350281,,,7194.572449,4135.145751,11603.35492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12367,36,28,2,2,4,1,18,1,0,0,11.18,2,0,,,,0,0,0,3,3,13,6,0.333333333,,,,,,3594.888034,6677.243548,14449.46084,17757.89697,18852.64472,15915.24975,15352.64246,1475.112959,,15635.9103,24977.04803,24864.38769,27170.45746,,28619.3372,,27169.20361,,28799.16554,,39407.62048,,47414.10645,,50245.3467,,31550.05669,,23377.20999,,17449.15773,,,,,,,,,,0,0,0,0,0
12368,,23,1,5,4,2,,1,0,0,7.682,2,1,25,25,1,0,1,,2,,3,0,0.333333333,668.5401124,,,,,1992.274147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12369,,24,5,5,4,1,18,1,0,0,20.602,2,1,22,22,,0,0,1,2,1,3,0,0.333333333,,,,,15876.22206,20384.62194,,6567.936747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12370,33,35,1,1,1,0,17,1,0,0,3.188,3,1,18,18,0,1,0,1,3,1,5,0,0.333333333,,,,2339.890393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12371,,24,7,5,2,1,18,1,0,0,5.498,0,0,,,,0,,,1,1,3,0,1,,6685.401124,,,,5332.756269,9851.90512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12372,,,5,5,1,0,7,1,0,0,1.281,0,0,,,,0,,,3,1,7,0,0.666666667,2172.755365,,,6357.603854,17399.24715,12479.07982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12373,,,5,4,5,0,15,0,1,0,24.289,,1,24,24,1,0,0,,,,5,3,1,,,,1323.018505,4796.381633,6749.552108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12374,28,28,5,4,5,0,5,0,1,0,,2,1,24,24,,0,0,,,,5,3,1,,8356.751405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12375,32,31,5,4,5,0,3,0,1,0,35.385,,1,19,19,,0,0,,,,5,3,1,,,,,600.9107819,1323.018505,5367.151047,12864.14468,26271.74699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12376,28,24,5,5,5,1,18,0,1,0,36.552,0,0,,,,0,1,0,,3,2,2,0.333333333,,,,,2646.037011,16787.33571,11298.21243,24082.43474,29386.59073,26353.15928,28846.39018,25907.58416,25814.47678,22866.80425,23364.57937,10407.10335,13986.21808,,,24326.43662,,23093.82307,,22253.90064,,22166.78652,,,,17865.01216,,26291.71391,,20328.00869,,24234.94129,,,,,,,,,,0,0,0,0,0
12377,,26,,5,6,0,6,1,0,0,70.223,2,1,24,24,,0,1,0,1,1,3,1,0.666666667,,668.5401124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12378,27,26,5,3,4,0,14,1,0,0,17.559,2,0,,,,0,0,1,2,,,0,0.333333333,,,,21168.29608,25622.27068,,37218.30823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12379,49,36,1,5,6,0,17,1,0,0,53.719,1,1,28,28,2,0,0,,2,,4,0,0.333333333,,1671.350281,,5757.776535,6194.526879,811.2116528,847.2638403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12380,,30,8,6,5,1,18,1,0,0,79.163,0,0,,,,0,0,1,1,,2,1,1,,,,,,6567.936747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12381,38,35,,4,2,0,14,1,0,0,81.026,3,1,13,13,0,0,,1,1,,3,0,0.333333333,,,,,9013.661729,25666.559,31176.48061,27899.80578,33934.33986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12382,24,18,4,4,5,,,1,0,0,23.878,,0,,,,0,0,1,2,2,4,3,0.666666667,50140.50843,51077.41646,52920.74021,47963.81633,45328.42829,48164.86948,50377.01267,30407.49148,37798.71817,47977.0077,46097.27996,47492.59344,42556.91243,48032.78468,48174.75116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
12383,21,18,4,4,4,1,18,1,0,0,6.307,1,1,17,17,0,0,0,1,2,1,4,3,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1
12384,22,22,3,5,3,0,16,1,0,0,13.912,2,1,16,16,0,0,0,0,2,3,1,1,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
