R0000100,R0011500,R0225400,R0413000,R0658800,R0902700,R1202500,R1601800,R1901800,R2301800,R2502900,R2902900,R3103300,R3503300,R3703300,R7101001,T0011801,spouse_birth_year
9304,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
9305,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9306,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
9307,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9308,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,58
9309,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,63,-1904,-1904,63
9310,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
9311,-4,-4,-4,-4,-4,-5,-5,-5,-5,62,-4,-4,-5,-5,-1905,-1905,62
9312,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-1904,-1904,61
9313,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9314,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-1904,-1904,-4
9315,-4,-4,-4,-4,-4,-4,-4,-4,56,-4,-4,-4,-4,-4,-1904,-1904,56
9316,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-4,-4,-1904,-1904,-4
9317,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,57
9318,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9319,54,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,54
9320,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
9321,-4,-4,-4,-4,-4,-4,-4,-4,61,-5,-5,-5,-5,-5,-1905,-1905,61
9322,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-1904,-1904,57
9323,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,57,-4,-1905,-1905,57
9324,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9325,-4,-4,-4,-4,57,-4,-4,-4,-5,-4,-4,-4,-4,-4,-1905,-1905,57
9326,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-5,-5,-5,-1904,-1904,-4
9327,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-3
9328,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
9329,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-3,-4,-5,-1905,-1905,66
9330,-4,-4,-5,-5,-4,-4,-4,57,-4,-4,-4,-4,-5,-5,-1905,-1905,57
9331,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-5,-5,-1905,-1905,-4
9332,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9333,-4,-4,-4,-4,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-1904,-1904,-4
9334,-4,-4,-4,56,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,60
9335,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9336,-4,-4,-4,-4,-4,-4,-4,54,-4,-4,-4,-4,-4,-4,-1905,-1905,54
9337,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9338,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9339,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
9340,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-1904,-1904,60
9341,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9342,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,62,-4,-1904,-1904,62
9343,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9344,-4,-4,-4,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,64,-1905,64
9345,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9346,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9347,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-1904,-1904,-3
9348,57,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-4,-4,-4,-1904,-1905,57
9349,60,-4,-5,-4,-4,-4,-4,-4,-4,-5,65,-4,-4,-4,-1904,-1904,65
9350,-3,-4,-4,-4,58,59,-5,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
9351,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9352,-4,-4,-5,-4,62,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,62
9353,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,61
9354,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
9355,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9356,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
9357,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-1904,-1905,64
9358,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
9359,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,-4,-4,-4,-4,-1904,-1904,55
9360,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9361,-4,-4,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
9362,-4,-4,-4,-5,52,-4,-5,-5,-5,-4,-4,-4,-4,-4,-1905,-1904,52
9363,-4,-4,-4,-5,-4,-4,-4,-5,-5,-5,-4,-4,-5,-5,-1905,-1905,-4
9364,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-4,-4,-1904,-1904,-4
9365,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-1904,-1904,-4
9366,-4,-4,-4,-4,-4,-4,-4,-4,50,-4,-5,-5,-5,-5,-1905,-1904,50
9367,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-1905,-1905,66
9368,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-1904,-1904,61
9369,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9370,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9371,-4,-4,-4,-4,47,-4,-4,-5,-4,-4,-4,-4,-4,-4,-1904,-1904,47
9372,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9373,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9374,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
9375,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-1904,-1904,60
9376,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1904,-1904,-4
9377,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,61
9378,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,64
9379,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-5,-5,-1905,-1905,61
9380,-4,-4,-4,-4,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-1904,-1904,55
9381,49,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,49
9382,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,50
9383,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,84,-1904,84
9384,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
9385,-4,-4,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
9386,-4,-4,-4,-4,-4,-4,-4,62,61,-4,-4,-4,-4,-4,-1904,-1904,62
9387,-4,-4,-4,-4,-4,-4,-4,65,65,-4,-4,-4,-4,-4,-1904,-1904,65
9388,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-3
9389,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-1904,-1904,62
9390,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9391,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-1904,-1905,62
9392,-4,-4,-4,-4,-4,-4,52,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,52
9393,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9394,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
9395,-4,-4,-4,-4,-4,59,-4,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,59
9396,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,52
9397,51,-5,-5,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-1904,-1904,51
9398,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-5,-5,-1905,-1905,61
9399,-4,-4,-4,-4,-4,-4,-4,-5,51,-5,-4,-5,-5,-5,-1905,-1905,51
9400,-4,-4,-4,-5,-4,-4,-4,-4,-4,65,-4,-4,-5,-5,-1905,-1905,65
9401,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9402,-4,-5,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,61
9403,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9404,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9405,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-5,-5,-1905,-1905,-4
9406,61,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,61
9407,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9408,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,57
9409,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9410,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9411,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-5,-5,-1905,-1905,63
9412,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9413,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9414,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-1904,-1904,-3
9415,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,61
9416,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
9417,54,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,54
9418,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
9419,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
9420,-4,-4,-4,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
9421,-4,-4,-4,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
9422,-4,-4,-4,-4,-4,-4,-4,-4,-4,59,-4,59,-4,-4,-1904,-1904,59
9423,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9424,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-4,-4,-4,-1904,-1904,65
9425,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,65,-1904,66
9426,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-1904,-1904,63
9427,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9428,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-1905,-1905,-4
9429,-4,-5,-4,-4,44,-4,-5,-5,44,-4,-4,-4,-5,-5,-1905,-1905,44
9430,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9431,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9432,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,57
9433,-4,-4,-4,-4,-4,-4,38,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,38
9434,-4,-5,-4,-4,61,-4,-4,-4,-5,-4,-4,-4,-4,-4,-1904,-1904,61
9435,-4,-5,-5,-5,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-1904,-1904,-4
9436,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
9437,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9438,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
9439,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
9440,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
9441,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-1904,-1904,-4
9442,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9443,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-1904,-1904,-4
9444,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9445,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,62
9446,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,51,-4,-4,-4,-1904,-1904,51
9447,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-5,-5,-1905,-1905,-3
9448,-4,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-5,-5,-1905,-1905,57
9449,-4,-4,-4,-4,-4,-4,53,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,53
9450,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-5,-5,-1905,-1905,60
9451,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,57
9452,-4,-4,-4,-4,-4,47,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,47
9453,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,62
9454,-4,-4,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-5,-5,-1905,-1905,59
9455,-4,-4,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,56
9456,-4,-4,-4,51,-4,-4,-4,-4,-4,-4,57,-4,-5,-5,-1905,-1905,57
9457,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9458,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,57,-5,-5,-1905,-1905,60
9459,-4,-4,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,55
9460,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,59
9461,-4,-4,58,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-5,-1905,-1905,58
9462,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9463,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9464,-4,-4,-4,-4,54,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,54
9465,-4,-4,-4,-4,-4,53,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,53
9466,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,57
9467,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9468,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,57
9469,-4,-4,49,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,49
9470,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-5,-5,-1905,-1905,64
9471,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-5,-1905,-1905,-4
9472,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9473,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,55
9474,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-5,-5,-1905,-1905,61
9475,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9476,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9477,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9478,-4,-4,-4,-4,65,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,65
9479,-4,-4,-4,-4,-4,-4,-4,56,58,-4,-4,-4,-5,-5,-1905,-1905,58
9480,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-5,-5,-1905,-1905,58
9481,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9482,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,56
9483,-4,-4,-4,-4,-4,-4,-5,61,-4,-4,-4,-4,-4,-4,-1904,-1904,61
9484,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9485,-4,-4,58,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,58
9486,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-1904,-1904,60
9487,-4,-4,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,56
9488,-4,-4,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,50
9489,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9490,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,58
9491,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9492,-4,-4,-4,-4,47,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,47
9493,-4,-4,-4,65,-4,-4,-4,-4,-4,-4,-4,62,-5,-5,-1905,-1905,65
9494,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-4,-5,-5,-1905,-1905,58
9495,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,-4,-5,-5,-1905,-1905,55
9496,-4,-4,-4,-4,-4,-4,61,-5,-5,-4,-4,-4,-4,-4,-1905,-1905,61
9497,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9498,-4,46,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,46
9499,-4,-4,-4,-4,-4,44,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,44
9500,-4,-4,-4,-4,-4,63,-5,-5,-5,-4,-4,-4,-5,-5,-1905,-1905,63
9501,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,57
9502,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,58
9503,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9504,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9505,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9506,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9507,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,56
9508,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9509,-4,-4,63,-4,-4,63,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,63
9510,-4,52,-4,-4,53,-4,-4,-4,52,-4,-4,-4,-5,-5,-1905,-1905,53
9511,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,62
9512,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,59
9513,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9514,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-1904,-1904,-3
9515,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9516,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,-4,-4,-4,-4,65,-1904,65
9517,53,-4,-4,-4,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,53
9518,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,59
9519,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-5,-5,-1905,-1905,64
9520,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9521,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9522,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,59
9523,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9524,61,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-5,-5,-1905,-1905,61
9525,59,-4,-5,-4,-4,57,-4,-4,-4,-4,-4,33,-5,-5,-1905,-1905,59
9526,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9527,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-1905,-1905,-4
9528,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
9529,55,-4,-5,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-1904,-1904,55
9530,-4,-4,-4,59,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,59
9531,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,61,-4,-1905,-1905,61
9532,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-5,-1904,-1905,62
9533,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
9534,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-5,-5,-5,-1905,-1905,-4
9535,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-1904,-1904,-4
9536,-4,-4,-4,-4,-4,-4,-4,42,-4,-4,-4,-4,-4,-4,-1904,57,57
9537,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
9538,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,78,-1904,78
9539,-4,-4,-4,-5,-4,-4,-4,-3,-4,59,-4,-4,-4,-4,-1904,-1904,59
9540,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-3
9541,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9542,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-1904,-1904,65
9543,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,60
9544,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9545,-4,-4,-4,-4,-4,-4,-5,-5,55,-4,-4,-4,-5,-5,-1905,-1905,55
9546,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,56
9547,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9548,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-1904,-1904,64
9549,-4,-4,-4,-4,-4,-4,-4,70,-5,-4,-4,-4,-5,-5,-1905,-1905,70
9550,-4,-5,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-1904,-1904,63
9551,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
9552,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9553,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-1904,-1904,-3
9554,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
9555,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
9556,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
9557,-4,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,55
