code,birthyear,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62
2326,1961,18027.32346,8705.461765,306.9684245,,13135.87349,16792.33756,36488.98978,35809.31195,27826.66447,36877.82397,31661.72896,33377.97053,40027.32057,,,,34343.20464,,32603.04434,,48434.96023,,61574.407,,48599.45912,,49128.78344,,44170.07936,,62203.70659,,69796.63092,,65522.3047,,66239.95745,,64939.9419,,75057.02063,,,,
2327,1962,5292.074021,3597.286225,1129.821243,3283.968373,6297.126584,6081.498296,9947.031097,26867.12431,9219.455993,,,,,9056.819152,,8585.80116,,8150.761084,,23562.95362,,14777.85768,,20150.99524,,29030.64476,,29446.71958,,28459.21216,,,,,,,,,,,,,,,
2328,1957,,,,18672.32534,6009.107819,661.5092526,,21692.56787,25045.73213,18891.37975,34461.82368,19894.06219,23028.9637,27658.36798,28143.75907,2503.34779,20814.2067,20202.315,29434.66224,,,,28527.66379,,27490.11256,,35713.15606,,34375.22718,,34613.46106,,32601.72525,,32524.8139,,37806.50841,,31825.11943,,19871.98723,,30246.00034,,25587.62067
2329,1958,,,15643.83863,24036.43128,16267.83554,35972.86225,40673.56476,36522.10694,35683.71731,43746.24441,63660.99902,56887.29757,36693.43485,53993.80178,53404.75285,46207.53886,46511.94523,48223.03358,,50872.30284,,17659.98235,,44507.80129,,42732.63846,,38074.71284,,44662.5304,,56298.97282,,51633.14207,,49907.4993,,51013.79437,,13799.99113,,37362.7063,,,
2330,1962,26460.37011,23981.90816,20336.78238,33384.82248,39881.8017,41538.66053,39788.12439,40300.68647,44253.38876,43974.62355,50066.9558,49633.8775,45066.7027,54340.91491,,54376.74068,,54338.40723,,61525.49002,,62805.89514,,,,,,88340.15873,,,,,,,,,,,,,,,,,
2331,1962,3675.345408,1918.552653,1631.461875,2627.174699,7346.647682,39529.73892,42229.12582,45098.38724,52550.89916,54843.39151,55741.21079,47562.06339,56255.67716,56907.01367,,68247.10245,,71998.38957,,107809.6762,,109602.4445,,77877.66985,,79275.99147,,80646.15157,,85377.63649,,104694.9464,,104141.1511,,102191.6944,,106420.5522,,105867.9276,,,,,
2332,1959,,1002.810169,10816.39407,7938.111032,7194.572449,4519.284974,5254.349397,,4054.332197,,9595.40154,12907.23839,17653.17288,23364.57937,27218.57799,27195.42404,23698.67678,,25757.40348,,28527.66379,,34035.37746,,29900.53204,,28448.46387,,29615.72391,,33674.42717,,32854.12764,,33613.86357,,33848.82261,,37333.57602,,38990.65279,,35952.31288,,
2333,1957,,,,20056.20337,24036.43128,23814.3331,21583.71735,18077.13989,19703.81024,20990.42195,22298.82709,25862.28085,28786.20462,25814.47678,24625.78919,26702.37643,27218.57799,26418.41193,27170.45746,,28619.3372,,28527.66379,,30108.21852,,30787.2035,,32597.19819,,94907.87711,,37860.06803,,42688.81825,,33928.91781,,41185.44867,,41399.9734,,,,
2334,1960,6685.401124,12018.21564,13230.18505,9592.763265,25262.803,24082.43474,25188.50634,20271.66099,27851.68707,34543.44555,60848.40955,87949.24711,135983.5209,144618.7092,156875.6381,153442.1395,,85858.0116,,,,283017.2541,,26600.14383,,41487.34315,,41871.12225,,31550.05669,,,,,,,,,,,,,,,
2335,1957,,,,,34552.36996,26460.37011,28778.2898,22596.42487,26271.74699,35683.71731,28380.32538,27851.68707,23028.9637,33190.04157,61564.47297,53404.75285,51234.97033,46620.72693,45284.09576,,55807.70754,,65206.08867,,58907.38406,,61574.407,,59267.63307,,54711.59975,,52583.42782,,72164.43084,,,,,,68999.95567,,57823.23594,,46910.63789
2336,1957,,,,4679.780787,,26460.37011,31176.48061,24856.06735,26271.74699,37782.75951,40543.32197,,69086.89109,66380.08315,26384.77413,,33622.94928,65269.0177,36227.27661,,,,78790.69048,,,,80046.7291,,71121.15968,,,,8413.34845,,36082.21542,,27143.13425,,38377.3499,,22079.98582,,,,40087.27238
2337,1962,11113.35544,,4026.682911,11384.42369,33584.67512,38313.43927,118144.8671,58531.9494,115862.7474,130662.6785,135983.5209,144618.7092,156875.6381,104153.4203,,85858.0116,,,,120432.8741,,4925.95256,,71121.15968,,39805.48022,,48902.58787,,35574.01521,,,,,,5860.396235,,,,,,,,,
2338,1960,6685.401124,18027.32346,9261.129537,21583.71735,18077.13989,21893.12249,33584.67512,17534.98675,15915.24975,67167.81078,60848.40955,36938.68378,20026.78232,9926.775501,5594.487231,20377.84309,,41103.09208,,8150.761084,,23432.04833,,18472.3221,,26077.75855,,14515.32238,,62048.44482,,65049.6278,,61072.05205,,13104.46094,,36799.97636,,34693.94156,,31558.06549,,,
2339,1959,,,7511.384774,3969.055516,5995.477041,7230.855958,6567.936747,39168.12735,49462.85281,53335.98074,74268.40792,71911.75674,80913.30734,135983.5209,144618.7092,156875.6381,153442.1395,,198582.426,,133129.0977,,283017.2541,,110833.9326,,35560.57984,,312432.2652,,157750.2834,,131115.656,,333307.9946,,,,306317.4832,,353139.8457,,413350.1006,,
2340,1959,,1671.350281,,1852.225907,6153.757635,2316.133549,2462.97628,18891.37975,22298.82709,,7868.229263,,1583.086448,,1601.092823,,,,,,3396.150452,,,,,,,,,,,,7623.003258,,24234.94129,,,,,,,,,,
2341,1961,18592.17959,16934.63687,21583.71735,28245.53108,34591.13353,39881.8017,46624.82027,50729.85859,61410.56986,59004.51835,52769.54826,50066.9558,56038.24879,62160.96924,64152.469,,64393.5087,,61130.70813,,78543.17874,,76352.26468,,69698.73649,,75926.30169,,79926.81028,,69115.22954,,63010.84736,,,,,,,,,,,,
2342,1962,,,903.8569947,15747.72301,8280.721458,18244.49489,23872.87463,23028.9637,24892.53118,20900.25908,9287.420301,1601.092823,1076.938792,18047.22163,,17171.60232,,16301.52217,,28602.80759,,27092.73908,,,,,,,,,,,,,,,,,,10490.92447,,,,,
2343,1960,4011.240674,12739.30858,27518.78491,28778.2898,27115.70984,5122.990662,25188.50634,28380.32538,29841.09329,29745.74477,35033.93277,58046.50309,46729.15875,47232.23827,40404.63,45284.09576,,45790.93952,,43470.72578,,56289.2781,,2462.97628,,9482.821291,,,,52583.42782,,55902.02389,,52347.47319,,51481.81084,,55199.96454,,48927.35349,,,,,
2344,1962,26460.37011,19185.52653,4519.284974,56922.11847,37782.75951,36488.98978,35809.31195,67167.81078,49785.06236,49251.57838,53404.75285,49954.09607,58275.90866,64907.20392,,62962.54184,,58413.78777,,13090.52979,,20935.29838,,48599.45912,,49128.78344,,57841.7706,,49295.42107,,9693.976517,,,,22999.98522,,,,,,,,,
2345,1963,,,21893.12249,37782.75951,36488.98978,53713.96792,7676.321232,27658.36798,12312.89459,16688.98527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,1957,,,,20724.74348,20731.42198,18522.25907,20679.59941,23231.38441,,26813.165,31056.18463,32202.51847,44138.84709,,,,,,,,78703.1773,,81507.61084,,,,73889.2884,,,,,,,,,,775.5181213,,,,,,,,
2347,1964,,,,,,,,,,,,,,,,,,7854.317874,,,,,,,,16826.6969,,19311.60825,,20357.35068,,21528.75726,,19319.98759,,18681.35315,,,,,,,,,
2348,1959,,,,,15588.24031,15139.60466,3756.859819,209.9042195,,,,,,,,,,,,,,,,,,,948.2821291,,16257.16107,,2103.337113,,1016.400434,,,,,,,,,,,,
2349,1960,2005.620337,1352.049259,3969.055516,414.8870112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,1961,6159.335515,3910.842702,4796.381633,1129.821243,875.7248996,4198.084389,2635.315928,17904.65597,36462.52585,38721.71517,36938.68378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,1961,13403.31499,21168.29608,13190.04949,18077.13989,19703.81024,18891.37975,16217.32879,3978.812439,26867.12431,12907.23839,25505.28166,18357.88379,19213.11387,27972.43616,19623.10816,,21464.5029,,29886.12397,,37962.53639,,18472.3221,,41487.34315,,30147.20802,,31550.05669,,37606.81607,,36837.11076,,46801.64621,,32199.97931,,34693.94156,,42646.03445,,,,
2352,1963,4489.413208,20418.12951,8319.386546,12594.25317,4865.198637,25862.28085,26867.12431,14751.12959,22866.80425,53404.75285,24016.39234,8935.639328,22642.04788,,25757.40348,,13584.60181,,47649.52844,,32018.69164,,71121.15968,,22331.2652,,25240.04535,,17278.80739,,,,,,6623.995745,,22239.70613,,17058.41378,,,,,,
2353,1963,2158.371735,,,,1621.732879,5371.396792,3838.160616,,3517.969884,16688.98527,30740.9822,40404.63,33208.33689,,40067.07208,,40753.80542,,40580.64235,,36944.6442,,39116.63782,,37963.15084,,44170.07936,,46754.41998,,27918.65237,,45865.61329,,47839.96927,,48927.35349,,46910.63789,,,,,,
2354,1959,,13370.80225,12018.21564,21168.29608,31176.48061,,2189.312249,16792.33756,16217.32879,7957.624877,9595.40154,18438.91199,21107.81931,13351.18821,18252.45818,6216.096924,7547.349294,,7154.8343,,8150.761084,,7854.317874,,6157.4407,,14224.23194,,13398.75912,,5258.342782,,4065.601738,,5816.38591,,4680.164621,,,,,,,,
2355,1962,886.4223985,2638.009898,,2627.174699,629.7126584,,,,,,,,,,,,,2716.920361,,10472.42383,,,,,,,,,,,,,,,,,,,,,,,,,
2356,1963,,,,7556.551901,,,,4425.338876,,,,971.2651443,11773.8649,,7727.221044,,13041.21773,,,,,,8890.14496,,16748.4489,,12620.02268,,12196.80521,,20357.35068,,19656.69141,,20239.987,,19570.94139,,19617.17585,,,,,,
2357,1958,,,13370.80225,12018.21564,12028.88425,19823.44529,22716.18592,24082.43474,23089.46414,22298.82709,21883.46841,21109.88339,22126.69438,22866.80425,20026.78232,16010.92823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,1961,,,2158.371735,2711.570984,2189.312249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,1958,,,,18027.32346,,,,,,,,,1770.135551,,,3202.185645,10878.16962,13585.22873,,7154.8343,,9509.221264,,15708.63575,,9851.90512,,17187.61359,,,,17878.36546,,17278.80739,,19387.95303,,15912.55971,,12879.99173,,12454.23543,,11087.96896,
2360,1960,1664.66488,,4233.659217,7194.572449,4519.284974,14048.8167,,4257.048807,,,2950.225918,7035.939769,10013.39116,32021.85645,20202.315,22642.04788,,21464.5029,,23093.82307,,26181.05958,,24629.7628,,23707.05323,,20656.42031,,21033.37113,,36361.72554,,38775.90607,,46333.62975,,50599.96749,,56044.05945,,28999.30342,,,
2361,1962,132301.8505,69487.5789,49712.13471,54732.80622,58773.18145,,118144.8671,109625.5435,,,50066.9558,48032.78468,37296.58154,55850.38477,,57238.6744,,104601.4339,,161013.5164,,39407.62048,,65194.39637,,110539.7628,,75720.13605,,127050.0543,,333307.9946,,140404.9386,,113159.9273,,131659.0603,,83586.22752,,,,,
2362,1959,,3676.970618,2403.643128,1667.003317,3837.105306,11930.91233,6567.936747,18051.76287,18244.49489,17904.65597,9211.585479,16595.02079,15830.86448,3337.797053,,,,,25757.40348,,24452.28325,,19635.79469,,18472.3221,,22521.70057,,23447.82846,,22085.03968,,23377.20999,,24234.94129,,25272.88896,,25759.98345,,25798.05911,,27293.46205,,
2363,1958,,,3342.700562,6009.107819,6615.092526,7194.572449,16495.39015,19703.81024,21200.32617,24325.99318,2984.109329,9595.40154,8706.854239,,,4803.278468,,,,,,,,,,14777.85768,,7112.115968,,15631.88564,,,,2032.800869,,,,,,,,,,,
2364,1957,,,,20056.20337,,8673.709321,13094.12186,12617.84365,13479.59552,13433.87005,810.8664395,8454.976432,18722.54749,,23746.29672,22780.46489,,23310.36346,27925.19239,,37550.00137,,44280.36805,,43067.84301,,,,,,,,37860.06803,,36590.41564,,23071.66411,,1404.049386,,16559.98936,,22239.70613,,2132.301722
2365,1962,22491.31459,23981.90816,18077.13989,21893.12249,41980.84389,56760.65076,53713.96792,65248.73047,59004.51835,59805.48803,46729.15875,45631.14545,38850.60577,39246.21633,,35774.1715,,35319.9647,,49744.0132,,52953.99002,,35560.57984,,,,33905.79426,,,,23265.54364,,,,23919.98463,,29356.41209,,29852.22411,,,,,
2366,1959,,23398.90393,21031.87737,13230.18505,31176.48061,6778.92746,744.3661646,629.7126584,24325.99318,39788.12439,49896.08801,,,,,49728.77539,52831.44505,,42929.0058,,32603.04434,,,,,,,,,,,,,,,,,,,,,,,,
2367,1959,,8691.021461,10515.93868,13230.18505,5995.477041,15817.49741,,,,,42219.76678,42409.49757,45733.6085,43391.36169,41628.41339,,,,,,40753.80542,,49744.0132,,,,50970.16444,,,,55738.43348,,,,52347.47319,,,,,,62271.17716,,63116.13098,,
2368,1957,,,,20056.20337,21031.87737,17993.05167,19904.98378,22596.42487,24082.43474,25188.50634,28380.32538,31830.49951,33583.90539,34111.98717,33420.7139,23364.57937,30420.76363,,,,,,,,,,,,,,,,,,60984.02607,,61072.05205,,60842.14008,,69919.95508,,,,13646.73102
2369,1957,,,,,,11658.43907,28778.2898,26776.76347,34135.75659,37782.75951,45813.95383,48274.93132,53734.24863,55316.73596,40456.65367,40410.70892,43229.50621,41958.65423,43170.83796,,47221.90638,,51621.48686,,98178.97343,,68963.33584,,72306.51234,,70343.48539,,79926.81028,,75213.63215,,70766.02857,,88923.12781,,56119.96395,,28466.82385,,29335.35418
2370,1958,,,6685.401124,16825.50189,3439.848114,2856.245262,,12041.21737,19521.09241,23312.41014,26260.16209,27826.66447,27658.36798,28143.75907,26702.37643,28019.1244,27817.03373,28528.98033,,31481.27092,,35319.9647,,45162.32778,,51962.64207,,54161.1338,,38409.77615,,32601.72525,,27494.64815,,25882.9173,,25740.90542,,27139.98257,,29267.45327,,28786.07325,
2371,1961,,4762.866619,15588.24031,9716.462693,35028.99598,41980.84389,38516.15588,43766.93682,45098.38724,47941.17116,43974.62355,46729.15875,37465.57205,35742.55731,37736.74647,,16456.11889,,27169.20361,,,,36944.6442,,,,,,,,,,,,,,,,,,,,,,
2372,1964,,,,14190.16269,15915.24975,30705.28493,4425.338876,15830.86448,1084.784042,,2331.036346,6037.879435,,40067.07208,,59772.24795,,65452.64895,,103445.0038,,,,72576.61191,,88340.15873,,101640.0434,,82398.80039,,99219.48998,,119599.9232,,162794.6489,,143290.6757,,,,,,,
2373,1958,,,,10515.93868,6879.696227,5995.477041,9038.569947,2189.312249,,,52520.32419,,53472.84476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,1958,,,,,,,,,,,,,,,,,,226.4204788,,,,,,17017.68873,,,,23707.05323,,,,,,,,,,,,,,,,,
2375,1960,,,,,,,,608.1498296,29841.09329,18806.98702,29502.25918,49251.57838,48398.05727,30420.76363,29526.46039,42265.15604,,60100.60812,,,,56289.2781,,80046.7291,,84634.18002,,89325.06081,,91495.1644,,111804.0478,,114873.6217,,101091.5558,,92919.94031,,32914.76507,,26440.54136,,,
2376,1964,2711.570984,11165.49247,,,1313.008105,,23048.63998,29199.15004,41722.46317,37785.79062,38850.60577,57359.85463,,57954.15783,,58413.78777,,55634.75161,,55416.9663,,55711.57508,,66993.79561,,48376.75359,,54885.62346,,53316.87084,,59906.10716,,56119.96395,,62271.17716,,62263.21029,,,,,,,
2377,1963,2398.190816,3841.392228,3940.762048,4198.084389,14190.16269,27851.68707,26867.12431,33964.47588,33772.51089,36715.76759,35224.0421,35431.75247,36227.27661,,37205.13836,,33961.50452,,49874.9185,,7388.92884,,21336.3479,,,,22421.57362,,3862.321651,,27143.13425,,18720.65849,,32199.97931,,33715.39449,,42646.03445,,,,,,
2378,1964,20336.78238,32839.68373,22249.84726,22906.97692,31830.49951,27826.66447,30424.20478,29902.74402,35307.21723,35870.8836,34654.74035,33208.33689,,37205.13836,,,,36653.48341,,39407.62048,,43858.04847,,,,,,,,,,,,,,,,,,,,,,,
2379,1960,4011.240674,4506.830864,5556.677722,13070.13995,16269.4259,13135.87349,11544.73207,8108.664395,9748.090475,8635.861386,16041.85343,13192.38707,4172.246317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,1961,3905.920082,1323.018505,2558.869601,1807.713989,2189.312249,4407.988609,87409.37501,29841.09329,10554.94169,14751.12959,,8344.492633,19213.11387,,42265.15604,,21464.5029,,11139.37348,,75925.07279,,8620.41698,,26077.75855,,24564.39172,,129355.2324,,35574.01521,,969.3976517,,,,,,26687.64736,,32410.98618,,,,
2381,1961,,3969.055516,3357.467143,8021.730828,21893.12249,15239.04633,35475.40673,4774.574926,,,,,8966.119807,10101.1575,7823.582278,,11447.73488,,,,15708.63575,,8620.41698,,,,8374.224451,,12620.02268,,,,,,,,,,,,,,,,
2382,1961,3305.0093,31752.44413,14389.1449,12156.87658,9851.90512,25188.50634,24325.99318,,42219.76678,38721.71517,36938.68378,45060.26022,36825.13492,15540.24231,4528.409576,,48652.87324,,,,,,49259.5256,,71121.15968,,44662.5304,,63100.11338,,,,37806.50841,,,,,,,,,,,,
2383,1962,3175.244413,1618.778801,470.0056373,332.7754618,,2736.674233,3668.465068,12474.022,13574.727,17589.84942,17690.32438,17612.02105,18648.29077,21446.54775,,23610.95319,,14943.06199,,17541.30992,,17240.83396,,11853.52661,,9490.787711,,7361.679894,,,,,,,,,,,,,,,,,
2384,1963,2398.190816,3389.46373,4378.624498,8396.168779,29393.90843,,28786.20462,14751.12959,,16688.98527,30420.76363,27972.43616,10868.18298,,,,,,,,22166.78652,,18372.96625,,,,,,,,1938.795303,,4680.164621,,22079.98582,,26687.64736,,21323.01722,,,,,,
2385,1960,4011.240674,5537.392855,19580.67388,4628.508276,31634.99482,50529.3267,57723.66035,,63660.99902,71005.9714,71911.75674,87949.24711,70093.73812,67245.89855,65269.0177,63397.73407,,65824.47556,,66564.54885,,70688.86087,,65268.87142,,77047.92299,,69226.92213,,73616.79894,,91476.0391,,84337.59569,,93603.29243,,91999.9409,,97854.70697,,93821.27578,,,
2386,1961,6009.107819,14553.20356,5755.657959,9445.305595,11274.95808,18891.37975,17433.62845,27055.92458,32624.36524,31899.31773,24625.78919,31709.07201,30420.76363,29526.46039,32906.44292,,51514.80696,,60994.86211,,76841.40987,,78815.24096,,80603.98097,,75926.30169,,95701.83862,,80295.63432,,81429.40274,,79562.79857,,82799.94681,,80062.94207,,82903.89096,,,,
2387,1964,,4378.624498,4198.084389,4054.332197,19894.06219,23028.9637,,35179.69884,30040.17348,38426.22774,37296.58154,3373.665134,,42929.0058,,35863.34877,,57598.33108,,49259.5256,,29633.81653,,,,28395.05102,,25410.01086,,26173.73659,,25272.88896,,27599.98227,,26687.64736,,38381.431,,,,,,,
2388,1960,2924.862992,14722.31416,23814.3331,22447.06604,22596.42487,22330.98494,7346.647682,8514.097615,7957.624877,7676.321232,9219.455993,10553.90965,8344.492633,11207.64976,,2264.204788,,11447.73488,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,1961,24036.43128,15876.22206,16787.33571,36154.27979,15325.18574,15742.81646,12162.99659,27851.68707,51815.16832,,31661.72896,,,,,,64393.5087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,1957,,,,48930.45083,33050.093,25854.42763,33574.67143,34708.1086,34726.87089,35981.7813,36488.98978,36804.01506,28388.955,2028.280318,8794.924711,21695.68085,,,21132.57802,,37205.13836,,20510.03181,,18326.74171,,,,,,,,,,,,,,,,,,,,
2392,1960,10028.10169,24036.43128,37044.51815,33574.67143,36154.27979,37218.30823,41980.84389,38516.15588,39788.12439,,38721.71517,35179.69884,40053.56464,36825.13492,38850.60577,37736.74647,,34343.20464,,,,45816.85427,,36944.6442,,29633.81653,,44662.5304,,42066.74225,,41672.41781,,33928.91781,,,,,,,,,,,
2393,1962,18522.25907,28778.2898,33894.6373,33934.33986,25188.50634,31623.79114,31830.49951,38381.60616,40565.60637,42215.63861,48398.05727,52836.06315,52836.82385,58114.58956,,82996.07788,,54338.40723,,,,,,,,,,54686.76493,,,,,,,,,,,,,,,,,
2394,1958,,,5014.050843,10215.48329,10584.14804,2398.190816,,,,,,,,,,,,,,,,,,26181.05958,,14777.85768,,71121.15968,,66993.79561,,18930.03401,,50820.02172,,48469.88258,,51481.81084,,,,,,,
2395,1961,5408.197037,,2398.190816,451.9284974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,1962,2646.037011,,,,167.9233756,,,,,,,,,,,,,,,,,,,4741.410645,,15616.25376,,10411.51871,,23377.20999,,,,,,,,,,,,,,,
2397,1964,316.3499482,3065.037148,,,,,,21107.81931,25867.92716,,1243.219385,,,3291.223778,,14127.98588,,11781.47681,,3078.72035,,9482.821291,,25122.67335,,52583.42782,,34222.20263,,41630.78215,,,,,,,,,,,,,,,
2398,1959,,10028.10169,21031.87737,7938.111032,,,,,405.4332197,,,,,,,,,,,,,,,,9236.16105,,,,35730.02432,,,,31711.69355,,20163.47115,,17784.62556,,,,,,,,
2399,1961,1802.732346,,676.2898102,,,3148.563292,35475.40673,35809.31195,27634.75644,8297.510393,,5674.254991,,27972.43616,,,10016.76802,,,,,,,,,,7815.942821,,17878.36546,,10164.00434,,4071.470137,,,,,,13343.82368,,,,,,
2400,1962,926.1129537,4652.490184,3005.324507,1762.39636,8606.072998,10338.5471,11409.24467,11514.48185,16963.79903,24273.9922,31709.07201,28019.1244,31080.48462,31396.97306,,29296.18452,,,,17017.68873,,18472.3221,,17780.28992,,26824.31576,,28437.11776,,27442.81173,,29081.92955,,28444.1685,,32199.97931,,28495.29067,,23881.77929,,,,,
2401,1957,,,,33427.00562,27641.89597,23020.52199,21583.71735,27958.55649,37452.56464,50377.01267,44798.34362,43766.93682,61410.56986,64536.19195,,51735.85433,38426.22774,45066.7027,49033.61889,,22895.46976,,,,4319.874831,,,,41487.34315,,53595.03649,,48376.75359,,36590.41564,,3489.831546,,,,,,,,
2402,1959,,,,,,,2758.533434,1259.425317,7537.003555,17705.71535,2878.620462,,,,,1864.829077,18113.6383,,22895.46976,,24452.28325,,24872.0066,,80046.7291,,,,,,,,,,12756.3037,,,,,,,,,,
2403,1959,,20042.83257,11324.16368,21168.29608,20363.03822,24856.06735,9851.90512,6297.126584,3648.898978,2387.287463,,,,,19213.11387,,7547.349294,,,,21735.36289,,3927.158937,,11083.39326,,15409.5846,,20098.13868,,13671.69123,,6454.142759,,4846.988258,,,,5519.996454,,4447.941226,,4264.603445,,
2404,1960,7160.064604,6009.107819,10054.94064,19185.52653,11298.21243,17372.1927,18891.37975,10135.83049,,,,,,,,,,,,,,,,,,,,32157.02189,,,,,,,,,,,,1467.820605,,2047.009653,,,
2405,1959,,5014.050843,7511.384774,1061.060841,,314.0903057,5473.280622,2099.042195,861.5455919,,,10399.54636,25505.28166,20026.78232,14409.8354,20202.315,15094.69859,,,,39123.6532,,6841.110869,,1724.083396,,,,,,8413.34845,,,,,,,,,,,,,,
2406,1959,,,9013.661729,,,,,,12722.49444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,1958,,,11699.45197,6934.510423,529.2074021,11990.95408,9038.569947,6567.936747,4407.988609,2432.599318,11936.43732,11514.48185,9219.455993,12312.89459,11682.28969,20814.2067,20202.315,37736.74647,,27188.37034,,31244.58415,,,,,,,,,,,,,,,,,,,,,,,
2408,1960,27944.9767,4506.830864,21168.29608,,1129.821243,5035.418173,10495.21097,,29841.09329,2878.620462,,,,5123.497033,17715.87623,17962.69132,,30050.30406,,,,45816.85427,,52953.99002,,,,,,75720.13605,,,,77551.81213,,,,,,87179.64803,,,,,
2409,1962,1587.622206,17266.97388,13557.85492,13135.87349,23089.46414,11149.41354,13925.84354,,,,2803.749525,28819.67081,35742.55731,34717.80675,,32912.23778,,33961.50452,,40580.64235,,,,,,,,,,,,,,,,,,,,,,,,,
2410,1961,600.9107819,1852.225907,19185.52653,22596.42487,26271.74699,27287.54853,26353.15928,29841.09329,13433.56216,12907.23839,22866.80425,,,,,,,,,,9425.181449,,10344.50038,,18491.50152,,14515.32238,,13671.69123,,35574.01521,,33928.91781,,35569.25112,,41399.9734,,44479.41226,,46910.63789,,,,
2411,1962,18522.25907,19185.52653,11140.03746,13135.87349,19940.90085,20981.16912,37798.71817,46057.92739,46097.27996,,,51234.97033,51282.79962,,,,,,,,,52615.33078,,,,,,,,,,44132.79749,,,,,,,,,,,,,
2412,1963,299.773852,,4352.352751,14483.39114,17514.71509,12175.16606,11514.48185,,,,,,,,,,,,,,,,2963.381653,,16748.4489,,15775.02834,,9147.60391,,,,,,,,,,,,,,,,
2413,1958,,,23398.90393,52579.69342,59271.22904,69487.5789,71221.67154,54732.80622,62971.26584,56760.65076,55703.37414,61410.56986,59004.51835,58046.50309,55073.65138,51234.97033,52836.82385,52831.44505,,50083.8401,,47546.10632,,47125.90725,,47722.6284,,49784.81178,,44662.5304,,48376.75359,,45738.01955,,,,,,,,,,,
2414,1962,13230.18505,11290.68236,2937.535233,,1574.281646,2027.166099,,,13276.01663,,45060.26022,28819.67081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,1961,6706.164326,9261.129537,10312.22051,12757.94148,14839.15842,38282.33155,60814.98296,75597.43633,55461.4209,50234.97181,49251.57838,63418.14401,86009.10534,61228.5547,55826.23325,,51514.80696,,54572.06238,,58907.38406,,79815.20933,,67565.1017,,61410.97931,,69410.12472,,69115.22954,,72304.46264,,,,,,,,,,,,
2416,1957,,,,5682.590955,9614.57251,10094.6312,10034.03038,1703.770435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,1957,,,,50307.64346,57651.38042,52605.86181,49162.91174,16947.31865,28461.05924,55624.61816,54328.05145,57095.95849,55077.60484,56238.68156,56287.51815,41722.46317,43229.50621,37296.58154,15094.69859,,35774.1715,,40753.80542,,43198.74831,,49259.5256,,47414.10645,,47453.93855,,52583.42782,,52446.26242,,,,,,,,,,
2418,1959,,10028.10169,19529.60041,26857.27566,26380.09898,18077.13989,21893.12249,9393.213821,17230.91184,25862.28085,23028.9637,33190.04157,29902.74402,32543.52127,32021.85645,32634.50885,30189.39717,,30050.30406,,32603.04434,,34356.09544,,29555.71536,,32004.52186,,39079.7141,,42399.06952,,42688.81825,,43622.89432,,45865.61329,,,,,,11087.96896,,
2419,1962,4498.262918,9592.763265,9038.569947,19703.81024,27287.54853,15978.12319,23872.87463,23028.9637,24892.53118,32541.22143,40053.56464,28819.67081,35742.55731,46491.67165,,50083.8401,,,,63930.22034,,60958.66293,,59267.63307,,61410.97931,,57841.7706,,56918.42433,,54286.26849,,65522.3047,,59799.96158,,68498.29488,,61410.2896,,,,,
2420,1964,451.9284974,586.7356827,,,,,,,,,,,,,,,,,,,,,,8374.224451,,10516.68556,,10164.00434,,15510.36243,,9360.329243,,10119.9935,,9785.470697,,17058.41378,,,,,,,
2421,1959,,26741.6045,29144.17292,31752.44413,33574.67143,37961.99378,31963.95883,29386.59073,37705.28944,37798.71817,36462.52585,33190.04157,35179.69884,30040.17348,32822.40287,37296.58154,39246.21633,,42929.0058,,39395.34524,,41889.69533,,38176.13234,,34256.69191,,39079.7141,,38911.73658,,35574.01521,,33928.91781,,39781.39928,,41399.9734,,44479.41226,,38381.431,,
2422,1962,5292.074021,12950.23041,,,20.99042195,,,9595.40154,27658.36798,31661.72896,36715.76759,36825.13492,43512.67847,49057.77041,,47664.07514,,80149.15066,,49744.0132,,61328.10937,,50377.48811,,68110.35887,,1051.668556,,,,6785.783562,,16848.59264,,19687.98735,,17791.7649,,12507.22898,,,,,
