code,birthyear,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62
97,1958,,,26741.6045,17426.41268,26460.37011,7194.572449,28326.87821,41995.38756,37782.75951,38516.15588,27851.68707,38381.60616,36877.82397,51010.56332,48398.05727,48032.78468,54390.84808,54340.91491,,54376.74068,,50263.02668,,36653.48341,,39407.62048,,52155.5171,,54711.59975,,53635.09637,,52852.82259,,,,25272.88896,,27599.98227,,31135.58858,,682.3365512,
98,1957,,,,13036.53219,15022.76955,,,12428.03368,22024.48122,19940.90085,21893.39387,22878.17152,15352.64246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20460.52964,,46057.7172
99,1957,,,,26741.6045,33050.093,,26380.09898,,,31485.63292,37705.28944,,3838.160616,9219.455993,1758.984942,4172.246317,1120.764976,3885.060577,754.7349294,,858.580116,,2716.920361,,5236.211916,,6157.4407,,9956.962355,,10049.06934,,11568.35412,,35574.01521,,33928.91781,,29953.05358,,36799.97636,,28466.82385,,27293.46205
100,1963,35972.86225,24856.06735,,,10135.83049,,1151.448185,23970.58558,32541.22143,35046.86906,22415.29952,38850.60577,39246.21633,,45790.93952,,20376.90271,,56289.2781,,60342.91886,,64009.04371,,64760.66909,,60996.77627,,81312.03475,,77551.81213,,89859.16073,,95679.93854,,94296.35399,,92115.43441,,,,,,
101,1958,,,17716.31298,12691.23571,29106.40712,47963.81633,71221.67154,80071.90619,82679.17301,87409.37501,118144.8671,76763.21232,77443.43034,73265.24081,73431.53517,75251.36267,77701.21155,81511.37237,,81565.11102,,88299.91174,,,,,,113793.8555,,,,,,113836.8487,,,,,,,,,,136467.3102,
102,1964,3902.402575,2189.312249,8396.168779,10135.83049,9947.031097,32624.36524,29502.25918,29902.74402,33377.97053,48032.78468,49728.77539,,,,,,,,,,,,,,,,,76230.03258,,,,70202.46932,,68999.95567,,,,63969.05167,,,,,,,
103,1958,,,6685.401124,18027.32346,23285.12569,31176.48061,15817.49741,18171.29167,25188.50634,16217.32879,47745.74926,55653.32893,55316.73596,56287.51815,55073.65138,70448.0842,69931.09039,70945.08336,,64393.5087,,66564.54885,,74616.01981,,73889.2884,,73491.865,,75926.30169,,71513.46183,,72164.43084,,96939.76517,,84242.96319,,82799.94681,,82248.66039,,78468.70338,
104,1958,,,23398.90393,33050.093,31752.44413,33574.67143,28281.68536,31745.02761,,,,,,,,,59052.92078,61586.37024,,64393.5087,,71998.38957,,65452.64895,,,,,,,,,,,,,,,,,,,,,
105,1958,,,40112.40674,43866.48708,40219.76256,35972.86225,32764.81606,37875.10191,34722.35599,36590.34808,24988.93152,37997.7901,38445.13149,37642.27776,43892.03125,38746.44631,37607.38639,39548.1103,,38636.10522,,11552.34538,,34820.80924,,,,38520.40544,,44662.5304,,49007.75472,,52852.82259,,52347.47319,,,,,,,,,
106,1961,9013.661729,9790.336939,11990.95408,,10946.56124,46178.92828,45611.23722,45756.34304,51815.16832,51628.95356,61564.47297,61749.24549,64043.71291,55944.87231,78492.43265,,75841.24358,,84224.5312,,92942.76151,,105907.98,,110237.7975,,117239.1423,,110425.1984,,111804.0478,,121174.7065,,114196.0168,,120519.9226,,112977.7071,,127938.1033,,,,
107,1962,15876.22206,15588.24031,11976.10518,15325.18574,14693.29536,18244.49489,23872.87463,36846.34191,36877.82397,40280.75517,41722.46317,40027.32057,41958.65423,42265.15604,,50083.8401,,50263.02668,,50398.53969,,50491.01374,,52155.5171,,48012.22018,,49428.42215,,51836.42216,,52347.47319,,70202.46932,,88319.94326,,88958.82452,,101497.562,,,,,
108,1958,,,9359.561573,12018.21564,11113.35544,11990.95408,20336.78238,17514.49799,11334.82785,16217.32879,19894.06219,33583.90539,18438.91199,28143.75907,20026.78232,25617.48516,31080.48462,30189.39717,,21464.5029,,,,65452.64895,,116991.3733,,82974.6863,,,,73616.79894,,66066.02824,,58163.8591,,56161.97546,,73599.95272,,71167.05962,,68233.65512,
109,1962,,16787.33571,22596.42487,29555.71536,31485.63292,30407.49148,37400.83692,48936.54786,36877.82397,49251.57838,49232.50654,51234.97033,55789.46989,54340.91491,,57667.96446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1957,,,,,27040.98519,43659.61067,44366.5301,71221.67154,80071.90619,54575.09706,38516.15588,45756.34304,51815.16832,51628.95356,59805.48803,59245.8977,58760.10659,66046.02981,64756.25694,,67970.92585,,92375.29228,,75925.07279,,76352.26468,,80603.98097,,128404.7749,,95701.83862,,95541.64084,,87245.78865,,84242.96319,,97519.93735,,89848.41277,,93821.27578
111,1959,,17716.31298,24036.43128,31752.44413,21583.71735,9490.498445,,,,,,,,,2561.748516,,,,15740.63546,,14943.06199,,41889.69533,,41870.59676,,43858.04847,,40196.27736,,42066.74225,,38623.21651,,38775.90607,,39313.38282,,45999.97045,,17791.7649,,29340.4717,,
112,1963,479.6381633,,3218.289006,16422.90613,34461.82368,18899.35908,17271.72277,31346.15037,33420.7139,30874.62274,27218.57799,41958.65423,30189.39717,,14309.6686,,4075.380542,,,,985.190512,,8890.14496,,7815.942821,,78875.14172,,16262.40695,,31020.72485,,31825.11943,,16559.98936,,26687.64736,,15352.5724,,,,,,
113,1963,,,,,10135.83049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1957,,,,51811.85871,46570.5856,58212.81423,69487.5789,33894.6373,24082.43474,52476.05487,,43766.93682,,67302.02875,78274.82993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1960,10977.42865,901.3661729,3175.244413,6590.228363,1807.713989,8757.248996,14693.29536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18720.65849,,21159.98641,,24018.88262,,30705.1448,,,
116,1963,2398.190816,6778.92746,13135.87349,,,,,,,37550.21685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1959,,29415.76495,18027.32346,21168.29608,23981.90816,45192.84974,56922.11847,54785.00128,60814.98296,59682.18658,67167.81078,71911.75674,70359.39769,70093.73812,67245.89855,68377.06616,81511.37237,,88719.94532,,,,73306.96683,,64037.38328,,73491.865,,92674.75059,,52583.42782,,30492.01303,,48469.88258,,42121.48159,,40479.974,,53197.37706,,62263.21029,,
118,1961,9013.661729,9261.129537,5995.477041,4722.652797,7662.592871,19940.90085,24325.99318,,,31346.15037,32541.22143,30874.62274,25617.48516,37296.58154,33208.33689,,39351.58865,,49447.95058,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1957,,,,8356.751405,6009.107819,3175.244413,1918.552653,6778.92746,17514.49799,,18244.49489,43766.93682,49896.08801,31346.15037,29902.74402,25033.4779,8005.464114,,7547.349294,,6439.35087,,27169.20361,,44507.80129,,49259.5256,,29633.81653,,13398.75912,,,,,,21326.74834,,14040.49386,,,,17791.7649,,13646.73102
120,1962,3969.055516,16787.33571,18077.13989,32839.68373,58773.18145,50679.15247,118144.8671,109625.5435,115862.7474,130662.6785,135983.5209,144618.7092,156875.6381,153442.1395,,198582.426,,201011.3529,,78543.17874,,290631.2011,,315224.3893,,167484.489,,323727.77,,111804.0478,,2908.192955,,112323.9509,,91999.9409,,106750.5894,,106615.0861,,,,,
121,1964,2711.570984,3283.968373,6297.126584,12162.99659,13925.84354,30705.28493,36877.82397,36938.68378,43391.36169,48032.78468,43512.67847,1811.36383,,25757.40348,,35319.9647,,41889.69533,,43102.0849,,40394.44799,,45779.09366,,47325.08503,,48787.22085,,58163.8591,,58034.04131,,55199.96454,,56044.05945,,56292.76547,,,,,,,
122,1961,12018.21564,15876.22206,28778.2898,22596.42487,43786.24498,44079.88609,53719.90162,51724.5617,57572.40924,59004.51835,61564.47297,,80054.64114,40404.63,67926.14364,,8585.80116,,,,,,49259.5256,,118535.2661,,,,1577.502834,,25410.01086,,72704.82387,,93603.29243,,68999.95567,,88958.82452,,63969.05167,,,,
123,1962,15402.58144,11271.49684,22144.49637,40283.34538,43660.07765,,35411.4307,36462.52585,38721.71517,38697.66873,,,45066.7027,46793.56562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1961,600.9107819,2646.037011,3117.648061,3389.46373,656.7936747,4198.084389,18244.49489,13925.84354,9595.40154,,351.7969884,2002.678232,,,,,1430.96686,,,,,,,,,,1228.219586,,,,,,242.3494129,,,,,,,,,,,,
125,1957,,,,13370.80225,12018.21564,23814.3331,23981.90816,22596.42487,15325.18574,,30407.49148,,,,10553.90965,20026.78232,19213.11387,23310.36346,56605.1197,,,,16301.52217,,9425.181449,,,,,,,,,,,,,,,,,,,,
126,1958,,,1337.080225,4206.375473,52920.74021,69487.5789,71221.67154,44880.9011,46178.92828,55138.91788,52504.40894,109625.5435,115862.7474,130662.6785,88451.62191,68846.99138,,69435.6135,,58669.64126,,55696.86741,,49744.0132,,80046.7291,,77047.92299,,94907.87711,,68358.45616,,45738.01955,,63010.84736,,70202.46932,,66239.95745,,62271.17716,,,
127,1960,1337.080225,1526.313386,5821.281423,,,597.682244,5249.704529,531.1175179,,,,,,,1118.897446,181.136383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1958,,,26073.06438,27942.35136,22491.31459,23981.90816,23726.24611,26271.74699,30965.07046,34461.82368,38992.3619,42219.76678,42409.49757,42567.4356,43391.36169,45081.97061,48174.75116,49812.50534,,,,51006.1044,,65452.64895,,65884.61549,,,,72576.61191,,68358.45616,,80600.55445,,72704.82387,,138532.8728,,137999.9113,,106750.5894,,63969.05167,
129,1960,1337.080225,4506.830864,2910.640712,5036.200714,7459.079849,48383.8007,54575.09706,62842.14906,61671.5928,76763.21232,73755.64794,75636.35251,73431.53517,80054.64114,82363.28424,83020.84223,,82996.07788,,81507.61084,,89015.60258,,88667.14608,,88901.4496,,89325.06081,,99908.51285,,116886.05,,91123.37926,,112323.9509,,124199.9202,,,,,,,
133,1962,6879.696227,10552.03959,9047.608517,4378.624498,15425.86109,28380.32538,25862.28085,30705.28493,40565.60637,42215.63861,45060.26022,54437.15597,54390.84808,48303.03548,,60100.60812,,61130.70813,,,,68963.33584,,61638.33839,,58061.28953,,59945.10771,,,,,,14040.49386,,18399.98818,,,,,,,,,
134,1961,19529.60041,47628.66619,35972.86225,49712.13471,24082.43474,44079.88609,50679.15247,,57572.40924,55316.73596,68600.41274,63418.14401,89661.19807,54390.84808,94341.86617,,107322.5145,,81507.61084,,,,,,,,,,,,81312.03475,,,,,,,,,,149261.1206,,,,
135,1964,3389.46373,8757.248996,7346.647682,22298.82709,49735.15548,9595.40154,42409.49757,33420.7139,38384.66611,36825.13492,51282.79962,51321.9752,,45790.93952,,48904.5665,,,,86.2041698,,74677.21767,,,,84133.4845,,91476.0391,,77551.81213,,74882.63394,,91999.9409,,71167.05962,,85292.06889,,,,,,,
136,1957,,,,,,,,,,,,2586.228085,,33190.04157,38697.66873,36715.76759,,,1509.469859,,8139.339499,,,,,,,,8890.14496,,,,,,,,,,,,,,,,
137,1961,12318.67103,4762.866619,9592.763265,29375.35233,43786.24498,49957.20423,53391.50071,63660.99902,67167.81078,66380.08315,63323.45792,135983.5209,56038.24879,55944.87231,75473.49294,,198582.426,,201011.3529,,166249.7283,,129306.2547,,315224.3893,,312432.2652,,323727.77,,317446.2493,,168704.2733,,168485.9264,,183079.8824,,183255.1785,,180819.1861,,,,
138,1962,3969.055516,5755.657959,9264.534196,9085.645833,25188.50634,36894.423,27851.68707,15352.64246,12907.23839,17589.84942,13351.18821,,7770.121155,10566.28901,,15740.63546,,13584.60181,,,,12314.8814,,9482.821291,,8932.506081,,2629.171391,,3557.401521,,,,18720.65849,,17939.98848,,32914.76507,,34116.82756,,,,,
139,1963,4796.381633,2259.642487,4378.624498,18891.37975,20271.66099,3978.812439,23028.9637,66380.08315,43974.62355,,44830.59904,43512.67847,,,,,47546.10632,,58907.38406,,92361.6105,,,,133987.5912,,73616.79894,,50820.02172,,77551.81213,,,,,,,,,,,,,,
140,1958,,,3342.700562,,10584.14804,23022.63184,27115.70984,28898.92169,28127.16541,28380.32538,35212.49008,40300.68647,49785.06236,56287.51815,64419.48313,62442.62009,62160.96924,63397.73407,,65824.47556,,67923.00903,,71997.91385,,71426.31212,,74677.21767,,72576.61191,,68358.45616,,81312.03475,,72704.82387,,71138.50225,,73599.95272,,72946.23611,,74204.09994,
141,1962,5424.375872,1678.733571,5649.106217,,4198.084389,5676.065076,3978.812439,9595.40154,11063.34719,12312.89459,8344.492633,27210.57252,5439.084808,,,8585.80116,,38036.88506,,42544.22182,,65268.87142,,68750.45436,,49986.30403,,,,57426.62455,,63010.84736,,67394.37055,,65319.95804,,62559.40376,,74204.09994,,,,,
142,1960,25070.25421,25238.25284,39690.55516,40769.24388,41351.45751,39407.62048,48277.97048,,,53734.24863,55316.73596,54528.53321,55073.65138,49633.8775,49728.77539,49812.50534,,,,44829.18596,,56289.2781,,,,,,,,,,60984.02607,,60102.6544,,,,,,,,,,,
143,1961,16525.0465,15876.22206,23981.90816,15817.49741,7662.592871,12594.25317,20271.66099,,,,,50066.9558,56038.24879,59052.92078,55850.38477,,60100.60812,,57055.32759,,,,,,62823.69105,,58061.28953,,78875.14172,,79279.23389,,,,,,,,,,,,,,
144,1964,2553.39601,7064.910627,14680.70111,24182.06439,28211.7696,24564.22794,36877.82397,17589.84942,25033.4779,20814.2067,7148.511462,,,,,,,,,,,,,,,,,14229.60608,,14177.44066,,21528.75726,,22079.98582,,19570.94139,,30705.1448,,,,,,,
145,1962,2646.037011,1918.552653,607.8438289,5801.67746,16330.54827,15203.74574,15915.24975,34543.44555,36877.82397,28143.75907,26702.37643,,7770.121155,15094.69859,,20033.53604,,17659.98235,,14399.58277,,17240.83396,,20150.99524,,11165.6326,,21033.37113,,16262.40695,,15510.36243,,,,,,12454.23543,,10235.04827,,,,,
146,1964,1807.713989,5473.280622,,,,,,,,,9324.145386,28528.98033,,32912.23778,,40753.80542,,35344.43043,,71426.31212,,67209.4959,,55828.16301,,66255.11905,,91476.0391,,90153.9816,,106707.7534,,101199.935,,102302.6482,,106615.0861,,,,,,,
147,1961,11116.84947,9525.733238,14389.1449,29375.35233,30650.37148,27287.54853,32434.65758,31830.49951,32624.36524,33190.04157,26384.77413,,,,,,,,8150.761084,,7854.317874,,6157.4407,,16594.93726,,13398.75912,,12620.02268,,12196.80521,,15122.60337,,11232.39509,,14351.99078,,11564.64719,,,,,,
148,1963,19365.39084,27115.70984,29555.71536,29596.49495,36488.98978,,40300.68647,46097.27996,43974.62355,45060.26022,48032.78468,55944.87231,55095.64984,,46363.32626,,48904.5665,,45424.13837,,41870.59676,,31174.77499,,24341.07907,,37018.73318,,43705.21868,,45561.68963,,44929.58037,,44159.97163,,42700.23577,,44351.87582,,,,,,
149,1964,11729.80415,15325.18574,20990.42195,26150.44267,,33008.1813,44253.38876,44790.79257,48398.05727,53636.60956,54390.84808,65661.93885,,77987.69387,,74715.30993,,89015.60258,,104676.4919,,100754.9762,,106073.5097,,116735.2098,,106722.0456,,110511.3323,,102963.6217,,132479.9149,,106750.5894,,85292.06889,,,,,,,
150,1959,,14373.61242,18928.68963,18786.86278,23022.63184,19432.92539,16419.84187,22039.94304,36083.55656,36804.01506,34543.44555,35033.93277,38169.97324,41722.46317,36825.13492,40404.63,37736.74647,,35774.1715,,33961.50452,,34035.37746,,7388.92884,,284.4846387,,,,,,508.2002172,,,,,,,,,,,,
151,1957,,,,23398.90393,21031.87737,11404.41952,479.6381633,9038.569947,10946.56124,9445.689876,6081.498296,7957.624877,12474.022,27658.36798,130662.6785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1961,6009.107819,15082.41096,20384.62194,19658.88964,23425.64106,27497.45275,34867.2569,35809.31195,44138.84709,54394.79036,56287.51815,64252.59328,60841.52726,58275.90866,68529.93159,,68686.40928,,74715.30993,,76972.31517,,76968.00875,,65194.39637,,94907.87711,,108321.8613,,105705.6452,,110511.3323,,23400.82311,,44706.45128,,71167.05962,,95527.11716,,,,
153,1963,,,,2728.754853,3243.465758,4774.574926,575.7240924,2212.669438,29902.74402,33377.97053,28819.67081,20202.315,30189.39717,,34343.20464,,47631.68931,,17017.68873,,11699.13733,,28448.46387,,23447.82846,,,,,,,,,,,,145.002884,,,,,,,,
155,1963,14389.1449,13557.85492,10922.47881,8396.168779,46624.82027,33819.90573,24948.044,29502.25918,63323.45792,63418.14401,45631.14545,15540.24231,57359.85463,,42929.0058,,48904.5665,,53671.17214,,52953.99002,,71121.15968,,,,,,54885.62346,,9693.976517,,,,,,,,,,,,,,
156,1957,,,,,,,,,,,,,,,43974.62355,,,38850.60577,27170.45746,,,,,,,,,,41487.34315,,15631.88564,,,,,,,,,,,,,,
157,1962,15876.22206,28778.2898,29375.35233,28898.92169,33584.67512,25339.57623,19894.06219,23028.9637,5531.673596,3517.969884,4172.246317,2881.967081,,905.6819152,,,,51621.48686,,,,75120.77654,,,,,,78875.14172,,121968.0521,,121174.7065,,121684.2802,,165599.8936,,,,157790.3275,,,,,
158,1958,,,16713.50281,21632.78815,18522.25907,24651.0034,36154.27979,36561.51456,37782.75951,29191.19182,27851.68707,23028.9637,25814.47678,12312.89459,16688.98527,16010.92823,18648.29077,18113.6383,,21464.5029,,27169.20361,,32726.32448,,36944.6442,,41487.34315,,39191.37043,,43118.41081,,,,63010.84736,,63650.23885,,73599.95272,,75615.00084,,76762.862,
159,1960,12367.99208,24036.43128,18522.25907,21583.71735,31634.99482,36123.65211,35683.71731,42570.48807,48740.45237,51815.16832,60848.40955,56287.51815,55073.65138,56038.24879,57498.89654,60378.79435,,67255.44242,,82866.07102,,124360.033,,,,,,,,,,,,,,,,,,,,127938.1033,,,
160,1960,10195.23671,10816.39407,13230.18505,11990.95408,34346.5658,27666.33889,31485.63292,32840.0908,35809.31195,44138.84709,42409.49757,43974.62355,43391.36169,41628.41339,43512.67847,49812.50534,,49511.45335,,52979.94704,,52362.11916,,67731.8477,,68750.45436,,72576.61191,,70461.79327,,68098.82911,,77551.81213,,74882.63394,,78199.94976,,17791.7649,,,,,
161,1961,6009.107819,9525.733238,38371.05306,1918.436471,5035.418173,25755.24773,16217.32879,3580.931195,39277.81667,40005.06344,41336.14614,42723.80228,41905.40245,46620.72693,41510.42111,,42929.0058,,32603.04434,,51534.79768,,44333.57304,,53340.86976,,17865.01216,,35756.73091,,41672.41781,,50408.67789,,51481.81084,,56119.96395,,45232.8935,,52028.16203,,,,
162,1961,15022.76955,9261.129537,14868.78306,14692.19545,13135.87349,29386.59073,46624.82027,59682.18658,72925.05171,115862.7474,130662.6785,135983.5209,88060.10525,156875.6381,153442.1395,,103029.6139,,99167.59319,,95560.86747,,96056.07492,,91272.15492,,84858.80777,,,,,,,,,,,,,,,,,,
163,1962,9261.129537,8393.667857,10394.35544,15298.914,49747.30001,40543.32197,49735.15548,63329.65017,73755.64794,86190.26216,75100.4337,64043.71291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1960,16713.50281,18027.32346,15876.22206,14389.1449,,,12594.25317,,,34543.44555,36877.82397,35179.69884,,32021.85645,31080.48462,37736.74647,,35774.1715,,,,37962.53639,,,,,,,,,,,,45561.68963,,45865.61329,,,,,,,,,
165,1960,6685.401124,13520.49259,29106.40712,35972.86225,33894.6373,39407.62048,35683.71731,38516.15588,47745.74926,43179.30693,27658.36798,32541.22143,30874.62274,33622.94928,17094.26654,10566.28901,,17171.60232,,12226.14163,,17017.68873,,20935.29838,,23707.05323,,55828.16301,,,,42688.81825,,48469.88258,,46801.64621,,55199.96454,,44479.41226,,51175.24134,,,
166,1962,10589.44012,14868.78306,14687.67616,14230.52962,23089.46414,36488.98978,38793.42128,44138.84709,45912.89084,50131.07085,45060.26022,47232.23827,49728.77539,52831.44505,,52945.77382,,59093.01786,,69379.80789,,66500.35956,,80603.98097,,91558.18733,,74668.4675,,,,65919.04031,,,,,,,,,,,,,
167,1960,6685.401124,12018.21564,5292.074021,5755.657959,3389.46373,6567.936747,5247.605487,,49735.15548,5757.240924,2765.836798,2462.578919,6675.594107,9606.556936,9324.145386,18113.6383,,17171.60232,,24452.28325,,39271.58937,,14777.85768,,,,,,,,,,,,,,,,,,,,,
168,1961,1952.960041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2093.898928,,13104.46094,,12879.99173,,,,,,,,
169,1963,,982.9444818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1957,,,,13370.80225,3004.55391,,11990.95408,6778.92746,15325.18574,82679.17301,12162.99659,13026.63192,,,17589.84942,13668.27893,13329.09775,,,,17171.60232,,23093.82307,,13090.52979,,,,,,,,,,,,,,,,,,,,
171,1962,10861.98193,19185.52653,33894.6373,31307.16516,25188.50634,18244.49489,15915.24975,21109.88339,46097.27996,47492.59344,50066.9558,57639.34162,55944.87231,60378.79435,,64393.5087,,81507.61084,,74616.01981,,99750.53934,,100754.9762,,109423.1995,,108321.8613,,106722.0456,,110511.3323,,117940.1485,,111779.9282,,128990.2956,,126232.262,,,,,
172,1957,,,,,,,,,,,,,,,,,,,,,,,10950.54752,,,,,,,,,,,,,,,,,,,,,,
173,1962,,,18077.13989,14011.59839,20990.42195,7095.081345,,28786.20462,13829.18399,26384.77413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1960,6685.401124,3004.55391,9597.176237,17921.67997,29375.35233,30722.61879,33584.67512,27336.33484,28846.39018,32624.36524,36877.82397,35179.69884,36715.76759,43229.50621,42735.66635,42265.15604,,50083.8401,,55472.72148,,58907.38406,,57879.94258,,64009.04371,,53595.03649,,49954.25642,,45738.01955,,63010.84736,,51481.81084,,30359.9805,,29356.41209,,23028.8586,,,
175,1957,,,,11030.91185,,,,5165.542725,5473.280622,,1520.374574,,,885.0677753,,6675.594107,15370.4911,1709.426654,,,10016.76802,,,,,,,,,,,,,,20328.00869,,9693.976517,,,,,,,,
176,1959,,5014.050843,6009.107819,18522.25907,23981.90816,22596.42487,26271.74699,27287.54853,25104.42497,48740.45237,55653.32893,59004.51835,27246.67675,56742.54991,91262.29089,41958.65423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1960,3008.430506,9013.661729,15876.22206,23981.90816,13557.85492,26271.74699,37782.75951,22298.82709,57692.78036,67167.81078,46097.27996,56287.51815,76769.33223,67245.89855,77701.21155,,,,,81507.61084,,,,,,,,,,,,,,,,,,,,,,,,,
