"R0000100","R8316300","R8316400","R8316500","R8316700","R8316800"
2260,52000,-4,-4,-4,-4
2261,38000,-4,-4,-4,-4
2262,500,-4,-4,-4,-4
2263,40000,-4,-4,-4,-4
2264,17000,-4,-4,-4,-4
2265,0,-4,-4,-4,-4
2266,15000,-4,-4,-4,-4
2267,0,-4,-4,-4,-4
2268,2500,-4,-4,-4,-4
2269,26000,-4,-4,-4,-4
2270,13000,-4,-4,-4,-4
2271,13000,-4,-4,-4,-4
2272,55000,-4,-4,-4,-4
2273,0,-4,-4,-4,-4
2274,-5,-5,-5,-5,-5
2275,0,-4,-4,-4,-4
2276,0,-4,-4,-4,-4
2277,71000,-4,-4,-4,-4
2278,40000,-4,-4,-4,-4
2279,-5,-5,-5,-5,-5
2280,-5,-5,-5,-5,-5
2281,0,-4,-4,-4,-4
2282,-5,-5,-5,-5,-5
2283,0,-4,-4,-4,-4
2284,24000,-4,-4,-4,-4
2285,34000,-4,-4,-4,-4
2286,-1,-4,-4,-4,1
2287,2500,-4,-4,-4,-4
2288,-1,-4,-4,1,-4
2289,0,-4,-4,-4,-4
2290,0,-4,-4,-4,-4
2291,82000,-4,-4,-4,-4
2292,-5,-5,-5,-5,-5
2293,-5,-5,-5,-5,-5
2294,20000,-4,-4,-4,-4
2295,31000,-4,-4,-4,-4
2296,93000,-4,-4,-4,-4
2297,14000,-4,-4,-4,-4
2298,-5,-5,-5,-5,-5
2299,42800,-4,-4,-4,-4
2300,-5,-5,-5,-5,-5
2301,60000,-4,-4,-4,-4
2302,87000,-4,-4,-4,-4
2303,-5,-5,-5,-5,-5
2304,0,-4,-4,-4,-4
2305,-5,-5,-5,-5,-5
2306,25000,-4,-4,-4,-4
2307,-5,-5,-5,-5,-5
2308,-5,-5,-5,-5,-5
2309,0,-4,-4,-4,-4
2310,46000,-4,-4,-4,-4
2311,0,-4,-4,-4,-4
2312,-5,-5,-5,-5,-5
2313,27000,-4,-4,-4,-4
2314,45000,-4,-4,-4,-4
2315,18000,-4,-4,-4,-4
2316,0,-4,-4,-4,-4
2317,0,-4,-4,-4,-4
2318,30000,-4,-4,-4,-4
2319,15000,-4,-4,-4,-4
2320,-5,-5,-5,-5,-5
2321,-5,-5,-5,-5,-5
2322,50000,-4,-4,-4,-4
2323,110000,-4,-4,-4,-4
2324,-5,-5,-5,-5,-5
2325,-5,-5,-5,-5,-5
2326,41000,-4,-4,-4,-4
2327,17000,-4,-4,-4,-4
2328,29000,-4,-4,-4,-4
2329,32121,-4,-4,-4,-4
2330,-5,-5,-5,-5,-5
2331,65700,-4,-4,-4,-4
2332,24000,-4,-4,-4,-4
2333,-2,25000,30000,-4,-4
2334,35000,-4,-4,-4,-4
2335,50000,-4,-4,-4,-4
2336,60000,-4,-4,-4,-4
2337,60000,-4,-4,-4,-4
2338,22000,-4,-4,-4,-4
2339,30000,-4,-4,-4,-4
2340,0,-4,-4,-4,-4
2341,58800,-4,-4,-4,-4
2342,-5,-5,-5,-5,-5
2343,8000,-4,-4,-4,-4
2344,41000,-4,-4,-4,-4
2345,0,-4,-4,-4,-4
2346,-5,-5,-5,-5,-5
2347,0,-4,-4,-4,-4
2348,800,-4,-4,-4,-4
2349,-5,-5,-5,-5,-5
2350,-5,-5,-5,-5,-5
2351,35000,-4,-4,-4,-4
2352,60000,-4,-4,-4,-4
2353,33000,-4,-4,-4,-4
2354,12000,-4,-4,-4,-4
2355,-5,-5,-5,-5,-5
2356,-2,-2,-2,0,-4
2357,-5,-5,-5,-5,-5
2358,-5,-5,-5,-5,-5
2359,14500,-4,-4,-4,-4
2360,20000,-4,-4,-4,-4
2361,55000,-4,-4,-4,-4
2362,19000,-4,-4,-4,-4
2363,6000,-4,-4,-4,-4
2364,-5,-5,-5,-5,-5
2365,30000,-4,-4,-4,-4
2366,-5,-5,-5,-5,-5
2367,43000,-4,-4,-4,-4
2368,-5,-5,-5,-5,-5
2369,61000,-4,-4,-4,-4
2370,45692,-4,-4,-4,-4
2371,-5,-5,-5,-5,-5
2372,-5,-5,-5,-5,-5
2373,-5,-5,-5,-5,-5
2374,20000,-4,-4,-4,-4
2375,71400,-4,-4,-4,-4
2376,47000,-4,-4,-4,-4
2377,18000,-4,-4,-4,-4
2378,37000,-4,-4,-4,-4
2379,-5,-5,-5,-5,-5
2380,22000,-4,-4,-4,-4
2381,-2,-2,-2,1,-4
2382,60000,-4,-4,-4,-4
2383,10000,-4,-4,-4,-4
2384,-2,15000,16000,-4,-4
2385,65000,-4,-4,-4,-4
2386,68000,-4,-4,-4,-4
2387,25000,-4,-4,-4,-4
2388,-5,-5,-5,-5,-5
2389,-5,-5,-5,-5,-5
2390,-5,-5,-5,-5,-5
2391,0,-4,-4,-4,-4
2392,25000,-4,-4,-4,-4
2393,-5,-5,-5,-5,-5
2394,60000,-4,-4,-4,-4
2395,0,-4,-4,-4,-4
2396,4000,-4,-4,-4,-4
2397,8000,-4,-4,-4,-4
2398,-2,-1,-1,1,-4
2399,0,-4,-4,-4,-4
2400,15000,-4,-4,-4,-4
2401,35000,-4,-4,-4,-4
2402,-5,-5,-5,-5,-5
2403,13000,-4,-4,-4,-4
2404,0,-4,-4,-4,-4
2405,0,-4,-4,-4,-4
2406,0,-4,-4,-4,-4
2407,0,-4,-4,-4,-4
2408,-5,-5,-5,-5,-5
2409,-5,-5,-5,-5,-5
2410,15600,-4,-4,-4,-4
2411,-5,-5,-5,-5,-5
2412,2500,-4,-4,-4,-4
2413,42000,-4,-4,-4,-4
2414,0,-4,-4,-4,-4
2415,57000,-4,-4,-4,-4
2416,0,-4,-4,-4,-4
2417,40000,-4,-4,-4,-4
2418,27000,-4,-4,-4,-4
2419,50000,-4,-4,-4,-4
2420,0,-4,-4,-4,-4
2421,28900,-4,-4,-4,-4
2422,42500,-4,-4,-4,-4
2423,0,-4,-4,-4,-4
2424,18000,-4,-4,-4,-4
2425,32000,-4,-4,-4,-4
2426,8000,-4,-4,-4,-4
2427,35000,-4,-4,-4,-4
2428,-5,-5,-5,-5,-5
2429,-5,-5,-5,-5,-5
2430,0,-4,-4,-4,-4
2431,-1,-4,-4,-4,-1
2432,-5,-5,-5,-5,-5
2433,4000,-4,-4,-4,-4
2434,28800,-4,-4,-4,-4
2435,35000,-4,-4,-4,-4
2436,60000,-4,-4,-4,-4
2437,130000,-4,-4,-4,-4
2438,72000,-4,-4,-4,-4
2439,45000,-4,-4,-4,-4
2440,-5,-5,-5,-5,-5
2441,20000,-4,-4,-4,-4
2442,72000,-4,-4,-4,-4
2443,27000,-4,-4,-4,-4
2444,68000,-4,-4,-4,-4
2445,-5,-5,-5,-5,-5
2446,-5,-5,-5,-5,-5
2447,34721,-4,-4,-4,-4
2448,-2,-2,-2,-4,1
2449,9000,-4,-4,-4,-4
2450,13850,-4,-4,-4,-4
2451,19240,-4,-4,-4,-4
2452,27000,-4,-4,-4,-4
2453,-5,-5,-5,-5,-5
2454,13000,-4,-4,-4,-4
2455,-5,-5,-5,-5,-5
2456,-5,-5,-5,-5,-5
2457,-5,-5,-5,-5,-5
2458,14000,-4,-4,-4,-4
2459,5000,-4,-4,-4,-4
2460,8000,-4,-4,-4,-4
2461,50000,-4,-4,-4,-4
2462,15000,-4,-4,-4,-4
2463,30210,-4,-4,-4,-4
2464,9,-4,-4,-4,-4
2465,25000,-4,-4,-4,-4
2466,30000,-4,-4,-4,-4
2467,-5,-5,-5,-5,-5
2468,265933,-4,-4,-4,-4
2469,52000,-4,-4,-4,-4
2470,41000,-4,-4,-4,-4
2471,25500,-4,-4,-4,-4
2472,64000,-4,-4,-4,-4
2473,38000,-4,-4,-4,-4
2474,6000,-4,-4,-4,-4
2475,42000,-4,-4,-4,-4
2476,-5,-5,-5,-5,-5
2477,32000,-4,-4,-4,-4
2478,18000,-4,-4,-4,-4
2479,10000,-4,-4,-4,-4
2480,42000,-4,-4,-4,-4
2481,29000,-4,-4,-4,-4
2482,14000,-4,-4,-4,-4
2483,28000,-4,-4,-4,-4
2484,0,-4,-4,-4,-4
2485,19240,-4,-4,-4,-4
2486,0,-4,-4,-4,-4
2487,0,-4,-4,-4,-4
2488,25800,-4,-4,-4,-4
2489,30000,-4,-4,-4,-4
2490,0,-4,-4,-4,-4
2491,42000,-4,-4,-4,-4
2492,9600,-4,-4,-4,-4
2493,20000,-4,-4,-4,-4
2494,75000,-4,-4,-4,-4
2495,-5,-5,-5,-5,-5
2496,0,-4,-4,-4,-4
2497,-5,-5,-5,-5,-5
2498,28600,-4,-4,-4,-4
2499,-5,-5,-5,-5,-5
2500,-5,-5,-5,-5,-5
2501,-2,-2,-2,0,-4
2502,80000,-4,-4,-4,-4
2503,0,-4,-4,-4,-4
2504,19000,-4,-4,-4,-4
2505,27000,-4,-4,-4,-4
2506,45000,-4,-4,-4,-4
2507,33000,-4,-4,-4,-4
2508,71972,-4,-4,-4,-4
2509,70000,-4,-4,-4,-4
2510,2500,-4,-4,-4,-4
2511,-5,-5,-5,-5,-5
2512,20000,-4,-4,-4,-4
2513,15000,-4,-4,-4,-4
2514,20000,-4,-4,-4,-4
2515,29000,-4,-4,-4,-4
2516,34000,-4,-4,-4,-4
2517,42000,-4,-4,-4,-4
2518,16000,-4,-4,-4,-4
2519,-5,-5,-5,-5,-5
2520,89000,-4,-4,-4,-4
2521,20000,-4,-4,-4,-4
2522,50000,-4,-4,-4,-4
2523,39700,-4,-4,-4,-4
2524,12000,-4,-4,-4,-4
2525,20000,-4,-4,-4,-4
2526,70000,-4,-4,-4,-4
2527,90000,-4,-4,-4,-4
2528,3200,-4,-4,-4,-4
2529,4061,-4,-4,-4,-4
2530,600,-4,-4,-4,-4
2531,-5,-5,-5,-5,-5
2532,-5,-5,-5,-5,-5
2533,26000,-4,-4,-4,-4
2534,-5,-5,-5,-5,-5
2535,32200,-4,-4,-4,-4
2536,42000,-4,-4,-4,-4
2537,12000,-4,-4,-4,-4
2538,5000,-4,-4,-4,-4
2539,34000,-4,-4,-4,-4
2540,26600,-4,-4,-4,-4
2541,57000,-4,-4,-4,-4
2542,12000,-4,-4,-4,-4
2543,30000,-4,-4,-4,-4
2544,94000,-4,-4,-4,-4
2545,99000,-4,-4,-4,-4
2546,20000,-4,-4,-4,-4
2547,48000,-4,-4,-4,-4
2548,40000,-4,-4,-4,-4
2549,35000,-4,-4,-4,-4
2550,37000,-4,-4,-4,-4
2551,37834,-4,-4,-4,-4
2552,17000,-4,-4,-4,-4
2553,38000,-4,-4,-4,-4
2554,-5,-5,-5,-5,-5
2555,-2,-2,-2,-4,-2
2556,16700,-4,-4,-4,-4
2557,89157,-4,-4,-4,-4
2558,60000,-4,-4,-4,-4
2559,36500,-4,-4,-4,-4
2560,-5,-5,-5,-5,-5
2561,-5,-5,-5,-5,-5
2562,-5,-5,-5,-5,-5
2563,-5,-5,-5,-5,-5
2564,16000,-4,-4,-4,-4
2565,28600,-4,-4,-4,-4
2566,30000,-4,-4,-4,-4
2567,40000,-4,-4,-4,-4
2568,36000,-4,-4,-4,-4
2569,17000,-4,-4,-4,-4
2570,13000,-4,-4,-4,-4
2571,-5,-5,-5,-5,-5
2572,52900,-4,-4,-4,-4
2573,36000,-4,-4,-4,-4
2574,19000,-4,-4,-4,-4
2575,-5,-5,-5,-5,-5
2576,7000,-4,-4,-4,-4
2577,40000,-4,-4,-4,-4
2578,22900,-4,-4,-4,-4
2579,25000,-4,-4,-4,-4
2580,-1,-4,-4,-4,-4
2581,31000,-4,-4,-4,-4
2582,30079,-4,-4,-4,-4
2583,-5,-5,-5,-5,-5
2584,20000,-4,-4,-4,-4
2585,48600,-4,-4,-4,-4
2586,50000,-4,-4,-4,-4
2587,30000,-4,-4,-4,-4
2588,61000,-4,-4,-4,-4
2589,96500,-4,-4,-4,-4
2590,45000,-4,-4,-4,-4
2591,29000,-4,-4,-4,-4
2592,5800,-4,-4,-4,-4
2593,72000,-4,-4,-4,-4
2594,51000,-4,-4,-4,-4
2595,16952,-4,-4,-4,-4
2596,0,-4,-4,-4,-4
2597,-5,-5,-5,-5,-5
2598,21000,-4,-4,-4,-4
2599,-1,-4,-4,-4,-4
2600,-5,-5,-5,-5,-5
2601,32000,-4,-4,-4,-4
2602,45000,-4,-4,-4,-4
2603,42000,-4,-4,-4,-4
2604,-5,-5,-5,-5,-5
2605,56000,-4,-4,-4,-4
2606,32000,-4,-4,-4,-4
2607,35000,-4,-4,-4,-4
2608,-5,-5,-5,-5,-5
2609,-1,-4,-4,-4,-1
2610,22000,-4,-4,-4,-4
2611,-5,-5,-5,-5,-5
2612,20000,-4,-4,-4,-4
2613,38300,-4,-4,-4,-4
2614,42000,-4,-4,-4,-4
2615,14000,-4,-4,-4,-4
2616,74000,-4,-4,-4,-4
2617,-5,-5,-5,-5,-5
2618,50000,-4,-4,-4,-4
2619,-1,-4,-4,-4,-4
2620,78000,-4,-4,-4,-4
2621,40600,-4,-4,-4,-4
2622,32000,-4,-4,-4,-4
2623,-5,-5,-5,-5,-5
2624,-1,-4,-4,-4,0
2625,0,-4,-4,-4,-4
2626,19500,-4,-4,-4,-4
2627,20000,-4,-4,-4,-4
2628,-2,-2,-2,0,-4
2629,35000,-4,-4,-4,-4
2630,50000,-4,-4,-4,-4
2631,47000,-4,-4,-4,-4
2632,23000,-4,-4,-4,-4
2633,78000,-4,-4,-4,-4
2634,-5,-5,-5,-5,-5
2635,26000,-4,-4,-4,-4
2636,37000,-4,-4,-4,-4
2637,45000,-4,-4,-4,-4
2638,-5,-5,-5,-5,-5
2639,26000,-4,-4,-4,-4
2640,5000,-4,-4,-4,-4
2641,0,-4,-4,-4,-4
2642,60000,-4,-4,-4,-4
2643,-5,-5,-5,-5,-5
2644,-5,-5,-5,-5,-5
2645,12000,-4,-4,-4,-4
2646,81000,-4,-4,-4,-4
2647,32000,-4,-4,-4,-4
2648,-5,-5,-5,-5,-5
2649,34300,-4,-4,-4,-4
2650,33000,-4,-4,-4,-4
2651,0,-4,-4,-4,-4
2652,32000,-4,-4,-4,-4
2653,12000,-4,-4,-4,-4
2654,9000,-4,-4,-4,-4
2655,2003,-4,-4,-4,-4
2656,57000,-4,-4,-4,-4
2657,-5,-5,-5,-5,-5
2658,4000,-4,-4,-4,-4
2659,700,-4,-4,-4,-4
2660,0,-4,-4,-4,-4
2661,19000,-4,-4,-4,-4
2662,0,-4,-4,-4,-4
2663,0,-4,-4,-4,-4
2664,0,-4,-4,-4,-4
2665,20000,-4,-4,-4,-4
2666,13300,-4,-4,-4,-4
2667,14000,-4,-4,-4,-4
2668,-5,-5,-5,-5,-5
2669,0,-4,-4,-4,-4
2670,-5,-5,-5,-5,-5
2671,14000,-4,-4,-4,-4
2672,10000,-4,-4,-4,-4
2673,24000,-4,-4,-4,-4
2674,23000,-4,-4,-4,-4
2675,7000,-4,-4,-4,-4
2676,18000,-4,-4,-4,-4
2677,2880,-4,-4,-4,-4
2678,18000,-4,-4,-4,-4
2679,9800,-4,-4,-4,-4
2680,40500,-4,-4,-4,-4
2681,-2,2500,3000,-4,-4
2682,31000,-4,-4,-4,-4
2683,400,-4,-4,-4,-4
2684,36000,-4,-4,-4,-4
2685,55000,-4,-4,-4,-4
2686,-5,-5,-5,-5,-5
2687,-5,-5,-5,-5,-5
2688,28000,-4,-4,-4,-4
2689,30000,-4,-4,-4,-4
2690,20000,-4,-4,-4,-4
2691,12500,-4,-4,-4,-4
2692,13500,-4,-4,-4,-4
2693,14700,-4,-4,-4,-4
2694,24000,-4,-4,-4,-4
2695,30000,-4,-4,-4,-4
2696,47000,-4,-4,-4,-4
2697,-5,-5,-5,-5,-5
2698,10440,-4,-4,-4,-4
2699,0,-4,-4,-4,-4
2700,-2,-2,-2,0,-4
2701,79000,-4,-4,-4,-4
2702,109000,-4,-4,-4,-4
2703,95000,-4,-4,-4,-4
2704,-5,-5,-5,-5,-5
2705,13000,-4,-4,-4,-4
2706,24000,-4,-4,-4,-4
2707,22000,-4,-4,-4,-4
2708,28000,-4,-4,-4,-4
2709,14400,-4,-4,-4,-4
2710,20000,-4,-4,-4,-4
2711,28611,-4,-4,-4,-4
2712,20000,-4,-4,-4,-4
2713,43000,-4,-4,-4,-4
2714,50000,-4,-4,-4,-4
2715,-5,-5,-5,-5,-5
2716,24000,-4,-4,-4,-4
2717,58000,-4,-4,-4,-4
2718,70000,-4,-4,-4,-4
2719,17000,-4,-4,-4,-4
2720,0,-4,-4,-4,-4
2721,0,-4,-4,-4,-4
2722,60000,-4,-4,-4,-4
2723,68200,-4,-4,-4,-4
2724,265933,-4,-4,-4,-4
2725,9199,-4,-4,-4,-4
2726,-1,-4,-4,-4,-4
2727,-5,-5,-5,-5,-5
2728,55000,-4,-4,-4,-4
2729,11000,-4,-4,-4,-4
2730,35000,-4,-4,-4,-4
2731,15000,-4,-4,-4,-4
2732,33000,-4,-4,-4,-4
2733,35000,-4,-4,-4,-4
2734,15000,-4,-4,-4,-4
2735,26000,-4,-4,-4,-4
2736,30695,-4,-4,-4,-4
2737,52000,-4,-4,-4,-4
2738,25000,-4,-4,-4,-4
2739,50000,-4,-4,-4,-4
2740,43000,-4,-4,-4,-4
2741,-5,-5,-5,-5,-5
2742,-5,-5,-5,-5,-5
2743,-2,-2,-2,0,-4
2744,12000,-4,-4,-4,-4
2745,33000,-4,-4,-4,-4
2746,30000,-4,-4,-4,-4
2747,15000,-4,-4,-4,-4
2748,38000,-4,-4,-4,-4
2749,-5,-5,-5,-5,-5
2750,17000,-4,-4,-4,-4
2751,-5,-5,-5,-5,-5
2752,25500,-4,-4,-4,-4
2753,16800,-4,-4,-4,-4
2754,-5,-5,-5,-5,-5
2755,0,-4,-4,-4,-4
2756,-5,-5,-5,-5,-5
2757,0,-4,-4,-4,-4
2758,-5,-5,-5,-5,-5
2759,43000,-4,-4,-4,-4
2760,26000,-4,-4,-4,-4
2761,0,-4,-4,-4,-4
2762,0,-4,-4,-4,-4
2763,-5,-5,-5,-5,-5
2764,21000,-4,-4,-4,-4
2765,68000,-4,-4,-4,-4
2766,0,-4,-4,-4,-4
2767,31000,-4,-4,-4,-4
2768,-5,-5,-5,-5,-5
2769,12000,-4,-4,-4,-4
2770,52000,-4,-4,-4,-4
2771,0,-4,-4,-4,-4
2772,21000,-4,-4,-4,-4
2773,30000,-4,-4,-4,-4
2774,60000,-4,-4,-4,-4
2775,26000,-4,-4,-4,-4
2776,0,-4,-4,-4,-4
2777,8100,-4,-4,-4,-4
2778,0,-4,-4,-4,-4
2779,40000,-4,-4,-4,-4
2780,26000,-4,-4,-4,-4
2781,16000,-4,-4,-4,-4
2782,-5,-5,-5,-5,-5
2783,0,-4,-4,-4,-4
2784,0,-4,-4,-4,-4
2785,10000,-4,-4,-4,-4
2786,80000,-4,-4,-4,-4
2787,24000,-4,-4,-4,-4
2788,-5,-5,-5,-5,-5
2789,-5,-5,-5,-5,-5
2790,-5,-5,-5,-5,-5
2791,0,-4,-4,-4,-4
2792,0,-4,-4,-4,-4
2793,-5,-5,-5,-5,-5
2794,25000,-4,-4,-4,-4
2795,26000,-4,-4,-4,-4
2796,-5,-5,-5,-5,-5
2797,60000,-4,-4,-4,-4
2798,3000,-4,-4,-4,-4
2799,-5,-5,-5,-5,-5
2800,4000,-4,-4,-4,-4
2801,46000,-4,-4,-4,-4
2802,58000,-4,-4,-4,-4
2803,52000,-4,-4,-4,-4
2804,89000,-4,-4,-4,-4
2805,-5,-5,-5,-5,-5
2806,29000,-4,-4,-4,-4
2807,56000,-4,-4,-4,-4
2808,0,-4,-4,-4,-4
2809,0,-4,-4,-4,-4
2810,4000,-4,-4,-4,-4
2811,15000,-4,-4,-4,-4
2812,-5,-5,-5,-5,-5
2813,60000,-4,-4,-4,-4
2814,265933,-4,-4,-4,-4
2815,-2,-2,-2,1,-4
2816,70000,-4,-4,-4,-4
2817,0,-4,-4,-4,-4
2818,38000,-4,-4,-4,-4
2819,30000,-4,-4,-4,-4
2820,-5,-5,-5,-5,-5
2821,70000,-4,-4,-4,-4
2822,-5,-5,-5,-5,-5
2823,-5,-5,-5,-5,-5
2824,-5,-5,-5,-5,-5
2825,-5,-5,-5,-5,-5
2826,0,-4,-4,-4,-4
2827,-5,-5,-5,-5,-5
2828,-2,-2,-2,-2,-4
2829,13000,-4,-4,-4,-4
2830,24000,-4,-4,-4,-4
2831,15000,-4,-4,-4,-4
2832,-5,-5,-5,-5,-5
2833,-5,-5,-5,-5,-5
2834,-5,-5,-5,-5,-5
2835,-5,-5,-5,-5,-5
2836,-5,-5,-5,-5,-5
2837,30000,-4,-4,-4,-4
2838,68000,-4,-4,-4,-4
2839,69000,-4,-4,-4,-4
2840,81000,-4,-4,-4,-4
2841,41337,-4,-4,-4,-4
2842,85000,-4,-4,-4,-4
2843,-5,-5,-5,-5,-5
2844,-5,-5,-5,-5,-5
2845,55000,-4,-4,-4,-4
2846,-5,-5,-5,-5,-5
2847,-2,30000,35000,-4,-4
2848,65800,-4,-4,-4,-4
2849,6000,-4,-4,-4,-4
2850,85000,-4,-4,-4,-4
2851,265933,-4,-4,-4,-4
2852,33000,-4,-4,-4,-4
2853,-5,-5,-5,-5,-5
2854,38000,-4,-4,-4,-4
2855,0,-4,-4,-4,-4
2856,5200,-4,-4,-4,-4
2857,-5,-5,-5,-5,-5
2858,37000,-4,-4,-4,-4
2859,-5,-5,-5,-5,-5
2860,-5,-5,-5,-5,-5
2861,124000,-4,-4,-4,-4
2862,-5,-5,-5,-5,-5
2863,40000,-4,-4,-4,-4
2864,25000,-4,-4,-4,-4
2865,0,-4,-4,-4,-4
2866,90000,-4,-4,-4,-4
2867,24000,-4,-4,-4,-4
2868,92000,-4,-4,-4,-4
2869,-5,-5,-5,-5,-5
2870,72000,-4,-4,-4,-4
2871,70000,-4,-4,-4,-4
2872,265933,-4,-4,-4,-4
2873,79000,-4,-4,-4,-4
2874,33000,-4,-4,-4,-4
2875,-5,-5,-5,-5,-5
2876,26000,-4,-4,-4,-4
2877,48000,-4,-4,-4,-4
2878,0,-4,-4,-4,-4
2879,45000,-4,-4,-4,-4
2880,-5,-5,-5,-5,-5
2881,30000,-4,-4,-4,-4
2882,-5,-5,-5,-5,-5
2883,10000,-4,-4,-4,-4
2884,75000,-4,-4,-4,-4
2885,48100,-4,-4,-4,-4
2886,-5,-5,-5,-5,-5
2887,20800,-4,-4,-4,-4
2888,-5,-5,-5,-5,-5
2889,129000,-4,-4,-4,-4
2890,-5,-5,-5,-5,-5
2891,-5,-5,-5,-5,-5
2892,0,-4,-4,-4,-4
2893,265933,-4,-4,-4,-4
2894,110000,-4,-4,-4,-4
2895,265933,-4,-4,-4,-4
2896,265933,-4,-4,-4,-4
2897,-5,-5,-5,-5,-5
2898,-5,-5,-5,-5,-5
2899,25000,-4,-4,-4,-4
2900,0,-4,-4,-4,-4
2901,-5,-5,-5,-5,-5
2902,15000,-4,-4,-4,-4
2903,140000,-4,-4,-4,-4
2904,74000,-4,-4,-4,-4
2905,-5,-5,-5,-5,-5
2906,-5,-5,-5,-5,-5
2907,265933,-4,-4,-4,-4
2908,0,-4,-4,-4,-4
2909,0,-4,-4,-4,-4
2910,35500,-4,-4,-4,-4
2911,35000,-4,-4,-4,-4
2912,12000,-4,-4,-4,-4
2913,32000,-4,-4,-4,-4
2914,-5,-5,-5,-5,-5
2915,24000,-4,-4,-4,-4
2916,-5,-5,-5,-5,-5
2917,-5,-5,-5,-5,-5
2918,13000,-4,-4,-4,-4
2919,2000,-4,-4,-4,-4
2920,35000,-4,-4,-4,-4
2921,58000,-4,-4,-4,-4
2922,-5,-5,-5,-5,-5
2923,50000,-4,-4,-4,-4
2924,-5,-5,-5,-5,-5
2925,-5,-5,-5,-5,-5
2926,-5,-5,-5,-5,-5
2927,-5,-5,-5,-5,-5
2928,6000,-4,-4,-4,-4
2929,40000,-4,-4,-4,-4
2930,18000,-4,-4,-4,-4
2931,-5,-5,-5,-5,-5
2932,-5,-5,-5,-5,-5
2933,17000,-4,-4,-4,-4
2934,-5,-5,-5,-5,-5
2935,-5,-5,-5,-5,-5
2936,48000,-4,-4,-4,-4
2937,-5,-5,-5,-5,-5
2938,14300,-4,-4,-4,-4
2939,58000,-4,-4,-4,-4
2940,20000,-4,-4,-4,-4
2941,265933,-4,-4,-4,-4
2942,6000,-4,-4,-4,-4
2943,0,-4,-4,-4,-4
2944,24000,-4,-4,-4,-4
2945,35000,-4,-4,-4,-4
2946,56000,-4,-4,-4,-4
2947,-5,-5,-5,-5,-5
2948,14000,-4,-4,-4,-4
2949,0,-4,-4,-4,-4
2950,42000,-4,-4,-4,-4
2951,20000,-4,-4,-4,-4
2952,19000,-4,-4,-4,-4
2953,85000,-4,-4,-4,-4
2954,-5,-5,-5,-5,-5
2955,265933,-4,-4,-4,-4
2956,92000,-4,-4,-4,-4
2957,60000,-4,-4,-4,-4
2958,92000,-4,-4,-4,-4
2959,110000,-4,-4,-4,-4
2960,-2,-2,-2,0,-4
2961,60000,-4,-4,-4,-4
2962,130000,-4,-4,-4,-4
2963,60000,-4,-4,-4,-4
2964,0,-4,-4,-4,-4
2965,-5,-5,-5,-5,-5
2966,-5,-5,-5,-5,-5
2967,-5,-5,-5,-5,-5
2968,45000,-4,-4,-4,-4
2969,-5,-5,-5,-5,-5
2970,0,-4,-4,-4,-4
2971,0,-4,-4,-4,-4
2972,-5,-5,-5,-5,-5
2973,0,-4,-4,-4,-4
2974,71000,-4,-4,-4,-4
2975,35000,-4,-4,-4,-4
2976,52000,-4,-4,-4,-4
2977,50000,-4,-4,-4,-4
2978,0,-4,-4,-4,-4
2979,0,-4,-4,-4,-4
2980,66000,-4,-4,-4,-4
2981,16328,-4,-4,-4,-4
2982,-5,-5,-5,-5,-5
2983,0,-4,-4,-4,-4
2984,265933,-4,-4,-4,-4
2985,93000,-4,-4,-4,-4
2986,-5,-5,-5,-5,-5
2987,96000,-4,-4,-4,-4
2988,85000,-4,-4,-4,-4
2989,62000,-4,-4,-4,-4
2990,0,-4,-4,-4,-4
2991,41000,-4,-4,-4,-4
2992,-5,-5,-5,-5,-5
2993,5000,-4,-4,-4,-4
2994,265933,-4,-4,-4,-4
2995,14000,-4,-4,-4,-4
2996,50000,-4,-4,-4,-4
2997,65500,-4,-4,-4,-4
2998,38000,-4,-4,-4,-4
2999,43000,-4,-4,-4,-4
3000,-5,-5,-5,-5,-5
3001,-5,-5,-5,-5,-5
3002,43000,-4,-4,-4,-4
3003,0,-4,-4,-4,-4
3004,0,-4,-4,-4,-4
3005,-5,-5,-5,-5,-5
3006,-5,-5,-5,-5,-5
3007,-5,-5,-5,-5,-5
3008,-5,-5,-5,-5,-5
3009,0,-4,-4,-4,-4
3010,50000,-4,-4,-4,-4
3011,66000,-4,-4,-4,-4
3012,40000,-4,-4,-4,-4
3013,-5,-5,-5,-5,-5
3014,0,-4,-4,-4,-4
3015,-5,-5,-5,-5,-5
3016,83000,-4,-4,-4,-4
3017,-1,-4,-4,-4,-4
3018,-1,-4,-4,1,-4
3019,75000,-4,-4,-4,-4
3020,0,-4,-4,-4,-4
3021,0,-4,-4,-4,-4
3022,-5,-5,-5,-5,-5
3023,20000,-4,-4,-4,-4
3024,85000,-4,-4,-4,-4
3025,10000,-4,-4,-4,-4
3026,-5,-5,-5,-5,-5
3027,32000,-4,-4,-4,-4
3028,38700,-4,-4,-4,-4
3029,-5,-5,-5,-5,-5
3030,-5,-5,-5,-5,-5
3031,-5,-5,-5,-5,-5
3032,0,-4,-4,-4,-4
3033,265933,-4,-4,-4,-4
3034,-5,-5,-5,-5,-5
3035,30000,-4,-4,-4,-4
3036,51000,-4,-4,-4,-4
3037,65000,-4,-4,-4,-4
3038,-5,-5,-5,-5,-5
3039,55000,-4,-4,-4,-4
3040,-5,-5,-5,-5,-5
