,,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income
age,,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0
code,spouse_birthyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,52836.06314923038,62160.969236881625,60378.794348421434,,58669.64125754549,,69281.46921243968,,58907.38405757002,,61574.407002445696,,65194.39637492358,,,,,,,,,,,,22999.98522480949,,,,,,,,,,,,,,
2222,1957.0,,,,,,,,,,,,,,,1758.9849421372844,15020.08674000292,12067.436604719678,15136.196009180676,20445.769236234206,,,,,,9163.370853399781,,24629.762800978282,,29633.81653405617,,29691.650212775527,,27033.140239912173,,30971.754038099487,,30066.83756397598,,29953.05357757264,,34334.37794359561,,38252.29454409489,,610.6912132805755,,,,,,,,,,,,,,,,,,,,,
2223,1963.0,14389.144898156726,15817.497407599736,,,44597.65417145869,45756.34304407628,,,,,,,,,32912.23777862308,,33961.504515901805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,1959.0,,,,,,,,,,,,,,,84359.97973544848,14607.827770667182,36227.27660905286,,64393.508697306024,,67923.00903180361,,36653.483413599126,,36944.64420146742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,1962.0,26460.37010576902,39570.148469930995,31634.994815199472,33934.33985819697,29386.59072615237,,17904.655973768982,17271.72277253425,25814.476779376968,26384.774132059265,28371.274953338852,14409.835404335558,9324.145385532243,13585.22872839482,,22895.469759042142,,27169.20361272144,,13090.529790571116,,1847.2322100733709,,14224.231936346961,,21214.701942040276,,20507.536848017404,,18295.207819827738,,31020.724853212254,,28080.98772897435,,29439.98108775615,,,,31558.065490756002,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,1961.0,,,,,,,,21883.468412384307,23028.96369671233,22126.694382323112,21107.819305647412,20026.782320003895,24016.392340559265,25641.39981021367,25660.98759807911,,31481.270918682945,,16301.522167632866,,26181.05958114223,,25861.250941027192,,10668.173952260222,,5582.816300536914,,18930.034013554527,,12196.805213218491,,11632.771819954596,,10764.378629440167,,13799.991134885695,,28466.82384676829,,19617.17584560508,,,,,,,,,,,,,,,,,,,,,,,,,
2231,1963.0,,1920.696113779968,,1154.473207098843,,,,,,,,,,,,,,,,,,,,,,,,,914.7603909913869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,1966.0,,,,,,,,,49728.7753895053,45284.09576131607,,48652.87323796455,,47546.10632226253,,58907.38405757002,,55786.412744215806,,53696.475559709776,,50580.31568286444,,50480.09070281207,,48787.220852873965,,53316.870841458556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,1961.0,,,,,,7262.685993749086,24934.143014042817,27851.687070307304,33583.90539103881,33190.04157348467,43974.62355343211,41722.46316667478,35224.04209948692,41958.6542348951,45284.09576131607,,42213.52236823395,,43470.72578035431,,,,43102.08490171198,,54526.22242266335,,55828.16300536914,,52583.42781542924,,55902.023893918085,,29081.92954988649,,79562.79856542732,,78199.94976435226,,75615.00084297828,,93821.27578332865,,,,,,,,,,,,,,,,,,,,,,,,,
2235,1964.0,,,,,,,55316.73595580779,61564.47297480495,58411.448433344696,72049.1770216778,77701.21154610203,70945.08335939518,,,,101884.51354770541,,78543.1787434267,,104676.49190415768,,88901.44960216852,,83742.24450805371,,78875.14172314385,,,,77551.81213303063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,1962.0,,,,,,,33819.9057282303,7676.321232237444,36877.82397053853,,11682.289686668939,24016.392340559265,13986.218078298363,22642.047880658036,,32912.23777862308,,36678.42487717395,,35344.43043454202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,1959.0,,,,,,22596.424867999624,17514.497991327466,20990.421947251692,38516.15587535069,41777.53060546096,40300.68646924658,46097.279963173154,52769.54826411853,,4803.278468111853,,36227.27660905286,,40782.555508293815,,43470.72578035431,,58907.38405757002,,41870.59676166307,,42672.69580904089,,50245.34670483223,,55738.433484354995,,50820.02172174372,,53316.870841458556,,60842.14007944443,,54279.965130550394,,53375.294712690535,,42646.03444696756,,,,,,,,,,,,,,,,,,,,,,,
2238,1969.0,,,,,33622.94927678297,34188.53308028489,33208.33689163179,,,,,,,,,,,,,,47325.08503388631,,60984.02606609246,,,,,,52439.96631256564,,48927.353486633,,59704.4482257546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,1964.0,,,,29596.625041058956,29841.093289614968,32624.365237009133,36877.82397053853,,,,,,,,,67923.00903180361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,1961.0,,18522.259074038313,23981.90816359454,27115.70984159955,32839.683733738995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,1960.0,,,,,,26271.746986991202,6297.126584175508,32434.65757924269,11936.437315845988,37997.790099575344,35033.9327720116,49251.57837984396,66755.94106667966,92863.38371682915,229196.81772176808,204613.16775778928,,103029.61391568965,,108676.81445088577,,78543.1787434267,,92361.61050366855,,47414.106454489876,,50245.34670483223,,52583.42781542924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,1952.0,,,,,,,,,,,,,,,,,,,,,83444.92633334956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,1965.0,,,,,,,56287.5181483931,50066.95580000974,56038.24879463828,49728.7753895053,52831.44505486875,,67255.44241718629,,65206.08867053146,,65452.64895285559,,61574.407002445696,,66379.74903628582,,64760.66908622821,,66044.78533617912,,52852.82259061346,,42653.49667316685,,,,44159.97163163422,,46258.588750998475,,55439.844781057844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,1961.0,,,4796.381632718909,,,,,,46057.92739342466,27658.367977903894,31661.728958471114,23364.579373337878,33622.94927678297,20979.32711744755,4377.462590260554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,1959.0,,,,,19185.526530875635,18077.139894399697,10946.561244579667,16792.337557801355,20271.66098702668,19894.062193076647,24948.04400477169,47941.171161700084,43974.62355343211,50066.95580000974,43229.50621300667,40404.630003973056,45284.09576131607,,50083.84009790469,,32603.04433526573,,32726.324476427795,,34481.66792136959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,1969.0,,,,,,,,,,,,,,,,,,,,,,,5082.510372391589,,,,,,,,22239.706130287726,,17058.413778787028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,1958.0,,,,,,,,,,4054.332197405336,9947.031096538323,23028.96369671233,9219.455992634632,,15020.08674000292,16010.928227039509,31080.484618440812,30189.397174210717,,27188.370338862547,,33961.504515901805,,39271.58937171335,,30787.203501222848,,,,2791.408150268457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,1956.0,,,,,,,,,,,,,47745.74926338395,31933.49632610777,,8794.924710686422,11682.289686668939,1601.092822703951,466.2072692766122,15396.592558847464,,14595.861971389366,,26218.28148627619,,39271.58937171335,,9851.905120391311,,11853.526613622469,,14515.322381395978,,23136.708238788862,,15246.006516523115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,1963.0,,,,,,,,,,,,,18113.63830452643,,17171.602319281606,,,,39271.58937171335,,36944.64420146742,,47414.106454489876,,66993.79560644297,,42066.74225234339,,60984.02606609246,,48469.88258314414,,28080.98772897435,,45999.97044961898,,46258.588750998475,,51175.241336361076,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,1963.0,,11298.212433999812,3940.76204804868,4198.084389450339,1216.299659221601,2984.109328961497,6141.056985789955,9219.455992634632,,8678.272338668354,8005.464113519754,15540.242309220406,7547.349293552679,,17171.602319281606,,21056.13279985912,,23562.95362302801,,25861.250941027192,,28448.463872693923,,27914.08150268457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,1965.0,,,,,,,,36715.76758667381,40027.32056759878,,37736.7464677634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,1962.0,,6235.296122534581,61010.347143598985,18609.154115785434,,,,,35402.71101171699,33420.7139006084,31709.072006672835,30420.76363137507,,,,,,25810.74343208537,,26181.05958114223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,1963.0,,,,,,,,,,,,24242.77800238383,24151.517739368574,,26329.790222898464,,21735.362890177155,,28799.16553925646,,32018.691641271766,,28448.463872693923,,30147.208022899336,,,,,,26173.736594897837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,1960.0,,,,,,,,,,,,,10095.16718780863,12008.196170279632,,15446.405064184912,,14366.907273798946,,14943.061986996792,,,,,,,,,,,,,,7270.482387471622,,14882.923496356407,,10119.993498916176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,1964.0,,,,2635.3159283134687,4376.693682476862,7676.321232237444,23970.585580850042,28143.75907419655,28371.274953338852,,,,,3863.610521838362,,8694.145156070861,,9817.897342928338,,,,8297.468629535728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,1966.0,,,3978.812438615329,3838.160616118722,,,,,,,,,,,,,,,,,,,,,,,,,,,,13799.991134885695,,6671.911839086317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,1959.0,,26741.60449558114,29745.083704247445,29106.407116345923,26380.098979954,33894.637301999435,32839.683733738995,28337.06962878978,36488.98977664803,32825.20261857646,42219.766777305944,49785.062360227006,43974.62355343211,41722.46316667478,40027.32056759878,26418.41192567469,37736.7464677634,,34343.20463856321,,44829.185960990384,,54980.225120398696,,,,,,,,,,,,48469.88258314414,,35569.25112336751,,45999.97044961898,,,,59704.4482257546,,,,,,,,,,,,,,,,,,,,,,,
2275,1966.0,18891.37975252652,22298.827085729346,,,,22866.804247784698,26702.37642667186,24016.392340559265,24864.38769475265,23396.782810013305,,27188.370338862547,,24452.2832514493,,31417.271497370682,,35713.15606141851,,47414.106454489876,,41312.84062397316,,43118.41080865198,,35574.015205220596,,31990.122504875137,,40249.41574486323,,46919.96985861137,,38252.29454409489,,42646.03444696756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,1968.0,11936.437315845988,,,8794.924710686422,,,,,,,,,,15708.635748685341,,12314.881400489141,,11853.526613622469,,18981.575421825506,,21874.705971218562,,20328.008688697486,,25204.338943234954,,19469.484825422216,,27599.98226977139,,17346.970781624426,,15352.572400908322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,1964.0,,,,,9947.031096538323,,3134.6150374957747,17589.849421372845,23364.579373337878,24016.392340559265,24864.38769475265,24906.25266872384,,24326.436618982276,,28527.663793357515,,32726.324476427795,,32018.691641271766,,33189.87451814291,,33496.89780322149,,31550.05668925754,,30695.293119933205,,30410.004332664634,,28080.98772897435,,29439.98108775615,,29356.412091979797,,29852.2241128773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,1958.0,,,,,,,,,41980.843894503385,40543.32197405336,59682.186579229936,72925.05170625572,55316.73595580779,54528.533206255815,50066.95580000974,56038.24879463828,46620.72692766122,45284.09576131607,,50083.84009790469,,47546.10632226253,,45816.85426699891,,43102.08490171198,,47414.106454489876,,,,,,,,,,,,9199.994089923797,,16012.588413807161,,,,,,,,,,,,,,,,,,,,,,,,
2279,1960.0,2674.1604495581137,,,,,,,,,,,,,16010.928227039509,18648.290771064487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,1966.0,,,,,,,,,,,,,,,,,,49259.525601956564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,1955.0,,,,,,40112.40674337171,51077.41646183904,79381.11031730707,43167.434694470176,47452.49222279921,,37782.75950505304,40543.32197405336,41538.801859144034,40300.68646924658,51628.953558753936,27264.266603127908,41722.46316667478,52836.06314923038,54390.84808227142,37736.7464677634,,57238.674397605355,,71998.38957371183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,1965.0,,,,,,,25505.281660990622,,,29526.46038751877,33208.33689163179,,26570.192655368406,,35319.96469653787,,35344.43043454202,,36944.64420146742,,37931.2851635919,,33496.89780322149,,,,28459.212164176482,,31020.724853212254,,28080.98772897435,,31279.979905740907,,27577.235601556782,,25587.620668180538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,1956.0,,,,,,24036.43127615955,,,,,,,,57188.59318016896,,,,40027.32056759878,46620.72692766122,48303.03547873715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,1952.0,,,,,,,,,,,39690.55515865354,47963.81632718908,42933.20724919928,56922.11847181427,54575.0970628544,60814.982961080044,59682.186579229936,76763.21232237444,73755.64794107706,70359.39768549138,66755.94106667966,64043.712908158035,62160.969236881625,67926.14364197411,,107322.51449551004,,122261.41625724648,,104724.23832456893,,49259.525601956564,,42672.69580904089,,27914.08150268457,,,,40656.01737739497,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,1963.0,,,,,,,53734.24862566211,40565.60636759238,31661.728958471114,25033.47790000487,8005.464113519754,,981.1554081618483,,,,,,,,110833.93260440225,,,,145153.22381395978,,163008.62622783062,,162624.0695095799,,155103.62426606126,,159125.59713085464,,165599.89361862832,,160125.88413807165,,187642.5515666573,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,1959.0,,,,,,,21893.122489159334,39881.80169977821,40543.32197405336,,,,56287.5181483931,58411.448433344696,67245.89855356594,85471.33270071223,95096.60109876376,,89435.42874625837,,106978.73922509069,,104724.23832456893,,113296.90888450008,,118535.26613622469,,122821.95861181212,,120941.88397548726,,,,169644.5890410045,,335706.33623403974,,310074.7608079736,,333679.2132493658,,170584.13778787025,,,,,,,,,,,,,,,,,,,,,,,
2288,1964.0,,,,,,,,35179.69884274569,40053.56464000779,44830.59903571063,,83020.84222907947,,121632.1830949114,,129053.71716042684,,140068.66875911097,,129306.25470513596,,88901.44960216852,,113889.45253095306,,,,,,63010.84735808739,,,,82799.94680931416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,1950.0,,,,,,,,,,,,,33075.462632211274,38371.05306175127,32764.816058599456,35028.99598265493,32535.154018240126,29393.908431188684,34814.60883788413,,51628.953558753936,52769.54826411853,33377.97053333983,40827.86697895075,48951.76327404428,40755.686185184466,,,,39395.34523844609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,1958.0,,,,,,,,,,,,,,61564.47297480495,66755.94106667966,64043.712908158035,66823.04192964775,67926.14364197411,,60816.0915474557,,61130.70812862324,,60216.43703662714,,61574.407002445696,,73491.86500445931,,69226.92212665774,,65203.45049113225,,60984.02606609246,,63010.84735808739,,60842.14007944443,,60719.96099349706,,64050.353655228646,,66527.8137372694,,,,,,,,,,,,,,,,,,,,,,
2291,1961.0,,,,,,,,,,,,,63723.49434361724,62160.969236881625,54340.91491357928,,50083.84009790469,,54338.40722544288,,,,,,,,13398.759121288595,,15775.02834462877,,12196.805213218491,,19387.953033257658,,11232.39509158974,,13799.991134885695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,1961.0,,,,,,,,,,,87949.24710686422,83444.92633334956,80054.64113519755,85471.33270071223,105662.8901097375,,107322.51449551004,,108676.81445088577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,1964.0,,,,,994.7031096538323,,,,,1921.3113872447411,35742.55731120693,43774.625902605534,,60100.60811748562,,74715.30993498398,,78543.1787434267,,98519.05120391313,,118535.26613622469,,100490.69340966445,,94650.17006777262,,96558.04127131306,,116327.71819954595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,1957.0,,,,,,,,,,,,,,,35179.69884274569,75100.4337000146,,,,,,,,,,,33250.17978132068,,77047.92298854604,,50915.284660896665,,,,24393.610426436982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,1930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133708.0224779057,75113.8477379986,,,,,,,173703.01463262943,,,,,48032.78468111853,31080.484618440812,18113.63830452643,,27188.370338862547,,20376.902709541082,,39271.58937171335,,,,,,,,22085.03968248028,,,,,,
2298,1958.0,,,,,,,,,,,,,,35179.69884274569,33377.97053333983,24016.392340559265,23310.36346383061,52831.44505486875,,51514.80695784483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,1957.0,,,,,,,58755.67500080662,97950.98251780476,50354.18172506646,44079.88608922856,41151.471803664164,51724.56170199928,,49785.062360227006,40456.65366915754,31709.072006672835,36825.13492219087,82363.28423886815,34717.80675034232,,71548.34299700671,,,,,,73889.28840293484,,61638.338390836834,,44662.530404295314,,52583.42781542924,,38115.01629130779,,,,37441.3169719658,,23919.984633801872,,53375.294712690535,,51175.241336361076,,,,,,,,,,,,,,,,,,,,,
2300,1958.0,,,,,50758.927973896716,52760.197959908,58524.74040811902,61300.742969646126,66119.82913384284,34461.82367794536,73011.20824859128,38381.60616118722,,,40053.56464000779,38426.22774489482,37296.58154212897,54340.91491357928,,45790.939518084284,,58413.7877673511,,113887.60917796871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,1959.0,,,,,,,,,,,,,,,,,,,,,,,,,64037.38328254353,,109052.4448453267,,92674.75058891278,,98856.84429300697,,121968.05213218492,,109541.93463790577,,140404.93864487176,,,,,,127938.10334090269,,,,,,,,,,,,,,,,,,,,,,,
2302,1962.0,,,,,,,,,,63323.45791694223,66755.94106667966,70448.08419897384,77701.21154610203,76982.96279423732,,80134.1441566475,,92375.2922832529,,102106.13236645472,,96056.0749238153,,92457.50758625526,,89325.06080859063,,103063.51851824131,,103672.84431235719,,111480.72994123153,,107643.78629440168,,119599.92316900934,,111198.53065143863,,119408.8964515092,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,1966.0,,,17904.655973768982,19190.80308059361,22126.694382323112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,1964.0,4519.284973599924,875.7248995663733,,26353.159283134686,25862.28085099964,,29502.259176430824,43974.62355343211,31709.072006672835,27218.577985967164,38850.605773051015,45284.09576131607,,38636.10521838362,,32603.04433526573,,,,,,,,,,31550.05668925754,,,,58163.85909977298,,93603.2924299145,,92459.94060373415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,1955.0,,,,,,,,39690.55515865354,19185.526530875635,6778.927460399887,32839.683733738995,20990.421947251692,22298.827085729346,19894.062193076647,26867.124312831056,23970.585580850042,28143.75907419655,31709.072006672835,28819.670808671115,18648.290771064487,24151.517739368574,,18602.569179221744,,21735.362890177155,,28799.16553925646,,22166.78652088045,,11260.850282941345,,39079.7141037584,,23136.708238788862,,25410.01086087186,,19387.953033257658,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,1960.0,22596.65579876606,,,,,,,31745.42110568378,29841.093289614968,34543.4455450685,47941.171161700084,35179.69884274569,41722.46316667478,35224.04209948692,37296.58154212897,45284.09576131607,,40067.07207832375,,38036.88505781002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,1959.0,,,,,,,,,,33819.9057282303,61410.56985789955,82975.10393371168,61564.47297480495,58411.448433344696,48032.78468111853,54390.84808227142,52831.44505486875,,54376.740677725094,,61130.70812862324,,,,32634.43571129622,,,,,,,,,,,,,,16559.989361862834,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,1956.0,,,,,,36054.646914239325,31752.444126922823,28778.289796313453,,,25188.50633670203,4054.332197405336,35809.311947537964,67167.81078207762,46097.279963173154,,,,,,,,,10595.989408961363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,1960.0,8356.751404869106,21031.877366639605,6615.092526442255,,5649.106216999906,,,,,,,,,,21756.339232908565,19623.108163236968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,1968.0,,,,14071.879537098275,20026.782320003895,19213.11387244741,9324.145385532243,15094.698587105358,,14309.668599401339,,17659.982348268935,,22253.9006439709,,18472.32210073371,,22521.70056588269,,27914.08150268457,,18930.034013554527,,28459.212164176482,,26173.736594897837,,25272.888956076913,,23919.984633801872,,20460.529639864708,,19617.17584560508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,1959.0,,2674.1604495581137,,,,24856.067354799587,26271.746986991202,4198.084389450339,,,,,,,,,22642.047880658036,,30050.30405874281,,16301.522167632866,,19635.794685856676,,18472.32210073371,,18965.64258179595,,20098.13868193289,,26291.71390771462,,25410.01086087186,,24234.94129157207,,23400.823107478624,,24839.98404279425,,24908.470865922252,,21323.01722348378,,,,,,,,,,,,,,,,,,,,,,,
2315,1960.0,,,,,,,60872.22364702991,60814.982961080044,59682.186579229936,,1843.8911985269265,42215.638611294824,40053.56464000779,44830.59903571063,49728.7753895053,16604.168445815896,,40067.07207832375,,,,52362.11916228446,,43102.08490171198,,41487.343147678635,,,,32601.725245566126,,86394.03692696431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,1960.0,,,,,,,,,,34572.23174968939,36025.94623681908,42215.638611294824,41722.46316667478,41628.413390302725,39627.61788851204,40755.686185184466,,45790.939518084284,,44829.185960990384,,,,,,,,16748.448901610744,,5258.342781542924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,1959.0,,30084.30505752878,42063.75473327921,18225.902928853702,,,,,,85544.46743022958,42219.766777305944,73755.64794107706,79154.32239617778,33377.97053333983,,41958.6542348951,,,100167.68019580939,,81507.61083816433,,45816.85426699891,,61574.407002445696,,88901.44960216852,,,,,,,,11632.771819954596,,,,36799.97635969519,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,1961.0,1802.7323457119664,7938.111031730706,,,,,1621.7328789621345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,1959.0,,30084.30505752878,24036.43127615955,26460.37010576902,,15817.497407599736,22768.847388725706,35054.00465191033,34461.82367794536,,,,31661.728958471114,,,,,,,,,,,,25614.953313017413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,1961.0,1502.2769547599719,,,,,,,,17271.72277253425,36877.82397053853,21107.819305647412,26702.37642667186,25617.485163263216,24087.375579291627,27170.45745678964,,,,,,,,,,,,,,25240.045351406035,,26426.41129530673,,25204.338943234954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,1963.0,,,,,,,,,,,38426.22774489482,41958.6542348951,40755.686185184466,,42213.52236823395,,70639.92939307574,,58907.38405757002,,41254.85269163862,,44450.72480108426,,40196.27736386578,,42066.74225234339,,49803.62128730884,,42653.49667316685,,46801.64621495725,,50599.96749458088,,44479.41226057545,,42646.03444696756,,,,,,,,,,,,,,,,,,,,,,,,,,,
