,,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income
age,,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0
code,spouse_birthyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,52836.06314923038,62160.969236881625,60378.794348421434,,58669.64125754549,,69281.46921243968,,58907.38405757002,,61574.407002445696,,65194.39637492358,,,,,,,,,,,,22999.98522480949,,,,,,,,,,,,,,
9041,1957.0,,,,,25538.70823091952,,,,,16792.337557801355,10135.83049351334,9947.031096538323,1919.080308059361,,8794.924710686422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,1962.0,,,,,,1216.299659221601,19894.062193076647,17271.72277253425,22126.694382323112,15830.864479235557,,,,,,40067.07207832375,,43470.72578035431,,,,34481.66792136959,,,,22331.265202147657,,,,25410.01086087186,,29081.92954988649,,24336.85603177777,,25759.983451786626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,1965.0,,,,,,,,,,,,,,,,,,,,,,,26797.51824257719,,23136.708238788862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046,1960.0,,,,,,,,,,,13423.527925276021,8794.924710686422,2336.457937333788,12808.742581631608,2486.438769475265,,,,,,,,,13546.369540538055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047,1959.0,,,,,,,,,,,,,12944.370189188276,17356.544677336708,4803.278468111853,4662.072692766122,,,,,19018.44252890501,,23562.95362302801,,18472.32210073371,,20150.9952431582,,23447.828462255038,,18930.034013554527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,1961.0,,,,,,,,,,,,,,4662.072692766122,,,,,19018.44252890501,,27490.112560199348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9057,1965.0,,,,,,,,,,,,,,,,,117814.76811514005,,61574.407002445696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9059,1965.0,,,,21883.468412384307,4605.792739342466,2489.2531180113506,,,,,12075.758869684287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9062,1963.0,,,,,,,19190.80308059361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,1945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18399.988179847594,,66719.11839086318,,,,,,,,,,,
9067,1961.0,,,,,,,,,,,70359.39768549138,56742.549906677705,64043.712908158035,38850.605773051015,,,14309.668599401339,,1494.3061986996793,,39271.58937171335,,64037.38328254353,,62823.69105219908,,,,,,,,,,,,,,90738.00101157391,,81027.46544923837,,,,,,,,,,,,,,,,,,,,,,,,,
9069,1960.0,,,,,,,,,,,,,70093.73812001363,60841.52726275014,46620.72692766122,72454.55321810572,,75841.24357682711,,88299.9117413447,,65452.64895285559,,43102.08490171198,,82974.68629535727,,58061.28952558391,,73616.79894160094,,81312.03475478994,,77551.81213303063,,42121.48159346152,,73599.95271939038,,44479.41226057545,,68233.65511514811,,,,,,,,,,,,,,,,,,,,,,,,
9070,1962.0,,,,,,,,,,,,19213.11387244741,27972.436156596727,21736.365965431716,,27188.370338862547,,23773.053161131265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9073,1958.0,,,,,,12672.040273643357,17487.37320534491,,25188.50633670203,20271.66098702668,1989.4062193076645,19190.80308059361,18438.911985269264,17589.849421372845,26702.37642667186,27218.577985967164,21756.339232908565,25660.98759807911,,22895.469759042142,,,,20944.84766491379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9075,1963.0,,,,,20271.66098702668,25862.28085099964,30705.284928949775,23601.807341144657,24625.78918992198,26702.37642667186,26418.03157461519,32634.50884936285,30189.397174210717,,24326.436618982276,,32603.04433526573,,19635.794685856676,,,,,,,,,,54885.62345948321,,53316.870841458556,,58034.041306546984,,57959.962766519915,,54264.88295790205,,52028.16202530044,,,,,,,,,,,,,,,,,,,,,,,,,,,
9081,1954.0,,,,,,,,,,,,,,,3978.812438615329,19190.80308059361,22126.694382323112,21107.819305647412,30040.17348000584,4803.278468111853,24864.38769475265,,,15740.635459341473,,16301.522167632866,,13090.529790571116,,,,24892.405888607183,,33496.89780322149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9082,1964.0,,,,1013.583049351334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,1964.0,,,41980.843894503385,36488.98977664803,29841.093289614968,,55316.73595580779,42215.638611294824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9086,1959.0,,,,18522.259074038313,2398.1908163594544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9087,1958.0,,,,36054.646914239325,,,38413.92227559936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9088,1961.0,,,,,5779.784337138063,1343.3870046241082,1802.1506617466719,12931.14042549982,30705.284928949775,31832.937651368855,35179.69884274569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9090,1958.0,,,,,,,,,,,,,,,,17612.02104974346,13986.218078298363,,,,,,,30108.21851831357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9091,1959.0,,,,,,,,,,11936.437315845988,17271.72277253425,14751.129588215412,11433.402123892349,18357.883793336903,16010.928227039509,18648.290771064487,12075.758869684287,,24326.436618982276,,,,,,,,,,39079.7141037584,,42066.74225234339,,30492.01303304623,,33928.9178082009,,33697.18527476922,,36799.97635969519,,35583.52980846036,,35822.668935452755,,,,,,,,,,,,,,,,,,,,,,,
9092,1962.0,,,,,,,,,,43974.62355343211,36715.76758667381,38426.22774489482,26418.41192567469,36227.27660905286,,40067.07207832375,,,,13090.529790571116,,32018.691641271766,,35560.5798408674,,46895.656924510076,,50480.09070281207,,10164.004344348743,,54286.26849312144,,48673.71206355554,,55199.96453954278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9094,1965.0,,,1013.583049351334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9096,1963.0,,,,,16217.328789621344,23872.874631691975,19190.80308059361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9098,1962.0,,,,,,,,,,1758.9849421372844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9100,1964.0,,,,,,,,,16688.985266669915,40027.32056759878,35742.55731120693,22642.047880658036,,,,,,,,,,,,,,,,43705.218680699596,,40714.70136984108,,42121.48159346152,,36799.97635969519,,35583.52980846036,,52881.082714239776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9101,1940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12226.14162572465,,13090.529790571116,,14777.857680586967,,,,,,,,,,,,,,,,,,,,,,
9102,1958.0,,,,,,,,,,,,,,,33377.97053333983,28819.670808671115,34188.53308028489,7547.349293552679,,,,27169.20361272144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9103,1953.0,,,,,,,,,45068.30864279915,47628.66619038424,47963.81632718908,56491.06216999905,45975.557227234596,46178.92828395372,60814.982961080044,63660.999017845264,65248.730474018266,66380.08314696934,63323.45791694223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9104,1956.0,,,,,,,,,,,,56760.65076367471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9105,1959.0,,,,,,,,,30407.491480540022,15557.156634985939,26867.124312831056,25814.476779376968,24625.78918992198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9107,1953.0,,,,,,,,,,,25181.00357177427,22596.424867999624,29555.7153603651,27287.5485314272,28380.325381837356,26856.983960653473,,,,834.4492633334957,,7770.121154610203,7547.349293552679,,,,,,26181.05958114223,,18472.32210073371,,26077.758549969432,,22331.265202147657,,,,,,,,22464.79018317948,,,,,,,,,,,,,,,,,,,,,,,
9109,1966.0,,,,17271.72277253425,20282.80318379619,26384.774132059265,20026.782320003895,22415.299517855314,26418.41192567469,24151.517739368574,,,,24452.2832514493,,,,25861.250941027192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9110,1963.0,,,26271.746986991202,23089.46414197686,24325.99318443202,29841.093289614968,28786.204620890414,27658.367977903894,22866.804247784698,30040.17348000584,27698.905832778353,24864.38769475265,,,28619.337198802677,,,,39271.58937171335,,30787.203501222848,,26670.434880650555,,33496.89780322149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9114,1961.0,,,,,,,,,,,,,,,,,,,,,,,9236.161050366854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9115,1971.0,,,,,15094.698587105358,,,,,,,,55416.96630220112,,59267.63306811234,,50245.34670483223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9116,1963.0,,,,18891.37975252652,,24867.577741345805,,,,,,,27170.45745678964,,,,,,,,22166.78652088045,,29633.81653405617,,26797.51824257719,,,,,,,,,,29439.98108775615,,44479.41226057545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9117,1956.0,,,,,,,29106.407116345923,23022.63183705076,22596.424867999624,27804.26556123235,29386.59072615237,32434.65757924269,37798.718166845625,34543.4455450685,42409.49756611931,36938.68378488297,44225.81095667527,35224.04209948692,43512.67846581713,43774.625902605534,,45790.939518084284,,43470.72578035431,,78543.1787434267,,57264.1985122745,,71121.1596817348,,66993.79560644297,,63100.11337851508,,60984.02606609246,,58163.85909977298,,68330.40347383759,,66239.95744745134,,63160.76541001714,,53734.00340317913,,,,,,,,,,,,,,,,,,,,
9118,1954.0,,,,,,,,,,,,121003.28799758363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9119,1950.0,,,,,,,,,,,,,,,,,52476.054868129235,34056.39045820483,,,,91467.21699113879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9122,1945.0,,,,,,,,,,,,,,,,,,,,40673.56476239932,21893.122489159334,,13622.55618328193,33819.9057282303,,,12136.996100747263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9123,1970.0,737.5564794107705,1231.289459496099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9124,1959.0,,,9464.344814987822,3175.2444126922824,5503.847923544947,6778.927460399887,3940.76204804868,4827.79704786789,2432.599318443202,5968.218657922994,11514.481848356165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9125,1969.0,15352.642464474888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9128,1948.0,,,,,,,,,,,,,,,,,,,4198.084389450339,16217.328789621344,13925.843535153652,,1659.5020786742334,4397.462355343211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9131,1961.0,,10584.148042307608,,,,,,,,921.9455992634632,12312.89459496099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9132,1957.0,,,,,901.3661728559832,,9592.763265437818,2259.642486799962,,4198.084389450339,,19894.062193076647,23028.96369671233,18438.911985269264,17589.849421372845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9134,1957.0,,,,20056.203371685853,30045.539095199438,,,,,,,,44138.8470853653,42409.49756611931,52769.54826411853,50066.95580000974,38426.22774489482,49728.7753895053,33751.74604076758,,40067.07207832375,,38036.88505781002,,34035.37745548491,,36944.64420146742,,17780.2899204337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9135,1963.0,,,,,33549.59893352916,43766.936824768614,53734.24862566211,53472.84475728086,61564.47297480495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9139,1949.0,,,,,,,,,,,,27817.95407652828,,,26380.098979954,31634.994815199472,31132.02017958457,21725.0867154055,4865.198636886404,,,7006.786554402321,28143.75907419655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9141,1961.0,,5292.074021153804,,9038.569947199849,13135.873493495601,16792.337557801355,14190.162690918678,,19190.80308059361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9143,1952.0,,,,,,,,,26741.60449558114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9144,1961.0,,,,,,,,19894.062193076647,26867.124312831056,22126.694382323112,19452.614475096227,36715.76758667381,45973.779311121245,45066.70269673918,33208.33689163179,,48652.87323796455,,66564.54885116754,,65910.81749552558,,91130.12236361964,,73491.86500445931,,82514.02492193559,,95701.83862408121,,71148.03041044119,,,,,,85651.94497719055,,82731.70680467034,,,,,,,,,,,,,,,,,,,,,,,,,,,
9145,1952.0,,,,,,,,,17382.04292212774,15623.680329503708,10054.940640192228,2158.371734723509,,17514.497991327466,4198.084389450339,,,13471.943762576713,11063.347191161556,12622.475944777152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9146,1959.0,,,,,,,39407.620480486796,41980.843894503385,42570.48807275603,43766.936824768614,47977.00770148402,42409.49756611931,40456.65366915754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9147,1957.0,,,,,,,,,28461.059235907134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9151,1957.0,,,,,,29106.407116345923,38371.05306175127,40673.56476239932,42842.651399035894,45759.11984500869,44597.65417145869,51724.56170199928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9155,1957.0,,,,,,,,,12260.148593929225,12594.253168351015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9156,1962.0,,,,,,15203.745740270011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36799.97635969519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9159,1952.0,,,,,,,,,,,,,20336.78238119966,19703.810240243398,20990.421947251692,21893.393865988815,19894.062193076647,,,3517.969884274569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9160,1962.0,,,,10946.561244579667,12594.253168351015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9161,1967.0,,,,,12312.89459496099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9162,1961.0,,,,,15325.185742411531,,,11936.437315845988,11514.481848356165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9163,1954.0,,,,,,,,,,,,,,,,11130.665786744294,10141.401591898095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9164,1957.0,,,,,,,,,,,,,,41487.55196685584,29902.744016333832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9167,1961.0,,,,,,33584.67511560271,,63660.999017845264,38381.60616118722,29502.259176430824,56287.5181483931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9168,1962.0,,,,,,,,16504.090649310503,36877.82397053853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9170,1959.0,,13370.80224779057,15022.769547599719,21168.296084615216,8393.66785725809,,8757.248995663733,16792.337557801355,2027.166098702668,,7676.321232237444,,24625.78918992198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9171,1959.0,,26741.60449558114,24036.43127615955,26460.37010576902,19185.526530875635,15817.497407599736,24082.434738075266,44079.88608922856,24325.99318443202,39788.12438615329,23028.96369671233,27658.367977903894,35179.69884274569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9172,1948.0,,,,,,,,,,,,,,28663.44429682026,7938.111031730706,7194.572449078363,,,6297.126584175508,304.0749148054002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9173,1961.0,,,18945.70744923969,9366.218107785844,14099.170883018609,20990.421947251692,28380.325381837356,27851.687070307304,30705.284928949775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9175,1965.0,,,2432.599318443202,2984.109328961497,2110.988338865297,11063.347191161556,10553.909652823706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9177,1958.0,,,9693.831629648163,10515.938683319802,12005.069916987404,14149.32581652078,6778.927460399887,,629.7126584175508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9178,1962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9179,1957.0,,,,,,,,,13135.873493495601,30996.556089506572,20271.66098702668,19894.062193076647,15352.642464474888,,22942.4406002966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9181,1977.0,,,,,,,9851.905120391311,,8890.14496021685,,,,5258.342781542924,,5082.0021721743715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9182,1960.0,,,,,,,,,,,16595.020786742334,28143.75907419655,23364.579373337878,,,,,34343.20463856321,,32603.04433526573,,58907.38405757002,,43102.08490171198,,33189.87451814291,,44662.530404295314,,28395.05102033179,,60984.02606609246,,,,35943.66429308717,,36799.97635969519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9184,1964.0,,17514.497991327466,13433.870046241082,23312.410135080685,21883.468412384307,34543.4455450685,55316.73595580779,36938.68378488297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9185,1959.0,,,27040.985185679492,34398.48113749972,31176.480612672905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9189,1963.0,,,,,22298.827085729346,11936.437315845988,11514.481848356165,,2814.3759074196546,14185.637476669426,14409.835404335558,13986.218078298363,16604.168445815896,,15740.635459341473,,,,18326.741706799563,,13300.07191252827,,15409.584597709209,,8932.506080859062,,12620.022675703018,,11180.404778783617,,7755.1812133030635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9191,1972.0,,,,,,,,,,,,32018.691641271766,,33189.87451814291,,34613.46106332887,,36808.39947080047,,31508.413467481103,,38775.906066515316,,28080.98772897435,,36799.97635969519,,35583.52980846036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9192,1967.0,,,,,,,,,,,,,,,,,16625.08989066034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9194,1957.0,,,,,,,,,,,2027.166098702668,,,14751.129588215412,15654.965985021832,23364.579373337878,19213.11387244741,,16604.168445815896,,17171.602319281606,,,,,,,,45043.40113176538,,,,,,3963.9616942960097,,,,29953.05357757264,,33119.97872372567,,28466.82384676829,,31131.605146286325,,,,,,,,,,,,,,,,,,,,,
9196,1959.0,,,,,,,,,,,,,,,,6216.096923688163,,,12878.701739461207,,21191.978817922725,,,,,,,,446.6253040429532,,,,33541.21433635085,,9693.976516628829,,41185.448669162375,,22079.98581581711,,,,,,,,,,,,,,,,,,,,,,,,,,,
9204,1959.0,,,,,,,,,,,13433.562156415528,,,,,,,,,,,,14399.58276962823,,18472.32210073371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208,1959.0,,,,18522.259074038313,13190.049489977,,,10495.210973625846,13176.579641567343,19993.53250404203,21109.883388652972,31346.150374957742,19348.834363510126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,1961.0,,,4007.3768541366485,10502.818278646226,,,,,1535.2642464474889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9210,1966.0,,,,,22864.250861733883,21811.413282502326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9212,1958.0,,,21727.553652659677,,1058.4148042307609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216,1966.0,,2027.166098702668,21883.468412384307,32624.365237009133,,,,,,,,12878.701739461207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220,1948.0,,,,,,,,,,,,,,,,,,,,,173703.01463262943,,,38697.66872702025,50066.95580000974,,,37736.7464677634,,,,,,26181.05958114223,,,,17780.2899204337,,22331.265202147657,,31550.05668925754,,,,,,,,,,,,,,,,,,,,,,,,
9221,1960.0,,,,,,,,,,,,40456.65366915754,40053.56464000779,38426.22774489482,38850.605773051015,45284.09576131607,,,,40753.805419082164,,,,,,,,,,,,9147.603909913869,,,,,,36799.97635969519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9223,1954.0,,,,,,,,,,,,,39881.80169977821,36488.98977664803,35809.311947537964,40300.68646924658,47941.171161700084,36938.68378488297,41722.46316667478,,,,,57238.674397605355,,57055.32758671503,,68070.75491096982,,49259.525601956564,,35560.5798408674,,100490.69340966445,,47325.08503388631,,25765.75101292406,,48469.88258314414,,56161.9754579487,,50599.96749458088,,53375.294712690535,,46910.63789166432,,,,,,,,,,,,,,,,,,
9225,1964.0,,,,,,,,,,,,,,,,,,,,,,,,42429.40388408055,,,,29475.612598611355,,37806.50841485243,,,,33119.97872372567,,42700.23577015244,,56292.76546999718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9228,1947.0,,,,,,,,,,,,,,,,,,,,5625.4330818634535,7062.646687880096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9230,1964.0,,,,,,9595.401540296805,3503.3932772011603,1758.9849421372844,1668.8985266669913,24096.446981694462,43512.67846581713,35321.59469382654,,60100.60811748562,,,,,,,,,,,,,,25410.01086087186,,24234.94129157207,,24336.85603177777,,32015.97943293481,,32025.176827614323,,32410.986179695352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9231,1956.0,,,,,,,,,,,,,,,,21107.819305647412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9232,1963.0,,,,3161.1575452561046,,,7676.321232237444,11063.347191161556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9234,1966.0,,,,,,,,,,,,,,,,,,61574.407002445696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9237,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9238,1952.0,,,,,,,,,,,,,27115.70984159955,20798.466364701366,44079.88608922856,40543.32197405336,41777.53060546096,40304.524629862695,36877.82397053853,35179.69884274569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9239,1962.0,,,,,,22298.827085729346,21883.468412384307,139361.69289096273,46097.279963173154,61564.47297480495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9240,1963.0,,,,,,,,,19348.834363510126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9242,1966.0,,,31830.499508922632,80601.37293849316,64536.19194844242,73877.36756976593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9244,1953.0,,,,,,,,,,,,32972.70316738505,39407.620480486796,41980.843894503385,40543.32197405336,45756.34304407628,38381.60616118722,36877.82397053853,40456.65366915754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9245,1960.0,,,,16547.516632880233,9942.426941919834,13135.873493495601,16792.337557801355,16217.328789621344,15915.249754461316,17271.72277253425,19360.857584532725,19348.834363510126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9246,1964.0,,,,18244.494888324014,35809.311947537964,35502.98569909818,,12312.89459496099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9247,1959.0,,,,,,29375.35232839951,39407.620480486796,46178.92828395372,36488.98977664803,39788.12438615329,15352.642464474888,33190.04157348467,17589.849421372845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248,1953.0,,,,,,,,,,,,,,,31421.074529891357,29841.093289614968,34543.4455450685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249,1958.0,,,,,,23219.283483992236,25985.888598199566,27804.26556123235,31065.824481932505,28380.325381837356,35809.311947537964,57572.40924178083,47941.171161700084,59805.488032667665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250,1962.0,,,,,16792.337557801355,,23872.874631691975,16312.182618504567,14751.129588215412,24625.78918992198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
