"R0000100","R0006500","R0007900","T9900000"
11177,6,8,12
11178,11,12,10
11179,12,12,12
11180,11,-2,12
11181,7,-4,12
11182,12,-4,13
11183,11,16,12
11184,10,11,12
11185,12,11,12
11186,6,-2,15
11187,15,8,12
11188,12,9,12
11189,12,10,12
11190,18,15,12
11191,12,12,12
11192,6,12,13
11193,-2,-2,12
11194,15,12,12
11195,8,-2,12
11196,7,4,12
11197,10,12,13
11198,8,6,14
11199,11,10,16
11200,12,9,12
11201,8,8,12
11202,8,12,12
11203,12,11,12
11204,12,16,12
11205,10,10,10
11206,-2,12,12
11207,12,12,12
11208,-2,-2,12
11209,3,5,13
11210,12,6,12
11211,12,12,12
11212,9,12,10
11213,12,12,12
11214,9,12,12
11215,12,8,11
11216,9,9,13
11217,12,8,12
11218,18,20,16
11219,16,13,12
11220,10,12,12
11221,10,10,12
11222,12,12,13
11223,10,6,12
11224,-2,16,12
11225,12,12,12
11226,12,9,12
11227,11,12,12
11228,11,14,12
11229,11,5,12
11230,12,-2,12
11231,12,12,12
11232,10,12,12
11233,12,8,13
11234,12,15,9
11235,10,12,14
11236,12,8,12
11237,-4,6,12
11238,17,12,12
11239,9,12,12
11240,8,8,12
11241,12,7,12
11242,-3,12,12
11243,9,9,12
11244,6,-4,13
11245,14,16,13
11246,20,20,13
11247,12,-2,12
11248,12,6,12
11249,12,10,12
11250,16,12,12
11251,14,12,12
11252,12,12,12
11253,12,12,12
11254,14,12,12
11255,12,12,12
11256,17,17,12
11257,16,16,12
11258,12,10,12
11259,12,14,12
11260,12,12,12
11261,12,12,13
11262,11,12,12
11263,12,16,12
11264,16,12,14
11265,12,10,12
11266,12,12,12
11267,12,12,12
11268,12,12,12
11269,12,12,12
11270,12,15,12
11271,12,12,12
11272,12,18,12
11273,12,20,12
11274,12,-2,14
11275,16,-3,20
11276,12,12,13
11277,10,-3,12
11278,12,10,12
11279,10,8,12
11280,12,12,12
11281,12,16,12
11282,12,14,12
11283,13,12,14
11284,12,12,13
11285,12,13,14
11286,12,12,12
11287,12,9,12
11288,12,12,16
11289,16,16,12
11290,12,13,12
11291,12,8,12
11292,12,12,14
11293,12,12,12
11294,14,14,14
11295,12,10,16
11296,18,15,13
11297,12,12,12
11298,12,12,13
11299,12,8,12
11300,8,8,12
11301,16,12,18
11302,12,12,12
11303,12,12,12
11304,8,10,16
11305,12,12,12
11306,12,12,13
11307,8,8,12
11308,6,9,15
11309,13,16,15
11310,8,8,12
11311,16,20,13
11312,12,12,17
11313,8,12,12
11314,12,12,12
11315,12,12,12
11316,12,16,12
11317,16,12,16
11318,12,8,12
11319,12,12,12
11320,12,8,12
11321,11,12,12
11322,16,11,12
11323,13,12,12
11324,8,6,12
11325,11,9,16
11326,7,9,14
11327,6,9,12
11328,12,12,17
11329,11,11,12
11330,12,12,12
11331,12,10,15
11332,12,10,12
11333,6,6,12
11334,16,12,12
11335,12,15,13
11336,10,-2,12
11337,12,12,15
11338,12,-2,12
11339,10,16,14
11340,12,10,12
11341,11,13,13
11342,12,12,12
11343,14,13,12
11344,12,10,10
11345,12,-2,12
11346,8,12,14
11347,12,16,13
11348,8,8,12
11349,12,6,12
11350,12,16,12
11351,10,12,12
11352,12,12,12
11353,12,12,12
11354,12,12,12
11355,12,3,12
11356,9,12,15
11357,10,10,12
11358,13,14,12
11359,17,17,16
11360,18,14,12
11361,10,12,12
11362,12,16,12
11363,12,12,12
11364,12,12,12
11365,12,12,13
11366,11,12,12
11367,12,12,12
11368,12,12,14
11369,8,-2,12
11370,10,12,13
11371,16,12,16
11372,12,15,12
11373,-2,10,13
11374,12,14,12
11375,12,15,13
11376,12,12,12
11377,-2,-2,12
11378,12,12,12
11379,12,16,14
11380,12,11,12
11381,12,12,16
11382,12,8,12
11383,10,12,12
11384,8,6,12
11385,14,14,13
11386,12,12,14
11387,12,12,13
11388,12,8,12
11389,12,10,14
11390,12,12,13
11391,12,16,12
11392,16,12,12
11393,12,6,12
11394,12,10,12
11395,10,12,12
11396,16,16,12
11397,12,16,16
11398,12,-2,12
11399,11,12,12
11400,12,12,12
11401,11,11,12
11402,12,15,12
11403,14,12,12
11404,13,12,12
11405,16,12,12
11406,12,12,12
11407,12,10,12
11408,12,17,12
11409,8,12,12
11410,12,12,14
11411,12,11,12
11412,12,12,13
11413,11,-4,14
11414,12,10,13
11415,12,12,12
11416,12,11,11
11417,8,8,13
11418,12,16,19
11419,12,7,15
11420,9,10,12
11421,12,8,14
11422,10,6,12
11423,12,14,12
11424,12,12,14
11425,14,-2,12
11426,10,10,12
11427,11,8,14
11428,9,12,12
11429,9,9,12
11430,12,10,12
11431,12,-2,13
11432,8,16,13
11433,-2,11,12
11434,12,12,12
11435,16,13,12
11436,9,6,16
11437,12,12,12
11438,16,20,20
11439,15,15,12
11440,-2,10,12
11441,12,12,14
11442,10,-3,12
11443,12,-2,12
11444,12,12,13
11445,15,12,13
11446,12,12,12
11447,8,10,14
11448,10,12,12
11449,10,8,12
11450,4,13,14
11451,15,15,14
11452,-2,-4,10
11453,12,12,12
11454,12,10,12
11455,-3,14,12
11456,-4,15,13
11457,10,12,12
11458,14,12,12
11459,12,12,14
11460,12,7,12
11461,13,19,15
11462,12,12,13
11463,12,10,16
11464,12,12,12
11465,12,8,13
11466,12,10,12
11467,8,12,12
11468,16,11,12
11469,12,16,13
11470,12,12,13
11471,18,12,12
11472,12,12,14
11473,12,20,13
11474,12,12,12
11475,16,16,12
11476,-3,10,15
11477,12,16,12
11478,12,12,14
11479,12,8,12
11480,15,13,15
11481,12,8,12
11482,15,14,12
11483,12,13,15
11484,10,12,12
11485,10,-2,12
11486,11,11,12
11487,14,12,12
11488,10,9,12
11489,8,6,12
11490,11,12,13
11491,8,0,12
11492,12,12,12
11493,8,8,13
11494,11,12,13
11495,12,12,13
11496,-2,-2,12
11497,13,12,14
11498,12,12,13
11499,11,8,14
11500,13,-4,12
11501,13,10,12
11502,14,12,16
11503,12,13,12
11504,12,14,14
11505,16,17,14
11506,16,12,12
11507,14,12,17
11508,12,19,13
11509,12,20,15
11510,12,-4,12
11511,12,-2,12
11512,8,11,12
11513,12,12,12
11514,16,16,13
11515,15,14,13
11516,-2,-2,12
11517,12,12,12
11518,12,12,12
11519,14,-2,13
11520,12,12,12
11521,12,12,12
11522,12,12,13
11523,12,12,12
11524,15,10,14
11525,7,12,20
11526,12,9,12
11527,14,18,14
11528,14,-2,13
11529,8,14,12
11530,-3,13,14
11531,12,14,12
11532,12,14,16
11533,12,-2,12
11534,12,12,13
11535,12,16,15
11536,16,8,14
11537,12,12,12
11538,12,14,12
11539,12,12,12
11540,12,16,12
11541,14,14,12
11542,10,10,12
11543,12,12,12
11544,12,10,14
11545,12,8,13
11546,10,12,12
11547,12,12,12
11548,14,-2,13
11549,10,12,12
11550,-2,-2,12
11551,14,15,13
11552,16,20,12
11553,12,16,12
11554,12,12,13
11555,15,16,12
11556,14,18,13
11557,12,-2,13
11558,12,17,15
11559,11,13,14
11560,12,10,13
11561,15,16,12
11562,16,10,14
11563,12,16,13
11564,9,9,12
11565,12,12,16
11566,12,12,13
11567,14,18,13
11568,12,12,14
11569,12,12,12
11570,12,12,13
11571,12,6,14
11572,18,6,12
11573,-2,13,13
11574,12,12,12
11575,12,11,12
11576,10,-2,12
11577,12,16,13
11578,9,-2,12
11579,16,16,12
11580,16,20,12
11581,12,10,12
11582,16,16,12
11583,14,17,12
11584,12,-2,12
11585,8,-3,12
11586,12,12,12
11587,12,11,14
11588,12,20,13
11589,4,6,12
11590,12,13,14
11591,-2,16,12
11592,16,16,12
11593,12,10,12
11594,-2,-2,14
11595,11,12,12
11596,10,12,10
11597,14,12,13
11598,12,12,12
11599,11,12,12
11600,12,12,12
11601,12,12,16
11602,12,16,12
11603,10,8,12
11604,12,8,12
11605,-2,12,12
11606,10,9,12
11607,12,12,12
11608,16,12,12
11609,-2,16,14
11610,-2,7,12
11611,12,-4,10
11612,9,9,10
11613,12,11,12
11614,11,12,12
11615,7,12,12
11616,12,12,13
11617,15,12,12
11618,16,16,14
11619,12,16,12
11620,11,11,18
11621,14,14,12
11622,12,13,12
11623,11,-3,13
11624,-2,-2,12
11625,12,5,13
11626,11,9,9
11627,10,12,12
11628,10,10,12
11629,-2,-2,14
11630,11,11,12
11631,12,-2,12
11632,13,-2,12
11633,11,12,12
11634,12,13,13
11635,13,12,13
11636,12,12,12
11637,6,12,14
11638,8,12,12
11639,12,12,12
11640,12,10,12
11641,12,12,12
11642,12,12,12
11643,7,10,15
11644,12,12,12
11645,12,-2,14
11646,12,13,13
11647,10,10,12
11648,11,12,13
11649,10,9,12
11650,12,12,12
11651,8,11,15
11652,12,12,12
11653,12,12,13
11654,12,13,12
11655,10,8,12
11656,11,10,12
11657,6,12,12
11658,14,12,12
11659,12,8,12
11660,10,10,12
11661,12,13,12
11662,11,12,12
11663,9,12,12
11664,10,-2,12
11665,12,10,14
11666,12,12,12
11667,12,12,14
11668,12,16,14
11669,12,12,12
11670,11,5,12
11671,9,9,12
11672,12,16,12
11673,16,12,12
11674,12,-3,12
11675,12,18,14
11676,12,12,12
11677,9,10,12
11678,16,20,11
11679,12,14,12
11680,12,16,13
11681,12,14,12
11682,12,13,14
11683,11,10,12
11684,11,12,12
11685,16,12,12
11686,12,11,16
11687,12,12,9
11688,14,16,12
11689,12,14,13
11690,6,-2,12
11691,-3,12,12
11692,12,12,13
11693,10,11,12
11694,10,9,12
11695,10,11,12
11696,12,10,13
11697,16,14,12
11698,12,11,15
11699,12,20,13
11700,12,11,14
11701,8,8,12
11702,12,13,12
11703,12,12,12
11704,12,12,14
11705,8,5,12
11706,11,-4,12
11707,12,6,12
11708,12,14,12
11709,17,14,12
11710,-3,14,13
11711,12,12,13
11712,8,10,13
11713,12,-2,12
11714,12,14,12
11715,11,11,12
11716,12,20,13
11717,12,12,13
11718,16,16,17
11719,12,12,12
11720,10,12,12
11721,11,10,12
11722,12,12,14
11723,8,12,12
11724,8,9,12
11725,-2,-2,15
11726,12,9,12
11727,12,12,14
11728,10,12,12
11729,12,12,12
11730,12,10,12
11731,13,16,12
11732,12,-4,12
11733,12,12,12
11734,12,8,13
11735,12,11,12
11736,12,12,12
11737,12,12,12
11738,12,10,14
11739,12,12,12
11740,12,12,12
11741,12,12,14
11742,9,12,12
11743,14,12,12
11744,11,12,14
11745,12,16,12
11746,12,12,12
11747,12,12,12
11748,10,10,12
11749,12,12,12
11750,12,12,12
11751,11,10,11
11752,12,12,12
11753,14,18,14
11754,0,0,12
11755,0,0,11
11756,-2,-3,14
11757,10,12,12
11758,12,12,20
11759,10,12,12
11760,10,10,12
11761,-2,-2,13
11762,11,14,11
11763,11,14,15
11764,11,10,12
11765,-2,-2,12
11766,-1,-2,14
11767,12,12,12
11768,12,12,12
11769,16,16,15
11770,16,16,12
11771,7,-4,12
11772,-3,2,13
11773,4,-2,12
11774,13,12,12
11775,13,-3,14
11776,10,8,10
11777,12,18,14
11778,12,18,15
11779,17,16,17
11780,14,16,16
11781,14,-3,16
11782,14,16,17
11783,16,16,13
11784,0,8,12
11785,9,9,12
11786,9,9,12
11787,10,10,10
11788,10,10,10
11789,12,12,12
11790,12,8,13
11791,12,8,16
11792,8,8,12
11793,10,6,12
11794,10,6,12
11795,8,-2,14
11796,15,18,16
11797,15,18,14
11798,12,12,15
11799,14,12,14
11800,12,9,12
11801,12,12,13
11802,12,-4,12
11803,12,12,12
11804,12,12,18
11805,12,12,16
11806,12,12,13
11807,12,12,12
11808,12,12,12
11809,12,12,16
11810,8,8,12
11811,8,8,12
11812,8,8,12
11813,8,8,12
11814,8,8,8
11815,12,11,13
11816,13,12,15
11817,9,-2,12
11818,8,9,10
11819,12,8,14
11820,14,18,16
11821,13,18,16
11822,12,17,12
11823,14,18,16
11824,-3,20,16
11825,12,-2,12
11826,9,12,12
11827,-2,12,12
11828,8,12,12
11829,11,12,12
11830,12,10,12
11831,14,-2,15
11832,14,12,13
11833,14,10,14
11834,9,12,9
11835,12,20,16
11836,9,3,12
11837,-2,-2,12
11838,9,3,15
11839,12,12,12
11840,12,12,12
11841,16,11,13
11842,17,18,15
11843,16,20,14
11844,14,16,16
11845,6,9,14
11846,6,9,12
11847,14,15,12
11848,12,12,16
11849,12,12,12
11850,12,6,8
11851,12,14,14
11852,12,16,14
11853,14,14,15
11854,12,16,16
11855,12,12,16
11856,12,-4,12
11857,17,18,13
11858,12,16,12
11859,11,3,11
11860,10,12,12
11861,10,-2,9
11862,12,14,12
11863,12,16,14
11864,8,8,12
11865,15,16,12
11866,12,12,18
11867,13,13,18
11868,13,12,16
11869,13,12,14
11870,12,12,16
11871,12,12,15
11872,12,17,14
11873,-3,-2,14
11874,-2,-3,14
11875,12,12,12
11876,11,12,12
11877,11,12,12
11878,9,12,12
11879,12,13,12
11880,12,13,12
11881,13,12,16
11882,12,12,16
11883,6,12,12
11884,6,13,12
11885,6,12,11
11886,12,12,15
11887,12,11,12
11888,14,14,12
11889,15,14,17
11890,3,3,6
11891,6,6,12
11892,12,20,14
11893,14,-3,19
11894,11,8,18
11895,12,14,16
11896,12,14,12
11897,10,14,15
11898,12,14,16
11899,12,14,17
11900,11,12,12
11901,12,16,14
11902,12,16,19
11903,12,12,11
11904,8,8,10
11905,8,8,16
11906,12,12,16
11907,10,9,12
11908,8,7,12
11909,8,8,12
11910,12,10,13
11911,12,12,13
11912,12,12,13
11913,-3,12,12
11914,-3,12,10
11915,-3,-3,14
11916,17,16,20
11917,12,13,12
11918,12,16,18
11919,12,16,16
11920,14,14,16
11921,16,14,18
11922,12,12,16
11923,12,12,14
11924,12,12,13
11925,12,12,12
11926,12,12,12
11927,12,-2,12
11928,12,8,13
11929,12,15,20
11930,11,12,12
11931,16,-2,16
11932,11,10,14
11933,8,7,12
11934,8,8,12
11935,8,8,12
11936,12,12,16
11937,12,12,20
11938,-2,-2,12
11939,8,10,12
11940,12,12,12
11941,12,10,13
11942,8,6,12
11943,9,8,9
11944,3,3,17
11945,3,3,13
11946,8,0,9
11947,8,0,12
11948,5,0,12
11949,9,1,12
11950,9,7,12
11951,9,8,12
11952,9,7,9
11953,7,8,12
11954,7,8,11
11955,16,17,16
11956,16,17,12
11957,12,12,13
11958,16,16,12
11959,13,12,13
11960,16,20,17
11961,15,19,18
11962,14,20,19
11963,14,20,16
11964,14,15,18
11965,14,16,18
11966,14,16,20
11967,14,16,15
11968,12,-2,12
11969,9,10,12
11970,12,15,12
11971,12,15,15
11972,12,15,20
11973,12,11,12
11974,5,14,12
11975,5,14,12
11976,5,14,12
11977,12,16,14
11978,11,5,11
11979,9,1,12
11980,9,0,12
11981,9,0,12
11982,4,2,12
11983,2,2,6
11984,6,6,18
11985,6,6,18
11986,6,6,16
11987,-2,-3,16
11988,12,12,18
11989,12,12,14
11990,16,18,20
11991,18,11,14
11992,12,12,15
11993,9,12,12
11994,12,12,12
11995,12,12,12
11996,12,11,12
11997,-3,10,13
11998,15,13,18
11999,15,13,16
12000,9,12,12
12001,12,13,15
12002,12,13,14
12003,12,13,14
12004,12,10,16
12005,10,8,15
12006,12,12,16
12007,12,-2,12
12008,9,1,12
12009,14,12,12
12010,12,12,20
12011,12,12,12
12012,12,14,14
12013,12,16,12
12014,12,20,16
12015,-3,11,11
12016,12,12,16
12017,-2,-2,12
12018,11,11,12
12019,12,14,12
12020,16,19,17
12021,16,19,15
12022,8,12,12
12023,11,13,17
12024,12,14,15
12025,12,14,16
12026,12,14,16
12027,12,13,12
12028,12,13,14
12029,12,13,12
12030,12,12,14
12031,11,11,12
12032,11,11,12
12033,12,12,12
12034,17,15,16
12035,14,-3,13
12036,10,16,15
12037,-2,12,12
12038,12,14,16
12039,9,8,12
12040,9,12,17
12041,12,12,12
12042,12,14,12
12043,9,8,12
12044,12,12,18
12045,16,18,20
12046,16,20,16
12047,17,20,17
12048,18,20,14
12049,18,20,20
12050,11,12,13
12051,12,7,12
12052,14,13,15
12053,13,12,19
12054,12,12,16
12055,12,9,12
12056,16,14,15
12057,16,14,12
12058,12,16,12
12059,12,12,17
12060,12,16,14
12061,16,12,13
12062,4,6,13
12063,16,19,19
12064,16,19,20
12065,12,12,10
12066,12,12,14
12067,20,20,17
12068,20,20,16
12069,20,20,20
12070,12,12,15
12071,13,16,14
12072,12,16,12
12073,12,12,12
12074,12,12,12
12075,12,12,16
12076,12,20,12
12077,16,16,16
12078,15,14,16
12079,9,8,11
12080,-2,12,12
12081,12,-2,12
12082,11,10,12
12083,11,10,12
12084,12,8,12
12085,11,12,12
12086,-3,13,12
12087,9,12,13
12088,13,14,16
12089,13,14,20
12090,12,11,12
12091,9,-2,9
12092,12,12,16
12093,12,12,12
12094,12,12,12
12095,12,13,14
12096,8,11,15
12097,12,11,12
12098,12,12,14
12099,14,18,20
12100,8,16,12
12101,13,14,20
12102,17,16,16
12103,-2,-2,12
12104,13,16,15
12105,13,16,18
12106,13,16,18
12107,12,10,12
12108,5,5,14
12109,12,-2,12
12110,12,12,16
12111,8,8,16
12112,12,12,11
12113,12,12,18
12114,12,12,12
12115,16,12,12
12116,16,14,16
12117,-2,-2,12
12118,3,8,9
12119,14,16,18
12120,14,14,12
12121,10,12,14
12122,6,10,8
12123,12,4,12
12124,10,7,12
12125,10,7,12
12126,10,7,12
12127,11,13,12
12128,11,13,12
12129,10,12,16
12130,10,12,12
12131,10,12,12
12132,9,0,12
12133,10,3,12
12134,-2,-2,10
12135,10,10,10
12136,8,-2,8
12137,9,14,15
12138,9,15,13
12139,8,9,12
12140,9,5,13
12141,12,-3,13
12142,11,-2,12
12143,14,9,12
12144,14,9,12
12145,10,12,12
12146,11,12,12
12147,12,11,16
12148,11,12,12
12149,14,-2,18
12150,11,-2,16
12151,11,9,8
12152,11,9,8
12153,12,12,16
12154,12,10,12
12155,12,10,12
12156,11,12,16
12157,10,12,15
12158,10,12,12
12159,12,12,12
12160,10,8,8
12161,6,10,13
12162,11,12,13
12163,11,12,16
12164,-2,14,12
12165,12,16,13
12166,8,4,12
12167,8,4,16
12168,6,6,12
12169,6,6,12
12170,6,6,11
12171,-3,-3,11
12172,5,-3,8
12173,6,-3,9
12174,12,8,11
12175,5,9,14
12176,6,9,12
12177,3,-2,12
12178,3,3,10
12179,-3,8,16
12180,6,8,18
12181,6,8,15
12182,6,8,14
12183,12,8,16
12184,8,7,12
12185,16,12,13
12186,16,12,12
12187,16,12,10
12188,12,14,13
12189,12,14,12
12190,12,12,12
12191,12,14,10
12192,12,11,10
12193,-2,-2,15
12194,7,-2,12
12195,12,12,16
12196,12,12,12
12197,12,12,12
12198,12,12,12
12199,12,8,12
12200,12,-2,12
12201,12,-2,12
12202,11,7,12
12203,11,7,12
12204,4,-3,10
12205,4,-3,5
12206,16,14,18
12207,12,6,12
12208,12,4,17
12209,12,6,12
12210,12,4,12
12211,12,12,12
12212,12,12,10
12213,10,-4,12
12214,11,12,14
12215,0,0,15
12216,12,16,15
12217,4,6,11
12218,4,6,12
12219,15,-2,11
12220,12,12,12
12221,-2,4,12
12222,7,11,10
12223,6,-2,12
12224,6,-2,16
12225,12,12,13
12226,10,10,12
12227,8,6,12
12228,8,6,12
12229,16,16,13
12230,12,12,12
12231,12,12,12
12232,10,7,12
12233,10,11,12
12234,12,8,14
12235,12,8,14
12236,6,8,11
12237,11,-2,12
12238,7,-3,12
12239,7,7,12
12240,9,12,14
12241,12,7,12
12242,7,9,12
12243,12,12,12
12244,14,15,16
12245,16,16,15
12246,14,16,18
12247,8,6,12
12248,7,7,14
12249,12,12,16
12250,16,16,17
12251,12,14,17
12252,12,16,18
12253,9,9,12
12254,11,12,14
12255,14,12,13
12256,12,8,18
12257,11,-2,14
12258,12,10,11
12259,12,12,16
12260,12,12,18
12261,11,10,12
12262,11,-2,12
12263,11,10,11
12264,12,7,14
12265,12,12,17
12266,12,12,9
12267,16,17,14
12268,12,8,14
12269,10,-4,13
12270,16,12,16
12271,14,16,17
12272,16,16,15
12273,11,13,20
12274,16,20,19
12275,16,18,16
12276,12,10,12
12277,9,-2,11
12278,9,12,12
12279,5,0,15
12280,12,-2,12
12281,11,15,14
12282,8,-3,12
12283,8,8,12
12284,8,-2,18
12285,-2,0,16
12286,12,0,12
12287,6,0,12
12288,2,3,6
12289,12,12,12
12290,6,20,12
12291,-2,16,13
12292,12,13,12
12293,8,-2,11
12294,-3,10,12
12295,10,10,12
12296,11,9,10
12297,-2,-2,11
12298,12,9,12
12299,14,11,9
12300,-2,-2,9
12301,12,11,12
12302,5,-2,7
12303,7,7,12
12304,11,-4,11
12305,9,-2,12
12306,7,12,12
12307,8,12,9
12308,10,8,9
12309,6,6,8
12310,6,6,6
12311,6,6,12
12312,12,10,14
12313,12,10,14
12314,11,-2,12
12315,14,11,12
12316,14,-2,12
12317,-2,-2,12
12318,12,12,12
12319,7,4,12
12320,7,4,11
12321,7,4,11
12322,12,12,16
12323,12,12,15
12324,8,7,10
12325,7,10,12
12326,8,3,10
12327,-2,-2,8
12328,-2,4,9
12329,17,16,12
12330,-2,8,9
12331,7,8,12
12332,3,3,13
12333,3,3,16
12334,7,0,12
12335,7,0,4
12336,13,16,14
12337,13,14,14
12338,7,11,15
12339,9,-3,16
12340,12,12,16
12341,8,8,6
12342,8,-4,9
12343,8,10,19
12344,16,-3,16
12345,13,12,16
12346,13,12,16
12347,13,12,16
12348,13,13,12
12349,13,13,13
12350,13,13,12
12351,14,16,16
12352,12,20,9
12353,12,12,12
12354,6,2,16
12355,6,2,15
12356,5,0,16
12357,5,0,16
12358,9,11,12
12359,6,8,13
12360,8,8,10
12361,12,12,12
12362,13,-2,13
12363,8,11,8
12364,10,10,12
12365,9,10,12
12366,8,7,12
12367,8,7,11
12368,12,6,10
12369,12,12,10
12370,5,1,6
12371,12,16,8
12372,12,12,5
12373,10,12,12
12374,10,12,12
12375,10,12,12
12376,12,12,12
12377,12,-2,13
12378,9,12,11
12379,12,6,14
12380,13,17,12
12381,10,-4,7
12382,10,10,12
12383,10,10,11
12384,12,9,9
12385,12,12,12
12386,3,7,12
12387,3,7,10
12388,12,12,16
12389,12,-3,12
12390,12,12,16
12391,11,8,10
12392,11,4,11
12393,12,11,12
12394,15,12,12
12395,12,12,12
12396,10,11,14
12397,11,11,12
12398,9,8,14
12399,11,11,12
12400,10,10,6
12401,8,3,8
12402,8,3,9
12403,6,-3,6
12404,6,8,8
12405,-2,4,12
12406,9,8,12
12407,10,12,10
12408,12,6,12
12409,7,5,11
12410,12,12,12
12411,10,12,9
12412,7,12,7
12413,7,12,8
12414,12,12,12
12415,9,8,12
12416,3,5,12
12417,12,12,12
12418,8,9,14
12419,12,16,12
12420,13,12,12
12421,13,10,12
12422,12,8,12
12423,8,5,12
12424,7,5,12
12425,-2,12,9
12426,9,9,15
12427,11,10,9
12428,11,10,11
12429,12,8,16
12430,12,12,12
12431,12,12,14
12432,12,11,13
12433,12,12,18
12434,12,12,12
12435,9,11,10
12436,6,12,12
12437,14,15,16
12438,8,8,12
12439,8,8,12
12440,12,9,12
12441,12,9,12
12442,7,7,13
12443,8,9,8
12444,11,2,15
12445,12,8,12
12446,-3,18,18
12447,10,10,12
12448,9,10,12
12449,4,-2,9
12450,4,-3,9
12451,12,12,19
12452,10,-2,12
12453,18,12,18
12454,8,8,12
12455,6,7,9
12456,8,-4,12
12457,6,3,10
12458,6,3,12
12459,7,8,12
12460,12,8,16
12461,10,13,12
12462,10,10,8
12463,3,3,13
12464,0,8,18
12465,4,7,12
12466,0,9,16
12467,0,8,14
12468,12,12,12
12469,12,10,20
12470,12,9,13
12471,12,8,13
12472,9,9,12
12473,5,5,12
12474,5,-3,11
12475,12,12,12
12476,12,12,14
12477,12,12,12
12478,10,12,12
12479,12,12,12
12480,12,8,12
12481,8,6,12
12482,12,10,12
12483,9,10,10
12484,9,11,10
12485,-2,11,8
12486,12,12,14
12487,12,12,13
12488,12,11,12
12489,12,11,12
12490,11,9,11
12491,8,8,13
12492,-2,-2,10
12493,9,10,11
12494,12,12,12
12495,11,12,11
12496,11,12,11
12497,9,8,12
12498,10,12,12
12499,10,12,12
12500,16,-2,12
12501,8,6,12
12502,14,12,13
12503,12,16,9
12504,6,9,11
12505,12,12,12
12506,8,10,12
12507,12,12,9
12508,12,-3,13
12509,12,12,12
12510,-3,11,5
12511,10,1,11
12512,3,3,12
12513,6,2,12
12514,8,6,12
12515,8,6,10
12516,8,6,12
12517,7,-2,15
12518,8,6,12
12519,12,12,16
12520,12,12,12
12521,-2,9,17
12522,12,12,12
12523,12,12,12
12524,12,12,12
12525,12,13,12
12526,9,12,12
12527,12,12,16
12528,10,6,12
12529,11,8,8
12530,12,8,12
12531,-2,12,12
12532,10,11,9
12533,13,12,12
12534,13,12,12
12535,12,16,18
12536,12,8,18
12537,3,8,8
12538,7,8,12
12539,7,7,11
12540,8,-3,11
12541,8,-3,10
12542,10,10,12
12543,-2,10,9
12544,-2,-2,9
12545,12,14,14
12546,8,3,12
12547,8,3,12
12548,6,3,9
12549,-2,12,11
12550,13,14,12
12551,8,12,12
12552,8,8,11
12553,8,8,12
12554,8,8,12
12555,11,8,12
12556,11,8,12
12557,9,9,12
12558,12,12,12
12559,10,12,11
12560,8,9,12
12561,12,12,12
12562,16,12,12
12563,12,12,12
12564,17,10,14
12565,18,12,12
12566,12,11,14
12567,8,6,12
12568,10,11,12
12569,12,12,12
12570,16,12,12
12571,12,12,12
12572,8,8,12
12573,12,12,14
12574,11,12,12
12575,11,10,12
12576,12,12,13
12577,12,12,13
12578,12,12,12
12579,10,7,12
12580,10,12,12
12581,12,18,12
12582,12,12,12
12583,14,14,12
12584,10,10,12
12585,16,12,12
12586,8,8,12
12587,4,11,12
12588,14,-3,12
12589,12,-2,13
12590,12,12,13
12591,5,9,15
12592,12,12,12
12593,12,12,12
12594,12,-2,12
12595,13,16,14
12596,12,14,12
12597,12,10,13
12598,12,12,12
12599,12,10,12
12600,16,12,12
12601,10,12,12
12602,12,10,12
12603,14,16,12
12604,10,16,14
12605,12,12,13
12606,12,12,12
12607,12,9,12
12608,12,10,13
12609,12,13,12
12610,12,14,12
