"R0000100","R0006500","R0007900","T9900000"
9668,16,20,19
9669,12,12,16
9670,12,11,16
9671,9,10,9
9672,14,12,16
9673,12,10,15
9674,12,10,12
9675,12,12,13
9676,12,6,19
9677,12,11,16
9678,11,-2,11
9679,12,12,14
9680,12,4,13
9681,12,4,12
9682,10,14,12
9683,11,12,12
9684,11,14,13
9685,11,14,12
9686,8,3,12
9687,12,11,12
9688,12,12,12
9689,9,3,12
9690,9,3,13
9691,16,16,16
9692,13,16,15
9693,11,14,16
9694,12,16,16
9695,12,17,17
9696,12,20,16
9697,12,8,20
9698,10,-2,17
9699,12,12,18
9700,16,16,14
9701,12,16,16
9702,16,18,16
9703,14,20,20
9704,14,16,16
9705,12,9,16
9706,11,6,14
9707,12,13,18
9708,-3,12,19
9709,12,18,15
9710,15,16,13
9711,12,7,15
9712,12,14,14
9713,18,16,17
9714,12,12,16
9715,12,18,16
9716,12,14,16
9717,13,12,18
9718,16,18,17
9719,12,18,14
9720,20,20,14
9721,20,20,17
9722,12,19,16
9723,12,12,19
9724,20,18,20
9725,14,16,13
9726,14,14,16
9727,17,19,15
9728,14,16,16
9729,12,16,20
9730,11,8,11
9731,11,-3,12
9732,11,8,12
9733,12,16,14
9734,12,16,14
9735,16,16,17
9736,12,12,13
9737,15,16,17
9738,12,17,17
9739,16,17,16
9740,13,12,12
9741,12,11,18
9742,9,12,19
9743,12,12,20
9744,12,12,16
9745,12,10,16
9746,14,17,17
9747,13,12,16
9748,16,16,18
9749,13,13,17
9750,8,8,8
9751,12,16,14
9752,17,14,16
9753,11,10,10
9754,9,3,9
9755,12,11,9
9756,-3,16,12
9757,13,12,13
9758,12,-2,14
9759,15,16,16
9760,6,-2,12
9761,14,-4,12
9762,8,9,12
9763,8,8,12
9764,16,13,12
9765,16,12,12
9766,12,-3,15
9767,12,12,12
9768,-2,-2,14
9769,12,12,12
9770,-3,7,8
9771,8,7,12
9772,7,9,12
9773,7,9,15
9774,14,10,12
9775,8,11,12
9776,9,9,12
9777,10,9,14
9778,-2,12,12
9779,6,9,11
9780,10,7,12
9781,12,8,12
9782,11,15,13
9783,9,12,12
9784,9,12,13
9785,7,6,12
9786,5,12,16
9787,-2,-2,10
9788,12,16,13
9789,12,10,12
9790,12,10,12
9791,16,8,17
9792,13,6,12
9793,12,12,14
9794,3,8,13
9795,12,8,12
9796,12,8,11
9797,12,12,12
9798,12,8,11
9799,12,8,12
9800,1,0,12
9801,2,2,4
9802,0,4,7
9803,8,15,12
9804,1,0,12
9805,3,0,12
9806,5,11,7
9807,12,11,12
9808,12,12,12
9809,11,12,12
9810,12,8,12
9811,0,0,12
9812,0,0,17
9813,0,0,14
9814,0,0,12
9815,6,2,10
9816,6,2,9
9817,6,2,12
9818,8,10,12
9819,12,8,12
9820,12,14,20
9821,12,14,12
9822,12,14,13
9823,11,8,14
9824,11,4,19
9825,12,12,12
9826,12,12,15
9827,12,12,11
9828,8,-2,9
9829,3,0,12
9830,3,0,15
9831,-2,-2,16
9832,12,12,12
9833,12,12,12
9834,12,7,10
9835,-3,12,13
9836,6,6,12
9837,5,6,13
9838,0,4,14
9839,0,5,16
9840,0,5,17
9841,0,5,12
9842,14,12,15
9843,12,12,12
9844,3,3,13
9845,0,0,12
9846,2,7,12
9847,0,0,19
9848,13,14,14
9849,9,12,12
9850,12,10,12
9851,9,10,10
9852,10,10,15
9853,-2,-2,10
9854,8,8,12
9855,8,-2,14
9856,6,12,12
9857,8,12,15
9858,10,10,12
9859,0,3,12
9860,0,0,12
9861,11,12,12
9862,12,12,14
9863,12,7,12
9864,10,9,12
9865,11,12,10
9866,12,16,14
9867,12,16,14
9868,9,-4,12
9869,-2,-2,12
9870,-3,12,12
9871,12,9,13
9872,12,10,18
9873,12,8,16
9874,12,-2,12
9875,7,11,11
9876,9,-3,13
9877,12,12,12
9878,11,12,13
9879,12,13,16
9880,16,13,13
9881,-2,-2,12
9882,6,6,14
9883,12,-3,16
9884,12,12,12
9885,12,12,13
9886,12,12,12
9887,12,12,12
9888,6,-2,9
9889,7,12,17
9890,12,17,16
9891,12,15,13
9892,11,12,13
9893,12,12,14
9894,8,8,12
9895,8,9,13
9896,8,16,17
9897,8,16,16
9898,8,16,16
9899,10,12,13
9900,12,20,15
9901,12,12,15
9902,12,12,11
9903,10,11,10
9904,5,4,16
9905,2,9,12
9906,12,12,11
9907,10,2,9
9908,10,-2,9
9909,10,2,11
9910,10,-2,11
9911,12,-4,10
9912,10,-2,12
9913,12,11,12
9914,4,7,11
9915,0,3,6
9916,0,3,6
9917,9,12,11
9918,0,0,12
9919,0,0,12
9920,14,13,16
9921,12,12,16
9922,14,18,12
9923,12,8,13
9924,12,12,13
9925,8,11,12
9926,12,-4,12
9927,9,9,12
9928,16,-3,14
9929,16,16,14
9930,11,12,12
9931,12,8,12
9932,12,12,12
9933,12,-3,12
9934,-2,-2,20
9935,10,10,14
9936,5,-3,12
9937,12,12,12
9938,-3,12,13
9939,12,12,16
9940,6,-2,9
9941,0,-3,11
9942,4,6,12
9943,7,7,10
9944,4,-2,10
9945,-3,3,6
9946,6,6,12
9947,4,3,13
9948,-3,3,12
9949,10,-4,12
9950,14,18,12
9951,14,16,14
9952,14,16,12
9953,11,6,11
9954,6,0,9
9955,6,0,12
9956,6,-3,9
9957,6,0,12
9958,11,-2,10
9959,16,12,16
9960,6,4,7
9961,6,8,13
9962,6,8,10
9963,2,-3,9
9964,0,4,12
9965,-2,-2,13
9966,0,0,6
9967,-2,-2,8
9968,6,4,6
9969,2,2,12
9970,8,-2,13
9971,8,8,13
9972,2,3,12
9973,2,3,10
9974,4,6,9
9975,4,6,12
9976,0,-2,9
9977,2,2,12
9978,8,12,11
9979,9,8,12
9980,8,8,12
9981,-2,-2,14
9982,-2,-2,13
9983,12,11,12
9984,14,12,12
9985,12,12,12
9986,8,12,12
9987,12,0,16
9988,8,0,13
9989,6,-4,12
9990,11,12,12
9991,8,12,11
9992,-3,6,16
9993,0,0,4
9994,8,8,8
9995,4,12,12
9996,11,8,7
9997,4,-2,12
9998,4,6,11
9999,10,12,16
10000,12,-3,12
10001,12,12,12
10002,12,12,12
10003,13,13,12
10004,12,12,12
10005,12,6,12
10006,12,6,16
10007,12,6,14
10008,8,10,15
10009,8,10,15
10010,12,12,20
10011,6,3,12
10012,12,12,13
10013,-2,2,9
10014,-2,2,12
10015,11,12,12
10016,-2,-2,10
10017,12,12,12
10018,10,7,10
10019,-3,6,10
10020,-4,8,11
10021,-4,9,12
10022,2,2,12
10023,2,2,3
10024,0,8,12
10025,3,6,10
10026,4,6,6
10027,4,12,8
10028,-2,3,12
10029,9,-2,14
10030,8,9,12
10031,7,9,12
10032,6,1,9
10033,4,1,11
10034,4,4,8
10035,4,4,20
10036,2,2,3
10037,0,0,12
10038,15,10,15
10039,11,14,12
10040,12,6,14
10041,12,14,15
10042,11,6,12
10043,2,3,12
10044,12,6,11
10045,12,6,12
10046,9,9,12
10047,9,9,16
10048,2,0,9
10049,2,0,12
10050,2,0,12
10051,2,0,12
10052,3,6,14
10053,3,6,12
10054,3,6,16
10055,-3,10,13
10056,10,6,12
10057,-3,12,12
10058,12,12,14
10059,-3,12,9
10060,10,-2,10
10061,9,3,12
10062,-3,6,12
10063,-3,-2,12
10064,-3,-2,12
10065,-3,12,12
10066,12,12,8
10067,6,0,12
10068,4,0,12
10069,5,12,14
10070,-2,12,12
10071,5,-2,8
10072,3,2,8
10073,2,3,8
10074,4,4,6
10075,3,0,12
10076,-2,-2,12
10077,8,4,12
10078,8,4,14
10079,3,-2,14
10080,8,4,12
10081,10,10,7
10082,12,8,14
10083,12,7,14
10084,12,7,16
10085,12,8,12
10086,8,-2,12
10087,3,0,12
10088,3,0,12
10089,11,10,10
10090,9,11,12
10091,14,11,12
10092,6,6,12
10093,12,12,12
10094,10,12,13
10095,8,9,9
10096,11,9,17
10097,8,9,12
10098,-3,-3,10
10099,9,9,9
10100,12,12,12
10101,12,15,8
10102,6,4,12
10103,6,4,12
10104,9,9,11
10105,4,9,12
10106,12,12,12
10107,9,-2,8
10108,9,-4,8
10109,9,4,12
10110,9,7,10
10111,9,-2,12
10112,6,8,12
10113,-2,-2,9
10114,12,12,15
10115,10,12,12
10116,10,10,12
10117,-2,12,12
10118,-3,0,10
10119,9,9,10
10120,14,12,16
10121,15,10,12
10122,9,9,10
10123,13,17,18
10124,4,12,12
10125,7,8,14
10126,10,6,16
10127,10,6,16
10128,10,10,12
10129,12,8,11
10130,6,-4,12
10131,11,-4,20
10132,11,-4,13
10133,12,15,12
10134,8,12,12
10135,11,5,12
10136,9,6,9
10137,12,12,17
10138,12,12,14
10139,12,12,13
10140,9,11,13
10141,12,8,9
10142,12,5,9
10143,6,4,8
10144,17,17,14
10145,15,11,14
10146,14,15,12
10147,10,11,17
10148,10,-2,12
10149,-2,12,12
10150,11,12,9
10151,5,5,10
10152,9,10,12
10153,9,-2,16
10154,8,9,16
10155,-2,10,12
10156,9,-2,12
10157,-2,-2,10
10158,8,13,15
10159,12,12,12
10160,11,-2,9
10161,9,-2,18
10162,10,10,12
10163,12,12,8
10164,7,-2,12
10165,-2,-2,12
10166,12,12,12
10167,8,8,12
10168,-2,-2,12
10169,11,12,12
10170,7,-2,12
10171,10,12,13
10172,-2,12,12
10173,12,5,11
10174,-2,-2,12
10175,12,10,12
10176,12,12,12
10177,11,12,10
10178,10,11,11
10179,-2,9,12
10180,-2,-2,9
10181,8,-2,12
10182,8,-2,12
10183,9,12,12
10184,3,6,11
10185,11,9,13
10186,-2,-4,14
10187,-3,-4,11
10188,12,9,14
10189,12,-2,13
10190,-2,-2,12
10191,7,-4,12
10192,16,3,12
10193,9,10,13
10194,7,-1,12
10195,12,12,18
10196,11,9,20
10197,11,10,12
10198,2,2,12
10199,6,7,11
10200,-2,0,9
10201,9,-2,10
10202,-2,-4,12
10203,5,5,13
10204,5,3,11
10205,9,11,10
10206,12,12,12
10207,12,7,12
10208,-2,14,12
10209,12,12,10
10210,12,10,12
10211,6,8,15
10212,12,12,13
10213,12,8,12
10214,7,9,12
10215,12,12,13
10216,12,12,12
10217,8,12,12
10218,8,8,14
10219,12,12,14
10220,6,5,8
10221,12,12,13
10222,12,12,15
10223,8,11,10
10224,12,12,12
10225,11,8,12
10226,12,8,16
10227,9,-2,7
10228,6,10,9
10229,6,6,14
10230,12,12,10
10231,9,11,10
10232,11,8,16
10233,11,8,12
10234,11,12,12
10235,11,10,12
10236,12,12,16
10237,11,9,12
10238,11,12,12
10239,-2,-2,12
10240,6,6,12
10241,8,12,12
10242,12,9,8
10243,12,19,12
10244,10,6,8
10245,8,8,11
10246,13,12,14
10247,-2,6,9
10248,11,6,7
10249,12,8,12
10250,6,7,11
10251,12,10,11
10252,12,10,12
10253,-2,12,8
10254,9,12,12
10255,10,11,11
10256,7,-2,12
10257,7,-2,7
10258,12,-2,12
10259,10,5,12
10260,11,-2,12
10261,11,-2,12
10262,11,8,12
10263,10,12,20
10264,12,14,16
10265,12,12,16
10266,15,12,16
10267,12,16,16
10268,12,12,14
10269,13,12,16
10270,12,10,17
10271,12,10,16
10272,15,18,16
10273,12,12,17
10274,12,8,17
10275,12,12,16
10276,14,12,18
10277,10,12,17
10278,10,8,8
10279,12,12,16
10280,15,12,19
10281,12,12,16
10282,12,12,16
10283,12,8,16
10284,-2,16,12
10285,-2,-2,8
10286,8,9,10
10287,8,8,11
10288,8,8,8
10289,-3,-3,12
10290,12,-2,12
10291,12,8,11
10292,13,8,12
10293,10,12,12
10294,10,12,12
10295,10,12,8
10296,7,-2,12
10297,7,-2,12
10298,8,-2,12
10299,9,-2,12
10300,12,-2,14
10301,8,5,12
10302,9,8,12
10303,4,5,6
10304,12,11,16
10305,8,12,13
10306,8,12,12
10307,6,4,17
10308,6,4,20
10309,12,12,16
10310,12,10,15
10311,12,16,12
10312,12,16,16
10313,12,18,16
10314,-2,-2,7
10315,3,6,12
10316,7,-2,12
10317,-2,12,13
10318,3,-2,12
10319,-2,4,12
10320,14,14,12
10321,3,12,12
10322,-2,-2,5
10323,12,10,9
10324,-2,-2,12
10325,-2,8,12
10326,11,10,15
10327,7,6,9
10328,8,-2,12
10329,7,9,16
10330,7,9,8
10331,4,-2,12
10332,2,-2,12
10333,12,-2,12
10334,12,12,12
10335,7,-2,15
10336,8,7,12
10337,11,8,12
10338,-3,-3,12
10339,-2,-2,12
10340,-2,-2,13
10341,9,-2,16
10342,13,12,17
10343,13,12,12
10344,11,-4,12
10345,12,12,14
10346,12,12,15
10347,11,-2,8
10348,11,8,10
10349,10,12,12
10350,12,11,12
10351,8,8,12
10352,8,2,14
10353,0,0,9
10354,12,12,14
10355,0,-2,9
10356,9,9,12
10357,9,9,9
10358,5,-2,12
10359,10,7,13
10360,6,9,14
10361,12,12,11
10362,12,14,20
10363,13,14,13
10364,6,7,16
10365,6,7,16
10366,16,16,13
10367,12,12,18
10368,12,14,14
10369,13,12,20
10370,4,12,12
10371,6,11,12
10372,-2,-2,16
10373,12,-2,11
10374,-2,-2,12
10375,6,-2,13
10376,4,11,12
10377,8,2,20
10378,-3,17,18
10379,12,-2,12
10380,-2,-2,10
10381,12,12,14
10382,12,12,16
10383,-3,0,6
10384,6,12,12
10385,6,12,15
10386,6,12,12
10387,10,8,10
10388,10,8,8
10389,12,12,12
10390,13,-3,18
10391,7,7,7
10392,4,4,8
10393,17,17,16
10394,14,14,16
10395,12,12,15
10396,12,16,16
10397,-2,-2,9
10398,14,12,12
10399,12,8,12
10400,12,12,12
10401,12,14,13
10402,13,12,20
10403,11,8,12
10404,9,7,12
10405,16,16,19
10406,16,16,18
10407,16,14,16
10408,9,-2,8
10409,9,7,12
10410,12,12,14
10411,12,-4,12
10412,11,8,11
10413,10,9,16
10414,10,10,11
10415,12,12,8
10416,11,12,12
10417,12,-2,12
10418,10,-4,7
10419,11,-2,11
10420,12,-4,9
10421,12,12,12
10422,12,-2,14
10423,12,-3,12
10424,-2,-2,11
10425,12,8,14
10426,13,5,19
10427,6,9,12
10428,3,4,14
10429,3,4,13
10430,3,4,12
10431,3,4,12
10432,-2,-2,12
10433,8,4,13
10434,11,4,9
10435,-2,-3,12
10436,12,12,12
10437,12,6,12
10438,10,14,13
10439,10,14,12
10440,12,12,16
10441,12,13,16
10442,14,16,16
10443,8,10,11
10444,8,10,13
10445,12,16,12
10446,3,0,11
10447,10,-2,8
10448,12,12,16
10449,8,-3,16
10450,8,-3,16
10451,18,6,12
10452,-2,-2,13
10453,12,12,12
10454,16,16,15
10455,16,16,13
10456,12,12,14
10457,12,18,16
10458,12,17,17
10459,11,10,8
10460,12,13,10
10461,12,16,14
10462,19,16,17
10463,18,20,16
10464,13,12,19
10465,8,12,13
10466,12,11,11
10467,12,13,12
10468,12,0,15
10469,16,16,17
10470,11,14,16
10471,11,16,15
10472,12,10,12
10473,12,8,12
10474,16,8,16
10475,11,12,12
10476,11,12,12
10477,10,9,12
10478,8,10,12
10479,9,10,12
10480,12,12,12
10481,12,-3,12
10482,16,6,10
10483,10,-4,8
10484,12,-4,15
10485,12,12,9
10486,12,12,12
10487,9,12,12
10488,9,11,12
10489,9,-4,12
10490,0,0,12
10491,11,-2,12
10492,5,12,14
10493,5,4,12
10494,9,12,8
10495,9,-4,13
10496,9,12,12
10497,9,12,12
10498,9,12,12
10499,8,9,12
10500,8,12,12
10501,3,2,15
10502,3,0,9
10503,3,2,12
10504,6,2,12
10505,12,7,16
10506,-2,-2,10
10507,12,12,15
10508,16,16,14
10509,9,9,15
10510,0,-4,6
10511,0,0,12
10512,6,-2,13
10513,9,-2,10
10514,10,-2,17
10515,12,11,10
10516,12,11,11
10517,13,12,12
10518,12,12,12
10519,3,0,4
10520,1,4,4
10521,6,3,8
10522,4,3,6
10523,-3,0,6
10524,4,4,12
10525,6,4,12
10526,5,5,12
10527,6,4,11
10528,6,-3,11
10529,12,-3,12
10530,-3,-3,1
10531,3,-3,12
10532,3,-3,12
10533,12,12,14
10534,12,12,16
10535,0,2,14
10536,1,3,13
10537,1,3,14
10538,9,-4,11
10539,12,12,13
10540,8,8,11
10541,10,8,14
10542,7,10,13
10543,11,11,13
10544,3,6,12
10545,3,5,11
10546,3,6,9
10547,12,-2,12
10548,-2,-2,14
10549,14,15,18
10550,8,8,19
10551,8,6,15
10552,6,12,12
10553,3,-4,14
10554,7,1,14
10555,8,-2,12
10556,7,5,8
10557,11,-3,9
10558,10,8,12
10559,11,3,12
10560,11,6,12
10561,12,8,17
10562,-2,-2,12
10563,-4,-4,16
10564,-2,-2,9
10565,3,3,14
10566,8,-2,9
10567,-2,3,10
10568,-3,-2,12
10569,12,4,16
10570,-2,10,12
10571,-3,10,12
10572,-3,6,16
10573,5,6,12
10574,0,5,10
10575,12,9,9
10576,13,9,12
10577,13,9,12
10578,13,8,16
10579,10,10,12
10580,-2,8,12
10581,12,12,19
10582,12,12,14
10583,11,10,12
10584,12,12,14
10585,11,8,15
10586,10,-2,12
10587,-3,-3,10
10588,12,9,12
10589,12,-2,12
10590,0,0,14
10591,10,6,12
10592,12,8,10
10593,10,12,12
10594,8,-2,12
10595,5,5,13
10596,11,11,12
10597,12,12,12
10598,6,3,13
10599,12,12,14
10600,10,5,12
10601,10,11,12
10602,10,10,14
10603,14,12,12
10604,12,16,14
10605,10,10,12
10606,11,8,15
10607,9,9,12
10608,11,11,13
10609,12,12,12
10610,8,7,12
10611,12,9,12
10612,14,16,12
10613,12,9,13
10614,10,12,16
10615,14,11,13
10616,-2,-2,12
10617,13,8,14
10618,8,11,13
10619,16,-2,12
10620,13,-2,12
10621,11,8,13
10622,11,10,15
10623,10,-4,14
10624,10,7,12
10625,12,12,12
10626,12,19,12
10627,6,12,12
10628,12,11,12
10629,12,20,13
10630,15,12,12
10631,4,12,16
10632,16,16,16
10633,12,12,12
10634,9,8,16
10635,12,-4,12
10636,12,12,16
10637,12,13,13
10638,11,-4,12
10639,12,16,12
10640,14,9,13
10641,8,-2,12
10642,12,16,16
10643,12,11,12
10644,12,16,13
10645,11,-4,12
10646,10,12,14
10647,13,13,12
10648,11,11,12
10649,12,12,12
10650,12,13,13
10651,14,12,12
10652,12,11,14
10653,12,12,14
10654,12,12,13
10655,-2,6,12
10656,16,12,12
10657,-2,18,12
10658,12,-3,12
10659,11,5,11
10660,12,10,10
10661,12,14,14
10662,5,16,13
10663,12,12,12
10664,-2,-2,12
10665,12,16,12
10666,11,-3,12
10667,12,16,12
10668,-2,11,12
10669,9,8,12
10670,12,11,12
10671,9,11,12
10672,-2,-2,9
10673,12,6,12
10674,-2,12,12
10675,12,12,13
10676,10,10,12
10677,12,6,12
10678,11,12,12
10679,15,12,14
10680,-2,-2,12
10681,11,8,12
10682,12,8,12
10683,16,14,12
10684,12,12,12
10685,12,-4,12
10686,12,10,12
10687,12,12,13
10688,8,-2,12
10689,9,-2,12
10690,3,2,13
10691,12,12,12
10692,12,12,12
10693,14,8,13
10694,8,8,12
10695,12,12,12
10696,16,16,13
10697,6,12,12
10698,11,11,12
10699,11,11,10
10700,8,10,12
10701,8,6,12
10702,10,8,9
10703,12,12,12
10704,11,10,12
10705,12,12,12
10706,13,16,16
10707,6,6,14
10708,12,12,12
10709,12,6,12
10710,8,10,12
10711,16,20,12
10712,16,16,13
10713,12,6,12
10714,8,17,14
10715,12,8,12
10716,16,20,13
10717,8,5,12
10718,8,6,13
10719,11,10,12
10720,12,12,12
10721,12,12,12
10722,12,12,13
10723,-2,12,13
10724,16,-3,13
10725,8,-2,12
10726,12,7,12
10727,-2,12,12
10728,10,12,15
10729,-2,-2,12
10730,-2,10,12
10731,10,9,12
10732,10,12,12
10733,9,9,12
10734,11,8,12
10735,8,8,14
10736,12,10,12
10737,11,11,12
10738,14,14,12
10739,12,-4,12
10740,12,12,12
10741,10,10,13
10742,12,12,15
10743,11,11,12
10744,16,16,12
10745,13,12,12
10746,12,13,13
10747,15,-3,14
10748,18,20,12
10749,16,12,15
10750,11,10,12
10751,10,9,12
10752,14,13,12
10753,-2,12,12
10754,12,10,12
10755,8,8,12
10756,12,16,18
10757,12,14,18
10758,12,13,14
10759,14,10,12
10760,9,11,12
10761,12,12,12
10762,12,10,12
10763,16,8,12
10764,16,20,12
10765,-2,-2,15
10766,8,8,12
10767,9,-2,14
10768,8,12,12
10769,15,12,14
10770,12,10,12
10771,12,14,12
10772,11,12,12
10773,8,7,12
10774,9,11,16
10775,13,12,16
10776,12,12,12
10777,12,9,15
10778,12,12,12
10779,12,12,12
10780,12,12,12
10781,12,12,12
10782,12,12,12
10783,12,12,14
10784,12,12,12
10785,8,8,12
10786,13,12,12
10787,12,12,12
10788,14,12,12
10789,12,12,12
10790,14,12,15
10791,16,9,13
10792,16,16,12
10793,14,12,12
10794,14,12,12
10795,11,12,12
10796,6,-2,12
10797,12,12,12
10798,9,12,12
10799,9,8,14
10800,12,9,13
10801,11,0,12
10802,12,12,12
10803,12,1,12
10804,3,3,14
10805,12,14,12
10806,12,12,12
10807,12,14,12
10808,16,12,14
10809,12,-2,12
10810,12,8,13
10811,12,16,12
10812,12,11,12
10813,-2,-2,12
10814,9,8,12
10815,-2,-2,12
10816,-3,5,12
10817,12,10,12
10818,11,11,16
10819,8,10,14
10820,10,16,13
10821,12,12,12
10822,12,9,12
10823,13,-2,12
10824,12,12,13
10825,12,-2,12
10826,12,14,12
10827,10,6,12
10828,12,10,12
10829,6,16,12
10830,-2,12,12
10831,8,8,12
10832,12,12,14
10833,10,8,12
10834,-2,-2,12
10835,11,12,12
10836,12,18,12
10837,12,10,14
10838,5,3,12
10839,12,12,15
10840,12,8,14
10841,-2,-2,12
10842,0,0,10
10843,12,10,12
10844,12,12,13
10845,11,12,12
10846,11,8,12
10847,8,6,12
10848,10,10,13
10849,8,11,12
10850,16,17,12
10851,11,11,12
10852,6,-2,12
10853,12,12,12
10854,9,5,12
10855,18,12,14
10856,10,12,12
10857,12,16,12
10858,7,12,12
10859,10,-2,12
10860,12,12,12
10861,10,6,12
10862,12,-2,13
10863,11,12,12
10864,12,17,12
10865,2,12,12
10866,10,11,12
10867,12,12,12
10868,12,20,12
10869,6,12,12
10870,12,16,12
10871,12,10,12
10872,16,9,15
10873,8,6,12
10874,16,12,12
10875,12,12,12
10876,-2,-2,12
10877,10,9,12
10878,11,12,12
10879,8,16,12
10880,12,12,13
10881,12,14,13
10882,12,16,16
10883,11,10,12
10884,8,12,12
10885,11,9,12
10886,12,16,13
10887,12,13,13
10888,14,16,13
10889,12,14,12
10890,12,12,14
10891,12,11,13
10892,12,8,12
10893,-2,-2,13
10894,14,14,19
10895,18,6,13
10896,11,6,12
10897,-2,-2,12
10898,12,9,12
10899,9,12,12
10900,11,8,12
10901,10,8,12
10902,16,12,12
10903,12,12,12
10904,9,12,12
10905,14,12,12
10906,12,-2,13
10907,12,12,12
10908,12,12,12
10909,12,12,10
10910,12,7,14
10911,12,12,12
10912,10,12,12
10913,16,18,12
10914,13,-3,12
10915,12,7,12
10916,12,14,12
10917,12,10,12
10918,12,12,12
10919,16,12,12
10920,16,-2,12
10921,8,12,13
10922,16,9,13
10923,9,12,14
10924,12,18,14
10925,2,8,13
10926,10,12,15
10927,18,18,14
10928,12,12,13
10929,14,16,12
10930,16,19,12
10931,12,-2,14
10932,-2,-2,13
10933,12,12,17
10934,10,16,13
10935,12,-2,12
10936,6,0,14
10937,12,16,12
10938,12,12,12
10939,8,12,12
10940,12,12,14
10941,12,-2,12
10942,20,20,16
10943,-2,12,12
10944,12,14,12
10945,8,8,14
10946,12,12,12
10947,12,10,13
10948,14,13,12
10949,12,20,13
10950,11,-2,12
10951,9,-2,12
10952,12,12,12
10953,12,12,12
10954,12,12,9
10955,12,12,13
10956,16,-2,12
10957,12,12,14
10958,9,10,14
10959,9,9,12
10960,12,14,12
10961,12,12,12
10962,-2,-2,12
10963,6,5,12
10964,12,12,13
10965,-2,-4,12
10966,12,14,13
10967,7,3,12
10968,12,-2,12
10969,6,12,12
10970,9,8,13
10971,12,12,12
10972,-2,-2,12
10973,12,8,13
10974,11,-2,12
10975,15,12,12
10976,14,12,14
10977,14,16,12
10978,15,14,12
10979,14,12,12
10980,12,12,12
10981,15,16,14
10982,9,12,12
10983,11,8,11
10984,11,12,12
10985,-2,-2,12
10986,12,12,13
10987,12,9,12
10988,12,12,12
10989,10,7,11
10990,3,5,12
10991,-2,-2,12
10992,14,8,13
10993,12,12,11
10994,9,9,12
10995,12,12,9
10996,12,12,12
10997,15,20,13
10998,12,12,12
10999,12,14,12
11000,12,12,12
11001,-2,-2,12
11002,12,12,12
11003,10,10,13
11004,12,11,12
11005,-4,-2,12
11006,10,9,12
11007,12,12,12
11008,12,10,12
11009,9,10,12
11010,14,20,12
11011,12,12,12
11012,10,8,13
11013,12,10,12
11014,9,-4,18
11015,12,-4,12
11016,12,11,12
11017,12,16,12
11018,10,8,12
11019,4,-3,14
11020,12,14,12
11021,12,14,12
11022,8,8,12
11023,12,12,12
11024,12,12,12
11025,10,8,12
11026,14,16,13
11027,12,12,12
11028,8,8,12
11029,13,13,15
11030,12,12,11
11031,8,8,12
11032,8,6,12
11033,12,12,13
11034,10,9,12
11035,12,-2,12
11036,12,12,13
11037,8,12,12
11038,12,12,12
11039,12,8,12
11040,12,13,13
11041,11,-2,12
11042,10,-4,12
11043,12,12,12
11044,10,14,16
11045,11,16,12
11046,12,-3,12
11047,12,12,12
11048,10,12,14
11049,5,5,12
11050,12,-2,9
11051,12,12,12
11052,12,14,12
11053,11,14,12
11054,-4,8,12
11055,11,3,10
11056,12,12,10
11057,-2,10,12
11058,14,16,14
11059,11,12,12
11060,10,-2,9
11061,8,7,12
11062,12,-2,12
11063,12,10,13
11064,14,-2,16
11065,10,9,12
11066,12,16,14
11067,11,10,12
11068,12,12,12
11069,12,12,12
11070,12,12,14
11071,12,-2,16
11072,11,6,12
11073,13,-2,12
11074,12,7,14
11075,8,12,12
11076,12,12,12
11077,0,6,12
11078,10,12,12
11079,11,8,12
11080,13,19,14
11081,12,14,12
11082,10,8,12
11083,11,9,12
11084,10,11,9
11085,8,8,9
11086,10,16,12
11087,10,10,12
11088,9,7,13
11089,11,12,12
11090,10,8,12
11091,-2,-2,13
11092,11,6,12
11093,12,11,12
11094,-2,-2,9
11095,11,10,12
11096,-2,-2,12
11097,12,9,12
11098,8,8,12
11099,11,16,12
11100,-3,-2,12
11101,12,12,13
11102,16,12,12
11103,11,-4,12
11104,11,-2,12
11105,11,8,12
11106,10,12,12
11107,10,-2,12
11108,12,14,12
11109,-2,14,12
11110,12,10,12
11111,12,12,12
11112,11,12,12
11113,12,13,12
11114,12,12,12
11115,13,8,12
11116,12,12,12
11117,10,12,12
11118,9,8,13
11119,12,11,12
11120,10,14,13
11121,14,20,15
11122,10,-4,12
11123,12,12,12
11124,12,18,13
11125,10,10,12
11126,12,8,12
11127,12,8,12
11128,3,3,13
11129,10,16,12
11130,-2,-2,13
11131,12,9,12
11132,8,8,12
11133,12,10,13
11134,13,16,12
11135,12,-2,12
11136,12,8,12
11137,12,12,13
11138,12,12,12
11139,11,9,12
11140,12,12,12
11141,14,12,12
11142,12,12,13
11143,12,9,12
11144,13,-2,12
11145,15,12,12
11146,12,8,12
11147,11,8,11
11148,12,11,12
11149,12,11,12
11150,12,7,12
11151,6,9,12
11152,13,16,13
11153,13,13,13
11154,12,20,16
11155,12,9,12
11156,12,12,12
11157,13,15,12
11158,11,12,12
11159,15,16,12
11160,12,12,13
11161,12,-2,13
11162,12,12,12
11163,12,12,12
11164,12,8,12
11165,12,12,14
11166,8,12,12
11167,12,10,-3
11168,12,9,12
11169,11,8,14
11170,11,11,12
11171,12,13,12
11172,15,13,13
11173,12,14,12
11174,12,14,12
11175,12,12,13
11176,8,-4,12
